r,t,y,TotalCapacityAnnual
RE1,MINGEO,2055,1.4486
RE1,MINGEO,2056,1.4486
RE1,MINGEO,2057,1.4486
RE1,MINGEO,2058,1.4486
RE1,MINGEO,2059,1.4486
RE1,MINGEO,2060,1.4486
RE1,MINGEO,2061,1.4486
RE1,MINGEO,2062,1.4486
RE1,MINGEO,2063,1.4486
RE1,MINGEO,2064,1.4486
RE1,MINGEO,2065,1.4486
RE1,MINGEO,2066,1.4486
RE1,MINGEO,2067,1.4486
RE1,MINGEO,2068,1.4486
RE1,MINGEO,2069,1.4486
RE1,MINHYD,2015,51.7481
RE1,MINHYD,2016,51.7481
RE1,MINHYD,2017,51.7481
RE1,MINHYD,2018,51.7481
RE1,MINHYD,2019,51.7481
RE1,MINHYD,2020,51.7481
RE1,MINHYD,2021,51.7481
RE1,MINHYD,2022,51.7481
RE1,MINHYD,2023,51.7481
RE1,MINHYD,2024,51.7481
RE1,MINHYD,2025,51.7481
RE1,MINHYD,2026,51.7481
RE1,MINHYD,2027,51.7481
RE1,MINHYD,2028,51.7481
RE1,MINHYD,2029,51.7481
RE1,MINHYD,2030,62.0649
RE1,MINHYD,2031,62.0649
RE1,MINHYD,2032,71.6301
RE1,MINHYD,2033,71.6301
RE1,MINHYD,2034,71.6301
RE1,MINHYD,2035,71.6301
RE1,MINHYD,2036,71.6301
RE1,MINHYD,2037,71.6301
RE1,MINHYD,2038,71.6301
RE1,MINHYD,2039,71.6301
RE1,MINHYD,2040,71.6301
RE1,MINHYD,2041,71.6301
RE1,MINHYD,2042,71.6301
RE1,MINHYD,2043,71.6301
RE1,MINHYD,2044,71.6301
RE1,MINHYD,2045,71.6301
RE1,MINHYD,2046,71.6301
RE1,MINHYD,2047,71.6301
RE1,MINHYD,2048,71.6301
RE1,MINHYD,2049,71.6301
RE1,MINHYD,2050,71.6301
RE1,MINHYD,2051,19.8821
RE1,MINHYD,2052,19.8821
RE1,MINHYD,2053,19.8821
RE1,MINHYD,2054,19.8821
RE1,MINHYD,2055,19.8821
RE1,MINHYD,2056,19.8821
RE1,MINHYD,2057,19.8821
RE1,MINHYD,2058,19.8821
RE1,MINHYD,2059,19.8821
RE1,MINHYD,2060,19.8821
RE1,MINHYD,2061,19.8821
RE1,MINHYD,2062,19.8821
RE1,MINHYD,2063,19.8821
RE1,MINHYD,2064,71.6301
RE1,MINHYD,2065,71.6301
RE1,MINHYD,2066,71.6301
RE1,MINHYD,2067,71.6301
RE1,MINHYD,2068,71.6301
RE1,MINHYD,2069,71.6301
RE1,MINHYD,2070,22.5956
RE1,PWRBIO001,2015,2.978
RE1,PWRBIO001,2016,3.404
RE1,PWRBIO001,2017,3.829
RE1,PWRBIO001,2018,4.04
RE1,PWRBIO001,2019,4.04
RE1,PWRBIO001,2020,4.255
RE1,PWRBIO001,2021,4.468
RE1,PWRBIO001,2022,4.468
RE1,PWRBIO001,2023,4.468
RE1,PWRBIO001,2024,4.468
RE1,PWRBIO001,2025,4.468
RE1,PWRBIO001,2026,4.468
RE1,PWRBIO001,2027,4.468
RE1,PWRBIO001,2028,4.468
RE1,PWRBIO001,2029,4.468
RE1,PWRBIO001,2030,4.468
RE1,PWRBIO001,2031,1.49
RE1,PWRBIO001,2032,2.8392
RE1,PWRBIO001,2033,2.8392
RE1,PWRBIO001,2034,2.8392
RE1,PWRBIO001,2035,2.8392
RE1,PWRBIO001,2036,2.8392
RE1,PWRBIO001,2037,2.8392
RE1,PWRBIO001,2038,2.8392
RE1,PWRBIO001,2039,2.8392
RE1,PWRBIO001,2040,2.8392
RE1,PWRBIO001,2041,2.8392
RE1,PWRBIO001,2042,2.8392
RE1,PWRBIO001,2043,2.8392
RE1,PWRBIO001,2044,2.8392
RE1,PWRBIO001,2045,2.8392
RE1,PWRBIO001,2046,2.4132
RE1,PWRBIO001,2047,1.9882
RE1,PWRBIO001,2048,1.7772
RE1,PWRBIO001,2049,1.7772
RE1,PWRBIO001,2050,1.5622
RE1,PWRBIO001,2051,1.3492
RE1,PWRBIO001,2052,1.3492
RE1,PWRBIO001,2053,1.3492
RE1,PWRBIO001,2054,1.3492
RE1,PWRBIO001,2055,1.3492
RE1,PWRBIO001,2056,1.3492
RE1,PWRCOA001,2015,5.259
RE1,PWRCOA001,2016,5.259
RE1,PWRCOA001,2017,5.259
RE1,PWRCOA001,2018,5.259
RE1,PWRCOA001,2019,26.3461
RE1,PWRCOA001,2020,27.5977
RE1,PWRCOA001,2021,28.4784
RE1,PWRCOA001,2022,29.5849
RE1,PWRCOA001,2023,30.6907
RE1,PWRCOA001,2024,31.7957
RE1,PWRCOA001,2025,33.9235
RE1,PWRCOA001,2026,35.1018
RE1,PWRCOA001,2027,36.2793
RE1,PWRCOA001,2028,39.3837
RE1,PWRCOA001,2029,39.0557
RE1,PWRCOA001,2030,39.0557
RE1,PWRCOA001,2031,38.5297
RE1,PWRCOA001,2032,39.7263
RE1,PWRCOA001,2033,39.7263
RE1,PWRCOA001,2034,39.7263
RE1,PWRCOA001,2035,39.7263
RE1,PWRCOA001,2036,39.7263
RE1,PWRCOA001,2037,38.3813
RE1,PWRCOA001,2038,38.3813
RE1,PWRCOA001,2039,38.3813
RE1,PWRCOA001,2040,38.3813
RE1,PWRCOA001,2041,38.3813
RE1,PWRCOA001,2042,37.7213
RE1,PWRCOA001,2043,37.7213
RE1,PWRCOA001,2044,37.7213
RE1,PWRCOA001,2045,37.7213
RE1,PWRCOA001,2046,37.7213
RE1,PWRCOA001,2047,37.7213
RE1,PWRCOA001,2048,37.7213
RE1,PWRCOA001,2049,37.7213
RE1,PWRCOA001,2050,37.7213
RE1,PWRCOA001,2051,37.7213
RE1,PWRCOA001,2052,37.7213
RE1,PWRCOA001,2053,37.7213
RE1,PWRCOA001,2054,37.7213
RE1,PWRCOA001,2055,37.7213
RE1,PWRCOA001,2056,37.7213
RE1,PWRCOA001,2057,37.7213
RE1,PWRCOA001,2058,37.7213
RE1,PWRCOA001,2059,37.7213
RE1,PWRCOA001,2060,37.7213
RE1,PWRCOA001,2061,37.7213
RE1,PWRCOA001,2062,37.7213
RE1,PWRCOA001,2063,37.7213
RE1,PWRCOA001,2064,37.7213
RE1,PWRCOA001,2065,37.7213
RE1,PWRCOA001,2066,37.7213
RE1,PWRCOA001,2067,37.7213
RE1,PWRCOA001,2068,37.7213
RE1,PWRCOA001,2069,37.7213
RE1,PWRCOA001,2070,37.7213
RE1,PWRGEO,2025,0.0066
RE1,PWRGEO,2026,0.0066
RE1,PWRGEO,2027,0.0066
RE1,PWRGEO,2028,0.0066
RE1,PWRGEO,2029,0.0066
RE1,PWRGEO,2030,0.0066
RE1,PWRGEO,2031,0.0066
RE1,PWRGEO,2032,0.0066
RE1,PWRGEO,2033,0.0066
RE1,PWRGEO,2034,0.0066
RE1,PWRGEO,2035,0.0066
RE1,PWRGEO,2036,0.0066
RE1,PWRGEO,2037,0.0066
RE1,PWRGEO,2038,0.0066
RE1,PWRGEO,2039,0.0066
RE1,PWRGEO,2040,0.0066
RE1,PWRGEO,2041,0.0066
RE1,PWRGEO,2042,0.0066
RE1,PWRGEO,2043,0.0066
RE1,PWRGEO,2044,0.0066
RE1,PWRGEO,2045,0.0066
RE1,PWRGEO,2046,0.0066
RE1,PWRGEO,2047,0.0066
RE1,PWRGEO,2048,0.0066
RE1,PWRGEO,2049,0.0066
RE1,PWRGEO,2050,0.0066
RE1,PWRGEO,2051,0.0066
RE1,PWRGEO,2052,0.0066
RE1,PWRGEO,2053,0.0066
RE1,PWRGEO,2054,0.0066
RE1,PWRGEO,2055,0.0066
RE1,PWRGEO,2056,0.0066
RE1,PWRGEO,2057,0.0066
RE1,PWRGEO,2058,0.0066
RE1,PWRGEO,2059,0.0066
RE1,PWRGEO,2060,0.0066
RE1,PWRGEO,2061,0.0066
RE1,PWRGEO,2062,0.0066
RE1,PWRGEO,2063,0.0066
RE1,PWRGEO,2064,0.0066
RE1,PWRGEO,2065,0.0066
RE1,PWRGEO,2066,0.0066
RE1,PWRGEO,2067,0.0066
RE1,PWRGEO,2068,0.0066
RE1,PWRGEO,2069,0.0066
RE1,PWRGEO,2070,0.0066
RE1,PWRNGS001,2015,27.132
RE1,PWRNGS001,2016,27.132
RE1,PWRNGS001,2017,27.132
RE1,PWRNGS001,2018,27.132
RE1,PWRNGS001,2019,27.132
RE1,PWRNGS001,2020,27.132
RE1,PWRNGS001,2021,27.132
RE1,PWRNGS001,2022,27.132
RE1,PWRNGS001,2023,27.132
RE1,PWRNGS001,2024,10.764
RE1,PWRNGS001,2025,10.764
RE1,PWRNGS001,2026,10.016
RE1,PWRNGS001,2027,10.016
RE1,PWRNGS001,2028,9.892
RE1,PWRNGS001,2029,9.77
RE1,PWRNGS001,2030,8.594
RE1,PWRNGS001,2031,8.35
RE1,PWRNGS001,2032,8.35
RE1,PWRNGS001,2033,7.524
RE1,PWRNGS001,2034,7.184
RE1,PWRNGS001,2035,7.184
RE1,PWRNGS001,2036,7.184
RE1,PWRNGS001,2037,7.184
RE1,PWRNGS001,2038,4.316
RE1,PWRNGS001,2039,4.316
RE1,PWRNGS001,2040,3.612
RE1,PWRNGS001,2041,3.2
RE1,PWRNGS001,2042,3.2
RE1,PWRNGS001,2043,3.2
RE1,PWRNGS001,2044,1.6
RE1,PWRSOL001,2015,1.4145
RE1,PWRSOL001,2016,2.451
RE1,PWRSOL001,2017,2.702
RE1,PWRSOL001,2018,2.967
RE1,PWRSOL001,2019,2.988
RE1,PWRSOL001,2020,2.988
RE1,PWRSOL001,2021,3.065
RE1,PWRSOL001,2022,3.065
RE1,PWRSOL001,2023,3.065
RE1,PWRSOL001,2024,3.065
RE1,PWRSOL001,2025,93.64
RE1,PWRSOL001,2026,103.4354
RE1,PWRSOL001,2027,113.641
RE1,PWRSOL001,2028,131.8518
RE1,PWRSOL001,2029,156.8566
RE1,PWRSOL001,2030,190.975
RE1,PWRSOL001,2031,215.6107
RE1,PWRSOL001,2032,215.6107
RE1,PWRSOL001,2033,226.3053
RE1,PWRSOL001,2034,230.1004
RE1,PWRSOL001,2035,228.6859
RE1,PWRSOL001,2036,227.6494
RE1,PWRSOL001,2037,227.3984
RE1,PWRSOL001,2038,234.7959
RE1,PWRSOL001,2039,272.0251
RE1,PWRSOL001,2040,309.0788
RE1,PWRSOL001,2041,341.1637
RE1,PWRSOL001,2042,369.0931
RE1,PWRSOL001,2043,402.6253
RE1,PWRSOL001,2044,405.1016
RE1,PWRSOL001,2045,405.3952
RE1,PWRSOL001,2046,405.3952
RE1,PWRSOL001,2047,405.3952
RE1,PWRSOL001,2048,405.3952
RE1,PWRSOL001,2049,410.3616
RE1,PWRSOL001,2050,451.1706
RE1,PWRSOL001,2051,467.0058
RE1,PWRSOL001,2052,478.5854
RE1,PWRSOL001,2053,489.8125
RE1,PWRSOL001,2054,501.1197
RE1,PWRSOL001,2055,544.9886
RE1,PWRSOL001,2056,549.846
RE1,PWRSOL001,2057,555.7904
RE1,PWRSOL001,2058,562.6604
RE1,PWRSOL001,2059,569.5836
RE1,PWRSOL001,2060,542.0538
RE1,PWRSOL001,2061,554.2545
RE1,PWRSOL001,2062,590.4844
RE1,PWRSOL001,2063,616.7598
RE1,PWRSOL001,2064,634.0458
RE1,PWRSOL001,2065,655.4453
RE1,PWRSOL001,2066,678.1027
RE1,PWRSOL001,2067,685.8541
RE1,PWRSOL001,2068,692.9796
RE1,PWRSOL001,2069,697.113
RE1,PWRSOL001,2070,660.0593
RE1,PWRCSP002,2015,0.005
RE1,PWRCSP002,2016,0.005
RE1,PWRCSP002,2017,0.005
RE1,PWRCSP002,2018,0.005
RE1,PWRCSP002,2019,0.005
RE1,PWRCSP002,2020,0.005
RE1,PWRCSP002,2021,0.005
RE1,PWRCSP002,2022,0.005
RE1,PWRCSP002,2023,0.005
RE1,PWRCSP002,2024,0.005
RE1,PWRCSP002,2025,0.005
RE1,PWRCSP002,2026,0.005
RE1,PWRCSP002,2027,0.005
RE1,PWRCSP002,2028,0.005
RE1,PWRCSP002,2029,0.005
RE1,PWRCSP002,2030,0.005
RE1,PWRCSP002,2031,0.005
RE1,PWRCSP002,2032,0.005
RE1,PWRCSP002,2033,0.005
RE1,PWRCSP002,2034,0.005
RE1,PWRCSP002,2035,0.005
RE1,PWRCSP002,2036,0.005
RE1,PWRCSP002,2037,0.005
RE1,PWRCSP002,2038,0.005
RE1,PWRCSP002,2039,0.005
RE1,PWRCSP002,2040,0.005
RE1,PWRCSP002,2041,0.005
RE1,PWRCSP002,2042,0.005
RE1,PWRCSP002,2043,0.005
RE1,PWRHYD001,2015,3.639
RE1,PWRHYD001,2016,3.639
RE1,PWRHYD001,2017,3.639
RE1,PWRHYD001,2018,3.639
RE1,PWRHYD001,2019,3.639
RE1,PWRHYD001,2020,3.639
RE1,PWRHYD001,2021,3.639
RE1,PWRHYD001,2022,3.639
RE1,PWRHYD001,2023,3.639
RE1,PWRHYD001,2024,3.639
RE1,PWRHYD001,2025,3.639
RE1,PWRHYD001,2026,3.639
RE1,PWRHYD001,2027,3.639
RE1,PWRHYD001,2028,3.639
RE1,PWRHYD001,2029,3.639
RE1,PWRHYD001,2030,4.3645
RE1,PWRHYD001,2031,4.3645
RE1,PWRHYD001,2032,4.3645
RE1,PWRHYD001,2033,4.3645
RE1,PWRHYD001,2034,4.3645
RE1,PWRHYD001,2035,4.3645
RE1,PWRHYD001,2036,4.3645
RE1,PWRHYD001,2037,4.3645
RE1,PWRHYD001,2038,4.3645
RE1,PWRHYD001,2039,4.3645
RE1,PWRHYD001,2040,4.3645
RE1,PWRHYD001,2041,4.3645
RE1,PWRHYD001,2042,4.3645
RE1,PWRHYD001,2043,4.3645
RE1,PWRHYD001,2044,4.3645
RE1,PWRHYD001,2045,4.3645
RE1,PWRHYD001,2046,4.3645
RE1,PWRHYD001,2047,4.3645
RE1,PWRHYD001,2048,4.3645
RE1,PWRHYD001,2049,4.3645
RE1,PWRHYD001,2050,4.3645
RE1,PWRHYD001,2051,0.7255
RE1,PWRHYD001,2052,0.7255
RE1,PWRHYD001,2053,0.7255
RE1,PWRHYD001,2054,0.7255
RE1,PWRHYD001,2055,0.7255
RE1,PWRHYD001,2056,0.7255
RE1,PWRHYD001,2057,0.7255
RE1,PWRHYD001,2058,0.7255
RE1,PWRHYD001,2059,0.7255
RE1,PWRHYD001,2060,0.7255
RE1,PWRHYD001,2061,0.7255
RE1,PWRHYD001,2062,0.7255
RE1,PWRHYD001,2063,0.7255
RE1,PWRHYD001,2064,4.3645
RE1,PWRHYD001,2065,4.3645
RE1,PWRHYD001,2066,4.3645
RE1,PWRHYD001,2067,4.3645
RE1,PWRHYD001,2068,4.3645
RE1,PWRHYD001,2069,4.3645
RE1,PWRHYD001,2070,3.639
RE1,PWRHYD002,2015,0.148
RE1,PWRHYD002,2016,0.148
RE1,PWRHYD002,2017,0.148
RE1,PWRHYD002,2018,0.148
RE1,PWRHYD002,2019,0.148
RE1,PWRHYD002,2020,0.148
RE1,PWRHYD002,2021,0.148
RE1,PWRHYD002,2022,0.148
RE1,PWRHYD002,2023,0.148
RE1,PWRHYD002,2024,0.148
RE1,PWRHYD002,2025,0.148
RE1,PWRHYD002,2026,0.148
RE1,PWRHYD002,2027,0.148
RE1,PWRHYD002,2028,0.148
RE1,PWRHYD002,2029,0.148
RE1,PWRHYD002,2030,0.1775
RE1,PWRHYD002,2031,0.1775
RE1,PWRHYD002,2032,0.1775
RE1,PWRHYD002,2033,0.1775
RE1,PWRHYD002,2034,0.1775
RE1,PWRHYD002,2035,0.1775
RE1,PWRHYD002,2036,0.1775
RE1,PWRHYD002,2037,0.1775
RE1,PWRHYD002,2038,0.1775
RE1,PWRHYD002,2039,0.1775
RE1,PWRHYD002,2040,0.1775
RE1,PWRHYD002,2041,0.1775
RE1,PWRHYD002,2042,0.1775
RE1,PWRHYD002,2043,0.1775
RE1,PWRHYD002,2044,0.1775
RE1,PWRHYD002,2045,0.1775
RE1,PWRHYD002,2046,0.1775
RE1,PWRHYD002,2047,0.1775
RE1,PWRHYD002,2048,0.1775
RE1,PWRHYD002,2049,0.1775
RE1,PWRHYD002,2050,0.1775
RE1,PWRHYD002,2051,0.0295
RE1,PWRHYD002,2052,0.0295
RE1,PWRHYD002,2053,0.0295
RE1,PWRHYD002,2054,0.0295
RE1,PWRHYD002,2055,0.0295
RE1,PWRHYD002,2056,0.0295
RE1,PWRHYD002,2057,0.0295
RE1,PWRHYD002,2058,0.0295
RE1,PWRHYD002,2059,0.0295
RE1,PWRHYD002,2060,0.0295
RE1,PWRHYD002,2061,0.0295
RE1,PWRHYD002,2062,0.0295
RE1,PWRHYD002,2063,0.0295
RE1,PWRHYD002,2064,0.1775
RE1,PWRHYD002,2065,0.1775
RE1,PWRHYD002,2066,0.1775
RE1,PWRHYD002,2067,0.1775
RE1,PWRHYD002,2068,0.1775
RE1,PWRHYD002,2069,0.1775
RE1,PWRHYD002,2070,0.148
RE1,PWRHYD003,2032,0.63
