r,t,y,DiscountedSalvageValue
RE1,PWRTRN,2051,683.7131
RE1,PWRTRN,2052,70.1898
RE1,PWRTRN,2053,68.9688
RE1,PWRTRN,2054,70.3395
RE1,PWRTRN,2055,276.1443
RE1,PWRTRN,2056,30.9186
RE1,PWRTRN,2057,14.2955
RE1,PWRTRN,2062,95.023
RE1,PWRTRN,2063,105.472
RE1,PWRTRN,2064,40.1495
RE1,PWRTRN,2065,60.5402
RE1,PWRTRN,2066,62.5931
RE1,PWRTRN,2067,46.0819
RE1,PWRTRN,2068,46.6903
RE1,PWRTRN,2069,45.4302
RE1,PWRDIST,2025,24.046
RE1,PWRDIST,2026,11.8404
RE1,PWRDIST,2027,13.0524
RE1,PWRDIST,2028,20.3142
RE1,PWRDIST,2029,58.2213
RE1,PWRDIST,2030,89.9979
RE1,PWRDIST,2031,71.6723
RE1,PWRDIST,2032,60.2236
RE1,PWRDIST,2033,58.8949
RE1,PWRDIST,2034,60.7155
RE1,PWRDIST,2035,59.9148
RE1,PWRDIST,2036,69.9871
RE1,PWRDIST,2037,61.5549
RE1,PWRDIST,2038,86.948
RE1,PWRDIST,2039,124.726
RE1,PWRDIST,2040,126.5505
RE1,PWRDIST,2041,117.0999
RE1,PWRDIST,2042,109.5401
RE1,PWRDIST,2043,124.555
RE1,PWRDIST,2044,54.2718
RE1,PWRDIST,2045,53.0734
RE1,PWRDIST,2046,36.8927
RE1,PWRDIST,2049,205.8802
RE1,PWRDIST,2050,129.6216
RE1,PWRDIST,2051,381.1138
RE1,PWRDIST,2052,37.0573
RE1,PWRDIST,2053,36.084
RE1,PWRDIST,2054,36.4902
RE1,PWRDIST,2055,142.1211
RE1,PWRDIST,2056,15.7944
RE1,PWRDIST,2057,7.2517
RE1,PWRDIST,2062,46.8139
RE1,PWRDIST,2063,51.7094
RE1,PWRDIST,2064,19.5938
RE1,PWRDIST,2065,29.4172
RE1,PWRDIST,2066,30.2906
RE1,PWRDIST,2067,22.2144
RE1,PWRDIST,2068,22.4256
RE1,PWRDIST,2069,21.7452
RE1,PWRHYD004,2032,0.6321
RE1,DEMTRAEVC,2025,63.5447
RE1,DEMTRAEVC,2026,1.3868
RE1,DEMTRAEVC,2027,1.6256
RE1,DEMTRAEVC,2028,14.3367
RE1,DEMTRAEVC,2029,64.3962
RE1,DEMTRAEVC,2030,64.9576
RE1,DEMTRAEVC,2031,103.8206
RE1,DEMTRAEVC,2032,39.8729
RE1,DEMTRAEVC,2033,41.7727
RE1,DEMTRAEVC,2034,41.8706
RE1,DEMTRAEVC,2035,57.3784
RE1,DEMTRAEVC,2036,52.7947
RE1,DEMTRAEVC,2037,45.9939
RE1,DEMTRAEVC,2038,48.7277
RE1,DEMTRAEVC,2039,51.4759
RE1,DEMTRAEVC,2040,47.8619
RE1,DEMTRAEVC,2041,62.6877
RE1,DEMTRAEVC,2042,58.7641
RE1,DEMTRAEVC,2043,61.3049
RE1,DEMTRAEVC,2044,63.8192
RE1,DEMTRAEVC,2045,26.3083
RE1,DEMTRAEVC,2046,97.3145
RE1,DEMTRAEVC,2047,70.8191
RE1,DEMTRAEVC,2048,66.8269
RE1,DEMTRAEVC,2049,228.3952
RE1,DEMTRAEVC,2050,337.1621
RE1,DEMTRAEVC,2051,128.5987
RE1,DEMTRAEVC,2052,117.0868
RE1,DEMTRAEVC,2053,193.7807
RE1,DEMTRAEVC,2054,43.0845
RE1,DEMTRAEVC,2056,69.942
RE1,DEMTRAEVC,2057,26.3377
RE1,DEMTRAEVC,2058,26.8051
RE1,DEMTRAEVC,2059,27.2654
RE1,DEMTRAEVC,2062,76.2302
RE1,DEMTRAEVC,2063,37.4243
RE1,DEMTRAEVC,2064,29.0043
RE1,DEMTRAEVC,2065,29.4235
RE1,DEMTRAEVC,2066,29.8382
RE1,DEMTRAEVC,2067,30.2485
RE1,DEMTRAEVC,2068,30.6548
RE1,DEMTRAEVC,2069,31.0573
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0
RE1,DEMTRAMCYELC,2059,0.0
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0
RE1,DEMTRAMCYELC,2062,0.0
RE1,DEMTRAMCYELC,2063,0.0
RE1,DEMTRAMCYELC,2064,0.0
RE1,DEMTRAMCYELC,2065,0.0
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRAMCYELC,2067,0.0
RE1,DEMTRAMCYELC,2068,0.0
RE1,DEMTRAMCYELC,2069,0.0
RE1,DEMTRAMCYELC,2070,0.0
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2053,0.0
RE1,DEMTRACARELC,2054,0.0
RE1,DEMTRACARELC,2055,0.0
RE1,DEMTRACARELC,2056,0.0
RE1,DEMTRACARELC,2057,0.0
RE1,DEMTRACARELC,2058,0.0
RE1,DEMTRACARELC,2059,0.0
RE1,DEMTRACARELC,2060,0.0
RE1,DEMTRACARELC,2061,0.0
RE1,DEMTRACARELC,2062,0.0
RE1,DEMTRACARELC,2063,0.0
RE1,DEMTRACARELC,2064,0.0
RE1,DEMTRACARELC,2065,0.0
RE1,DEMTRACARELC,2066,0.0
RE1,DEMTRACARELC,2067,0.0
RE1,DEMTRACARELC,2068,0.0
RE1,DEMTRACARELC,2069,0.0
RE1,DEMTRABUSELC,2052,304.2291
RE1,DEMTRABUSELC,2053,608.3674
RE1,DEMTRABUSELC,2054,912.077
RE1,DEMTRABUSELC,2055,1215.054
RE1,DEMTRABUSELC,2056,1505.2984
RE1,DEMTRABUSELC,2057,126.5781
RE1,DEMTRABUSELC,2058,145.4177
RE1,DEMTRABUSELC,2059,163.6843
RE1,DEMTRABUSELC,2060,181.4023
RE1,DEMTRABUSELC,2061,198.5954
RE1,DEMTRABUSELC,2062,215.2862
RE1,DEMTRABUSELC,2063,231.4963
RE1,DEMTRABUSELC,2064,247.2467
RE1,DEMTRABUSELC,2065,262.5573
RE1,DEMTRABUSELC,2066,277.4474
RE1,DEMTRABUSELC,2067,291.9354
RE1,DEMTRABUSELC,2068,499.6858
RE1,DEMTRABUSELC,2069,15184.617
RE1,DEMTRABUSELC,2070,333.1608
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2069,0.0
RE1,DEMINDELC,2070,0.0001
RE1,INDENEFFDP,2063,21.9125
RE1,INDENEFFDP,2064,26.0599
RE1,INDENEFFDP,2065,7.0837
RE1,INDENEFFDP,2066,47.6671
RE1,INDENEFFDP,2067,165.2939
RE1,INDENEFFDP,2068,189.872
RE1,INDENEFFDP,2069,13.4974
RE1,DEMINDHEEH,2057,12.7283
RE1,DEMINDHEEH,2058,29.7819
RE1,DEMINDHEEH,2059,2.0817
RE1,DEMINDHEEH,2063,40.1941
RE1,DEMINDHEEH,2064,30.1628
RE1,DEMINDHEEH,2065,19.3772
RE1,DEMINDHEEH,2066,21.898
RE1,DEMINDHEEH,2067,11.071
RE1,DEMINDHEEH,2068,10.2368
RE1,DEMINDHEEH,2069,177.9626
RE1,DEMINDHEEL,2057,3.6257
RE1,DEMINDHEEL,2058,7.0445
RE1,DEMINDHEEL,2059,8.0858
RE1,DEMINDHEEL,2060,29.5454
RE1,DEMINDHEEL,2061,16.1009
RE1,DEMINDHEEL,2062,19.3552
RE1,DEMINDHEEL,2063,24.1124
RE1,DEMINDHEEL,2064,36.1192
RE1,DEMINDHEEL,2065,24.8379
RE1,DEMINDHEEL,2066,36.1312
RE1,DEMINDHEEL,2067,17.1849
RE1,DEMINDHEEL,2068,34.8902
RE1,DEMINDHEEL,2069,41.4147
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2069,0.0
RE1,DEMRESELC,2070,0.0
RE1,RESENEFFDP,2063,6.8971
RE1,RESENEFFDP,2064,18.9285
RE1,RESENEFFDP,2065,98.0759
RE1,RESENEFFDP,2066,23.7955
RE1,RESENEFFDP,2067,28.0094
RE1,RESENEFFDP,2068,42.5545
RE1,RESENEFFDP,2069,202.244
RE1,DEMRESCKNELC,2042,0.7195
RE1,DEMRESCKNELC,2043,1.5597
RE1,DEMRESCKNELC,2044,1.16
RE1,DEMRESCKNELC,2049,7.388
RE1,DEMRESCKNELC,2050,6.2609
RE1,DEMRESCKNELC,2051,4.7312
RE1,DEMRESCKNELC,2052,2.3505
RE1,DEMRESCKNELC,2053,2.4573
RE1,DEMRESCKNELC,2054,2.6238
RE1,DEMRESCKNELC,2055,57.1783
RE1,DEMRESCKNELC,2056,6.274
RE1,DEMRESCKNELC,2057,0.309
RE1,DEMRESCKNELC,2059,2.49
RE1,DEMRESCKNELC,2060,24.9995
RE1,DEMRESCKNELC,2061,9.0893
RE1,DEMRESCKNELC,2062,28.0028
RE1,DEMRESCKNELC,2063,19.1982
RE1,DEMRESCKNELC,2064,11.0547
RE1,DEMRESCKNELC,2065,8.0635
RE1,DEMRESCKNELC,2066,8.6081
RE1,DEMRESCKNELC,2067,7.0205
RE1,DEMRESCKNELC,2068,9.9545
RE1,DEMRESCKNELC,2069,13.7972
RE1,DEMRESHEEL,2057,0.0913
RE1,DEMRESHEEL,2058,0.4411
RE1,DEMRESHEEL,2059,1.9066
RE1,DEMRESHEEL,2060,10.0266
RE1,DEMRESHEEL,2061,4.451
RE1,DEMRESHEEL,2062,6.2961
RE1,DEMRESHEEL,2063,12.6591
RE1,DEMRESHEEL,2064,4.37
RE1,DEMRESHEEL,2065,4.7329
RE1,DEMRESHEEL,2066,3.5814
RE1,DEMRESHEEL,2067,15.177
RE1,DEMRESHEEL,2068,1.7427
RE1,DEMRESHEEL,2069,1.8614
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2069,0.0
RE1,DEMCOMELC,2070,0.0001
RE1,COMENEFFDP,2063,11.3057
RE1,COMENEFFDP,2064,13.4456
RE1,COMENEFFDP,2065,3.6548
RE1,COMENEFFDP,2066,84.704
RE1,COMENEFFDP,2067,5.3489
RE1,COMENEFFDP,2068,6.1659
RE1,COMENEFFDP,2069,6.964
RE1,DEMCOMHEEL,2057,0.0447
RE1,DEMCOMHEEL,2058,0.3046
RE1,DEMCOMHEEL,2059,1.6142
RE1,DEMCOMHEEL,2060,5.1073
RE1,DEMCOMHEEL,2061,1.6482
RE1,DEMCOMHEEL,2062,2.4787
RE1,DEMCOMHEEL,2063,1.3955
RE1,DEMCOMHEEL,2064,8.4869
RE1,DEMCOMHEEL,2065,0.9981
RE1,DEMCOMHEEL,2066,1.6736
RE1,DEMCOMHEEL,2067,2.3459
RE1,DEMCOMHEEL,2068,0.8541
RE1,DEMCOMHEEL,2069,0.9123
