r,t,y,AnnualFixedOperatingCost
RE1,PWRDIST,2057,458.5986
RE1,PWRDIST,2058,462.5169
RE1,PWRDIST,2059,466.4689
RE1,PWRDIST,2060,470.455
RE1,PWRDIST,2061,474.4755
RE1,PWRDIST,2062,478.5306
RE1,PWRDIST,2063,482.6207
RE1,PWRDIST,2064,486.7461
RE1,PWRDIST,2065,490.9071
RE1,PWRDIST,2066,495.104
RE1,PWRDIST,2067,499.3372
RE1,PWRDIST,2068,499.3372
RE1,PWRDIST,2069,499.3372
RE1,PWRDIST,2070,499.3372
RE1,PWRSOL002,2023,161.0424
RE1,PWRSOL002,2024,156.9773
RE1,PWRSOL002,2025,152.9122
RE1,PWRSOL002,2026,467.0562
RE1,PWRSOL002,2027,601.0044
RE1,PWRSOL002,2028,671.0856
RE1,PWRSOL002,2029,661.7949
RE1,PWRSOL002,2030,1179.6682
RE1,PWRSOL002,2031,1195.5184
RE1,PWRSOL002,2032,1584.3289
RE1,PWRSOL002,2033,1682.306
RE1,PWRSOL002,2034,1787.154
RE1,PWRSOL002,2035,1914.1292
RE1,PWRSOL002,2036,2038.0153
RE1,PWRSOL002,2037,2150.1885
RE1,PWRSOL002,2038,2301.7475
RE1,PWRSOL002,2039,2476.3898
RE1,PWRSOL002,2040,2511.1311
RE1,PWRSOL002,2041,2500.7348
RE1,PWRSOL002,2042,2491.8238
RE1,PWRSOL002,2043,2481.4276
RE1,PWRSOL002,2044,2472.5166
RE1,PWRSOL002,2045,3378.4586
RE1,PWRSOL002,2046,3366.2311
RE1,PWRSOL002,2047,3218.2407
RE1,PWRSOL002,2048,3632.9786
RE1,PWRSOL002,2049,3727.8566
RE1,PWRSOL002,2050,3798.9876
RE1,PWRSOL002,2051,3831.6278
RE1,PWRSOL002,2052,3864.5617
RE1,PWRSOL002,2053,3897.7918
RE1,PWRSOL002,2054,3931.3211
RE1,PWRSOL002,2055,3965.1522
RE1,PWRSOL002,2056,3999.2881
RE1,PWRSOL002,2057,4033.7315
RE1,PWRSOL002,2058,4068.4854
RE1,PWRSOL002,2059,4103.5527
RE1,PWRSOL002,2060,4138.9362
RE1,PWRSOL002,2061,4174.639
RE1,PWRSOL002,2062,4210.6641
RE1,PWRSOL002,2063,4247.0144
RE1,PWRSOL002,2064,4283.693
RE1,PWRSOL002,2065,4320.7031
RE1,PWRSOL002,2066,4358.0477
RE1,PWRSOL002,2067,4395.7299
RE1,PWRSOL002,2068,4433.753
RE1,PWRSOL002,2069,4472.1201
RE1,PWRSOL002,2070,4510.8345
RE1,PWRHYD004,2021,4.5402
RE1,PWRHYD004,2022,4.5402
RE1,PWRHYD004,2023,4.5402
RE1,PWRHYD004,2024,4.5402
RE1,PWRHYD004,2025,4.5402
RE1,PWRHYD004,2026,4.5402
RE1,PWRHYD004,2027,4.5402
RE1,PWRHYD004,2028,4.5402
RE1,PWRHYD004,2029,4.5402
RE1,PWRHYD004,2030,4.5402
RE1,PWRHYD004,2031,4.5402
RE1,PWRHYD004,2032,4.5402
RE1,PWRHYD004,2033,4.5402
RE1,PWRHYD004,2034,4.5402
RE1,PWRHYD004,2035,4.5402
RE1,PWRHYD004,2036,4.5402
RE1,PWRHYD004,2037,4.5402
RE1,PWRHYD004,2038,4.5402
RE1,PWRHYD004,2039,4.5402
RE1,PWRHYD004,2040,4.5402
RE1,PWRHYD004,2041,4.5402
RE1,PWRHYD004,2042,4.5402
RE1,PWRHYD004,2043,4.5402
RE1,PWRHYD004,2044,4.5402
RE1,PWRHYD004,2045,4.5402
RE1,PWRHYD004,2046,4.5402
RE1,PWRHYD004,2047,4.5402
RE1,PWRHYD004,2048,4.5402
RE1,PWRHYD004,2049,4.5402
RE1,PWRHYD004,2050,4.5402
RE1,PWRHYD004,2051,4.5402
RE1,PWRHYD004,2052,4.5402
RE1,PWRHYD004,2053,4.5402
RE1,PWRHYD004,2054,4.5402
RE1,PWRHYD004,2055,4.5402
RE1,PWRHYD004,2056,4.5402
RE1,PWRHYD004,2057,4.5402
RE1,PWRHYD004,2058,4.5402
RE1,PWRHYD004,2059,4.5402
RE1,PWRHYD004,2060,4.5402
RE1,PWRHYD004,2061,4.5402
RE1,PWRHYD004,2062,4.5402
RE1,PWRHYD004,2063,4.5402
RE1,PWRHYD004,2064,4.5402
RE1,PWRHYD004,2065,4.5402
RE1,PWRHYD004,2066,4.5402
RE1,PWRHYD004,2067,4.5402
RE1,PWRHYD004,2068,4.5402
RE1,PWRHYD004,2069,4.5402
RE1,PWRHYD004,2070,4.5402
RE1,DEMTRACARELC,2029,14.2661
RE1,DEMTRACARELC,2030,82.495
RE1,DEMTRACARELC,2031,127.3805
RE1,DEMTRACARELC,2032,147.6048
RE1,DEMTRACARELC,2033,140.8104
RE1,DEMTRACARELC,2034,104.6411
RE1,DEMTRACARELC,2035,36.7429
RE1,DEMTRABUSELC,2026,158.0721
RE1,DEMTRABUSELC,2027,355.0456
RE1,DEMTRABUSELC,2028,541.0529
RE1,DEMTRABUSELC,2029,813.3411
RE1,DEMTRABUSELC,2030,1030.4366
RE1,DEMTRABUSELC,2031,1192.3394
RE1,DEMTRABUSELC,2032,1299.0495
RE1,DEMTRABUSELC,2033,1350.5669
RE1,DEMTRABUSELC,2034,1346.8916
RE1,DEMTRABUSELC,2035,1288.0236
RE1,DEMTRABUSELC,2036,1173.9629
RE1,DEMTRABUSELC,2037,1004.7095
RE1,DEMTRABUSELC,2038,780.2634
RE1,DEMTRABUSELC,2039,500.6246
RE1,DEMTRABUSELC,2040,153.5806
RE1,DEMTRAMCYGSL,2015,220.5428
RE1,DEMTRAMCYGSL,2016,231.243
RE1,DEMTRAMCYGSL,2017,238.8578
RE1,DEMTRAMCYGSL,2018,247.0011
RE1,DEMTRAMCYGSL,2019,255.0563
RE1,DEMTRAMCYGSL,2020,263.2179
RE1,DEMTRAMCYGSL,2021,265.6798
RE1,DEMTRAMCYGSL,2022,268.1418
RE1,DEMTRAMCYGSL,2023,270.6037
RE1,DEMTRAMCYGSL,2024,273.0656
RE1,DEMTRAMCYGSL,2025,275.5275
RE1,DEMTRAMCYGSL,2026,277.9894
RE1,DEMTRAMCYGSL,2027,280.4514
RE1,DEMTRAMCYGSL,2028,282.9133
RE1,DEMTRAMCYGSL,2029,285.3752
RE1,DEMTRAMCYGSL,2030,34.8346
RE1,DEMTRAMCYGSL,2031,25.3522
RE1,DEMTRAMCYGSL,2032,19.4245
RE1,DEMTRAMCYGSL,2033,12.9076
RE1,DEMTRAMCYGSL,2034,6.5068
RE1,DEMTRACARGSL,2036,181.9985
RE1,DEMTRACARGSL,2037,464.9648
RE1,DEMTRACARGSL,2038,719.4797
RE1,DEMTRACARGSL,2039,943.2956
RE1,DEMTRACARGSL,2040,1059.6584
RE1,DEMTRACARGSL,2041,1108.6996
RE1,DEMTRACARGSL,2042,1088.4782
RE1,DEMTRACARGSL,2043,996.9701
RE1,DEMTRACARGSL,2044,832.1519
RE1,DEMTRACARGSL,2045,747.8965
RE1,DEMTRACARGSL,2046,726.6486
RE1,DEMTRACARGSL,2047,649.7074
RE1,DEMTRACARGSL,2048,529.1413
RE1,DEMTRACARGSL,2049,253.8912
RE1,DEMTRABUSGSL,2041,99.8372
RE1,DEMTRABUSGSL,2042,278.93
RE1,DEMTRABUSGSL,2043,458.0228
RE1,DEMTRABUSGSL,2044,637.1156
RE1,DEMTRABUSGSL,2045,714.3815
RE1,DEMTRABUSGSL,2046,648.0547
RE1,DEMTRABUSGSL,2047,531.1014
RE1,DEMTRABUSGSL,2048,355.0389
RE1,DEMTRABUSGSL,2049,201.0096
RE1,DEMINDHEBIO,2015,244.2214
RE1,DEMINDHEBIO,2016,244.3914
RE1,DEMINDHEBIO,2017,244.3914
RE1,DEMINDHEBIO,2018,244.5615
RE1,DEMINDHEBIO,2019,244.5615
RE1,DEMINDHEBIO,2020,244.7316
RE1,DEMINDHEBIO,2021,244.9017
RE1,DEMINDHEBIO,2022,247.2109
RE1,DEMINDHEBIO,2023,250.9477
RE1,DEMINDHEBIO,2024,254.6848
RE1,DEMINDHEBIO,2025,258.4223
RE1,DEMINDHEBIO,2026,262.5354
RE1,DEMINDHEBIO,2027,266.4645
RE1,DEMINDHEBIO,2028,270.5761
RE1,DEMINDHEBIO,2029,274.6887
RE1,DEMINDHEBIO,2030,239.2633
RE1,DEMINDHEBIO,2031,239.4287
RE1,DEMINDHEBIO,2032,239.594
RE1,DEMINDHEBIO,2033,239.7594
RE1,DEMINDHEBIO,2034,239.9247
RE1,DEMINDHEBIO,2035,240.0901
RE1,DEMINDHEBIO,2036,240.2554
RE1,DEMINDHEBIO,2037,238.2528
RE1,DEMINDHEBIO,2038,234.8143
RE1,DEMINDHEBIO,2039,231.3756
RE1,DEMINDHEBIO,2040,227.9365
RE1,DEMINDHEBIO,2041,224.2716
RE1,DEMINDHEBIO,2042,220.4498
RE1,DEMINDHEBIO,2043,216.7756
RE1,DEMINDHEBIO,2044,212.9496
RE1,DEMINDHEBIO,2045,57.8441
RE1,DEMINDHEBIO,2046,57.923
RE1,DEMINDHEBIO,2047,57.9624
RE1,DEMINDHEBIO,2048,58.0414
RE1,DEMINDHEBIO,2049,58.1203
RE1,DEMINDHEBIO,2050,58.1597
RE1,DEMINDHEBIO,2051,58.2386
RE1,DEMINDHEBIO,2052,58.3176
RE1,DEMINDHEBIO,2053,58.3965
RE1,DEMINDHEBIO,2054,58.4754
RE1,DEMINDHEBIO,2055,58.5938
RE1,DEMINDHEBIO,2056,58.6332
RE1,DEMINDHEBIO,2057,58.7516
RE1,DEMINDHEBIO,2058,58.8305
RE1,DEMINDHEBIO,2059,58.9094
RE1,DEMRESCKNELC,2015,0.5365
RE1,DEMRESCKNELC,2016,0.5101
RE1,DEMRESCKNELC,2017,0.5176
RE1,DEMRESCKNELC,2018,0.5361
RE1,DEMRESCKNELC,2019,0.5093
RE1,DEMRESCKNELC,2020,0.4825
RE1,DEMRESCKNELC,2021,6.5702
RE1,DEMRESCKNELC,2022,11.8126
RE1,DEMRESCKNELC,2023,17.9003
RE1,DEMRESCKNELC,2024,23.988
RE1,DEMRESCKNELC,2025,30.0758
RE1,DEMRESCKNELC,2026,31.6363
RE1,DEMRESCKNELC,2027,33.388
RE1,DEMRESCKNELC,2028,37.1382
RE1,DEMRESCKNELC,2029,37.7153
RE1,DEMRESCKNELC,2030,39.9475
RE1,DEMRESCKNELC,2031,39.9207
RE1,DEMRESCKNELC,2032,40.1195
RE1,DEMRESCKNELC,2033,43.6948
RE1,DEMRESCKNELC,2034,45.3791
RE1,DEMRESCKNELC,2035,47.4899
RE1,DEMRESCKNELC,2036,53.5777
RE1,DEMRESCKNELC,2037,59.6654
RE1,DEMRESCKNELC,2038,65.7532
RE1,DEMRESCKNELC,2039,71.8677
RE1,DEMRESCKNELC,2040,74.5138
RE1,DEMRESCKNELC,2041,77.446
RE1,DEMRESCKNELC,2042,77.446
RE1,DEMRESCKNELC,2043,77.446
RE1,DEMRESCKNELC,2044,77.446
RE1,DEMRESCKNELC,2045,82.6972
RE1,DEMRESCKNELC,2046,82.6972
RE1,DEMRESCKNELC,2047,82.6972
RE1,DEMRESCKNELC,2048,82.6972
RE1,DEMRESCKNELC,2049,82.6972
RE1,DEMRESCKNELC,2050,86.1512
RE1,DEMRESCKNELC,2051,96.2344
RE1,DEMRESCKNELC,2052,96.5276
RE1,DEMRESCKNELC,2053,97.3192
RE1,DEMRESCKNELC,2054,98.1622
RE1,DEMRESCKNELC,2055,99.0124
RE1,DEMRESCKNELC,2056,99.8699
RE1,DEMRESCKNELC,2057,100.7349
RE1,DEMRESCKNELC,2058,101.6072
RE1,DEMRESCKNELC,2059,102.4872
RE1,DEMRESCKNELC,2060,103.3747
RE1,DEMRESCKNELC,2061,104.2698
RE1,DEMRESCKNELC,2062,105.1727
RE1,DEMRESCKNELC,2063,106.0834
RE1,DEMRESCKNELC,2064,107.0019
RE1,DEMRESCKNELC,2065,107.9284
RE1,DEMRESCKNELC,2066,108.8629
RE1,DEMRESCKNELC,2067,109.8055
RE1,DEMRESCKNELC,2068,105.9784
RE1,DEMRESCKNELC,2069,102.1182
RE1,DEMRESCKNELC,2070,99.4722
RE1,DEMRESCKNOIL,2015,17.9449
RE1,DEMRESCKNOIL,2016,17.059
RE1,DEMRESCKNOIL,2017,17.3102
RE1,DEMRESCKNOIL,2018,17.9308
RE1,DEMRESCKNOIL,2019,17.0343
RE1,DEMRESCKNOIL,2020,16.1377
RE1,DEMRESCKNOIL,2021,15.2412
RE1,DEMRESCKNOIL,2022,14.3446
RE1,DEMRESCKNOIL,2023,13.4481
RE1,DEMRESCKNOIL,2024,12.5516
RE1,DEMRESCKNOIL,2025,11.655
RE1,DEMRESCKNOIL,2026,10.7585
RE1,DEMRESCKNOIL,2027,9.8619
RE1,DEMRESCKNOIL,2028,8.9654
RE1,DEMRESCKNOIL,2029,8.0689
RE1,DEMRESCKNOIL,2030,7.1723
RE1,DEMRESCKNOIL,2031,6.2758
RE1,DEMRESCKNOIL,2032,5.3792
RE1,DEMRESCKNOIL,2033,4.4827
RE1,DEMRESCKNOIL,2034,3.5862
RE1,DEMRESCKNOIL,2035,2.6896
RE1,DEMRESCKNOIL,2036,1.7931
RE1,DEMRESCKNOIL,2037,0.8965
RE1,DEMRESCKNBIO,2015,22.1831
RE1,DEMRESCKNBIO,2016,21.0881
RE1,DEMRESCKNBIO,2017,21.3985
RE1,DEMRESCKNBIO,2018,22.1657
RE1,DEMRESCKNBIO,2019,21.0574
RE1,DEMRESCKNBIO,2020,19.9492
RE1,DEMRESCKNBIO,2021,18.8409
RE1,DEMRESCKNBIO,2022,17.7326
RE1,DEMRESCKNBIO,2023,16.6243
RE1,DEMRESCKNBIO,2024,15.516
RE1,DEMRESCKNBIO,2025,14.4077
RE1,DEMRESCKNBIO,2026,13.2994
RE1,DEMRESCKNBIO,2027,12.1911
RE1,DEMRESCKNBIO,2028,11.0829
RE1,DEMRESCKNBIO,2029,9.9746
RE1,DEMRESCKNBIO,2030,8.8663
RE1,DEMRESCKNBIO,2031,7.758
RE1,DEMRESCKNBIO,2032,6.6497
RE1,DEMRESCKNBIO,2033,5.5414
RE1,DEMRESCKNBIO,2034,4.4331
RE1,DEMRESCKNBIO,2035,3.3249
RE1,DEMRESCKNBIO,2036,2.2166
RE1,DEMRESCKNBIO,2037,1.1083
RE1,DEMRESHEBIO,2015,48.3738
RE1,DEMRESHEBIO,2016,48.4075
RE1,DEMRESHEBIO,2017,48.4075
RE1,DEMRESHEBIO,2018,48.4412
RE1,DEMRESHEBIO,2019,49.6541
RE1,DEMRESHEBIO,2020,50.8992
RE1,DEMRESHEBIO,2021,51.8355
RE1,DEMRESHEBIO,2022,52.7343
RE1,DEMRESHEBIO,2023,53.6684
RE1,DEMRESHEBIO,2024,54.6018
RE1,DEMRESHEBIO,2025,55.5347
RE1,DEMRESHEBIO,2026,56.5548
RE1,DEMRESHEBIO,2027,57.5344
RE1,DEMRESHEBIO,2028,58.5526
RE1,DEMRESHEBIO,2029,59.5704
RE1,DEMRESHEBIO,2030,60.588
RE1,DEMRESHEBIO,2031,60.6298
RE1,DEMRESHEBIO,2032,60.6717
RE1,DEMRESHEBIO,2033,60.7136
RE1,DEMRESHEBIO,2034,59.5316
RE1,DEMRESHEBIO,2035,58.3511
RE1,DEMRESHEBIO,2036,57.4822
RE1,DEMRESHEBIO,2037,56.6532
RE1,DEMRESHEBIO,2038,55.7854
RE1,DEMRESHEBIO,2039,54.9182
RE1,DEMRESHEBIO,2040,54.0515
RE1,DEMRESHEBIO,2041,53.1332
RE1,DEMRESHEBIO,2042,52.1785
RE1,DEMRESHEBIO,2043,51.2593
RE1,DEMRESHEBIO,2044,50.3049
RE1,DEMRESHEBIO,2045,30.0326
RE1,DEMRESHEBIO,2046,30.0735
RE1,DEMRESHEBIO,2047,30.094
RE1,DEMRESHEBIO,2048,30.135
RE1,DEMRESHEBIO,2049,30.176
RE1,DEMRESHEBIO,2050,30.1965
RE1,DEMRESHEBIO,2051,30.2374
RE1,DEMRESHEBIO,2052,30.2784
RE1,DEMRESHEBIO,2053,30.3194
RE1,DEMRESHEBIO,2054,30.3603
RE1,DEMRESHEBIO,2055,30.4218
RE1,DEMRESHEBIO,2056,30.4423
RE1,DEMRESHEBIO,2057,30.5037
RE1,DEMRESHEBIO,2058,30.5447
RE1,DEMRESHEBIO,2059,30.5857
RE1,DEMRESHEOIL,2015,0.0238
RE1,DEMRESHEOIL,2016,0.0238
RE1,DEMRESHEOIL,2017,0.0238
RE1,DEMRESHEOIL,2018,0.0238
RE1,DEMRESHEOIL,2019,0.0238
RE1,DEMRESHEOIL,2020,0.0238
RE1,DEMRESHEOIL,2021,0.0238
RE1,DEMRESHEOIL,2022,0.0238
RE1,DEMRESHEOIL,2023,0.0238
RE1,DEMRESHEOIL,2024,0.0238
RE1,DEMRESHEOIL,2025,0.0238
RE1,DEMRESHEOIL,2026,0.0238
RE1,DEMRESHEOIL,2027,0.0238
RE1,DEMRESHEOIL,2028,0.0238
RE1,DEMRESHEOIL,2029,0.0238
RE1,DEMRESHEOIL,2049,5.125
RE1,DEMRESHEOIL,2050,5.125
RE1,DEMRESHEOIL,2051,5.125
RE1,DEMRESHEOIL,2052,5.125
RE1,DEMRESHEOIL,2053,5.125
RE1,DEMRESHEOIL,2054,5.125
RE1,DEMRESHEOIL,2055,5.125
RE1,DEMRESHEOIL,2056,5.125
RE1,DEMRESHEOIL,2057,5.125
RE1,DEMRESHEOIL,2058,5.125
RE1,DEMRESHEOIL,2059,5.125
RE1,DEMRESHEOIL,2060,5.125
RE1,DEMRESHEOIL,2061,5.125
RE1,DEMRESHEOIL,2062,5.125
RE1,DEMRESHEOIL,2063,5.125
RE1,DEMCOMHEOIL,2049,2.483
RE1,DEMCOMHEOIL,2050,2.483
RE1,DEMCOMHEOIL,2051,2.483
RE1,DEMCOMHEOIL,2052,2.483
RE1,DEMCOMHEOIL,2053,2.483
RE1,DEMCOMHEOIL,2054,2.483
RE1,DEMCOMHEOIL,2055,2.483
RE1,DEMCOMHEOIL,2056,2.483
RE1,DEMCOMHEOIL,2057,2.483
RE1,DEMCOMHEOIL,2058,2.483
RE1,DEMCOMHEOIL,2059,2.483
RE1,DEMCOMHEOIL,2060,2.483
RE1,DEMCOMHEOIL,2061,2.483
RE1,DEMCOMHEOIL,2062,2.483
RE1,DEMCOMHEOIL,2063,2.483
RE1,DEMCOMHEBIO,2015,21.3006
RE1,DEMCOMHEBIO,2016,22.3995
RE1,DEMCOMHEBIO,2017,22.9402
RE1,DEMCOMHEBIO,2018,23.4972
RE1,DEMCOMHEBIO,2019,24.0383
RE1,DEMCOMHEBIO,2020,24.5964
RE1,DEMCOMHEBIO,2021,25.0547
RE1,DEMCOMHEBIO,2022,25.4959
RE1,DEMCOMHEBIO,2023,25.9551
RE1,DEMCOMHEBIO,2024,26.4149
RE1,DEMCOMHEBIO,2025,26.8753
RE1,DEMCOMHEBIO,2026,27.3955
RE1,DEMCOMHEBIO,2027,27.8971
RE1,DEMCOMHEBIO,2028,28.4184
RE1,DEMCOMHEBIO,2029,28.9404
RE1,DEMCOMHEBIO,2030,29.463
RE1,DEMCOMHEBIO,2031,28.391
RE1,DEMCOMHEBIO,2032,27.8654
RE1,DEMCOMHEBIO,2033,27.339
RE1,DEMCOMHEBIO,2034,26.8119
RE1,DEMCOMHEBIO,2035,26.2841
RE1,DEMCOMHEBIO,2036,25.857
RE1,DEMCOMHEBIO,2037,25.4469
RE1,DEMCOMHEBIO,2038,25.0183
RE1,DEMCOMHEBIO,2039,24.5891
RE1,DEMCOMHEBIO,2040,24.1593
RE1,DEMCOMHEBIO,2041,23.6852
RE1,DEMCOMHEBIO,2042,23.194
RE1,DEMCOMHEBIO,2043,22.7175
RE1,DEMCOMHEBIO,2044,22.2245
RE1,DEMCOMHEBIO,2045,14.5442
RE1,DEMCOMHEBIO,2046,14.564
RE1,DEMCOMHEBIO,2047,14.574
RE1,DEMCOMHEBIO,2048,14.5938
RE1,DEMCOMHEBIO,2049,14.6136
RE1,DEMCOMHEBIO,2050,14.6236
RE1,DEMCOMHEBIO,2051,14.6434
RE1,DEMCOMHEBIO,2052,14.6632
RE1,DEMCOMHEBIO,2053,14.6831
RE1,DEMCOMHEBIO,2054,14.7029
RE1,DEMCOMHEBIO,2055,14.7327
RE1,DEMCOMHEBIO,2056,14.7426
RE1,DEMCOMHEBIO,2057,14.7724
RE1,DEMCOMHEBIO,2058,14.7922
RE1,DEMCOMHEBIO,2059,14.8121
RE1,DEMINDHECOA,2015,688.7859
RE1,DEMINDHECOA,2016,688.7859
RE1,DEMINDHECOA,2017,688.7859
RE1,DEMINDHECOA,2018,688.7859
RE1,DEMINDHECOA,2019,688.7859
RE1,DEMINDHECOA,2020,688.7859
RE1,DEMINDHECOA,2021,688.7859
RE1,DEMINDHECOA,2022,695.2807
RE1,DEMINDHECOA,2023,705.3007
RE1,DEMINDHECOA,2024,715.3074
RE1,DEMINDHECOA,2025,725.3016
RE1,DEMINDHECOA,2026,736.3355
RE1,DEMINDHECOA,2027,747.3554
RE1,DEMINDHECOA,2028,758.362
RE1,DEMINDHECOA,2029,769.3562
RE1,DEMINDHECOA,2030,780.3386
RE1,DEMINDHECOA,2031,790.2403
RE1,DEMINDHECOA,2032,800.1228
RE1,DEMINDHECOA,2033,809.9873
RE1,DEMINDHECOA,2034,819.8347
RE1,DEMINDHECOA,2035,829.6659
RE1,DEMINDHECOA,2036,838.2972
RE1,DEMINDHECOA,2037,846.9193
RE1,DEMINDHECOA,2038,855.5325
RE1,DEMINDHECOA,2039,864.1371
RE1,DEMINDHECOA,2040,872.7336
RE1,DEMINDHECOA,2041,881.6905
RE1,DEMINDHECOA,2042,870.6706
RE1,DEMINDHECOA,2043,859.664
RE1,DEMINDHECOA,2044,848.6698
RE1,DEMINDHECOA,2045,523.216
RE1,DEMINDHECOA,2046,513.3144
RE1,DEMINDHECOA,2047,503.4318
RE1,DEMINDHECOA,2048,493.5673
RE1,DEMINDHECOA,2049,483.7199
RE1,DEMINDHECOA,2050,473.8887
RE1,DEMINDHECOA,2051,465.2575
RE1,DEMINDHECOA,2052,450.1406
RE1,DEMINDHECOA,2053,431.5074
RE1,DEMINDHECOA,2054,412.8961
RE1,DEMINDHECOA,2055,394.3054
RE1,DEMINDHECOA,2056,374.3146
RE1,DEMINDHECOA,2057,374.3146
RE1,DEMINDHECOA,2058,374.3146
RE1,DEMINDHECOA,2059,374.3146
