r,t,f,y,UseByTechnologyAnnual
RE1,DEMCOMELC,ELC003,2065,15.3657
RE1,DEMCOMELC,ELC003,2066,15.5371
RE1,DEMCOMELC,ELC003,2067,15.7104
RE1,DEMCOMELC,ELC003,2068,15.8856
RE1,DEMCOMELC,ELC003,2069,12.1806
RE1,DEMCOMELC,ELC003,2070,43.6058
RE1,DEMCOMHEBIO,BIO,2015,45.3768
RE1,DEMCOMHEBIO,BIO,2016,47.6848
RE1,DEMCOMHEBIO,BIO,2017,48.8357
RE1,DEMCOMHEBIO,BIO,2018,49.9867
RE1,DEMCOMHEBIO,BIO,2019,51.1378
RE1,DEMCOMHEBIO,BIO,2020,52.2888
RE1,DEMCOMHEBIO,BIO,2021,53.226
RE1,DEMCOMHEBIO,BIO,2022,54.1632
RE1,DEMCOMHEBIO,BIO,2023,55.1005
RE1,DEMCOMHEBIO,BIO,2024,56.0377
RE1,DEMCOMHEBIO,BIO,2025,56.9749
RE1,DEMCOMHEBIO,BIO,2026,58.0376
RE1,DEMCOMHEBIO,BIO,2027,59.1002
RE1,DEMCOMHEBIO,BIO,2028,60.1628
RE1,DEMCOMHEBIO,BIO,2029,61.2255
RE1,DEMCOMHEBIO,BIO,2030,62.2882
RE1,DEMCOMHEBIO,BIO,2031,63.1627
RE1,DEMCOMHEBIO,BIO,2032,64.0372
RE1,DEMCOMHEBIO,BIO,2033,64.9117
RE1,DEMCOMHEBIO,BIO,2034,65.7862
RE1,DEMCOMHEBIO,BIO,2035,66.6607
RE1,DEMCOMHEBIO,BIO,2036,67.4661
RE1,DEMCOMHEBIO,BIO,2037,68.2713
RE1,DEMCOMHEBIO,BIO,2038,69.0767
RE1,DEMCOMHEBIO,BIO,2039,69.8821
RE1,DEMCOMHEBIO,BIO,2040,70.6874
RE1,DEMCOMHEBIO,BIO,2041,71.4435
RE1,DEMCOMHEBIO,BIO,2042,72.1996
RE1,DEMCOMHEBIO,BIO,2043,72.9557
RE1,DEMCOMHEBIO,BIO,2044,73.7118
RE1,DEMCOMHEBIO,BIO,2045,74.4679
RE1,DEMCOMHEBIO,BIO,2046,75.0634
RE1,DEMCOMHEBIO,BIO,2047,75.659
RE1,DEMCOMHEBIO,BIO,2048,76.2545
RE1,DEMCOMHEBIO,BIO,2049,76.85
RE1,DEMCOMHEBIO,BIO,2050,77.4455
RE1,DEMCOMHEBIO,BIO,2051,78.0551
RE1,DEMCOMHEBIO,BIO,2052,78.6696
RE1,DEMCOMHEBIO,BIO,2053,79.2889
RE1,DEMCOMHEBIO,BIO,2054,79.9131
RE1,DEMCOMHEBIO,BIO,2055,80.5421
RE1,DEMCOMHEBIO,BIO,2056,81.1761
RE1,DEMCOMHEBIO,BIO,2057,81.8151
RE1,DEMCOMHEBIO,BIO,2058,82.4591
RE1,DEMCOMHEBIO,BIO,2059,83.1083
RE1,DEMCOMHEBIO,BIO,2060,83.7626
RE1,DEMCOMHEBIO,BIO,2061,84.422
RE1,DEMCOMHEBIO,BIO,2062,85.0865
RE1,DEMCOMHEBIO,BIO,2063,85.7562
RE1,DEMCOMHEBIO,BIO,2064,86.4313
RE1,DEMCOMHEBIO,BIO,2065,87.1117
RE1,DEMCOMHEBIO,BIO,2066,87.7974
RE1,DEMCOMHEBIO,BIO,2067,88.4885
RE1,DEMCOMHEBIO,BIO,2068,89.1851
RE1,DEMCOMHEBIO,BIO,2069,89.8872
RE1,DEMCOMHEBIO,BIO,2070,90.5948
RE1,DEMINDELC,ELC003,2015,328.0418
RE1,DEMINDELC,ELC003,2016,347.0108
RE1,DEMINDELC,ELC003,2017,363.2685
RE1,DEMINDELC,ELC003,2018,379.5262
RE1,DEMINDELC,ELC003,2019,395.7839
RE1,DEMINDELC,ELC003,2020,412.0416
RE1,DEMINDELC,ELC003,2021,424.52
RE1,DEMINDELC,ELC003,2022,436.9984
RE1,DEMINDELC,ELC003,2023,449.4769
RE1,DEMINDELC,ELC003,2024,14.858
RE1,DEMINDELC,ELC003,2025,15.2594
RE1,DEMINDELC,ELC003,2026,15.6931
RE1,DEMINDELC,ELC003,2027,16.1268
RE1,DEMINDELC,ELC003,2028,16.5605
RE1,DEMINDELC,ELC003,2029,16.9941
RE1,DEMINDELC,ELC003,2030,21.9014
RE1,DEMINDELC,ELC003,2031,17.9235
RE1,DEMINDELC,ELC003,2032,18.4192
RE1,DEMINDELC,ELC003,2033,18.915
RE1,DEMINDELC,ELC003,2034,19.4107
RE1,DEMINDELC,ELC003,2035,19.9063
RE1,DEMINDELC,ELC003,2036,20.3054
RE1,DEMINDELC,ELC003,2037,20.7045
RE1,DEMINDELC,ELC003,2038,21.1036
RE1,DEMINDELC,ELC003,2039,21.5026
RE1,DEMINDELC,ELC003,2040,16.6083
RE1,DEMINDELC,ELC003,2041,22.2925
RE1,DEMINDELC,ELC003,2042,22.6833
RE1,DEMINDELC,ELC003,2043,23.0741
RE1,DEMINDELC,ELC003,2044,17.7937
RE1,DEMINDELC,ELC003,2045,23.8557
RE1,DEMINDELC,ELC003,2046,24.1278
RE1,DEMINDELC,ELC003,2047,24.3999
RE1,DEMINDELC,ELC003,2048,24.672
RE1,DEMINDELC,ELC003,2049,24.9441
RE1,DEMINDELC,ELC003,2050,19.1217
RE1,DEMINDELC,ELC003,2051,19.335
RE1,DEMINDELC,ELC003,2052,25.7819
RE1,DEMINDELC,ELC003,2053,26.0695
RE1,DEMINDELC,ELC003,2054,26.3603
RE1,DEMINDELC,ELC003,2055,26.6544
RE1,DEMINDELC,ELC003,2056,26.9517
RE1,DEMINDELC,ELC003,2057,27.2523
RE1,DEMINDELC,ELC003,2058,27.5563
RE1,DEMINDELC,ELC003,2059,27.8637
RE1,DEMINDELC,ELC003,2060,21.3651
RE1,DEMINDELC,ELC003,2061,21.6034
RE1,DEMINDELC,ELC003,2062,21.8444
RE1,DEMINDELC,ELC003,2063,22.088
RE1,DEMINDELC,ELC003,2064,29.4529
RE1,DEMINDELC,ELC003,2065,29.7814
RE1,DEMINDELC,ELC003,2066,30.1136
RE1,DEMINDELC,ELC003,2067,30.4495
RE1,DEMINDELC,ELC003,2068,30.7892
RE1,DEMINDELC,ELC003,2069,23.6082
RE1,DEMINDELC,ELC003,2070,84.5158
RE1,DEMINDHEBIO,BIO,2015,520.2667
RE1,DEMINDHEBIO,BIO,2016,466.5755
RE1,DEMINDHEBIO,BIO,2017,474.6554
RE1,DEMINDHEBIO,BIO,2018,488.1075
RE1,DEMINDHEBIO,BIO,2019,499.0635
RE1,DEMINDHEBIO,BIO,2020,510.0028
RE1,DEMINDHEBIO,BIO,2021,517.5933
RE1,DEMINDHEBIO,BIO,2022,525.1725
RE1,DEMINDHEBIO,BIO,2023,532.741
RE1,DEMINDHEBIO,BIO,2024,540.2994
RE1,DEMINDHEBIO,BIO,2025,547.8484
RE1,DEMINDHEBIO,BIO,2026,556.1827
RE1,DEMINDHEBIO,BIO,2027,564.5065
RE1,DEMINDHEBIO,BIO,2028,572.8203
RE1,DEMINDHEBIO,BIO,2029,581.1247
RE1,DEMINDHEBIO,BIO,2030,589.42
RE1,DEMINDHEBIO,BIO,2031,596.8992
RE1,DEMINDHEBIO,BIO,2032,604.3638
RE1,DEMINDHEBIO,BIO,2033,611.8149
RE1,DEMINDHEBIO,BIO,2034,619.2529
RE1,DEMINDHEBIO,BIO,2035,626.6788
RE1,DEMINDHEBIO,BIO,2036,633.1984
RE1,DEMINDHEBIO,BIO,2037,639.711
RE1,DEMINDHEBIO,BIO,2038,646.2168
RE1,DEMINDHEBIO,BIO,2039,652.7162
RE1,DEMINDHEBIO,BIO,2040,659.2095
RE1,DEMINDHEBIO,BIO,2041,665.975
RE1,DEMINDHEBIO,BIO,2042,672.736
RE1,DEMINDHEBIO,BIO,2043,679.4926
RE1,DEMINDHEBIO,BIO,2044,686.2449
RE1,DEMINDHEBIO,BIO,2045,692.9931
RE1,DEMINDHEBIO,BIO,2046,698.1811
RE1,DEMINDHEBIO,BIO,2047,703.3673
RE1,DEMINDHEBIO,BIO,2048,708.5517
RE1,DEMINDHEBIO,BIO,2049,713.7343
RE1,DEMINDHEBIO,BIO,2050,718.9153
RE1,DEMINDHEBIO,BIO,2051,724.2186
RE1,DEMINDHEBIO,BIO,2052,729.5622
RE1,DEMINDHEBIO,BIO,2053,734.9465
RE1,DEMINDHEBIO,BIO,2054,740.3717
RE1,DEMINDHEBIO,BIO,2055,745.8382
RE1,DEMINDHEBIO,BIO,2056,751.3462
RE1,DEMINDHEBIO,BIO,2057,756.8962
RE1,DEMINDHEBIO,BIO,2058,762.4884
RE1,DEMINDHEBIO,BIO,2059,768.1232
RE1,DEMINDHEBIO,BIO,2060,773.8009
RE1,DEMINDHEBIO,BIO,2061,779.5219
RE1,DEMINDHEBIO,BIO,2062,785.2864
RE1,DEMINDHEBIO,BIO,2063,791.0947
RE1,DEMINDHEBIO,BIO,2064,796.9472
RE1,DEMINDHEBIO,BIO,2065,802.8444
RE1,DEMINDHEBIO,BIO,2066,808.7866
RE1,DEMINDHEBIO,BIO,2067,814.7739
RE1,DEMINDHEBIO,BIO,2068,820.807
RE1,DEMINDHEBIO,BIO,2069,826.8859
RE1,DEMINDHEBIO,BIO,2070,833.0112
RE1,DEMINDHECOA,COA,2015,790.0347
RE1,DEMINDHECOA,COA,2016,708.5035
RE1,DEMINDHECOA,COA,2017,720.773
RE1,DEMINDHECOA,COA,2018,741.2003
RE1,DEMINDHECOA,COA,2019,757.8371
RE1,DEMINDHECOA,COA,2020,774.4487
RE1,DEMINDHECOA,COA,2021,785.975
RE1,DEMINDHECOA,COA,2022,797.4842
RE1,DEMINDHECOA,COA,2023,808.9771
RE1,DEMINDHECOA,COA,2024,820.4548
RE1,DEMINDHECOA,COA,2025,831.918
RE1,DEMINDHECOA,COA,2026,844.5738
RE1,DEMINDHECOA,COA,2027,857.2136
RE1,DEMINDHECOA,COA,2028,869.8382
RE1,DEMINDHECOA,COA,2029,882.4485
RE1,DEMINDHECOA,COA,2030,895.0453
RE1,DEMINDHECOA,COA,2031,906.4024
RE1,DEMINDHECOA,COA,2032,917.7378
RE1,DEMINDHECOA,COA,2033,929.0522
RE1,DEMINDHECOA,COA,2034,940.3471
RE1,DEMINDHECOA,COA,2035,951.6236
RE1,DEMINDHECOA,COA,2036,961.5236
RE1,DEMINDHECOA,COA,2037,971.4131
RE1,DEMINDHECOA,COA,2038,981.2923
RE1,DEMINDHECOA,COA,2039,991.1618
RE1,DEMINDHECOA,COA,2040,1001.022
RE1,DEMINDHECOA,COA,2041,1011.2955
RE1,DEMINDHECOA,COA,2042,1021.5622
RE1,DEMINDHECOA,COA,2043,1031.8221
RE1,DEMINDHECOA,COA,2044,1042.0757
RE1,DEMINDHECOA,COA,2045,1052.3228
RE1,DEMINDHECOA,COA,2046,1060.201
RE1,DEMINDHECOA,COA,2047,1068.0763
RE1,DEMINDHECOA,COA,2048,1075.949
RE1,DEMINDHECOA,COA,2049,1083.8189
RE1,DEMINDHECOA,COA,2050,1091.6863
RE1,DEMINDHECOA,COA,2051,1099.7394
RE1,DEMINDHECOA,COA,2052,1107.8538
RE1,DEMINDHECOA,COA,2053,1116.0299
RE1,DEMINDHECOA,COA,2054,1124.2682
RE1,DEMINDHECOA,COA,2055,1132.5691
RE1,DEMINDHECOA,COA,2056,1140.9332
RE1,DEMINDHECOA,COA,2057,1149.361
RE1,DEMINDHECOA,COA,2058,1157.853
RE1,DEMINDHECOA,COA,2059,1166.4095
RE1,DEMINDHECOA,COA,2060,1175.0311
RE1,DEMINDHECOA,COA,2061,1183.7184
RE1,DEMINDHECOA,COA,2062,1192.4719
RE1,DEMINDHECOA,COA,2063,1201.292
RE1,DEMINDHECOA,COA,2064,1210.1793
RE1,DEMINDHECOA,COA,2065,1219.1342
RE1,DEMINDHECOA,COA,2066,1228.1574
RE1,DEMINDHECOA,COA,2067,1237.2494
RE1,DEMINDHECOA,COA,2068,1246.4106
RE1,DEMINDHECOA,COA,2069,1255.6416
RE1,DEMINDHECOA,COA,2070,1264.9431
RE1,DEMRESCKNBIO,BIO,2015,242.4683
RE1,DEMRESCKNBIO,BIO,2016,230.4988
RE1,DEMRESCKNBIO,BIO,2017,233.8927
RE1,DEMRESCKNBIO,BIO,2018,242.2782
RE1,DEMRESCKNBIO,BIO,2019,248.3442
RE1,DEMRESCKNBIO,BIO,2020,254.3949
RE1,DEMRESCKNBIO,BIO,2021,258.8946
RE1,DEMRESCKNBIO,BIO,2022,263.3837
RE1,DEMRESCKNBIO,BIO,2023,267.8629
RE1,DEMRESCKNBIO,BIO,2024,272.3327
RE1,DEMRESCKNBIO,BIO,2025,276.7936
RE1,DEMRESCKNBIO,BIO,2026,281.6827
RE1,DEMRESCKNBIO,BIO,2027,286.5615
RE1,DEMRESCKNBIO,BIO,2028,291.4313
RE1,DEMRESCKNBIO,BIO,2029,296.2924
RE1,DEMRESCKNBIO,BIO,2030,301.1452
RE1,DEMRESCKNBIO,BIO,2031,305.5894
RE1,DEMRESCKNBIO,BIO,2032,310.0203
RE1,DEMRESCKNBIO,BIO,2033,314.4383
RE1,DEMRESCKNBIO,BIO,2034,318.8445
RE1,DEMRESCKNBIO,BIO,2035,323.2394
RE1,DEMRESCKNBIO,BIO,2036,327.064
RE1,DEMRESCKNBIO,BIO,2037,330.8821
RE1,DEMRESCKNBIO,BIO,2038,334.694
RE1,DEMRESCKNBIO,BIO,2039,338.5002
RE1,DEMRESCKNBIO,BIO,2040,342.3
RE1,DEMRESCKNBIO,BIO,2041,346.0942
RE1,DEMRESCKNBIO,BIO,2042,349.8844
RE1,DEMRESCKNBIO,BIO,2043,353.67
RE1,DEMRESCKNBIO,BIO,2044,357.4522
RE1,DEMRESCKNBIO,BIO,2045,361.2301
RE1,DEMRESCKNBIO,BIO,2046,364.0929
RE1,DEMRESCKNBIO,BIO,2047,366.9544
RE1,DEMRESCKNBIO,BIO,2048,369.8138
RE1,DEMRESCKNBIO,BIO,2049,372.672
RE1,DEMRESCKNBIO,BIO,2050,375.5281
RE1,DEMRESCKNBIO,BIO,2051,378.4552
RE1,DEMRESCKNBIO,BIO,2052,381.4049
RE1,DEMRESCKNBIO,BIO,2053,384.3773
RE1,DEMRESCKNBIO,BIO,2054,387.3733
RE1,DEMRESCKNBIO,BIO,2055,390.3926
RE1,DEMRESCKNBIO,BIO,2056,393.4352
RE1,DEMRESCKNBIO,BIO,2057,396.5014
RE1,DEMRESCKNBIO,BIO,2058,399.592
RE1,DEMRESCKNBIO,BIO,2059,402.7062
RE1,DEMRESCKNBIO,BIO,2060,405.8451
RE1,DEMRESCKNBIO,BIO,2061,409.0083
RE1,DEMRESCKNBIO,BIO,2062,412.1961
RE1,DEMRESCKNBIO,BIO,2063,415.4085
RE1,DEMRESCKNBIO,BIO,2064,418.6463
RE1,DEMRESCKNBIO,BIO,2065,421.9093
RE1,DEMRESCKNBIO,BIO,2066,425.1977
RE1,DEMRESCKNBIO,BIO,2067,428.5114
RE1,DEMRESCKNBIO,BIO,2068,431.8514
RE1,DEMRESCKNBIO,BIO,2069,435.2174
RE1,DEMRESCKNBIO,BIO,2070,438.6093
RE1,DEMRESCKNELC,ELC003,2015,7.3604
RE1,DEMRESCKNELC,ELC003,2016,6.9971
RE1,DEMRESCKNELC,ELC003,2017,7.1001
RE1,DEMRESCKNELC,ELC003,2018,7.3546
RE1,DEMRESCKNELC,ELC003,2019,6.9869
RE1,DEMRESCKNELC,ELC003,2020,6.6192
RE1,DEMRESCKNELC,ELC003,2021,6.2515
RE1,DEMRESCKNELC,ELC003,2022,5.8837
RE1,DEMRESCKNELC,ELC003,2023,5.516
RE1,DEMRESCKNELC,ELC003,2024,31.5413
RE1,DEMRESCKNELC,ELC003,2025,57.5666
RE1,DEMRESCKNELC,ELC003,2026,83.5918
RE1,DEMRESCKNELC,ELC003,2027,109.6171
RE1,DEMRESCKNELC,ELC003,2028,135.6423
RE1,DEMRESCKNELC,ELC003,2029,159.7602
RE1,DEMRESCKNELC,ELC003,2030,162.3768
RE1,DEMRESCKNELC,ELC003,2031,164.7731
RE1,DEMRESCKNELC,ELC003,2032,167.1622
RE1,DEMRESCKNELC,ELC003,2033,169.5445
RE1,DEMRESCKNELC,ELC003,2034,171.9203
RE1,DEMRESCKNELC,ELC003,2035,174.2899
RE1,DEMRESCKNELC,ELC003,2036,176.3521
RE1,DEMRESCKNELC,ELC003,2037,178.4109
RE1,DEMRESCKNELC,ELC003,2038,180.4663
RE1,DEMRESCKNELC,ELC003,2039,182.5184
RE1,DEMRESCKNELC,ELC003,2040,184.5675
RE1,DEMRESCKNELC,ELC003,2041,186.6133
RE1,DEMRESCKNELC,ELC003,2042,188.6568
RE1,DEMRESCKNELC,ELC003,2043,190.6981
RE1,DEMRESCKNELC,ELC003,2044,192.7373
RE1,DEMRESCKNELC,ELC003,2045,194.7744
RE1,DEMRESCKNELC,ELC003,2046,196.3181
RE1,DEMRESCKNELC,ELC003,2047,197.8609
RE1,DEMRESCKNELC,ELC003,2048,199.4028
RE1,DEMRESCKNELC,ELC003,2049,200.9438
RE1,DEMRESCKNELC,ELC003,2050,202.484
RE1,DEMRESCKNELC,ELC003,2051,204.0621
RE1,DEMRESCKNELC,ELC003,2052,205.6526
RE1,DEMRESCKNELC,ELC003,2053,207.2555
RE1,DEMRESCKNELC,ELC003,2054,208.8708
RE1,DEMRESCKNELC,ELC003,2055,210.4987
RE1,DEMRESCKNELC,ELC003,2056,212.1393
RE1,DEMRESCKNELC,ELC003,2057,213.7928
RE1,DEMRESCKNELC,ELC003,2058,215.459
RE1,DEMRESCKNELC,ELC003,2059,217.1383
RE1,DEMRESCKNELC,ELC003,2060,218.8307
RE1,DEMRESCKNELC,ELC003,2061,220.5363
RE1,DEMRESCKNELC,ELC003,2062,222.2551
RE1,DEMRESCKNELC,ELC003,2063,223.9874
RE1,DEMRESCKNELC,ELC003,2064,225.7331
RE1,DEMRESCKNELC,ELC003,2065,227.4925
RE1,DEMRESCKNELC,ELC003,2066,229.2656
RE1,DEMRESCKNELC,ELC003,2067,231.0525
RE1,DEMRESCKNELC,ELC003,2068,232.8533
RE1,DEMRESCKNELC,ELC003,2069,234.6682
RE1,DEMRESCKNELC,ELC003,2070,236.4972
RE1,DEMRESCKNOIL,LFO,2015,235.0056
RE1,DEMRESCKNOIL,LFO,2016,223.4046
RE1,DEMRESCKNOIL,LFO,2017,226.6938
RE1,DEMRESCKNOIL,LFO,2018,234.8212
RE1,DEMRESCKNOIL,LFO,2019,241.7519
RE1,DEMRESCKNOIL,LFO,2020,248.6667
RE1,DEMRESCKNOIL,LFO,2021,253.9884
RE1,DEMRESCKNOIL,LFO,2022,259.2993
RE1,DEMRESCKNOIL,LFO,2023,264.6001
RE1,DEMRESCKNOIL,LFO,2024,219.6189
RE1,DEMRESCKNOIL,LFO,2025,174.6286
RE1,DEMRESCKNOIL,LFO,2026,130.0778
RE1,DEMRESCKNOIL,LFO,2027,85.5168
RE1,DEMRESCKNOIL,LFO,2028,40.9464
RE1,DEMRESELC,ELC003,2015,163.7593
RE1,DEMRESELC,ELC003,2016,173.2287
RE1,DEMRESELC,ELC003,2017,181.3445
RE1,DEMRESELC,ELC003,2018,189.4604
RE1,DEMRESELC,ELC003,2019,197.5763
RE1,DEMRESELC,ELC003,2020,205.6922
RE1,DEMRESELC,ELC003,2021,211.9215
RE1,DEMRESELC,ELC003,2022,218.1507
RE1,DEMRESELC,ELC003,2023,224.38
RE1,DEMRESELC,ELC003,2024,7.4172
RE1,DEMRESELC,ELC003,2025,7.6175
RE1,DEMRESELC,ELC003,2026,7.834
RE1,DEMRESELC,ELC003,2027,8.0505
RE1,DEMRESELC,ELC003,2028,8.267
RE1,DEMRESELC,ELC003,2029,8.4835
RE1,DEMRESELC,ELC003,2030,10.9332
RE1,DEMRESELC,ELC003,2031,8.9475
RE1,DEMRESELC,ELC003,2032,9.1949
RE1,DEMRESELC,ELC003,2033,9.4424
RE1,DEMRESELC,ELC003,2034,9.6899
RE1,DEMRESELC,ELC003,2035,9.9373
RE1,DEMRESELC,ELC003,2036,10.1365
RE1,DEMRESELC,ELC003,2037,10.3358
RE1,DEMRESELC,ELC003,2038,10.535
RE1,DEMRESELC,ELC003,2039,10.7342
RE1,DEMRESELC,ELC003,2040,8.2909
RE1,DEMRESELC,ELC003,2041,11.1285
RE1,DEMRESELC,ELC003,2042,11.3236
RE1,DEMRESELC,ELC003,2043,11.5186
RE1,DEMRESELC,ELC003,2044,8.8826
RE1,DEMRESELC,ELC003,2045,11.9088
RE1,DEMRESELC,ELC003,2046,12.0447
RE1,DEMRESELC,ELC003,2047,12.1805
RE1,DEMRESELC,ELC003,2048,12.3163
RE1,DEMRESELC,ELC003,2049,12.4522
RE1,DEMRESELC,ELC003,2050,9.5456
RE1,DEMRESELC,ELC003,2051,9.6521
RE1,DEMRESELC,ELC003,2052,12.8704
RE1,DEMRESELC,ELC003,2053,13.014
RE1,DEMRESELC,ELC003,2054,13.1592
RE1,DEMRESELC,ELC003,2055,13.3059
RE1,DEMRESELC,ELC003,2056,13.4544
RE1,DEMRESELC,ELC003,2057,13.6044
RE1,DEMRESELC,ELC003,2058,13.7562
RE1,DEMRESELC,ELC003,2059,13.9096
RE1,DEMRESELC,ELC003,2060,10.6655
RE1,DEMRESELC,ELC003,2061,10.7845
RE1,DEMRESELC,ELC003,2062,10.9048
RE1,DEMRESELC,ELC003,2063,11.0264
RE1,DEMRESELC,ELC003,2064,14.7029
RE1,DEMRESELC,ELC003,2065,14.867
RE1,DEMRESELC,ELC003,2066,15.0328
RE1,DEMRESELC,ELC003,2067,15.2005
RE1,DEMRESELC,ELC003,2068,15.37
RE1,DEMRESELC,ELC003,2069,11.7853
RE1,DEMRESELC,ELC003,2070,42.1905
RE1,DEMRESHEBIO,BIO,2015,103.1321
RE1,DEMRESHEBIO,BIO,2016,98.041
RE1,DEMRESHEBIO,BIO,2017,99.4845
RE1,DEMRESHEBIO,BIO,2018,103.0512
RE1,DEMRESHEBIO,BIO,2019,105.6313
RE1,DEMRESHEBIO,BIO,2020,108.205
RE1,DEMRESHEBIO,BIO,2021,110.1189
RE1,DEMRESHEBIO,BIO,2022,112.0283
RE1,DEMRESHEBIO,BIO,2023,113.9334
RE1,DEMRESHEBIO,BIO,2024,115.8346
RE1,DEMRESHEBIO,BIO,2025,117.7321
RE1,DEMRESHEBIO,BIO,2026,119.8116
RE1,DEMRESHEBIO,BIO,2027,121.8868
RE1,DEMRESHEBIO,BIO,2028,123.9582
RE1,DEMRESHEBIO,BIO,2029,126.0257
RE1,DEMRESHEBIO,BIO,2030,128.0899
RE1,DEMRESHEBIO,BIO,2031,129.9801
RE1,DEMRESHEBIO,BIO,2032,131.8648
