r,t,y,TotalCapacityAnnual
RE1,IMPCOA,2043,4599.6958
RE1,IMPCOA,2044,4609.9493
RE1,IMPCOA,2045,4620.1965
RE1,IMPCOA,2046,4628.0746
RE1,IMPCOA,2047,4635.95
RE1,IMPCOA,2048,4643.8226
RE1,IMPCOA,2049,4651.6926
RE1,IMPCOA,2050,4659.5599
RE1,IMPCOA,2051,4667.6131
RE1,IMPCOA,2052,4675.7274
RE1,IMPCOA,2053,4683.9035
RE1,IMPCOA,2054,4692.1418
RE1,IMPCOA,2055,4700.4428
RE1,IMPCOA,2056,4708.8069
RE1,IMPCOA,2057,4717.2347
RE1,IMPCOA,2058,4725.7266
RE1,IMPCOA,2059,4734.2831
RE1,IMPCOA,2060,4742.9048
RE1,IMPCOA,2061,4751.5921
RE1,IMPCOA,2062,4760.3455
RE1,IMPCOA,2063,4769.1656
RE1,IMPCOA,2064,4778.0529
RE1,IMPCOA,2065,4787.0079
RE1,IMPCOA,2066,4796.0311
RE1,IMPCOA,2067,4805.123
RE1,IMPCOA,2068,4814.2843
RE1,IMPCOA,2069,4823.5153
RE1,IMPCOA,2070,4044.572
RE1,MINCOA,2015,1201.8754
RE1,MINCOA,2016,1120.3443
RE1,MINCOA,2017,1132.6138
RE1,MINCOA,2018,1153.041
RE1,MINCOA,2019,1262.8932
RE1,MINCOA,2020,2935.6728
RE1,MINCOA,2021,3016.1627
RE1,MINCOA,2022,3114.3237
RE1,MINCOA,2023,3212.4117
RE1,MINCOA,2024,3885.55
RE1,MINCOA,2025,3758.8805
RE1,MINCOA,2026,3945.9169
RE1,MINCOA,2027,1416.8428
RE1,IMPLFO,2015,5550.7897
RE1,IMPLFO,2016,5742.9384
RE1,IMPLFO,2017,5873.1206
RE1,IMPLFO,2018,6018.0952
RE1,IMPLFO,2019,6157.2479
RE1,IMPLFO,2020,6296.3538
RE1,IMPLFO,2021,6407.281
RE1,IMPLFO,2022,6518.1763
RE1,IMPLFO,2023,6629.0416
RE1,IMPLFO,2024,3364.7159
RE1,IMPLFO,2025,5329.9467
RE1,IMPLFO,2026,5377.5469
RE1,IMPLFO,2027,5425.1217
RE1,IMPLFO,2028,5472.6725
RE1,IMPLFO,2029,5523.8336
RE1,IMPLFO,2030,5615.9282
RE1,IMPLFO,2031,5692.1347
RE1,IMPLFO,2032,5768.3203
RE1,IMPLFO,2033,5844.4861
RE1,IMPLFO,2034,5920.6331
RE1,IMPLFO,2035,5996.7624
RE1,IMPLFO,2036,6066.1645
RE1,IMPLFO,2037,6135.5564
RE1,IMPLFO,2038,6204.9387
RE1,IMPLFO,2039,6274.3116
RE1,IMPLFO,2040,6343.6755
RE1,IMPLFO,2041,6409.6778
RE1,IMPLFO,2042,6475.6735
RE1,IMPLFO,2043,6541.6628
RE1,IMPLFO,2044,6607.6459
RE1,IMPLFO,2045,6673.623
RE1,IMPLFO,2046,6725.2117
RE1,IMPLFO,2047,6776.7977
RE1,IMPLFO,2048,6828.3811
RE1,IMPLFO,2049,6879.962
RE1,UPSREF001,2015,2876.6643
RE1,UPSREF001,2016,2876.6643
RE1,UPSREF001,2017,2876.6643
RE1,UPSREF001,2018,2876.6643
RE1,UPSREF001,2019,2876.6643
RE1,UPSREF001,2020,2876.6643
RE1,UPSREF001,2021,2876.6643
RE1,UPSREF001,2022,2876.6643
RE1,UPSREF001,2023,2876.6643
RE1,UPSREF001,2024,2876.6643
RE1,UPSREF001,2025,2876.6643
RE1,UPSREF001,2026,2876.6643
RE1,UPSREF001,2027,2876.6643
RE1,UPSREF001,2028,2876.6643
RE1,UPSREF001,2029,2876.6643
RE1,UPSREF001,2030,2876.6643
RE1,UPSREF001,2031,2876.6643
RE1,UPSREF001,2032,2876.6643
RE1,UPSREF001,2033,2876.6643
RE1,UPSREF001,2034,2876.6643
RE1,UPSREF001,2035,2876.6643
RE1,UPSREF001,2036,2876.6643
RE1,UPSREF001,2037,2876.6643
RE1,UPSREF001,2038,2876.6643
RE1,UPSREF001,2039,2876.6643
RE1,UPSREF001,2040,2876.6643
RE1,UPSREF001,2041,2876.6643
RE1,UPSREF001,2042,2876.6643
RE1,UPSREF001,2043,2876.6643
RE1,UPSREF001,2044,2876.6643
RE1,UPSREF001,2045,2876.6643
RE1,MINNGS,2015,794.6634
RE1,MINNGS,2016,796.9507
RE1,MINNGS,2017,806.5935
RE1,MINNGS,2018,839.6294
RE1,MINNGS,2019,846.9226
RE1,MINNGS,2025,20.7236
RE1,MINNGS,2026,26.1918
RE1,MINNGS,2027,71.7872
RE1,MINNGS,2028,169.9049
RE1,MINNGS,2029,278.0513
RE1,MINNGS,2030,238.4983
RE1,MINNGS,2031,260.6444
RE1,MINNGS,2032,260.6444
RE1,MINNGS,2033,234.8609
RE1,MINNGS,2034,224.2478
RE1,MINNGS,2035,224.2478
RE1,MINNGS,2036,224.2478
RE1,MINNGS,2037,224.2478
RE1,MINNGS,2038,134.7235
RE1,MINNGS,2039,134.7235
RE1,MINNGS,2040,112.7482
RE1,MINNGS,2041,99.8877
RE1,MINNGS,2042,99.8877
RE1,MINNGS,2043,99.8877
RE1,MINNGS,2044,49.9438
RE1,MINSOL,2015,19.2273
RE1,MINSOL,2016,33.282
RE1,MINSOL,2017,36.6855
RE1,MINSOL,2018,40.2789
RE1,MINSOL,2019,40.5636
RE1,MINSOL,2020,40.5636
RE1,MINSOL,2021,41.6077
RE1,MINSOL,2022,41.6077
RE1,MINSOL,2023,41.6077
RE1,MINSOL,2024,41.6077
RE1,MINSOL,2025,234.781
RE1,MINSOL,2026,237.9979
RE1,MINSOL,2027,243.0834
RE1,MINSOL,2028,250.1971
RE1,MINSOL,2029,255.332
RE1,MINSOL,2030,260.4653
RE1,MINSOL,2031,265.5996
RE1,MINSOL,2032,270.731
RE1,MINSOL,2033,275.8599
RE1,MINSOL,2034,287.8984
RE1,MINSOL,2035,293.1991
RE1,MINSOL,2036,297.6675
RE1,MINSOL,2037,302.1346
RE1,MINSOL,2038,306.6005
RE1,MINSOL,2039,311.065
RE1,MINSOL,2040,320.9202
RE1,MINSOL,2041,319.8762
RE1,MINSOL,2042,324.2229
RE1,MINSOL,2043,328.5688
RE1,MINSOL,2044,332.8669
RE1,MINSOL,2045,337.2113
RE1,MINSOL,2046,340.3819
RE1,MINSOL,2047,343.5522
RE1,MINSOL,2048,346.7221
RE1,MINSOL,2049,349.8918
RE1,MINSOL,2050,621.8665
RE1,MINSOL,2051,636.2231
RE1,MINSOL,2052,641.6479
RE1,MINSOL,2053,647.121
RE1,MINSOL,2054,652.6425
RE1,MINSOL,2055,658.2131
RE1,MINSOL,2056,663.8331
RE1,MINSOL,2057,669.503
RE1,MINSOL,2058,675.2232
RE1,MINSOL,2059,678.4635
RE1,MINSOL,2060,673.3302
RE1,MINSOL,2061,692.6909
RE1,MINSOL,2062,698.6172
RE1,MINSOL,2063,704.5964
RE1,MINSOL,2064,710.6287
RE1,MINSOL,2065,716.7148
RE1,MINSOL,2066,722.855
RE1,MINSOL,2067,729.05
RE1,MINSOL,2068,735.3001
RE1,MINSOL,2069,741.606
RE1,MINSOL,2070,840.2686
RE1,MINWND,2015,1.5132
RE1,MINWND,2016,3.2785
RE1,MINWND,2017,4.061
RE1,MINWND,2018,7.1325
RE1,MINWND,2019,9.745
RE1,MINWND,2020,9.745
RE1,MINWND,2021,9.9907
RE1,MINWND,2022,9.9907
RE1,MINWND,2023,9.9907
RE1,MINWND,2024,9.9907
RE1,MINWND,2025,9.9907
RE1,MINWND,2026,9.9907
RE1,MINWND,2027,9.9907
RE1,MINWND,2028,9.9907
RE1,MINWND,2029,9.9907
RE1,MINWND,2030,9.9907
RE1,MINWND,2031,9.9907
RE1,MINWND,2032,9.9907
RE1,MINWND,2033,9.9907
RE1,MINWND,2034,9.9907
RE1,MINWND,2035,9.9907
RE1,MINWND,2036,8.2254
RE1,MINWND,2037,8.2254
RE1,MINWND,2038,8.2254
RE1,MINWND,2039,8.2254
RE1,MINWND,2040,8.2254
RE1,MINWND,2041,8.2254
RE1,MINWND,2042,8.2254
RE1,MINWND,2043,8.2254
RE1,MINWND,2044,8.2254
RE1,MINWND,2045,8.2254
RE1,MINWND,2046,8.2254
RE1,MINWND,2047,3.2785
RE1,MINWND,2048,2.5866
RE1,MINWND,2049,2.5866
RE1,MINWND,2070,372.5568
RE1,MINGEO,2024,1.4486
RE1,MINGEO,2025,1.4486
RE1,MINGEO,2026,1.4486
RE1,MINGEO,2027,1.4486
RE1,MINGEO,2028,1.4486
RE1,MINGEO,2029,1.4486
RE1,MINGEO,2030,1.4486
RE1,MINGEO,2031,1.4486
RE1,MINGEO,2032,1.4486
RE1,MINGEO,2033,1.4486
RE1,MINGEO,2034,1.4486
RE1,MINGEO,2035,1.4486
RE1,MINGEO,2036,1.4486
RE1,MINGEO,2037,1.4486
RE1,MINGEO,2038,1.4486
RE1,MINGEO,2039,1.4486
RE1,MINGEO,2040,1.4486
RE1,MINGEO,2041,1.4486
RE1,MINGEO,2042,1.4486
RE1,MINGEO,2043,1.4486
RE1,MINGEO,2044,1.4486
RE1,MINGEO,2045,1.4486
RE1,MINGEO,2046,1.4486
RE1,MINGEO,2047,1.4486
RE1,MINGEO,2048,1.4486
RE1,MINGEO,2049,1.4486
RE1,MINGEO,2050,1.4486
RE1,MINGEO,2051,1.4486
RE1,MINGEO,2052,1.4486
RE1,MINGEO,2053,1.4486
RE1,MINGEO,2054,1.4486
RE1,MINGEO,2055,1.4486
RE1,MINGEO,2056,1.4486
RE1,MINGEO,2057,1.4486
RE1,MINGEO,2058,1.4486
RE1,MINGEO,2059,1.4486
RE1,MINGEO,2060,1.4486
RE1,MINGEO,2061,1.4486
RE1,MINGEO,2062,1.4486
RE1,MINGEO,2063,1.4486
RE1,MINGEO,2064,1.4486
RE1,MINGEO,2065,1.4486
RE1,MINGEO,2066,1.4486
RE1,MINGEO,2067,1.4486
RE1,MINGEO,2068,1.4486
RE1,MINGEO,2069,1.4486
RE1,MINGEO,2070,1.4486
RE1,MINHYD,2015,51.7481
RE1,MINHYD,2016,51.7481
RE1,MINHYD,2017,51.7481
RE1,MINHYD,2018,51.7481
RE1,MINHYD,2019,51.7481
RE1,MINHYD,2020,51.7481
RE1,MINHYD,2021,51.7481
RE1,MINHYD,2022,51.7481
RE1,MINHYD,2023,51.7481
RE1,MINHYD,2024,51.7481
RE1,MINHYD,2025,51.7481
RE1,MINHYD,2026,51.7481
RE1,MINHYD,2027,51.7481
RE1,MINHYD,2028,51.7481
RE1,MINHYD,2029,51.7481
RE1,MINHYD,2030,51.7481
RE1,MINHYD,2031,51.7481
RE1,MINHYD,2032,51.7481
RE1,MINHYD,2033,51.7481
RE1,MINHYD,2034,51.7481
RE1,MINHYD,2035,51.7481
RE1,MINHYD,2036,51.7481
RE1,MINHYD,2037,51.7481
RE1,MINHYD,2038,51.7481
RE1,MINHYD,2039,51.7481
RE1,MINHYD,2040,51.7481
RE1,MINHYD,2041,51.7481
RE1,MINHYD,2042,51.7481
RE1,MINHYD,2043,51.7481
RE1,MINHYD,2044,51.7481
RE1,MINHYD,2045,51.7481
RE1,MINHYD,2046,51.7481
RE1,MINHYD,2047,51.7481
RE1,MINHYD,2048,51.7481
RE1,MINHYD,2049,51.7481
RE1,MINHYD,2050,51.7481
RE1,PWRBIO001,2015,2.978
RE1,PWRBIO001,2016,3.404
RE1,PWRBIO001,2017,3.829
RE1,PWRBIO001,2018,4.04
RE1,PWRBIO001,2019,4.04
RE1,PWRBIO001,2020,4.255
RE1,PWRBIO001,2021,4.468
RE1,PWRBIO001,2022,4.468
RE1,PWRBIO001,2023,4.468
RE1,PWRBIO001,2024,4.468
RE1,PWRBIO001,2025,4.468
RE1,PWRBIO001,2026,4.468
RE1,PWRBIO001,2027,4.468
RE1,PWRBIO001,2028,4.468
RE1,PWRBIO001,2029,4.468
RE1,PWRBIO001,2030,4.468
RE1,PWRBIO001,2031,1.49
RE1,PWRBIO001,2032,1.49
RE1,PWRBIO001,2033,1.49
RE1,PWRBIO001,2034,1.49
RE1,PWRBIO001,2035,2.7523
RE1,PWRBIO001,2036,3.854
RE1,PWRBIO001,2037,6.3297
RE1,PWRBIO001,2038,8.4901
RE1,PWRBIO001,2039,9.5229
RE1,PWRBIO001,2040,10.4926
RE1,PWRBIO001,2041,11.9989
RE1,PWRBIO001,2042,13.7109
RE1,PWRBIO001,2043,14.7231
RE1,PWRBIO001,2044,16.4326
RE1,PWRBIO001,2045,18.677
RE1,PWRBIO001,2046,19.3928
RE1,PWRBIO001,2047,20.2171
RE1,PWRBIO001,2048,20.9622
RE1,PWRBIO001,2049,21.6822
RE1,PWRBIO001,2050,102.0761
RE1,PWRBIO001,2051,104.5062
RE1,PWRBIO001,2052,106.0352
RE1,PWRBIO001,2053,107.4395
RE1,PWRBIO001,2054,108.8568
RE1,PWRBIO001,2055,110.287
RE1,PWRBIO001,2056,111.7305
RE1,PWRBIO001,2057,113.1872
RE1,PWRBIO001,2058,114.6574
RE1,PWRBIO001,2059,115.9162
RE1,PWRBIO001,2060,118.0196
RE1,PWRBIO001,2061,118.9962
RE1,PWRBIO001,2062,120.5196
RE1,PWRBIO001,2063,122.057
RE1,PWRBIO001,2064,123.7674
RE1,PWRBIO001,2065,125.3352
RE1,PWRBIO001,2066,126.9174
RE1,PWRBIO001,2067,128.5143
RE1,PWRBIO001,2068,130.1259
RE1,PWRBIO001,2069,131.1002
RE1,PWRBIO001,2070,128.8558
RE1,PWRCOA001,2015,5.259
RE1,PWRCOA001,2016,5.259
RE1,PWRCOA001,2017,5.259
RE1,PWRCOA001,2018,5.259
RE1,PWRCOA001,2019,6.4493
RE1,PWRCOA001,2020,27.5977
RE1,PWRCOA001,2021,28.4784
RE1,PWRCOA001,2022,29.5849
RE1,PWRCOA001,2023,30.6907
RE1,PWRCOA001,2024,39.1397
RE1,PWRCOA001,2025,37.3758
RE1,PWRCOA001,2026,39.6026
RE1,PWRCOA001,2027,40.8625
RE1,PWRCOA001,2028,40.8625
RE1,PWRCOA001,2029,40.5345
RE1,PWRCOA001,2030,40.5345
RE1,PWRCOA001,2031,43.9873
RE1,PWRCOA001,2032,45.0544
RE1,PWRCOA001,2033,46.5451
RE1,PWRCOA001,2034,47.565
RE1,PWRCOA001,2035,47.565
RE1,PWRCOA001,2036,47.565
RE1,PWRCOA001,2037,46.22
RE1,PWRCOA001,2038,46.22
RE1,PWRCOA001,2039,46.22
RE1,PWRCOA001,2040,46.22
RE1,PWRCOA001,2041,46.22
RE1,PWRCOA001,2042,45.56
RE1,PWRCOA001,2043,45.56
RE1,PWRCOA001,2044,45.56
RE1,PWRCOA001,2045,45.56
RE1,PWRCOA001,2046,45.56
RE1,PWRCOA001,2047,45.56
RE1,PWRCOA001,2048,45.56
RE1,PWRCOA001,2049,45.56
RE1,PWRCOA001,2050,45.56
RE1,PWRCOA001,2051,45.56
RE1,PWRCOA001,2052,45.56
RE1,PWRCOA001,2053,45.56
RE1,PWRCOA001,2054,45.56
RE1,PWRCOA001,2055,45.56
RE1,PWRCOA001,2056,45.56
RE1,PWRCOA001,2057,45.56
RE1,PWRCOA001,2058,45.56
RE1,PWRCOA001,2059,45.56
RE1,PWRCOA001,2060,45.56
RE1,PWRCOA001,2061,45.56
RE1,PWRCOA001,2062,45.56
RE1,PWRCOA001,2063,45.56
RE1,PWRCOA001,2064,45.56
RE1,PWRCOA001,2065,45.56
RE1,PWRCOA001,2066,45.56
RE1,PWRCOA001,2067,45.56
RE1,PWRCOA001,2068,45.56
RE1,PWRCOA001,2069,45.56
RE1,PWRCOA001,2070,45.56
RE1,PWRGEO,2024,0.0066
RE1,PWRGEO,2025,0.0066
RE1,PWRGEO,2026,0.0066
RE1,PWRGEO,2027,0.0066
RE1,PWRGEO,2028,0.0066
RE1,PWRGEO,2029,0.0066
RE1,PWRGEO,2030,0.0066
RE1,PWRGEO,2031,0.0066
RE1,PWRGEO,2032,0.0066
RE1,PWRGEO,2033,0.0066
RE1,PWRGEO,2034,0.0066
RE1,PWRGEO,2035,0.0066
RE1,PWRGEO,2036,0.0066
RE1,PWRGEO,2037,0.0066
RE1,PWRGEO,2038,0.0066
RE1,PWRGEO,2039,0.0066
RE1,PWRGEO,2040,0.0066
RE1,PWRGEO,2041,0.0066
RE1,PWRGEO,2042,0.0066
RE1,PWRGEO,2043,0.0066
RE1,PWRGEO,2044,0.0066
RE1,PWRGEO,2045,0.0066
RE1,PWRGEO,2046,0.0066
RE1,PWRGEO,2047,0.0066
RE1,PWRGEO,2048,0.0066
RE1,PWRGEO,2049,0.0066
RE1,PWRGEO,2050,0.0066
RE1,PWRGEO,2051,0.0066
RE1,PWRGEO,2052,0.0066
RE1,PWRGEO,2053,0.0066
RE1,PWRGEO,2054,0.0066
RE1,PWRGEO,2055,0.0066
RE1,PWRGEO,2056,0.0066
RE1,PWRGEO,2057,0.0066
RE1,PWRGEO,2058,0.0066
RE1,PWRGEO,2059,0.0066
RE1,PWRGEO,2060,0.0066
RE1,PWRGEO,2061,0.0066
RE1,PWRGEO,2062,0.0066
RE1,PWRGEO,2063,0.0066
RE1,PWRGEO,2064,0.0066
RE1,PWRGEO,2065,0.0066
RE1,PWRGEO,2066,0.0066
RE1,PWRGEO,2067,0.0066
RE1,PWRGEO,2068,0.0066
RE1,PWRGEO,2069,0.0066
RE1,PWRGEO,2070,0.0066
RE1,PWRNGS001,2015,27.132
RE1,PWRNGS001,2016,27.132
RE1,PWRNGS001,2017,27.132
RE1,PWRNGS001,2018,27.132
RE1,PWRNGS001,2019,27.132
RE1,PWRNGS001,2020,27.132
RE1,PWRNGS001,2021,27.132
RE1,PWRNGS001,2022,27.132
RE1,PWRNGS001,2023,27.132
RE1,PWRNGS001,2024,10.764
RE1,PWRNGS001,2025,10.764
RE1,PWRNGS001,2026,10.016
RE1,PWRNGS001,2027,10.016
RE1,PWRNGS001,2028,9.892
RE1,PWRNGS001,2029,9.77
RE1,PWRNGS001,2030,8.594
RE1,PWRNGS001,2031,8.35
RE1,PWRNGS001,2032,8.35
RE1,PWRNGS001,2033,7.524
RE1,PWRNGS001,2034,7.184
RE1,PWRNGS001,2035,7.184
RE1,PWRNGS001,2036,7.184
RE1,PWRNGS001,2037,7.184
RE1,PWRNGS001,2038,4.316
RE1,PWRNGS001,2039,4.316
RE1,PWRNGS001,2040,3.612
RE1,PWRNGS001,2041,3.2
RE1,PWRNGS001,2042,3.2
RE1,PWRNGS001,2043,3.2
RE1,PWRNGS001,2044,1.6
RE1,PWRSOL001,2015,1.4145
RE1,PWRSOL001,2016,2.451
RE1,PWRSOL001,2017,2.702
RE1,PWRSOL001,2018,2.967
RE1,PWRSOL001,2019,2.988
RE1,PWRSOL001,2020,2.988
RE1,PWRSOL001,2021,3.065
RE1,PWRSOL001,2022,3.065
RE1,PWRSOL001,2023,3.065
RE1,PWRSOL001,2024,3.065
RE1,PWRSOL001,2025,17.3111
RE1,PWRSOL001,2026,17.5483
RE1,PWRSOL001,2027,17.9233
RE1,PWRSOL001,2028,18.448
RE1,PWRSOL001,2029,18.8266
RE1,PWRSOL001,2030,19.2052
RE1,PWRSOL001,2031,19.5838
RE1,PWRSOL001,2032,19.9623
RE1,PWRSOL001,2033,20.3405
RE1,PWRSOL001,2034,21.2283
RE1,PWRSOL001,2035,21.6192
RE1,PWRSOL001,2036,21.9488
RE1,PWRSOL001,2037,22.2782
RE1,PWRSOL001,2038,22.6076
RE1,PWRSOL001,2039,22.9368
RE1,PWRSOL001,2040,23.6636
RE1,PWRSOL001,2041,23.5866
RE1,PWRSOL001,2042,23.9072
RE1,PWRSOL001,2043,24.2277
RE1,PWRSOL001,2044,24.5481
RE1,PWRSOL001,2045,24.8685
RE1,PWRSOL001,2046,25.1023
RE1,PWRSOL001,2047,25.3361
RE1,PWRSOL001,2048,25.5699
RE1,PWRSOL001,2049,25.8037
RE1,PWRSOL001,2050,45.8611
RE1,PWRSOL001,2051,46.9199
RE1,PWRSOL001,2052,47.32
RE1,PWRSOL001,2053,47.7236
RE1,PWRSOL001,2054,48.1308
RE1,PWRSOL001,2055,48.5416
RE1,PWRSOL001,2056,48.9561
RE1,PWRSOL001,2057,49.3742
RE1,PWRSOL001,2058,49.7961
RE1,PWRSOL001,2059,50.035
RE1,PWRSOL001,2060,49.6564
RE1,PWRSOL001,2061,51.0842
RE1,PWRSOL001,2062,51.5213
RE1,PWRSOL001,2063,51.9622
RE1,PWRSOL001,2064,52.4071
RE1,PWRSOL001,2065,52.856
RE1,PWRSOL001,2066,53.3088
RE1,PWRSOL001,2067,53.7656
RE1,PWRSOL001,2068,54.2266
RE1,PWRSOL001,2069,54.6916
RE1,PWRSOL001,2070,61.9677
RE1,PWRCSP002,2015,0.005
RE1,PWRCSP002,2016,0.005
RE1,PWRCSP002,2017,0.005
RE1,PWRCSP002,2018,0.005
RE1,PWRCSP002,2019,0.005
RE1,PWRCSP002,2020,0.005
RE1,PWRCSP002,2021,0.005
RE1,PWRCSP002,2022,0.005
RE1,PWRCSP002,2023,0.005
RE1,PWRCSP002,2024,0.005
RE1,PWRCSP002,2025,0.005
RE1,PWRCSP002,2026,0.005
RE1,PWRCSP002,2027,0.005
RE1,PWRCSP002,2028,0.005
RE1,PWRCSP002,2029,0.005
RE1,PWRCSP002,2030,0.005
RE1,PWRCSP002,2031,0.005
RE1,PWRCSP002,2032,0.005
RE1,PWRCSP002,2033,0.005
RE1,PWRCSP002,2034,0.005
RE1,PWRCSP002,2035,0.005
RE1,PWRCSP002,2036,0.005
RE1,PWRCSP002,2037,0.005
RE1,PWRCSP002,2038,0.005
RE1,PWRCSP002,2039,0.005
RE1,PWRCSP002,2040,0.005
RE1,PWRCSP002,2041,0.005
RE1,PWRCSP002,2042,0.005
RE1,PWRCSP002,2043,0.005
RE1,PWRHYD001,2015,3.639
RE1,PWRHYD001,2016,3.639
RE1,PWRHYD001,2017,3.639
RE1,PWRHYD001,2018,3.639
RE1,PWRHYD001,2019,3.639
RE1,PWRHYD001,2020,3.639
RE1,PWRHYD001,2021,3.639
RE1,PWRHYD001,2022,3.639
RE1,PWRHYD001,2023,3.639
RE1,PWRHYD001,2024,3.639
RE1,PWRHYD001,2025,3.639
RE1,PWRHYD001,2026,3.639
RE1,PWRHYD001,2027,3.639
RE1,PWRHYD001,2028,3.639
RE1,PWRHYD001,2029,3.639
RE1,PWRHYD001,2030,3.639
RE1,PWRHYD001,2031,3.639
RE1,PWRHYD001,2032,3.639
RE1,PWRHYD001,2033,3.639
RE1,PWRHYD001,2034,3.639
RE1,PWRHYD001,2035,3.639
RE1,PWRHYD001,2036,3.639
RE1,PWRHYD001,2037,3.639
RE1,PWRHYD001,2038,3.639
RE1,PWRHYD001,2039,3.639
RE1,PWRHYD001,2040,3.639
RE1,PWRHYD001,2041,3.639
RE1,PWRHYD001,2042,3.639
RE1,PWRHYD001,2043,3.639
RE1,PWRHYD001,2044,3.639
RE1,PWRHYD001,2045,3.639
RE1,PWRHYD001,2046,3.639
RE1,PWRHYD001,2047,3.639
RE1,PWRHYD001,2048,3.639
RE1,PWRHYD001,2049,3.639
RE1,PWRHYD001,2050,3.639
RE1,PWRHYD002,2015,0.148
RE1,PWRHYD002,2016,0.148
RE1,PWRHYD002,2017,0.148
RE1,PWRHYD002,2018,0.148
RE1,PWRHYD002,2019,0.148
RE1,PWRHYD002,2020,0.148
RE1,PWRHYD002,2021,0.148
RE1,PWRHYD002,2022,0.148
RE1,PWRHYD002,2023,0.148
RE1,PWRHYD002,2024,0.148
RE1,PWRHYD002,2025,0.148
RE1,PWRHYD002,2026,0.148
RE1,PWRHYD002,2027,0.148
RE1,PWRHYD002,2028,0.148
RE1,PWRHYD002,2029,0.148
RE1,PWRHYD002,2030,0.148
RE1,PWRHYD002,2031,0.148
RE1,PWRHYD002,2032,0.148
RE1,PWRHYD002,2033,0.148
RE1,PWRHYD002,2034,0.148
RE1,PWRHYD002,2035,0.148
RE1,PWRHYD002,2036,0.148
RE1,PWRHYD002,2037,0.148
RE1,PWRHYD002,2038,0.148
RE1,PWRHYD002,2039,0.148
RE1,PWRHYD002,2040,0.148
RE1,PWRHYD002,2041,0.148
RE1,PWRHYD002,2042,0.148
RE1,PWRHYD002,2043,0.148
RE1,PWRHYD002,2044,0.148
RE1,PWRHYD002,2045,0.148
RE1,PWRHYD002,2046,0.148
RE1,PWRHYD002,2047,0.148
RE1,PWRHYD002,2048,0.148
RE1,PWRHYD002,2049,0.148
RE1,PWRHYD002,2050,0.148
RE1,PWRWND001,2015,0.234
RE1,PWRWND001,2016,0.507
RE1,PWRWND001,2017,0.628
RE1,PWRWND001,2018,1.103
RE1,PWRWND001,2019,1.507
RE1,PWRWND001,2020,1.507
RE1,PWRWND001,2021,1.545
RE1,PWRWND001,2022,1.545
RE1,PWRWND001,2023,1.545
RE1,PWRWND001,2024,1.545
RE1,PWRWND001,2025,1.545
RE1,PWRWND001,2026,1.545
RE1,PWRWND001,2027,1.545
