r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,IMPCOA,1,2043,2123.5356
RE1,IMPCOA,1,2044,2213.8887
RE1,IMPCOA,1,2045,2273.0514
RE1,IMPCOA,1,2046,2312.1801
RE1,IMPCOA,1,2047,2357.2994
RE1,IMPCOA,1,2048,2390.5922
RE1,IMPCOA,1,2049,2416.4989
RE1,IMPCOA,1,2050,3712.1477
RE1,IMPCOA,1,2051,3804.54
RE1,IMPCOA,1,2052,3841.861
RE1,IMPCOA,1,2053,3879.5363
RE1,IMPCOA,1,2054,3917.5691
RE1,IMPCOA,1,2055,3955.9631
RE1,IMPCOA,1,2056,3994.7218
RE1,IMPCOA,1,2057,4033.8488
RE1,IMPCOA,1,2058,4073.3478
RE1,IMPCOA,1,2059,4129.1626
RE1,IMPCOA,1,2060,4140.8195
RE1,IMPCOA,1,2061,4194.1131
RE1,IMPCOA,1,2062,4235.1368
RE1,IMPCOA,1,2063,4276.5511
RE1,IMPCOA,1,2064,4318.3599
RE1,IMPCOA,1,2065,4419.8119
RE1,IMPCOA,1,2066,4520.437
RE1,IMPCOA,1,2067,4618.7897
RE1,IMPCOA,1,2068,4820.1707
RE1,IMPCOA,1,2069,5035.2117
RE1,IMPCOA,1,2070,2712.1169
RE1,MINCOA,1,2015,1201.8755
RE1,MINCOA,1,2016,1120.3443
RE1,MINCOA,1,2017,1132.6139
RE1,MINCOA,1,2018,1153.041
RE1,MINCOA,1,2019,1262.8933
RE1,MINCOA,1,2020,2935.6729
RE1,MINCOA,1,2021,3016.1628
RE1,MINCOA,1,2022,3114.3238
RE1,MINCOA,1,2023,3212.4118
RE1,MINCOA,1,2024,3625.9147
RE1,MINCOA,1,2025,3449.4301
RE1,MINCOA,1,2026,3462.0859
RE1,MINCOA,1,2027,2469.7599
RE1,IMPLFO,1,2015,5550.7898
RE1,IMPLFO,1,2016,5742.9386
RE1,IMPLFO,1,2017,5873.1208
RE1,IMPLFO,1,2018,6018.0954
RE1,IMPLFO,1,2019,6157.2481
RE1,IMPLFO,1,2020,6296.354
RE1,IMPLFO,1,2021,6407.2812
RE1,IMPLFO,1,2022,6518.1765
RE1,IMPLFO,1,2023,6629.0418
RE1,IMPLFO,1,2024,3145.0971
RE1,IMPLFO,1,2025,5155.3183
RE1,IMPLFO,1,2026,5247.4693
RE1,IMPLFO,1,2027,5339.605
RE1,IMPLFO,1,2028,5431.7263
RE1,IMPLFO,1,2029,5523.8338
RE1,IMPLFO,1,2030,5615.9284
RE1,IMPLFO,1,2031,5692.1349
RE1,IMPLFO,1,2032,5768.3205
RE1,IMPLFO,1,2033,5844.4863
RE1,IMPLFO,1,2034,5920.6333
RE1,IMPLFO,1,2035,5996.7626
RE1,IMPLFO,1,2036,6066.1647
RE1,IMPLFO,1,2037,6135.5566
RE1,IMPLFO,1,2038,6204.9389
RE1,IMPLFO,1,2039,6274.3118
RE1,IMPLFO,1,2040,6343.6757
RE1,IMPLFO,1,2041,6409.678
RE1,IMPLFO,1,2042,6475.6737
RE1,IMPLFO,1,2043,6541.663
RE1,IMPLFO,1,2044,6607.6461
RE1,IMPLFO,1,2045,6673.6232
RE1,IMPLFO,1,2046,6725.2119
RE1,IMPLFO,1,2047,6776.7979
RE1,IMPLFO,1,2048,6828.3813
RE1,IMPLFO,1,2049,6879.9622
RE1,UPSREF001,1,2024,2141.65
RE1,MINNGS,1,2015,794.6634
RE1,MINNGS,1,2016,796.9507
RE1,MINNGS,1,2017,806.5935
RE1,MINNGS,1,2018,839.6294
RE1,MINNGS,1,2019,846.9226
RE1,MINNGS,1,2024,335.9972
RE1,MINNGS,1,2025,295.0874
RE1,MINNGS,1,2026,312.6484
RE1,MINNGS,1,2027,302.0528
RE1,MINNGS,1,2028,291.0029
RE1,MINNGS,1,2029,184.2104
RE1,MINNGS,1,2030,90.0638
RE1,MINNGS,1,2031,108.6018
RE1,MINNGS,1,2032,108.6018
RE1,MINNGS,1,2033,97.8587
RE1,MINNGS,1,2038,7.5565
RE1,MINNGS,1,2039,22.1865
RE1,MINNGS,1,2040,41.431
RE1,MINNGS,1,2041,41.6199
RE1,MINNGS,1,2042,41.6199
RE1,MINNGS,1,2043,41.6199
RE1,MINNGS,1,2044,20.8099
RE1,MINSOL,1,2015,8.5316
RE1,MINSOL,1,2016,14.7631
RE1,MINSOL,1,2017,16.2722
RE1,MINSOL,1,2018,17.8654
RE1,MINSOL,1,2019,17.9916
RE1,MINSOL,1,2020,17.9916
RE1,MINSOL,1,2021,18.4546
RE1,MINSOL,1,2022,18.4546
RE1,MINSOL,1,2023,18.4546
RE1,MINSOL,1,2024,31.4178
RE1,MINSOL,1,2025,141.0506
RE1,MINSOL,1,2026,141.0506
RE1,MINSOL,1,2027,141.0506
RE1,MINSOL,1,2028,141.0506
RE1,MINSOL,1,2029,141.0506
RE1,MINSOL,1,2030,141.0506
RE1,MINSOL,1,2031,141.0506
RE1,MINSOL,1,2032,141.0506
RE1,MINSOL,1,2033,141.0506
RE1,MINSOL,1,2034,141.0506
RE1,MINSOL,1,2035,132.5464
RE1,MINSOL,1,2036,126.3149
RE1,MINSOL,1,2037,124.8058
RE1,MINSOL,1,2038,123.2126
RE1,MINSOL,1,2039,123.0864
RE1,MINSOL,1,2040,123.0864
RE1,MINSOL,1,2041,122.6234
RE1,MINSOL,1,2042,122.6234
RE1,MINSOL,1,2043,122.6234
RE1,MINSOL,1,2044,122.596
RE1,MINSOL,1,2045,122.596
RE1,MINSOL,1,2046,122.596
RE1,MINSOL,1,2047,122.596
RE1,MINSOL,1,2048,122.596
RE1,MINSOL,1,2049,122.596
RE1,MINSOL,1,2050,122.596
RE1,MINSOL,1,2051,122.596
RE1,MINSOL,1,2052,122.596
RE1,MINSOL,1,2053,122.596
RE1,MINSOL,1,2054,109.6328
RE1,MINWND,1,2015,1.1746
RE1,MINWND,1,2016,2.545
RE1,MINWND,1,2017,3.1524
RE1,MINWND,1,2018,5.5368
RE1,MINWND,1,2019,7.5648
RE1,MINWND,1,2020,7.5648
RE1,MINWND,1,2021,7.7555
RE1,MINWND,1,2022,7.7555
RE1,MINWND,1,2023,7.7555
RE1,MINWND,1,2024,7.7555
RE1,MINWND,1,2025,7.7555
RE1,MINWND,1,2026,7.7555
RE1,MINWND,1,2027,7.7555
RE1,MINWND,1,2028,7.7555
RE1,MINWND,1,2029,7.7555
RE1,MINWND,1,2030,7.7555
RE1,MINWND,1,2031,7.7555
RE1,MINWND,1,2032,7.7555
RE1,MINWND,1,2033,7.7555
RE1,MINWND,1,2034,7.7555
RE1,MINWND,1,2035,7.7555
RE1,MINWND,1,2036,6.3851
RE1,MINWND,1,2037,6.3851
RE1,MINWND,1,2038,6.3851
RE1,MINWND,1,2039,6.3851
RE1,MINWND,1,2040,6.3851
RE1,MINWND,1,2041,6.3851
RE1,MINWND,1,2042,6.3851
RE1,MINWND,1,2043,6.3851
RE1,MINWND,1,2044,6.3851
RE1,MINWND,1,2045,6.3851
RE1,MINWND,1,2046,6.3851
RE1,MINWND,1,2047,2.545
RE1,MINWND,1,2048,2.0079
RE1,MINWND,1,2049,2.0079
RE1,MINWND,1,2070,1303.2823
RE1,MINGEO,1,2024,1.4486
RE1,MINGEO,1,2025,1.4486
RE1,MINGEO,1,2026,1.4486
RE1,MINGEO,1,2027,1.4486
RE1,MINGEO,1,2028,1.4486
RE1,MINGEO,1,2029,1.4486
RE1,MINGEO,1,2030,1.4486
RE1,MINGEO,1,2031,1.4486
RE1,MINGEO,1,2032,1.4486
RE1,MINGEO,1,2033,1.4486
RE1,MINGEO,1,2034,1.4486
RE1,MINGEO,1,2035,1.4486
RE1,MINGEO,1,2036,1.4486
RE1,MINGEO,1,2037,1.4486
RE1,MINGEO,1,2038,1.4486
RE1,MINGEO,1,2039,1.4486
RE1,MINGEO,1,2040,1.4486
RE1,MINGEO,1,2041,1.4486
RE1,MINGEO,1,2042,1.4486
RE1,MINGEO,1,2043,1.4486
RE1,MINGEO,1,2044,1.4486
RE1,MINGEO,1,2045,1.4486
RE1,MINGEO,1,2046,1.4486
RE1,MINGEO,1,2047,1.4486
RE1,MINGEO,1,2048,1.4486
RE1,MINGEO,1,2049,1.4486
RE1,MINGEO,1,2050,1.4486
RE1,MINGEO,1,2051,1.4486
RE1,MINGEO,1,2052,1.4486
RE1,MINGEO,1,2053,1.4486
RE1,MINGEO,1,2054,1.4486
RE1,MINGEO,1,2055,1.4486
RE1,MINGEO,1,2056,1.4486
RE1,MINGEO,1,2057,1.4486
RE1,MINGEO,1,2058,1.4486
RE1,MINGEO,1,2059,1.4486
RE1,MINGEO,1,2060,1.4486
RE1,MINGEO,1,2061,1.4486
RE1,MINGEO,1,2062,1.4486
RE1,MINGEO,1,2063,1.4486
RE1,MINGEO,1,2064,1.4486
RE1,MINGEO,1,2065,1.4486
RE1,MINGEO,1,2066,1.2374
RE1,MINGEO,1,2067,1.2374
RE1,MINGEO,1,2068,1.4486
RE1,MINGEO,1,2069,1.4486
RE1,MINGEO,1,2070,1.2374
RE1,MINHYD,1,2015,29.4911
RE1,MINHYD,1,2016,29.4911
RE1,MINHYD,1,2017,29.4911
RE1,MINHYD,1,2018,29.4911
RE1,MINHYD,1,2019,29.4911
RE1,MINHYD,1,2020,29.4911
RE1,MINHYD,1,2021,29.4911
RE1,MINHYD,1,2022,29.4911
RE1,MINHYD,1,2023,29.4911
RE1,MINHYD,1,2024,29.4911
RE1,MINHYD,1,2025,29.4911
RE1,MINHYD,1,2026,29.4911
RE1,MINHYD,1,2027,29.4911
RE1,MINHYD,1,2028,29.4911
RE1,MINHYD,1,2029,29.4911
RE1,MINHYD,1,2030,29.4911
RE1,MINHYD,1,2031,29.4911
RE1,MINHYD,1,2032,29.4911
RE1,MINHYD,1,2033,29.4911
RE1,MINHYD,1,2034,29.4911
RE1,MINHYD,1,2035,29.4911
RE1,MINHYD,1,2036,29.4911
RE1,MINHYD,1,2037,29.4911
RE1,MINHYD,1,2038,29.4911
RE1,MINHYD,1,2039,29.4911
RE1,MINHYD,1,2040,29.4911
RE1,MINHYD,1,2041,29.4911
RE1,MINHYD,1,2042,29.4911
RE1,MINHYD,1,2043,29.4911
RE1,MINHYD,1,2044,29.4911
RE1,MINHYD,1,2045,29.4911
RE1,MINHYD,1,2046,29.4911
RE1,MINHYD,1,2047,29.4911
RE1,MINHYD,1,2048,29.4911
RE1,MINHYD,1,2049,29.4911
RE1,MINHYD,1,2050,29.4911
RE1,PWRBIO001,1,2015,65.3647
RE1,PWRBIO001,1,2016,74.7151
RE1,PWRBIO001,1,2017,84.0435
RE1,PWRBIO001,1,2018,88.6748
RE1,PWRBIO001,1,2019,88.6748
RE1,PWRBIO001,1,2020,93.3938
RE1,PWRBIO001,1,2021,98.069
RE1,PWRBIO001,1,2022,98.069
RE1,PWRBIO001,1,2023,98.069
RE1,PWRBIO001,1,2024,98.069
RE1,PWRBIO001,1,2025,98.069
RE1,PWRBIO001,1,2026,98.069
RE1,PWRBIO001,1,2027,98.069
RE1,PWRBIO001,1,2028,98.069
RE1,PWRBIO001,1,2029,98.069
RE1,PWRBIO001,1,2030,98.069
RE1,PWRBIO001,1,2031,32.7043
RE1,PWRBIO001,1,2032,32.7043
RE1,PWRBIO001,1,2033,32.7043
RE1,PWRBIO001,1,2034,32.7043
RE1,PWRBIO001,1,2035,32.7043
RE1,PWRBIO001,1,2036,32.7043
RE1,PWRBIO001,1,2037,32.7043
RE1,PWRBIO001,1,2038,32.7043
RE1,PWRBIO001,1,2039,32.7043
RE1,PWRBIO001,1,2040,28.6163
RE1,PWRBIO001,1,2041,30.8969
RE1,PWRBIO001,1,2042,32.7043
RE1,PWRBIO001,1,2043,28.6163
RE1,PWRBIO001,1,2044,28.6163
RE1,PWRBIO001,1,2045,28.6163
RE1,PWRBIO001,1,2046,20.4347
RE1,PWRBIO001,1,2047,12.2723
RE1,PWRBIO001,1,2048,8.22
RE1,PWRBIO001,1,2049,8.22
RE1,PWRBIO001,1,2050,4.0908
RE1,PWRCOA001,1,2015,123.6759
RE1,PWRCOA001,1,2016,123.6759
RE1,PWRCOA001,1,2017,123.6759
RE1,PWRCOA001,1,2018,123.6759
RE1,PWRCOA001,1,2019,151.6685
RE1,PWRCOA001,1,2020,649.0163
RE1,PWRCOA001,1,2021,669.7261
RE1,PWRCOA001,1,2022,695.7476
RE1,PWRCOA001,1,2023,721.7522
RE1,PWRCOA001,1,2024,842.4805
RE1,PWRCOA001,1,2025,786.0397
RE1,PWRCOA001,1,2026,786.0397
RE1,PWRCOA001,1,2027,786.0397
RE1,PWRCOA001,1,2028,786.0397
RE1,PWRCOA001,1,2029,778.3261
RE1,PWRCOA001,1,2030,774.0621
RE1,PWRCOA001,1,2031,759.6127
RE1,PWRCOA001,1,2032,754.5691
RE1,PWRCOA001,1,2033,749.1541
RE1,PWRCOA001,1,2034,740.525
RE1,PWRCOA001,1,2035,735.1203
RE1,PWRCOA001,1,2036,733.6088
RE1,PWRCOA001,1,2037,698.1823
RE1,PWRCOA001,1,2038,696.6352
RE1,PWRCOA001,1,2039,695.3931
RE1,PWRCOA001,1,2040,305.9691
RE1,PWRCOA001,1,2041,323.4136
RE1,PWRCOA001,1,2042,341.6557
RE1,PWRCOA001,1,2043,327.8419
RE1,PWRCOA001,1,2044,351.8958
RE1,PWRCOA001,1,2045,366.5852
RE1,PWRCOA001,1,2046,375.9697
RE1,PWRCOA001,1,2047,387.1541
RE1,PWRCOA001,1,2048,394.7878
RE1,PWRCOA001,1,2049,400.2042
RE1,PWRCOA001,1,2050,786.9253
RE1,PWRCOA001,1,2051,812.2524
RE1,PWRCOA001,1,2052,821.0232
RE1,PWRCOA001,1,2053,829.8818
RE1,PWRCOA001,1,2054,838.8291
RE1,PWRCOA001,1,2055,847.8661
RE1,PWRCOA001,1,2056,856.9936
RE1,PWRCOA001,1,2057,866.2126
RE1,PWRCOA001,1,2058,875.524
RE1,PWRCOA001,1,2059,889.7157
RE1,PWRCOA001,1,2060,890.6271
RE1,PWRCOA001,1,2061,904.0224
RE1,PWRCOA001,1,2062,913.7132
RE1,PWRCOA001,1,2063,923.5012
RE1,PWRCOA001,1,2064,933.3876
RE1,PWRCOA001,1,2065,961.1645
RE1,PWRCOA001,1,2066,988.6725
RE1,PWRCOA001,1,2067,1015.4776
RE1,PWRCOA001,1,2068,1073.2012
RE1,PWRCOA001,1,2069,1135.006
RE1,PWRCOA001,1,2070,446.2762
RE1,PWRGEO,1,2024,0.1449
RE1,PWRGEO,1,2025,0.1449
RE1,PWRGEO,1,2026,0.1449
RE1,PWRGEO,1,2027,0.1449
RE1,PWRGEO,1,2028,0.1449
RE1,PWRGEO,1,2029,0.1449
RE1,PWRGEO,1,2030,0.1449
RE1,PWRGEO,1,2031,0.1449
RE1,PWRGEO,1,2032,0.1449
RE1,PWRGEO,1,2033,0.1449
RE1,PWRGEO,1,2034,0.1449
RE1,PWRGEO,1,2035,0.1449
RE1,PWRGEO,1,2036,0.1449
RE1,PWRGEO,1,2037,0.1449
RE1,PWRGEO,1,2038,0.1449
RE1,PWRGEO,1,2039,0.1449
RE1,PWRGEO,1,2040,0.1449
RE1,PWRGEO,1,2041,0.1449
RE1,PWRGEO,1,2042,0.1449
RE1,PWRGEO,1,2043,0.1449
RE1,PWRGEO,1,2044,0.1449
RE1,PWRGEO,1,2045,0.1449
RE1,PWRGEO,1,2046,0.1449
RE1,PWRGEO,1,2047,0.1449
RE1,PWRGEO,1,2048,0.1449
RE1,PWRGEO,1,2049,0.1449
RE1,PWRGEO,1,2050,0.1449
RE1,PWRGEO,1,2051,0.1449
RE1,PWRGEO,1,2052,0.1449
RE1,PWRGEO,1,2053,0.1449
RE1,PWRGEO,1,2054,0.1449
RE1,PWRGEO,1,2055,0.1449
RE1,PWRGEO,1,2056,0.1449
RE1,PWRGEO,1,2057,0.1449
RE1,PWRGEO,1,2058,0.1449
RE1,PWRGEO,1,2059,0.1449
RE1,PWRGEO,1,2060,0.1449
RE1,PWRGEO,1,2061,0.1449
RE1,PWRGEO,1,2062,0.1449
RE1,PWRGEO,1,2063,0.1449
RE1,PWRGEO,1,2064,0.1449
RE1,PWRGEO,1,2065,0.1449
RE1,PWRGEO,1,2066,0.1237
RE1,PWRGEO,1,2067,0.1237
RE1,PWRGEO,1,2068,0.1449
RE1,PWRGEO,1,2069,0.1449
RE1,PWRGEO,1,2070,0.1237
RE1,PWRNGS001,1,2015,439.0405
RE1,PWRNGS001,1,2016,440.3043
RE1,PWRNGS001,1,2017,445.6318
RE1,PWRNGS001,1,2018,463.8837
RE1,PWRNGS001,1,2019,467.9131
RE1,PWRNGS001,1,2024,185.6338
RE1,PWRNGS001,1,2025,163.0317
RE1,PWRNGS001,1,2026,172.7339
RE1,PWRNGS001,1,2027,166.88
RE1,PWRNGS001,1,2028,160.7751
RE1,PWRNGS001,1,2029,101.7737
RE1,PWRNGS001,1,2030,49.759
RE1,PWRNGS001,1,2031,60.001
RE1,PWRNGS001,1,2032,60.001
RE1,PWRNGS001,1,2033,54.0656
RE1,PWRNGS001,1,2038,4.1749
RE1,PWRNGS001,1,2039,12.2578
RE1,PWRNGS001,1,2040,22.8901
RE1,PWRNGS001,1,2041,22.9944
RE1,PWRNGS001,1,2042,22.9944
RE1,PWRNGS001,1,2043,22.9944
RE1,PWRNGS001,1,2044,11.4972
RE1,PWRSOL001,1,2015,8.5041
RE1,PWRSOL001,1,2016,14.7357
RE1,PWRSOL001,1,2017,16.2447
RE1,PWRSOL001,1,2018,17.8379
RE1,PWRSOL001,1,2019,17.9642
RE1,PWRSOL001,1,2020,17.9642
RE1,PWRSOL001,1,2021,18.4271
RE1,PWRSOL001,1,2022,18.4271
RE1,PWRSOL001,1,2023,18.4271
RE1,PWRSOL001,1,2024,31.3903
RE1,PWRSOL001,1,2025,141.0231
RE1,PWRSOL001,1,2026,141.0231
RE1,PWRSOL001,1,2027,141.0231
RE1,PWRSOL001,1,2028,141.0231
RE1,PWRSOL001,1,2029,141.0231
RE1,PWRSOL001,1,2030,141.0231
RE1,PWRSOL001,1,2031,141.0231
RE1,PWRSOL001,1,2032,141.0231
RE1,PWRSOL001,1,2033,141.0231
RE1,PWRSOL001,1,2034,141.0231
RE1,PWRSOL001,1,2035,132.519
RE1,PWRSOL001,1,2036,126.2874
RE1,PWRSOL001,1,2037,124.7784
RE1,PWRSOL001,1,2038,123.1852
RE1,PWRSOL001,1,2039,123.059
RE1,PWRSOL001,1,2040,123.059
RE1,PWRSOL001,1,2041,122.596
RE1,PWRSOL001,1,2042,122.596
RE1,PWRSOL001,1,2043,122.596
RE1,PWRSOL001,1,2044,122.596
RE1,PWRSOL001,1,2045,122.596
RE1,PWRSOL001,1,2046,122.596
RE1,PWRSOL001,1,2047,122.596
RE1,PWRSOL001,1,2048,122.596
RE1,PWRSOL001,1,2049,122.596
RE1,PWRSOL001,1,2050,122.596
RE1,PWRSOL001,1,2051,122.596
RE1,PWRSOL001,1,2052,122.596
RE1,PWRSOL001,1,2053,122.596
RE1,PWRSOL001,1,2054,109.6328
RE1,PWRCSP002,1,2015,0.0274
RE1,PWRCSP002,1,2016,0.0274
RE1,PWRCSP002,1,2017,0.0274
RE1,PWRCSP002,1,2018,0.0274
RE1,PWRCSP002,1,2019,0.0274
RE1,PWRCSP002,1,2020,0.0274
RE1,PWRCSP002,1,2021,0.0274
RE1,PWRCSP002,1,2022,0.0274
RE1,PWRCSP002,1,2023,0.0274
RE1,PWRCSP002,1,2024,0.0274
RE1,PWRCSP002,1,2025,0.0274
RE1,PWRCSP002,1,2026,0.0274
RE1,PWRCSP002,1,2027,0.0274
RE1,PWRCSP002,1,2028,0.0274
RE1,PWRCSP002,1,2029,0.0274
RE1,PWRCSP002,1,2030,0.0274
RE1,PWRCSP002,1,2031,0.0274
RE1,PWRCSP002,1,2032,0.0274
RE1,PWRCSP002,1,2033,0.0274
RE1,PWRCSP002,1,2034,0.0274
RE1,PWRCSP002,1,2035,0.0274
RE1,PWRCSP002,1,2036,0.0274
RE1,PWRCSP002,1,2037,0.0274
RE1,PWRCSP002,1,2038,0.0274
RE1,PWRCSP002,1,2039,0.0274
RE1,PWRCSP002,1,2040,0.0274
RE1,PWRCSP002,1,2041,0.0274
RE1,PWRCSP002,1,2042,0.0274
RE1,PWRCSP002,1,2043,0.0274
RE1,PWRHYD001,1,2015,28.3385
RE1,PWRHYD001,1,2016,28.3385
RE1,PWRHYD001,1,2017,28.3385
RE1,PWRHYD001,1,2018,28.3385
RE1,PWRHYD001,1,2019,28.3385
RE1,PWRHYD001,1,2020,28.3385
RE1,PWRHYD001,1,2021,28.3385
RE1,PWRHYD001,1,2022,28.3385
RE1,PWRHYD001,1,2023,28.3385
RE1,PWRHYD001,1,2024,28.3385
RE1,PWRHYD001,1,2025,28.3385
RE1,PWRHYD001,1,2026,28.3385
RE1,PWRHYD001,1,2027,28.3385
RE1,PWRHYD001,1,2028,28.3385
RE1,PWRHYD001,1,2029,28.3385
RE1,PWRHYD001,1,2030,28.3385
RE1,PWRHYD001,1,2031,28.3385
RE1,PWRHYD001,1,2032,28.3385
RE1,PWRHYD001,1,2033,28.3385
RE1,PWRHYD001,1,2034,28.3385
RE1,PWRHYD001,1,2035,28.3385
RE1,PWRHYD001,1,2036,28.3385
RE1,PWRHYD001,1,2037,28.3385
RE1,PWRHYD001,1,2038,28.3385
RE1,PWRHYD001,1,2039,28.3385
RE1,PWRHYD001,1,2040,28.3385
RE1,PWRHYD001,1,2041,28.3385
RE1,PWRHYD001,1,2042,28.3385
RE1,PWRHYD001,1,2043,28.3385
RE1,PWRHYD001,1,2044,28.3385
RE1,PWRHYD001,1,2045,28.3385
RE1,PWRHYD001,1,2046,28.3385
RE1,PWRHYD001,1,2047,28.3385
RE1,PWRHYD001,1,2048,28.3385
RE1,PWRHYD001,1,2049,28.3385
RE1,PWRHYD001,1,2050,28.3385
RE1,PWRHYD002,1,2015,1.1525
RE1,PWRHYD002,1,2016,1.1525
RE1,PWRHYD002,1,2017,1.1525
RE1,PWRHYD002,1,2018,1.1525
RE1,PWRHYD002,1,2019,1.1525
RE1,PWRHYD002,1,2020,1.1525
RE1,PWRHYD002,1,2021,1.1525
RE1,PWRHYD002,1,2022,1.1525
RE1,PWRHYD002,1,2023,1.1525
RE1,PWRHYD002,1,2024,1.1525
RE1,PWRHYD002,1,2025,1.1525
RE1,PWRHYD002,1,2026,1.1525
RE1,PWRHYD002,1,2027,1.1525
RE1,PWRHYD002,1,2028,1.1525
RE1,PWRHYD002,1,2029,1.1525
RE1,PWRHYD002,1,2030,1.1525
RE1,PWRHYD002,1,2031,1.1525
RE1,PWRHYD002,1,2032,1.1525
RE1,PWRHYD002,1,2033,1.1525
RE1,PWRHYD002,1,2034,1.1525
RE1,PWRHYD002,1,2035,1.1525
RE1,PWRHYD002,1,2036,1.1525
RE1,PWRHYD002,1,2037,1.1525
RE1,PWRHYD002,1,2038,1.1525
RE1,PWRHYD002,1,2039,1.1525
RE1,PWRHYD002,1,2040,1.1525
RE1,PWRHYD002,1,2041,1.1525
RE1,PWRHYD002,1,2042,1.1525
RE1,PWRHYD002,1,2043,1.1525
RE1,PWRHYD002,1,2044,1.1525
RE1,PWRHYD002,1,2045,1.1525
RE1,PWRHYD002,1,2046,1.1525
RE1,PWRHYD002,1,2047,1.1525
RE1,PWRHYD002,1,2048,1.1525
RE1,PWRHYD002,1,2049,1.1525
RE1,PWRHYD002,1,2050,1.1525
RE1,PWRWND001,1,2015,1.1746
RE1,PWRWND001,1,2016,2.545
RE1,PWRWND001,1,2017,3.1524
RE1,PWRWND001,1,2018,5.5368
RE1,PWRWND001,1,2019,7.5648
RE1,PWRWND001,1,2020,7.5648
RE1,PWRWND001,1,2021,7.7555
RE1,PWRWND001,1,2022,7.7555
RE1,PWRWND001,1,2023,7.7555
RE1,PWRWND001,1,2024,7.7555
RE1,PWRWND001,1,2025,7.7555
RE1,PWRWND001,1,2026,7.7555
RE1,PWRWND001,1,2027,7.7555
RE1,PWRWND001,1,2028,7.7555
RE1,PWRWND001,1,2029,7.7555
RE1,PWRWND001,1,2030,7.7555
RE1,PWRWND001,1,2031,7.7555
RE1,PWRWND001,1,2032,7.7555
RE1,PWRWND001,1,2033,7.7555
RE1,PWRWND001,1,2034,7.7555
RE1,PWRWND001,1,2035,7.7555
RE1,PWRWND001,1,2036,6.3851
RE1,PWRWND001,1,2037,6.3851
RE1,PWRWND001,1,2038,6.3851
RE1,PWRWND001,1,2039,6.3851
RE1,PWRWND001,1,2040,6.3851
RE1,PWRWND001,1,2041,6.3851
RE1,PWRWND001,1,2042,6.3851
