r,t,y,DiscountedSalvageValue
RE1,PWRSOL001,2058,27.4911
RE1,PWRSOL001,2059,18.6014
RE1,PWRSOL001,2061,57.9992
RE1,PWRSOL001,2062,26.9368
RE1,PWRSOL001,2063,27.7807
RE1,PWRSOL001,2064,46.3123
RE1,PWRSOL001,2065,80.1382
RE1,PWRSOL001,2066,66.0443
RE1,PWRSOL001,2067,38.417
RE1,PWRSOL001,2068,39.8108
RE1,PWRSOL001,2069,31.2932
RE1,PWRSOL001,2070,312.1827
RE1,PWRWND001,2070,1059.3582
RE1,PWRSOL001S,2042,0.9578
RE1,PWRSOL001S,2043,1.8544
RE1,PWRSOL001S,2044,2.6965
RE1,PWRSOL001S,2045,3.4816
RE1,PWRSOL001S,2046,3.0804
RE1,PWRSOL001S,2047,3.5808
RE1,PWRSOL001S,2048,4.0522
RE1,PWRSOL001S,2049,4.4875
RE1,PWRSOL001S,2050,420.3492
RE1,PWRSOL001S,2051,24.1052
RE1,PWRSOL001S,2052,9.7982
RE1,PWRSOL001S,2053,10.5479
RE1,PWRSOL001S,2054,11.2781
RE1,PWRSOL001S,2055,11.9901
RE1,PWRSOL001S,2056,12.6842
RE1,PWRSOL001S,2057,13.3616
RE1,PWRSOL001S,2058,14.0231
RE1,PWRSOL001S,2059,49.9686
RE1,PWRSOL001S,2060,627.7097
RE1,PWRSOL001S,2061,66.3768
RE1,PWRSOL001S,2062,30.8277
RE1,PWRSOL001S,2063,31.7934
RE1,PWRSOL001S,2064,53.0018
RE1,PWRSOL001S,2065,34.1648
RE1,PWRSOL001S,2066,32.5115
RE1,PWRSOL001S,2067,33.3274
RE1,PWRSOL001S,2068,34.1199
RE1,PWRSOL001S,2069,114.172
RE1,PWRSOL001S,2070,273.2638
RE1,PWRTRN,2026,1.0674
RE1,PWRTRN,2027,8.4811
RE1,PWRTRN,2028,9.6621
RE1,PWRTRN,2029,9.0707
RE1,PWRTRN,2031,5.3292
RE1,PWRTRN,2032,8.9837
RE1,PWRTRN,2033,11.3284
RE1,PWRTRN,2034,12.4796
RE1,PWRTRN,2035,10.6559
RE1,PWRTRN,2036,9.2531
RE1,PWRTRN,2037,9.6334
RE1,PWRTRN,2038,18.0069
RE1,PWRTRN,2039,10.3752
RE1,PWRTRN,2040,13.4054
RE1,PWRTRN,2041,11.439
RE1,PWRTRN,2042,11.074
RE1,PWRTRN,2043,11.4293
RE1,PWRTRN,2044,17.6119
RE1,PWRTRN,2045,17.2752
RE1,PWRTRN,2046,9.1477
RE1,PWRTRN,2047,13.4846
RE1,PWRTRN,2048,9.1087
RE1,PWRTRN,2049,9.2641
RE1,PWRTRN,2050,960.3607
RE1,PWRTRN,2051,618.4114
RE1,PWRTRN,2052,19.128
RE1,PWRTRN,2053,18.1832
RE1,PWRTRN,2054,18.5811
RE1,PWRTRN,2055,18.9737
RE1,PWRTRN,2056,19.3613
RE1,PWRTRN,2057,19.7441
RE1,PWRTRN,2058,20.1225
RE1,PWRTRN,2059,22.2617
RE1,PWRTRN,2060,11.9717
RE1,PWRTRN,2061,26.7493
RE1,PWRTRN,2062,21.5779
RE1,PWRTRN,2063,21.9375
RE1,PWRTRN,2064,24.047
RE1,PWRTRN,2065,22.6678
RE1,PWRTRN,2066,23.0196
RE1,PWRTRN,2067,23.369
RE1,PWRTRN,2068,23.7163
RE1,PWRTRN,2069,26.6033
RE1,PWRDIST,2028,8.267
RE1,PWRDIST,2029,9.4133
RE1,PWRDIST,2031,4.9282
RE1,PWRDIST,2032,7.6266
RE1,PWRDIST,2033,9.1211
RE1,PWRDIST,2034,9.6025
RE1,PWRDIST,2035,7.9
RE1,PWRDIST,2036,6.6397
RE1,PWRDIST,2037,6.6948
RE1,PWRDIST,2038,12.0586
RE1,PWRDIST,2039,6.8253
RE1,PWRDIST,2040,8.5779
RE1,PWRDIST,2041,7.1855
RE1,PWRDIST,2042,6.8274
RE1,PWRDIST,2043,6.9182
RE1,PWRDIST,2044,10.4098
RE1,PWRDIST,2045,10.0605
RE1,PWRDIST,2046,5.3262
RE1,PWRDIST,2047,7.6787
RE1,PWRDIST,2048,5.178
RE1,PWRDIST,2049,5.2071
RE1,PWRDIST,2050,517.4752
RE1,PWRDIST,2051,346.3014
RE1,PWRDIST,2052,10.0988
RE1,PWRDIST,2053,9.5133
RE1,PWRDIST,2054,9.6394
RE1,PWRDIST,2055,9.7651
RE1,PWRDIST,2056,9.8905
RE1,PWRDIST,2057,10.0156
RE1,PWRDIST,2058,10.1406
RE1,PWRDIST,2059,11.1495
RE1,PWRDIST,2060,5.9611
RE1,PWRDIST,2061,13.2465
RE1,PWRDIST,2062,10.6306
RE1,PWRDIST,2063,10.7553
RE1,PWRDIST,2064,11.7355
RE1,PWRDIST,2065,11.0146
RE1,PWRDIST,2066,11.1398
RE1,PWRDIST,2067,11.2653
RE1,PWRDIST,2068,11.3911
RE1,PWRDIST,2069,12.7337
RE1,DEMTRAEVC,2024,48.0184
RE1,DEMTRAEVC,2025,1.0198
RE1,DEMTRAEVC,2026,1.3868
RE1,DEMTRAEVC,2027,1.6256
RE1,DEMTRAEVC,2028,1.8529
RE1,DEMTRAEVC,2029,2.0694
RE1,DEMTRAEVC,2030,2.2754
RE1,DEMTRAEVC,2031,2.0455
RE1,DEMTRAEVC,2032,2.1998
RE1,DEMTRAEVC,2033,2.3466
RE1,DEMTRAEVC,2034,2.4864
RE1,DEMTRAEVC,2035,2.6195
RE1,DEMTRAEVC,2036,2.5041
RE1,DEMTRAEVC,2037,2.6142
RE1,DEMTRAEVC,2038,2.7191
RE1,DEMTRAEVC,2039,2.8189
RE1,DEMTRAEVC,2040,2.914
RE1,DEMTRAEVC,2041,2.8592
RE1,DEMTRAEVC,2042,2.9413
RE1,DEMTRAEVC,2043,3.0194
RE1,DEMTRAEVC,2044,3.0938
RE1,DEMTRAEVC,2045,3.1646
RE1,DEMTRAEVC,2046,2.5274
RE1,DEMTRAEVC,2047,2.5777
RE1,DEMTRAEVC,2048,2.6256
RE1,DEMTRAEVC,2049,2.6712
RE1,DEMTRAEVC,2050,1557.8036
RE1,DEMTRAEVC,2051,12.6597
RE1,DEMTRAEVC,2052,2.3347
RE1,DEMTRAEVC,2053,16.1033
RE1,DEMTRAEVC,2054,16.435
RE1,DEMTRAEVC,2055,16.7612
RE1,DEMTRAEVC,2056,17.0819
RE1,DEMTRAEVC,2057,17.3977
RE1,DEMTRAEVC,2058,17.7086
RE1,DEMTRAEVC,2059,25.2362
RE1,DEMTRAEVC,2060,7.5237
RE1,DEMTRAEVC,2061,32.3484
RE1,DEMTRAEVC,2062,15.7597
RE1,DEMTRAEVC,2063,12.9816
RE1,DEMTRAEVC,2064,18.5199
RE1,DEMTRAEVC,2065,19.7714
RE1,DEMTRAEVC,2066,20.0525
RE1,DEMTRAEVC,2067,20.3307
RE1,DEMTRAEVC,2068,20.6063
RE1,DEMTRAEVC,2069,28.0933
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0
RE1,DEMTRAMCYELC,2059,0.0
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0
RE1,DEMTRAMCYELC,2062,0.0
RE1,DEMTRAMCYELC,2063,0.0
RE1,DEMTRAMCYELC,2064,0.0
RE1,DEMTRAMCYELC,2065,0.0
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRAMCYELC,2067,0.0
RE1,DEMTRAMCYELC,2068,0.0
RE1,DEMTRAMCYELC,2069,0.0001
RE1,DEMTRAMCYELC,2070,0.0
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2053,0.0
RE1,DEMTRACARELC,2054,0.0
RE1,DEMTRACARELC,2056,0.0
RE1,DEMTRACARELC,2057,0.0
RE1,DEMTRACARELC,2058,0.0
RE1,DEMTRACARELC,2059,0.0
RE1,DEMTRACARELC,2060,0.0
RE1,DEMTRACARELC,2061,0.0
RE1,DEMTRACARELC,2062,0.0
RE1,DEMTRACARELC,2063,0.0
RE1,DEMTRACARELC,2064,0.0
RE1,DEMTRACARELC,2065,0.0
RE1,DEMTRACARELC,2066,0.0
RE1,DEMTRACARELC,2067,0.0
RE1,DEMTRACARELC,2068,0.0
RE1,DEMTRACARELC,2069,0.0
RE1,DEMTRACARELC,2070,0.0002
RE1,DEMTRABUSELC,2052,22.8528
RE1,DEMTRABUSELC,2053,44.9626
RE1,DEMTRABUSELC,2054,66.3605
RE1,DEMTRABUSELC,2055,87.0767
RE1,DEMTRABUSELC,2056,107.14
RE1,DEMTRABUSELC,2057,126.5781
RE1,DEMTRABUSELC,2058,145.4177
RE1,DEMTRABUSELC,2059,163.6843
RE1,DEMTRABUSELC,2060,181.4023
RE1,DEMTRABUSELC,2061,198.5954
RE1,DEMTRABUSELC,2062,215.2862
RE1,DEMTRABUSELC,2063,231.4963
RE1,DEMTRABUSELC,2064,247.2467
RE1,DEMTRABUSELC,2065,262.5573
RE1,DEMTRABUSELC,2066,277.4474
RE1,DEMTRABUSELC,2067,291.9354
RE1,DEMTRABUSELC,2068,306.039
RE1,DEMTRABUSELC,2069,319.7754
RE1,DEMTRABUSELC,2070,38120.751
RE1,DEMINDELC,2062,0.0
RE1,DEMINDELC,2063,0.0
RE1,DEMINDELC,2064,0.0
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2070,0.0
RE1,INDENEFFDP,2062,6.6853
RE1,INDENEFFDP,2063,16.741
RE1,INDENEFFDP,2064,266.3334
RE1,INDENEFFDP,2065,34.3334
RE1,INDENEFFDP,2066,45.0866
RE1,INDENEFFDP,2067,53.0717
RE1,INDENEFFDP,2068,60.7493
RE1,INDENEFFDP,2069,83.4691
RE1,DEMINDHEBIO,2057,1.4144
RE1,DEMINDHEBIO,2058,2.7619
RE1,DEMINDHEBIO,2059,4.0466
RE1,DEMINDHEBIO,2060,137.6163
RE1,DEMINDHEBIO,2061,5.7059
RE1,DEMINDHEBIO,2062,6.696
RE1,DEMINDHEBIO,2063,7.6412
RE1,DEMINDHEBIO,2064,8.5453
RE1,DEMINDHEBIO,2065,9.4123
RE1,DEMINDHEBIO,2066,9.8146
RE1,DEMINDHEBIO,2067,13.5177
RE1,DEMINDHEBIO,2068,16.1612
RE1,DEMINDHEBIO,2069,17.1725
RE1,DEMINDHEBIO,2070,18.1468
RE1,DEMRESELC,2062,0.0
RE1,DEMRESELC,2063,0.0
RE1,DEMRESELC,2064,0.0
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2070,0.0
RE1,RESENEFFDP,2062,3.3373
RE1,RESENEFFDP,2063,8.3572
RE1,RESENEFFDP,2064,132.9543
RE1,RESENEFFDP,2065,17.1393
RE1,RESENEFFDP,2066,22.5074
RE1,RESENEFFDP,2067,26.4935
RE1,RESENEFFDP,2068,30.3262
RE1,RESENEFFDP,2069,41.668
RE1,DEMRESCKNELC,2042,0.073
RE1,DEMRESCKNELC,2043,0.1464
RE1,DEMRESCKNELC,2044,0.7012
RE1,DEMRESCKNELC,2045,0.8365
RE1,DEMRESCKNELC,2046,0.3082
RE1,DEMRESCKNELC,2047,1.6535
RE1,DEMRESCKNELC,2048,1.885
RE1,DEMRESCKNELC,2049,2.1055
RE1,DEMRESCKNELC,2050,2.3155
RE1,DEMRESCKNELC,2051,2.5155
RE1,DEMRESCKNELC,2052,2.7059
RE1,DEMRESCKNELC,2053,2.8873
RE1,DEMRESCKNELC,2054,3.0601
RE1,DEMRESCKNELC,2055,3.2246
RE1,DEMRESCKNELC,2056,3.3813
RE1,DEMRESCKNELC,2057,3.5306
RE1,DEMRESCKNELC,2058,3.6727
RE1,DEMRESCKNELC,2059,3.8081
RE1,DEMRESCKNELC,2060,3.937
RE1,DEMRESCKNELC,2061,4.0598
RE1,DEMRESCKNELC,2062,4.1767
RE1,DEMRESCKNELC,2063,4.2881
RE1,DEMRESCKNELC,2064,4.2527
RE1,DEMRESCKNELC,2065,2.2066
RE1,DEMRESCKNELC,2066,2.077
RE1,DEMRESCKNELC,2067,3.7068
RE1,DEMRESCKNELC,2068,4.7702
RE1,DEMRESCKNELC,2069,1.5653
RE1,DEMRESCKNBIO,2052,0.2489
RE1,DEMRESCKNBIO,2053,0.486
RE1,DEMRESCKNBIO,2054,0.7119
RE1,DEMRESCKNBIO,2055,0.9273
RE1,DEMRESCKNBIO,2056,1.118
RE1,DEMRESCKNBIO,2057,1.3112
RE1,DEMRESCKNBIO,2058,1.4954
RE1,DEMRESCKNBIO,2059,0.2684
RE1,DEMRESCKNBIO,2060,0.296
RE1,DEMRESCKNBIO,2061,0.3224
RE1,DEMRESCKNBIO,2062,0.3478
RE1,DEMRESCKNBIO,2063,0.3722
RE1,DEMRESCKNBIO,2064,0.3957
RE1,DEMRESCKNBIO,2065,0.4182
RE1,DEMRESCKNBIO,2066,0.3832
RE1,DEMRESCKNBIO,2067,0.4016
RE1,DEMRESCKNBIO,2068,0.4194
RE1,DEMRESCKNBIO,2069,0.4366
RE1,DEMRESCKNBIO,2070,1.3118
RE1,DEMRESHEBIO,2057,0.3421
RE1,DEMRESHEBIO,2058,0.6678
RE1,DEMRESHEBIO,2059,0.978
RE1,DEMRESHEBIO,2060,27.5081
RE1,DEMRESHEBIO,2061,1.3819
RE1,DEMRESHEBIO,2062,1.6208
RE1,DEMRESHEBIO,2063,1.8486
RE1,DEMRESHEBIO,2064,3.2224
RE1,DEMRESHEBIO,2065,3.5839
RE1,DEMRESHEBIO,2066,3.4166
RE1,DEMRESHEBIO,2067,3.6826
RE1,DEMRESHEBIO,2068,3.938
RE1,DEMRESHEBIO,2069,4.1826
RE1,DEMRESHEBIO,2070,4.418
RE1,DEMCOMELC,2062,0.0
RE1,DEMCOMELC,2063,0.0
RE1,DEMCOMELC,2064,0.0
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2070,0.0
RE1,COMENEFFDP,2062,3.4493
RE1,COMENEFFDP,2063,8.6375
RE1,COMENEFFDP,2064,137.4144
RE1,COMENEFFDP,2065,17.7143
RE1,COMENEFFDP,2066,23.2624
RE1,COMENEFFDP,2067,27.3823
RE1,COMENEFFDP,2068,31.3435
RE1,COMENEFFDP,2069,43.0658
RE1,DEMCOMHEBIO,2057,0.1685
RE1,DEMCOMHEBIO,2058,0.3292
RE1,DEMCOMHEBIO,2059,0.4826
RE1,DEMCOMHEBIO,2060,12.172
RE1,DEMCOMHEBIO,2061,1.3769
RE1,DEMCOMHEBIO,2062,1.1947
RE1,DEMCOMHEBIO,2063,1.3634
RE1,DEMCOMHEBIO,2064,1.5247
RE1,DEMCOMHEBIO,2065,1.6793
RE1,DEMCOMHEBIO,2066,1.6784
RE1,DEMCOMHEBIO,2067,1.8112
RE1,DEMCOMHEBIO,2068,1.939
RE1,DEMCOMHEBIO,2069,2.0616
RE1,DEMCOMHEBIO,2070,2.1798
RE1,DEMINDHECOA,2057,2.7004
RE1,DEMINDHECOA,2058,5.2793
RE1,DEMINDHECOA,2059,7.7428
RE1,DEMINDHECOA,2060,263.5958
RE1,DEMINDHECOA,2061,10.9393
RE1,DEMINDHECOA,2062,12.8438
RE1,DEMINDHECOA,2063,14.6648
RE1,DEMINDHECOA,2064,16.4064
RE1,DEMINDHECOA,2065,18.0726
RE1,DEMINDHECOA,2066,18.8494
RE1,DEMINDHECOA,2067,25.9657
RE1,DEMINDHECOA,2068,31.0462
RE1,DEMINDHECOA,2069,32.9948
RE1,DEMINDHECOA,2070,34.8667
