r,t,y,TotalTechnologyAnnualActivity
RE1,PWRDIST,2068,1929.0549
RE1,PWRDIST,2069,1950.5732
RE1,PWRDIST,2070,1972.3315
RE1,PWRTRNEXP,2015,7.6
RE1,PWRTRNEXP,2016,4.75
RE1,PWRTRNEXP,2017,3.8
RE1,PWRTRNEXP,2018,3.8
RE1,PWRTRNEXP,2019,3.8
RE1,PWRTRNEXP,2020,3.8
RE1,PWRTRNEXP,2021,3.8
RE1,PWRTRNEXP,2022,3.8
RE1,PWRTRNEXP,2023,3.8
RE1,PWRTRNEXP,2024,3.8
RE1,PWRTRNEXP,2025,3.8
RE1,PWRTRNEXP,2026,3.8
RE1,PWRTRNEXP,2027,3.8
RE1,PWRTRNEXP,2028,3.8
RE1,PWRTRNEXP,2029,3.8
RE1,PWRTRNEXP,2030,3.8
RE1,PWRTRNEXP,2031,3.8
RE1,PWRTRNEXP,2032,3.8
RE1,PWRTRNEXP,2033,3.8
RE1,PWRTRNEXP,2034,3.8
RE1,PWRTRNEXP,2035,3.8
RE1,PWRTRNEXP,2036,3.8
RE1,PWRTRNEXP,2037,3.8
RE1,PWRTRNEXP,2038,3.8
RE1,PWRTRNEXP,2039,3.8
RE1,PWRTRNEXP,2040,3.8
RE1,PWRTRNEXP,2041,3.8
RE1,PWRTRNEXP,2042,3.8
RE1,PWRTRNEXP,2043,3.8
RE1,PWRTRNEXP,2044,3.8
RE1,PWRTRNEXP,2045,3.8
RE1,PWRTRNEXP,2046,3.8
RE1,PWRTRNEXP,2047,3.8
RE1,PWRTRNEXP,2048,3.8
RE1,PWRTRNEXP,2049,3.8
RE1,PWRTRNEXP,2050,3.8
RE1,PWRTRNEXP,2051,3.8
RE1,PWRTRNEXP,2052,3.8
RE1,PWRTRNEXP,2053,3.8
RE1,PWRTRNEXP,2054,3.8
RE1,PWRTRNEXP,2055,3.8
RE1,PWRTRNEXP,2056,3.8
RE1,PWRTRNEXP,2057,3.8
RE1,PWRTRNEXP,2058,3.8
RE1,PWRTRNEXP,2059,3.8
RE1,PWRTRNEXP,2060,3.8
RE1,PWRTRNEXP,2061,3.8
RE1,PWRTRNEXP,2062,3.8
RE1,PWRTRNEXP,2063,3.8
RE1,PWRTRNEXP,2064,3.8
RE1,PWRTRNEXP,2065,3.8
RE1,PWRTRNEXP,2066,3.8
RE1,PWRTRNEXP,2067,3.8
RE1,PWRTRNEXP,2068,3.8
RE1,PWRTRNEXP,2069,3.8
RE1,PWRTRNEXP,2070,3.8
RE1,DEMTRAMCYGSL,2015,229.6235
RE1,DEMTRAMCYGSL,2016,238.4248
RE1,DEMTRAMCYGSL,2017,243.9061
RE1,DEMTRAMCYGSL,2018,249.8175
RE1,DEMTRAMCYGSL,2019,255.529
RE1,DEMTRAMCYGSL,2020,261.2392
RE1,DEMTRAMCYGSL,2021,265.801
RE1,DEMTRAMCYGSL,2022,270.3619
RE1,DEMTRAMCYGSL,2023,274.9219
RE1,DEMTRAMCYGSL,2024,279.4811
RE1,DEMTRAMCYGSL,2025,284.0396
RE1,DEMTRAMCYGSL,2026,289.1168
RE1,DEMTRAMCYGSL,2027,294.1931
RE1,DEMTRAMCYGSL,2028,299.2687
RE1,DEMTRAMCYGSL,2029,304.3435
RE1,DEMTRAMCYGSL,2030,309.4175
RE1,DEMTRAMCYGSL,2031,313.6162
RE1,DEMTRAMCYGSL,2032,317.8138
RE1,DEMTRAMCYGSL,2033,322.0103
RE1,DEMTRAMCYGSL,2034,326.2057
RE1,DEMTRAMCYGSL,2035,330.4001
RE1,DEMTRAMCYGSL,2036,334.224
RE1,DEMTRAMCYGSL,2037,338.0472
RE1,DEMTRAMCYGSL,2038,341.8699
RE1,DEMTRAMCYGSL,2039,345.6921
RE1,DEMTRAMCYGSL,2040,349.5138
RE1,DEMTRAMCYGSL,2041,353.1503
RE1,DEMTRAMCYGSL,2042,356.7864
RE1,DEMTRAMCYGSL,2043,360.4222
RE1,DEMTRAMCYGSL,2044,364.0576
RE1,DEMTRAMCYGSL,2045,367.6927
RE1,DEMTRAMCYGSL,2046,370.5351
RE1,DEMTRAMCYGSL,2047,373.3773
RE1,DEMTRAMCYGSL,2048,376.2194
RE1,DEMTRAMCYGSL,2049,379.0613
RE1,DEMTRAMCYGSL,2050,381.9031
RE1,DEMTRAMCYGSL,2051,384.8114
RE1,DEMTRAMCYGSL,2052,387.7422
RE1,DEMTRAMCYGSL,2053,390.6957
RE1,DEMTRAMCYGSL,2054,393.6721
RE1,DEMTRAMCYGSL,2055,396.6715
RE1,DEMTRAMCYGSL,2056,399.6941
RE1,DEMTRAMCYGSL,2057,402.74
RE1,DEMTRAMCYGSL,2058,405.8096
RE1,DEMTRAMCYGSL,2059,408.9029
RE1,DEMTRAMCYGSL,2060,412.0201
RE1,DEMTRAMCYGSL,2061,415.1614
RE1,DEMTRAMCYGSL,2062,418.3271
RE1,DEMTRAMCYGSL,2063,421.5173
RE1,DEMTRAMCYGSL,2064,424.7321
RE1,DEMTRAMCYGSL,2065,427.9719
RE1,DEMTRAMCYGSL,2066,431.2367
RE1,DEMTRAMCYGSL,2067,434.5268
RE1,DEMTRAMCYGSL,2068,437.8424
RE1,DEMTRAMCYGSL,2069,441.1836
RE1,DEMTRAMCYGSL,2070,444.5507
RE1,DEMTRACARGSL,2015,493.6906
RE1,DEMTRACARGSL,2016,512.6133
RE1,DEMTRACARGSL,2017,524.3982
RE1,DEMTRACARGSL,2018,537.1075
RE1,DEMTRACARGSL,2019,549.3873
RE1,DEMTRACARGSL,2020,561.6643
RE1,DEMTRACARGSL,2021,571.4721
RE1,DEMTRACARGSL,2022,581.278
RE1,DEMTRACARGSL,2023,591.0821
RE1,DEMTRACARGSL,2024,600.8844
RE1,DEMTRACARGSL,2025,610.6851
RE1,DEMTRACARGSL,2026,621.601
RE1,DEMTRACARGSL,2027,632.5152
RE1,DEMTRACARGSL,2028,643.4276
RE1,DEMTRACARGSL,2029,654.3384
RE1,DEMTRACARGSL,2030,665.2477
RE1,DEMTRACARGSL,2031,674.2749
RE1,DEMTRACARGSL,2032,683.2997
RE1,DEMTRACARGSL,2033,692.3221
RE1,DEMTRACARGSL,2034,701.3422
RE1,DEMTRACARGSL,2035,710.3603
RE1,DEMTRACARGSL,2036,718.5815
RE1,DEMTRACARGSL,2037,726.8015
RE1,DEMTRACARGSL,2038,735.0203
RE1,DEMTRACARGSL,2039,743.238
RE1,DEMTRACARGSL,2040,751.4547
RE1,DEMTRACARGSL,2041,759.2732
RE1,DEMTRACARGSL,2042,767.0908
RE1,DEMTRACARGSL,2043,774.9077
RE1,DEMTRACARGSL,2044,782.7239
RE1,DEMTRACARGSL,2045,790.5394
RE1,DEMTRACARGSL,2046,796.6504
RE1,DEMTRACARGSL,2047,802.7612
RE1,DEMTRACARGSL,2048,808.8716
RE1,DEMTRACARGSL,2049,814.9818
RE1,DEMTRACARGSL,2050,821.0916
RE1,DEMTRACARGSL,2051,827.3445
RE1,DEMTRACARGSL,2052,833.6458
RE1,DEMTRACARGSL,2053,839.9959
RE1,DEMTRACARGSL,2054,846.395
RE1,DEMTRACARGSL,2055,852.8437
RE1,DEMTRACARGSL,2056,859.3422
RE1,DEMTRACARGSL,2057,865.8911
RE1,DEMTRACARGSL,2058,872.4906
RE1,DEMTRACARGSL,2059,879.1412
RE1,DEMTRACARGSL,2060,885.8432
RE1,DEMTRACARGSL,2061,892.5971
RE1,DEMTRACARGSL,2062,899.4033
RE1,DEMTRACARGSL,2063,906.2621
RE1,DEMTRACARGSL,2064,913.1741
RE1,DEMTRACARGSL,2065,920.1395
RE1,DEMTRACARGSL,2066,927.1589
RE1,DEMTRACARGSL,2067,934.2326
RE1,DEMTRACARGSL,2068,941.3611
RE1,DEMTRACARGSL,2069,948.5448
RE1,DEMTRACARGSL,2070,955.784
RE1,DEMTRABUSGSL,2015,424.8035
RE1,DEMTRABUSGSL,2016,441.0859
RE1,DEMTRABUSGSL,2017,451.2263
RE1,DEMTRABUSGSL,2018,462.1623
RE1,DEMTRABUSGSL,2019,472.7286
RE1,DEMTRABUSGSL,2020,483.2925
RE1,DEMTRABUSGSL,2021,491.7318
RE1,DEMTRABUSGSL,2022,500.1694
RE1,DEMTRABUSGSL,2023,508.6055
RE1,DEMTRABUSGSL,2024,517.04
RE1,DEMTRABUSGSL,2025,525.4732
RE1,DEMTRABUSGSL,2026,534.866
RE1,DEMTRABUSGSL,2027,544.2573
RE1,DEMTRABUSGSL,2028,553.647
RE1,DEMTRABUSGSL,2029,563.0354
RE1,DEMTRABUSGSL,2030,572.4224
RE1,DEMTRABUSGSL,2031,580.1901
RE1,DEMTRABUSGSL,2032,587.9555
RE1,DEMTRABUSGSL,2033,595.719
RE1,DEMTRABUSGSL,2034,603.4805
RE1,DEMTRABUSGSL,2035,611.2403
RE1,DEMTRABUSGSL,2036,618.3143
RE1,DEMTRABUSGSL,2037,625.3873
RE1,DEMTRABUSGSL,2038,632.4593
RE1,DEMTRABUSGSL,2039,639.5304
RE1,DEMTRABUSGSL,2040,646.6006
RE1,DEMTRABUSGSL,2041,653.3281
RE1,DEMTRABUSGSL,2042,660.0549
RE1,DEMTRABUSGSL,2043,666.7811
RE1,DEMTRABUSGSL,2044,673.5066
RE1,DEMTRABUSGSL,2045,680.2316
RE1,DEMTRABUSGSL,2046,685.4899
RE1,DEMTRABUSGSL,2047,690.748
RE1,DEMTRABUSGSL,2048,696.0058
RE1,DEMTRABUSGSL,2049,701.2634
RE1,DEMTRABUSGSL,2050,706.5207
RE1,DEMTRABUSGSL,2051,711.9011
RE1,DEMTRABUSGSL,2052,717.3232
RE1,DEMTRABUSGSL,2053,722.7871
RE1,DEMTRABUSGSL,2054,728.2934
RE1,DEMTRABUSGSL,2055,733.8422
RE1,DEMTRABUSGSL,2056,739.434
RE1,DEMTRABUSGSL,2057,745.0691
RE1,DEMTRABUSGSL,2058,750.7477
RE1,DEMTRABUSGSL,2059,756.4703
RE1,DEMTRABUSGSL,2060,762.2372
RE1,DEMTRABUSGSL,2061,768.0487
RE1,DEMTRABUSGSL,2062,773.9051
RE1,DEMTRABUSGSL,2063,779.807
RE1,DEMTRABUSGSL,2064,785.7544
RE1,DEMTRABUSGSL,2065,791.748
RE1,DEMTRABUSGSL,2066,797.7879
RE1,DEMTRABUSGSL,2067,803.8746
RE1,DEMTRABUSGSL,2068,810.0084
RE1,DEMTRABUSGSL,2069,816.1897
RE1,DEMTRABUSGSL,2070,822.4188
RE1,DEMINDELC,2015,328.0418
RE1,DEMINDELC,2016,347.0108
RE1,DEMINDELC,2017,363.2685
RE1,DEMINDELC,2018,379.5262
RE1,DEMINDELC,2019,395.7839
RE1,DEMINDELC,2020,412.0416
RE1,DEMINDELC,2021,424.52
RE1,DEMINDELC,2022,436.9984
RE1,DEMINDELC,2023,449.4768
RE1,DEMINDELC,2024,461.9553
RE1,DEMINDELC,2025,474.4337
RE1,DEMINDELC,2026,487.9177
RE1,DEMINDELC,2027,501.4017
RE1,DEMINDELC,2028,514.8857
RE1,DEMINDELC,2029,528.3698
RE1,DEMINDELC,2030,541.8538
RE1,DEMINDELC,2031,557.2658
RE1,DEMINDELC,2032,572.6779
RE1,DEMINDELC,2033,588.09
RE1,DEMINDELC,2034,603.5021
RE1,DEMINDELC,2035,618.9142
RE1,DEMINDELC,2036,631.322
RE1,DEMINDELC,2037,643.7298
RE1,DEMINDELC,2038,656.1376
RE1,DEMINDELC,2039,668.5453
RE1,DEMINDELC,2040,680.9531
RE1,DEMINDELC,2041,693.1033
RE1,DEMINDELC,2042,705.2534
RE1,DEMINDELC,2043,717.4036
RE1,DEMINDELC,2044,729.5538
RE1,DEMINDELC,2045,741.7039
RE1,DEMINDELC,2046,750.1641
RE1,DEMINDELC,2047,758.6244
RE1,DEMINDELC,2048,767.0846
RE1,DEMINDELC,2049,775.5448
RE1,DEMINDELC,2050,784.0051
RE1,DEMINDELC,2051,792.7505
RE1,DEMINDELC,2052,801.5935
RE1,DEMINDELC,2053,810.5352
RE1,DEMINDELC,2054,819.5766
RE1,DEMINDELC,2055,828.7188
RE1,DEMINDELC,2056,837.9631
RE1,DEMINDELC,2057,847.3104
RE1,DEMINDELC,2058,856.762
RE1,DEMINDELC,2059,866.3191
RE1,DEMINDELC,2060,875.9827
RE1,DEMINDELC,2061,885.7542
RE1,DEMINDELC,2062,895.6346
RE1,DEMINDELC,2063,905.6253
RE1,DEMINDELC,2064,915.7274
RE1,DEMINDELC,2065,925.9422
RE1,DEMINDELC,2066,936.2709
RE1,DEMINDELC,2067,946.7149
RE1,DEMINDELC,2068,957.2754
RE1,DEMINDELC,2069,967.9536
RE1,DEMINDELC,2070,978.751
RE1,DEMINDHEBIO,2015,426.6187
RE1,DEMINDHEBIO,2016,382.5919
RE1,DEMINDHEBIO,2017,389.2174
RE1,DEMINDHEBIO,2018,400.2481
RE1,DEMINDHEBIO,2019,409.232
RE1,DEMINDHEBIO,2020,418.2022
RE1,DEMINDHEBIO,2021,424.4265
RE1,DEMINDHEBIO,2022,430.6414
RE1,DEMINDHEBIO,2023,436.8476
RE1,DEMINDHEBIO,2024,443.0455
RE1,DEMINDHEBIO,2025,449.2357
RE1,DEMINDHEBIO,2026,456.0698
RE1,DEMINDHEBIO,2027,462.8953
RE1,DEMINDHEBIO,2028,469.7126
RE1,DEMINDHEBIO,2029,476.5222
RE1,DEMINDHEBIO,2030,483.3244
RE1,DEMINDHEBIO,2031,489.4573
RE1,DEMINDHEBIO,2032,495.5783
RE1,DEMINDHEBIO,2033,501.6882
RE1,DEMINDHEBIO,2034,507.7874
RE1,DEMINDHEBIO,2035,513.8767
RE1,DEMINDHEBIO,2036,519.2227
RE1,DEMINDHEBIO,2037,524.563
RE1,DEMINDHEBIO,2038,529.8978
RE1,DEMINDHEBIO,2039,535.2274
RE1,DEMINDHEBIO,2040,540.5518
RE1,DEMINDHEBIO,2041,546.0995
RE1,DEMINDHEBIO,2042,551.6435
RE1,DEMINDHEBIO,2043,557.1839
RE1,DEMINDHEBIO,2044,562.7208
RE1,DEMINDHEBIO,2045,568.2543
RE1,DEMINDHEBIO,2046,572.5085
RE1,DEMINDHEBIO,2047,576.7612
RE1,DEMINDHEBIO,2048,581.0124
RE1,DEMINDHEBIO,2049,585.2622
RE1,DEMINDHEBIO,2050,589.5105
RE1,DEMINDHEBIO,2051,593.8592
RE1,DEMINDHEBIO,2052,598.241
RE1,DEMINDHEBIO,2053,602.6561
RE1,DEMINDHEBIO,2054,607.1048
RE1,DEMINDHEBIO,2055,611.5873
RE1,DEMINDHEBIO,2056,616.1039
RE1,DEMINDHEBIO,2057,620.6549
RE1,DEMINDHEBIO,2058,625.2405
RE1,DEMINDHEBIO,2059,629.8611
RE1,DEMINDHEBIO,2060,634.5168
RE1,DEMINDHEBIO,2061,639.2079
RE1,DEMINDHEBIO,2062,643.9348
RE1,DEMINDHEBIO,2063,648.6976
RE1,DEMINDHEBIO,2064,653.4968
RE1,DEMINDHEBIO,2065,658.3324
RE1,DEMINDHEBIO,2066,663.205
RE1,DEMINDHEBIO,2067,668.1146
RE1,DEMINDHEBIO,2068,673.0617
RE1,DEMINDHEBIO,2069,678.0464
RE1,DEMINDHEBIO,2070,683.0692
RE1,DEMRESELC,2015,163.7593
RE1,DEMRESELC,2016,173.2287
RE1,DEMRESELC,2017,181.3446
RE1,DEMRESELC,2018,189.4604
RE1,DEMRESELC,2019,197.5763
RE1,DEMRESELC,2020,205.6922
RE1,DEMRESELC,2021,211.9215
RE1,DEMRESELC,2022,218.1507
RE1,DEMRESELC,2023,224.38
RE1,DEMRESELC,2024,230.6092
RE1,DEMRESELC,2025,236.8385
RE1,DEMRESELC,2026,243.5698
RE1,DEMRESELC,2027,250.301
RE1,DEMRESELC,2028,257.0323
RE1,DEMRESELC,2029,263.7635
RE1,DEMRESELC,2030,270.4948
RE1,DEMRESELC,2031,278.1885
RE1,DEMRESELC,2032,285.8823
RE1,DEMRESELC,2033,293.576
RE1,DEMRESELC,2034,301.2698
RE1,DEMRESELC,2035,308.9635
RE1,DEMRESELC,2036,315.1575
RE1,DEMRESELC,2037,321.3515
RE1,DEMRESELC,2038,327.5455
RE1,DEMRESELC,2039,333.7395
RE1,DEMRESELC,2040,339.9335
RE1,DEMRESELC,2041,345.9989
RE1,DEMRESELC,2042,352.0643
RE1,DEMRESELC,2043,358.1297
RE1,DEMRESELC,2044,364.1951
RE1,DEMRESELC,2045,370.2605
RE1,DEMRESELC,2046,374.4838
RE1,DEMRESELC,2047,378.7072
RE1,DEMRESELC,2048,382.9306
RE1,DEMRESELC,2049,387.154
RE1,DEMRESELC,2050,391.3773
RE1,DEMRESELC,2051,395.7431
RE1,DEMRESELC,2052,400.1575
RE1,DEMRESELC,2053,404.6212
RE1,DEMRESELC,2054,409.1347
RE1,DEMRESELC,2055,413.6986
RE1,DEMRESELC,2056,418.3133
RE1,DEMRESELC,2057,422.9795
RE1,DEMRESELC,2058,427.6978
RE1,DEMRESELC,2059,432.4687
RE1,DEMRESELC,2060,437.2928
RE1,DEMRESELC,2061,442.1707
RE1,DEMRESELC,2062,447.1031
RE1,DEMRESELC,2063,452.0905
RE1,DEMRESELC,2064,457.1335
RE1,DEMRESELC,2065,462.2327
RE1,DEMRESELC,2066,467.3888
RE1,DEMRESELC,2067,472.6025
RE1,DEMRESELC,2068,477.8743
RE1,DEMRESELC,2069,483.2049
RE1,DEMRESELC,2070,488.595
RE1,DEMRESCKNELC,2015,7.0099
RE1,DEMRESCKNELC,2016,6.6639
RE1,DEMRESCKNELC,2017,6.762
RE1,DEMRESCKNELC,2018,7.0044
RE1,DEMRESCKNELC,2019,6.6542
RE1,DEMRESCKNELC,2020,6.304
RE1,DEMRESCKNELC,2021,5.9538
RE1,DEMRESCKNELC,2022,5.6035
RE1,DEMRESCKNELC,2023,5.2533
RE1,DEMRESCKNELC,2024,4.9031
RE1,DEMRESCKNELC,2025,4.5529
RE1,DEMRESCKNELC,2026,4.2027
RE1,DEMRESCKNELC,2027,3.8524
RE1,DEMRESCKNELC,2028,3.5022
RE1,DEMRESCKNELC,2029,3.152
RE1,DEMRESCKNELC,2030,2.8018
RE1,DEMRESCKNELC,2031,2.4516
RE1,DEMRESCKNELC,2032,2.1013
RE1,DEMRESCKNELC,2033,1.7511
RE1,DEMRESCKNELC,2034,1.4009
RE1,DEMRESCKNELC,2035,1.0507
RE1,DEMRESCKNELC,2036,0.7004
RE1,DEMRESCKNELC,2037,0.3502
RE1,DEMRESCKNOIL,2015,117.5028
RE1,DEMRESCKNOIL,2016,111.7023
RE1,DEMRESCKNOIL,2017,113.3469
RE1,DEMRESCKNOIL,2018,117.4106
RE1,DEMRESCKNOIL,2019,120.876
RE1,DEMRESCKNOIL,2020,124.3333
RE1,DEMRESCKNOIL,2021,126.9942
RE1,DEMRESCKNOIL,2022,129.6497
RE1,DEMRESCKNOIL,2023,132.3
RE1,DEMRESCKNOIL,2024,134.9456
RE1,DEMRESCKNOIL,2025,137.5867
RE1,DEMRESCKNOIL,2026,140.4474
RE1,DEMRESCKNOIL,2027,143.3032
RE1,DEMRESCKNOIL,2028,146.1541
RE1,DEMRESCKNOIL,2029,149.0006
RE1,DEMRESCKNOIL,2030,151.8428
RE1,DEMRESCKNOIL,2031,154.4752
RE1,DEMRESCKNOIL,2032,157.1008
RE1,DEMRESCKNOIL,2033,159.7198
RE1,DEMRESCKNOIL,2034,162.3327
RE1,DEMRESCKNOIL,2035,164.9397
RE1,DEMRESCKNOIL,2036,167.254
RE1,DEMRESCKNOIL,2037,169.5649
RE1,DEMRESCKNOIL,2038,171.8726
RE1,DEMRESCKNOIL,2039,173.8271
RE1,DEMRESCKNOIL,2040,175.7786
RE1,DEMRESCKNOIL,2041,177.727
RE1,DEMRESCKNOIL,2042,179.6732
RE1,DEMRESCKNOIL,2043,181.6173
RE1,DEMRESCKNOIL,2044,183.5594
RE1,DEMRESCKNOIL,2045,185.4995
RE1,DEMRESCKNOIL,2046,186.9697
RE1,DEMRESCKNOIL,2047,188.439
RE1,DEMRESCKNOIL,2048,189.9074
RE1,DEMRESCKNOIL,2049,191.3751
RE1,DEMRESCKNOIL,2050,192.8419
RE1,DEMRESCKNOIL,2051,194.3449
RE1,DEMRESCKNOIL,2052,195.8596
RE1,DEMRESCKNOIL,2053,197.3861
RE1,DEMRESCKNOIL,2054,198.9246
RE1,DEMRESCKNOIL,2055,200.475
RE1,DEMRESCKNOIL,2056,202.0375
RE1,DEMRESCKNOIL,2057,203.6121
RE1,DEMRESCKNOIL,2058,205.1991
RE1,DEMRESCKNOIL,2059,206.7984
RE1,DEMRESCKNOIL,2060,208.4102
RE1,DEMRESCKNOIL,2061,210.0345
RE1,DEMRESCKNOIL,2062,211.6715
RE1,DEMRESCKNOIL,2063,213.3213
RE1,DEMRESCKNOIL,2064,214.9839
RE1,DEMRESCKNOIL,2065,216.6595
RE1,DEMRESCKNOIL,2066,218.3482
RE1,DEMRESCKNOIL,2067,220.05
RE1,DEMRESCKNOIL,2068,221.765
RE1,DEMRESCKNOIL,2069,223.4935
RE1,DEMRESCKNOIL,2070,225.2354
RE1,DEMRESCKNBIO,2015,72.8133
RE1,DEMRESCKNBIO,2016,69.2189
RE1,DEMRESCKNBIO,2017,70.238
RE1,DEMRESCKNBIO,2018,72.7562
RE1,DEMRESCKNBIO,2019,74.5779
RE1,DEMRESCKNBIO,2020,76.3949
RE1,DEMRESCKNBIO,2021,77.7461
RE1,DEMRESCKNBIO,2022,79.0942
RE1,DEMRESCKNBIO,2023,80.4393
RE1,DEMRESCKNBIO,2024,81.7816
RE1,DEMRESCKNBIO,2025,83.1212
RE1,DEMRESCKNBIO,2026,84.5894
RE1,DEMRESCKNBIO,2027,86.0545
RE1,DEMRESCKNBIO,2028,87.5169
RE1,DEMRESCKNBIO,2029,88.9767
RE1,DEMRESCKNBIO,2030,90.434
RE1,DEMRESCKNBIO,2031,91.7686
RE1,DEMRESCKNBIO,2032,93.0992
RE1,DEMRESCKNBIO,2033,94.4259
RE1,DEMRESCKNBIO,2034,95.7491
RE1,DEMRESCKNBIO,2035,97.0689
RE1,DEMRESCKNBIO,2036,98.2174
RE1,DEMRESCKNBIO,2037,99.364
RE1,DEMRESCKNBIO,2038,100.5087
RE1,DEMRESCKNBIO,2039,101.6517
RE1,DEMRESCKNBIO,2040,102.7929
RE1,DEMRESCKNBIO,2041,103.9322
RE1,DEMRESCKNBIO,2042,105.0704
RE1,DEMRESCKNBIO,2043,106.2072
RE1,DEMRESCKNBIO,2044,107.343
RE1,DEMRESCKNBIO,2045,108.4775
RE1,DEMRESCKNBIO,2046,109.3372
RE1,DEMRESCKNBIO,2047,110.1965
RE1,DEMRESCKNBIO,2048,111.0552
RE1,DEMRESCKNBIO,2049,111.9135
RE1,DEMRESCKNBIO,2050,112.7712
RE1,DEMRESCKNBIO,2051,113.6502
RE1,DEMRESCKNBIO,2052,114.536
RE1,DEMRESCKNBIO,2053,115.4287
RE1,DEMRESCKNBIO,2054,116.3283
RE1,DEMRESCKNBIO,2055,117.235
RE1,DEMRESCKNBIO,2056,118.1487
RE1,DEMRESCKNBIO,2057,119.0695
RE1,DEMRESCKNBIO,2058,119.9976
RE1,DEMRESCKNBIO,2059,120.9328
RE1,DEMRESCKNBIO,2060,121.8754
RE1,DEMRESCKNBIO,2061,122.8253
RE1,DEMRESCKNBIO,2062,123.7826
RE1,DEMRESCKNBIO,2063,124.7473
RE1,DEMRESCKNBIO,2064,125.7196
RE1,DEMRESCKNBIO,2065,126.6995
RE1,DEMRESCKNBIO,2066,127.687
RE1,DEMRESCKNBIO,2067,128.6822
RE1,DEMRESCKNBIO,2068,129.6851
RE1,DEMRESCKNBIO,2069,130.6959
RE1,DEMRESCKNBIO,2070,131.7145
RE1,DEMRESHEBIO,2015,84.5683
RE1,DEMRESHEBIO,2016,80.3936
RE1,DEMRESHEBIO,2017,81.5773
RE1,DEMRESHEBIO,2018,84.502
RE1,DEMRESHEBIO,2019,86.6177
RE1,DEMRESHEBIO,2020,88.7281
RE1,DEMRESHEBIO,2021,90.2975
RE1,DEMRESHEBIO,2022,91.8632
RE1,DEMRESHEBIO,2023,93.4254
RE1,DEMRESHEBIO,2024,94.9844
RE1,DEMRESHEBIO,2025,96.5403
RE1,DEMRESHEBIO,2026,98.2455
RE1,DEMRESHEBIO,2027,99.9472
RE1,DEMRESHEBIO,2028,101.6457
RE1,DEMRESHEBIO,2029,103.3411
RE1,DEMRESHEBIO,2030,105.0337
RE1,DEMRESHEBIO,2031,106.5837
RE1,DEMRESHEBIO,2032,108.1291
RE1,DEMRESHEBIO,2033,109.6701
RE1,DEMRESHEBIO,2034,111.2069
RE1,DEMRESHEBIO,2035,112.7397
RE1,DEMRESHEBIO,2036,114.0736
RE1,DEMRESHEBIO,2037,115.4053
RE1,DEMRESHEBIO,2038,116.7349
RE1,DEMRESHEBIO,2039,118.0623
RE1,DEMRESHEBIO,2040,119.3878
RE1,DEMRESHEBIO,2041,120.7111
RE1,DEMRESHEBIO,2042,122.033
RE1,DEMRESHEBIO,2043,123.3534
RE1,DEMRESHEBIO,2044,124.6724
RE1,DEMRESHEBIO,2045,125.9901
RE1,DEMRESHEBIO,2046,126.9887
RE1,DEMRESHEBIO,2047,127.9866
RE1,DEMRESHEBIO,2048,128.984
RE1,DEMRESHEBIO,2049,129.9808
RE1,DEMRESHEBIO,2050,130.9771
RE1,DEMRESHEBIO,2051,131.9979
RE1,DEMRESHEBIO,2052,133.0267
RE1,DEMRESHEBIO,2053,134.0635
RE1,DEMRESHEBIO,2054,135.1084
RE1,DEMRESHEBIO,2055,136.1614
RE1,DEMRESHEBIO,2056,137.2226
RE1,DEMRESHEBIO,2057,138.2922
RE1,DEMRESHEBIO,2058,139.37
RE1,DEMRESHEBIO,2059,140.4562
RE1,DEMRESHEBIO,2060,141.551
RE1,DEMRESHEBIO,2061,142.6542
RE1,DEMRESHEBIO,2062,143.766
RE1,DEMRESHEBIO,2063,144.8866
RE1,DEMRESHEBIO,2064,146.0158
RE1,DEMRESHEBIO,2065,147.1538
RE1,DEMRESHEBIO,2066,148.3008
RE1,DEMRESHEBIO,2067,149.4566
RE1,DEMRESHEBIO,2068,150.6215
RE1,DEMRESHEBIO,2069,151.7954
RE1,DEMRESHEBIO,2070,152.9785
RE1,DEMCOMELC,2015,169.2528
RE1,DEMCOMELC,2016,179.0399
RE1,DEMCOMELC,2017,187.428
RE1,DEMCOMELC,2018,195.8161
RE1,DEMCOMELC,2019,204.2043
RE1,DEMCOMELC,2020,212.5924
RE1,DEMCOMELC,2021,219.0306
RE1,DEMCOMELC,2022,225.4689
RE1,DEMCOMELC,2023,231.9071
RE1,DEMCOMELC,2024,238.3453
RE1,DEMCOMELC,2025,244.7836
RE1,DEMCOMELC,2026,251.7406
RE1,DEMCOMELC,2027,258.6977
RE1,DEMCOMELC,2028,265.6548
RE1,DEMCOMELC,2029,272.6118
RE1,DEMCOMELC,2030,279.5689
RE1,DEMCOMELC,2031,287.5207
RE1,DEMCOMELC,2032,295.4726
RE1,DEMCOMELC,2033,303.4244
RE1,DEMCOMELC,2034,311.3763
RE1,DEMCOMELC,2035,319.3281
RE1,DEMCOMELC,2036,325.7299
RE1,DEMCOMELC,2037,332.1317
RE1,DEMCOMELC,2038,338.5335
RE1,DEMCOMELC,2039,344.9353
RE1,DEMCOMELC,2040,351.3371
RE1,DEMCOMELC,2041,357.6059
RE1,DEMCOMELC,2042,363.8748
RE1,DEMCOMELC,2043,370.1436
RE1,DEMCOMELC,2044,376.4125
RE1,DEMCOMELC,2045,382.6814
RE1,DEMCOMELC,2046,387.0464
RE1,DEMCOMELC,2047,391.4115
RE1,DEMCOMELC,2048,395.7765
