r,t,y,AnnualVariableOperatingCost
RE1,PWRTRNEXP,2051,0.0004
RE1,PWRTRNEXP,2052,0.0004
RE1,PWRTRNEXP,2053,0.0004
RE1,PWRTRNEXP,2054,0.0004
RE1,PWRTRNEXP,2055,0.0004
RE1,PWRTRNEXP,2056,0.0004
RE1,PWRTRNEXP,2057,0.0004
RE1,PWRTRNEXP,2058,0.0004
RE1,PWRTRNEXP,2059,0.0004
RE1,PWRTRNEXP,2060,0.0004
RE1,PWRTRNEXP,2061,0.0004
RE1,PWRTRNEXP,2062,0.0004
RE1,PWRTRNEXP,2063,0.0004
RE1,PWRTRNEXP,2064,0.0004
RE1,PWRTRNEXP,2065,0.0004
RE1,PWRTRNEXP,2066,0.0004
RE1,PWRTRNEXP,2067,0.0004
RE1,PWRTRNEXP,2068,0.0004
RE1,PWRTRNEXP,2069,0.0004
RE1,PWRTRNEXP,2070,0.0004
RE1,DEMTRAEVC,2025,0.0039
RE1,DEMTRAEVC,2026,0.0146
RE1,DEMTRAEVC,2027,0.0219
RE1,DEMTRAEVC,2028,0.0291
RE1,DEMTRAEVC,2029,0.0363
RE1,DEMTRAEVC,2030,0.0435
RE1,DEMTRAEVC,2031,0.0506
RE1,DEMTRAEVC,2032,0.0541
RE1,DEMTRAEVC,2033,0.0575
RE1,DEMTRAEVC,2034,0.0609
RE1,DEMTRAEVC,2035,0.0643
RE1,DEMTRAEVC,2036,0.0676
RE1,DEMTRAEVC,2037,0.0709
RE1,DEMTRAEVC,2038,0.0742
RE1,DEMTRAEVC,2039,0.0774
RE1,DEMTRAEVC,2040,0.0806
RE1,DEMTRAEVC,2041,0.0838
RE1,DEMTRAEVC,2042,0.0869
RE1,DEMTRAEVC,2043,0.09
RE1,DEMTRAEVC,2044,0.0931
RE1,DEMTRAEVC,2045,0.0961
RE1,DEMTRAEVC,2046,0.0991
RE1,DEMTRAEVC,2047,0.102
RE1,DEMTRAEVC,2048,0.105
RE1,DEMTRAEVC,2049,0.1079
RE1,DEMTRAEVC,2050,0.1107
RE1,DEMTRAEVC,2051,0.1107
RE1,DEMTRAEVC,2052,0.1107
RE1,DEMTRAEVC,2053,0.1107
RE1,DEMTRAEVC,2054,0.1107
RE1,DEMTRAEVC,2055,0.1107
RE1,DEMTRAEVC,2056,0.1107
RE1,DEMTRAEVC,2057,0.1107
RE1,DEMTRAEVC,2058,0.1107
RE1,DEMTRAEVC,2059,0.1107
RE1,DEMTRAEVC,2060,0.1107
RE1,DEMTRAEVC,2061,0.1107
RE1,DEMTRAEVC,2062,0.1107
RE1,DEMTRAEVC,2063,0.1107
RE1,DEMTRAEVC,2064,0.1107
RE1,DEMTRAEVC,2065,0.1107
RE1,DEMTRAEVC,2066,0.1107
RE1,DEMTRAEVC,2067,0.1107
RE1,DEMTRAEVC,2068,0.1107
RE1,DEMTRAEVC,2069,0.1107
RE1,DEMTRAEVC,2070,0.1107
RE1,DEMTRAMCYELC,2026,0.0063
RE1,DEMTRAMCYELC,2027,0.0094
RE1,DEMTRAMCYELC,2028,0.0125
RE1,DEMTRAMCYELC,2029,0.0157
RE1,DEMTRAMCYELC,2030,0.0188
RE1,DEMTRAMCYELC,2031,0.0219
RE1,DEMTRAMCYELC,2032,0.0218
RE1,DEMTRAMCYELC,2033,0.0217
RE1,DEMTRAMCYELC,2034,0.0216
RE1,DEMTRAMCYELC,2035,0.0215
RE1,DEMTRAMCYELC,2036,0.0214
RE1,DEMTRAMCYELC,2037,0.0213
RE1,DEMTRAMCYELC,2038,0.0212
RE1,DEMTRAMCYELC,2039,0.0211
RE1,DEMTRAMCYELC,2040,0.021
RE1,DEMTRAMCYELC,2041,0.0209
RE1,DEMTRAMCYELC,2042,0.0208
RE1,DEMTRAMCYELC,2043,0.0207
RE1,DEMTRAMCYELC,2044,0.0206
RE1,DEMTRAMCYELC,2045,0.0205
RE1,DEMTRAMCYELC,2046,0.0204
RE1,DEMTRAMCYELC,2047,0.0203
RE1,DEMTRAMCYELC,2048,0.0202
RE1,DEMTRAMCYELC,2049,0.0201
RE1,DEMTRAMCYELC,2050,0.02
RE1,DEMTRAMCYELC,2051,0.02
RE1,DEMTRAMCYELC,2052,0.02
RE1,DEMTRAMCYELC,2053,0.02
RE1,DEMTRAMCYELC,2054,0.02
RE1,DEMTRAMCYELC,2055,0.02
RE1,DEMTRAMCYELC,2056,0.02
RE1,DEMTRAMCYELC,2057,0.02
RE1,DEMTRAMCYELC,2058,0.02
RE1,DEMTRAMCYELC,2059,0.02
RE1,DEMTRAMCYELC,2060,0.02
RE1,DEMTRAMCYELC,2061,0.02
RE1,DEMTRAMCYELC,2062,0.02
RE1,DEMTRAMCYELC,2063,0.02
RE1,DEMTRAMCYELC,2064,0.02
RE1,DEMTRAMCYELC,2065,0.02
RE1,DEMTRAMCYELC,2066,0.02
RE1,DEMTRAMCYELC,2067,0.02
RE1,DEMTRAMCYELC,2068,0.02
RE1,DEMTRAMCYELC,2069,0.02
RE1,DEMTRAMCYELC,2070,0.02
RE1,DEMTRACARELC,2025,0.0019
RE1,DEMTRACARELC,2026,0.0037
RE1,DEMTRACARELC,2027,0.0056
RE1,DEMTRACARELC,2028,0.0074
RE1,DEMTRACARELC,2029,0.0092
RE1,DEMTRACARELC,2030,0.0109
RE1,DEMTRACARELC,2031,0.0127
RE1,DEMTRACARELC,2032,0.0144
RE1,DEMTRACARELC,2033,0.0162
RE1,DEMTRACARELC,2034,0.0179
RE1,DEMTRACARELC,2035,0.0196
RE1,DEMTRACARELC,2036,0.0212
RE1,DEMTRACARELC,2037,0.0229
RE1,DEMTRACARELC,2038,0.0245
RE1,DEMTRACARELC,2039,0.0262
RE1,DEMTRACARELC,2040,0.0278
RE1,DEMTRACARELC,2041,0.0293
RE1,DEMTRACARELC,2042,0.0309
RE1,DEMTRACARELC,2043,0.0325
RE1,DEMTRACARELC,2044,0.034
RE1,DEMTRACARELC,2045,0.0355
RE1,DEMTRACARELC,2046,0.037
RE1,DEMTRACARELC,2047,0.0385
RE1,DEMTRACARELC,2048,0.04
RE1,DEMTRACARELC,2049,0.0415
RE1,DEMTRACARELC,2050,0.0429
RE1,DEMTRACARELC,2051,0.0429
RE1,DEMTRACARELC,2052,0.0429
RE1,DEMTRACARELC,2053,0.0429
RE1,DEMTRACARELC,2054,0.0429
RE1,DEMTRACARELC,2055,0.0429
RE1,DEMTRACARELC,2056,0.0429
RE1,DEMTRACARELC,2057,0.0429
RE1,DEMTRACARELC,2058,0.0429
RE1,DEMTRACARELC,2059,0.0429
RE1,DEMTRACARELC,2060,0.0429
RE1,DEMTRACARELC,2061,0.0429
RE1,DEMTRACARELC,2062,0.0429
RE1,DEMTRACARELC,2063,0.0429
RE1,DEMTRACARELC,2064,0.0429
RE1,DEMTRACARELC,2065,0.0429
RE1,DEMTRACARELC,2066,0.0429
RE1,DEMTRACARELC,2067,0.0429
RE1,DEMTRACARELC,2068,0.0429
RE1,DEMTRACARELC,2069,0.0429
RE1,DEMTRACARELC,2070,0.0429
RE1,DEMTRABUSELC,2025,0.0016
RE1,DEMTRABUSELC,2026,0.0032
RE1,DEMTRABUSELC,2027,0.0048
RE1,DEMTRABUSELC,2028,0.0063
RE1,DEMTRABUSELC,2029,0.0079
RE1,DEMTRABUSELC,2030,0.0094
RE1,DEMTRABUSELC,2031,0.0109
RE1,DEMTRABUSELC,2032,0.0124
RE1,DEMTRABUSELC,2033,0.0139
RE1,DEMTRABUSELC,2034,0.0154
RE1,DEMTRABUSELC,2035,0.0168
RE1,DEMTRABUSELC,2036,0.0183
RE1,DEMTRABUSELC,2037,0.0197
RE1,DEMTRABUSELC,2038,0.0211
RE1,DEMTRABUSELC,2039,0.0225
RE1,DEMTRABUSELC,2040,0.0239
RE1,DEMTRABUSELC,2041,0.0253
RE1,DEMTRABUSELC,2042,0.0266
RE1,DEMTRABUSELC,2043,0.0279
RE1,DEMTRABUSELC,2044,0.0293
RE1,DEMTRABUSELC,2045,0.0306
RE1,DEMTRABUSELC,2046,0.0319
RE1,DEMTRABUSELC,2047,0.0332
RE1,DEMTRABUSELC,2048,0.0344
RE1,DEMTRABUSELC,2049,0.0357
RE1,DEMTRABUSELC,2050,0.0369
RE1,DEMTRABUSELC,2051,0.0369
RE1,DEMTRABUSELC,2052,0.0369
RE1,DEMTRABUSELC,2053,0.0369
RE1,DEMTRABUSELC,2054,0.0369
RE1,DEMTRABUSELC,2055,0.0369
RE1,DEMTRABUSELC,2056,0.0369
RE1,DEMTRABUSELC,2057,0.0369
RE1,DEMTRABUSELC,2058,0.0369
RE1,DEMTRABUSELC,2059,0.0369
RE1,DEMTRABUSELC,2060,0.0369
RE1,DEMTRABUSELC,2061,0.0369
RE1,DEMTRABUSELC,2062,0.0369
RE1,DEMTRABUSELC,2063,0.0369
RE1,DEMTRABUSELC,2064,0.0369
RE1,DEMTRABUSELC,2065,0.0369
RE1,DEMTRABUSELC,2066,0.0369
RE1,DEMTRABUSELC,2067,0.0369
RE1,DEMTRABUSELC,2068,0.0369
RE1,DEMTRABUSELC,2069,0.0369
RE1,DEMTRABUSELC,2070,0.0369
RE1,DEMTRAMCYGSL,2015,0.0208
RE1,DEMTRAMCYGSL,2016,0.0208
RE1,DEMTRAMCYGSL,2017,0.0208
RE1,DEMTRAMCYGSL,2018,0.0208
RE1,DEMTRAMCYGSL,2019,0.0208
RE1,DEMTRAMCYGSL,2020,0.0208
RE1,DEMTRAMCYGSL,2021,0.0208
RE1,DEMTRAMCYGSL,2022,0.0215
RE1,DEMTRAMCYGSL,2023,0.0221
RE1,DEMTRAMCYGSL,2024,0.0227
RE1,DEMTRAMCYGSL,2025,0.0226
RE1,DEMTRAMCYGSL,2026,0.0162
RE1,DEMTRAMCYGSL,2027,0.013
RE1,DEMTRAMCYGSL,2028,0.0097
RE1,DEMTRAMCYGSL,2029,0.0065
RE1,DEMTRAMCYGSL,2030,0.0032
RE1,DEMTRACARGSL,2015,0.0448
RE1,DEMTRACARGSL,2016,0.0448
RE1,DEMTRACARGSL,2017,0.0448
RE1,DEMTRACARGSL,2018,0.0448
RE1,DEMTRACARGSL,2019,0.0448
RE1,DEMTRACARGSL,2020,0.0448
RE1,DEMTRACARGSL,2021,0.0448
RE1,DEMTRACARGSL,2022,0.0462
RE1,DEMTRACARGSL,2023,0.0475
RE1,DEMTRACARGSL,2024,0.0489
RE1,DEMTRACARGSL,2025,0.0468
RE1,DEMTRACARGSL,2026,0.0447
RE1,DEMTRACARGSL,2027,0.0426
RE1,DEMTRACARGSL,2028,0.0405
RE1,DEMTRACARGSL,2029,0.0385
RE1,DEMTRACARGSL,2030,0.0365
RE1,DEMTRACARGSL,2031,0.0345
RE1,DEMTRACARGSL,2032,0.0325
RE1,DEMTRACARGSL,2033,0.0305
RE1,DEMTRACARGSL,2034,0.0286
RE1,DEMTRACARGSL,2035,0.0267
RE1,DEMTRACARGSL,2036,0.0248
RE1,DEMTRACARGSL,2037,0.0229
RE1,DEMTRACARGSL,2038,0.021
RE1,DEMTRACARGSL,2039,0.0192
RE1,DEMTRACARGSL,2040,0.0173
RE1,DEMTRACARGSL,2041,0.0155
RE1,DEMTRACARGSL,2042,0.0137
RE1,DEMTRACARGSL,2043,0.012
RE1,DEMTRACARGSL,2044,0.0102
RE1,DEMTRACARGSL,2045,0.0085
RE1,DEMTRACARGSL,2046,0.0067
RE1,DEMTRACARGSL,2047,0.005
RE1,DEMTRACARGSL,2048,0.0033
RE1,DEMTRACARGSL,2049,0.0017
RE1,DEMTRABUSGSL,2015,0.0385
RE1,DEMTRABUSGSL,2016,0.0385
RE1,DEMTRABUSGSL,2017,0.0385
RE1,DEMTRABUSGSL,2018,0.0385
RE1,DEMTRABUSGSL,2019,0.0385
RE1,DEMTRABUSGSL,2020,0.0385
RE1,DEMTRABUSGSL,2021,0.0385
RE1,DEMTRABUSGSL,2022,0.0397
RE1,DEMTRABUSGSL,2023,0.0409
RE1,DEMTRABUSGSL,2024,0.0421
RE1,DEMTRABUSGSL,2025,0.0402
RE1,DEMTRABUSGSL,2026,0.0384
RE1,DEMTRABUSGSL,2027,0.0366
RE1,DEMTRABUSGSL,2028,0.0349
RE1,DEMTRABUSGSL,2029,0.0331
RE1,DEMTRABUSGSL,2030,0.0314
RE1,DEMTRABUSGSL,2031,0.0297
RE1,DEMTRABUSGSL,2032,0.028
RE1,DEMTRABUSGSL,2033,0.0263
RE1,DEMTRABUSGSL,2034,0.0246
RE1,DEMTRABUSGSL,2035,0.023
RE1,DEMTRABUSGSL,2036,0.0213
RE1,DEMTRABUSGSL,2037,0.0197
RE1,DEMTRABUSGSL,2038,0.0181
RE1,DEMTRABUSGSL,2039,0.0165
RE1,DEMTRABUSGSL,2040,0.0149
RE1,DEMTRABUSGSL,2041,0.0134
RE1,DEMTRABUSGSL,2042,0.0118
RE1,DEMTRABUSGSL,2043,0.0103
RE1,DEMTRABUSGSL,2044,0.0088
RE1,DEMTRABUSGSL,2045,0.0073
RE1,DEMTRABUSGSL,2046,0.0058
RE1,DEMTRABUSGSL,2047,0.0043
RE1,DEMTRABUSGSL,2048,0.0029
RE1,DEMTRABUSGSL,2049,0.0014
RE1,DEMINDELC,2015,0.0358
RE1,DEMINDELC,2016,0.0385
RE1,DEMINDELC,2017,0.0385
RE1,DEMINDELC,2018,0.0385
RE1,DEMINDELC,2019,0.0385
RE1,DEMINDELC,2020,0.0385
RE1,DEMINDELC,2021,0.0385
RE1,DEMINDELC,2022,0.0437
RE1,DEMINDELC,2023,0.0449
RE1,DEMINDELC,2024,0.0449
RE1,DEMINDELC,2025,0.0474
RE1,DEMINDELC,2026,0.0488
RE1,DEMINDELC,2027,0.0501
RE1,DEMINDELC,2028,0.0515
RE1,DEMINDELC,2029,0.0528
RE1,DEMINDELC,2030,0.0542
RE1,DEMINDELC,2031,0.0557
RE1,DEMINDELC,2032,0.0573
RE1,DEMINDELC,2033,0.0588
RE1,DEMINDELC,2034,0.0603
RE1,DEMINDELC,2035,0.0619
RE1,DEMINDELC,2036,0.0631
RE1,DEMINDELC,2037,0.0644
RE1,DEMINDELC,2038,0.0656
RE1,DEMINDELC,2039,0.0668
RE1,DEMINDELC,2040,0.0681
RE1,DEMINDELC,2041,0.0693
RE1,DEMINDELC,2042,0.0705
RE1,DEMINDELC,2043,0.0717
RE1,DEMINDELC,2044,0.0729
RE1,DEMINDELC,2045,0.0741
RE1,DEMINDELC,2046,0.075
RE1,DEMINDELC,2047,0.0758
RE1,DEMINDELC,2048,0.0767
RE1,DEMINDELC,2049,0.0775
RE1,DEMINDELC,2050,0.0784
RE1,DEMINDELC,2051,0.0793
RE1,DEMINDELC,2052,0.0801
RE1,DEMINDELC,2053,0.081
RE1,DEMINDELC,2054,0.0819
RE1,DEMINDELC,2055,0.0829
RE1,DEMINDELC,2056,0.0757
RE1,DEMINDELC,2057,0.065
RE1,DEMINDELC,2058,0.0563
RE1,DEMINDELC,2059,0.0474
RE1,DEMINDELC,2060,0.0382
RE1,DEMINDELC,2061,0.0392
RE1,DEMINDELC,2062,0.0401
RE1,DEMINDELC,2063,0.0206
RE1,DEMINDELC,2064,0.0079
RE1,DEMINDELC,2065,0.003
RE1,DEMINDELC,2066,0.003
RE1,DEMINDELC,2067,0.003
RE1,DEMINDELC,2068,0.0031
RE1,DEMINDELC,2069,0.003
RE1,DEMINDELC,2070,0.0131
RE1,INDENEFFGD,2025,0.0
RE1,INDENEFFGD,2026,0.0
RE1,INDENEFFGD,2027,0.0
RE1,INDENEFFGD,2028,0.0
RE1,INDENEFFGD,2029,0.0
RE1,INDENEFFGD,2030,0.0
RE1,INDENEFFGD,2031,0.0
RE1,INDENEFFGD,2032,0.0
RE1,INDENEFFGD,2033,0.0
RE1,INDENEFFGD,2034,0.0
RE1,INDENEFFGD,2035,0.0
RE1,INDENEFFGD,2036,0.0
RE1,INDENEFFGD,2037,0.0
RE1,INDENEFFGD,2038,0.0
RE1,INDENEFFGD,2039,0.0
RE1,INDENEFFGD,2040,0.0
RE1,INDENEFFGD,2041,0.0
RE1,INDENEFFGD,2042,0.0
RE1,INDENEFFGD,2043,0.0
RE1,INDENEFFGD,2044,0.0
RE1,INDENEFFGD,2045,0.0
RE1,INDENEFFGD,2046,0.0
RE1,INDENEFFGD,2047,0.0
RE1,INDENEFFGD,2048,0.0
RE1,INDENEFFGD,2049,0.0
RE1,INDENEFFGD,2050,0.0
RE1,INDENEFFGD,2051,0.0
RE1,INDENEFFGD,2052,0.0
RE1,INDENEFFGD,2053,0.0
RE1,INDENEFFGD,2054,0.0
RE1,INDENEFFDP,2025,0.0
RE1,INDENEFFDP,2026,0.0
RE1,INDENEFFDP,2027,0.0
RE1,INDENEFFDP,2028,0.0
RE1,INDENEFFDP,2029,0.0
RE1,INDENEFFDP,2030,0.0
RE1,INDENEFFDP,2031,0.0
RE1,INDENEFFDP,2032,0.0
RE1,INDENEFFDP,2033,0.0
RE1,INDENEFFDP,2034,0.0
RE1,INDENEFFDP,2035,0.0
RE1,INDENEFFDP,2036,0.0
RE1,INDENEFFDP,2037,0.0
RE1,INDENEFFDP,2038,0.0
RE1,INDENEFFDP,2039,0.0
RE1,INDENEFFDP,2040,0.0
RE1,INDENEFFDP,2041,0.0
RE1,INDENEFFDP,2042,0.0
RE1,INDENEFFDP,2043,0.0
RE1,INDENEFFDP,2044,0.0
RE1,INDENEFFDP,2045,0.0
RE1,INDENEFFDP,2046,0.0
RE1,INDENEFFDP,2047,0.0
RE1,INDENEFFDP,2048,0.0
RE1,INDENEFFDP,2049,0.0
RE1,INDENEFFDP,2050,0.0
RE1,INDENEFFDP,2051,0.0
RE1,INDENEFFDP,2052,0.0
RE1,INDENEFFDP,2053,0.0
RE1,INDENEFFDP,2054,0.0
RE1,INDENEFFDP,2056,0.0062
RE1,INDENEFFDP,2057,0.0152
RE1,INDENEFFDP,2058,0.0226
RE1,INDENEFFDP,2059,0.0302
RE1,INDENEFFDP,2060,0.038
RE1,INDENEFFDP,2061,0.038
RE1,INDENEFFDP,2062,0.038
RE1,INDENEFFDP,2063,0.0538
RE1,INDENEFFDP,2064,0.0644
RE1,INDENEFFDP,2065,0.0689
RE1,INDENEFFDP,2066,0.0697
RE1,INDENEFFDP,2067,0.0705
RE1,INDENEFFDP,2068,0.0713
RE1,INDENEFFDP,2069,0.0721
RE1,INDENEFFDP,2070,0.0652
RE1,DEMINDHEEH,2070,0.0028
RE1,DEMINDHEBIO,2015,0.0384
RE1,DEMINDHEBIO,2016,0.0384
RE1,DEMINDHEBIO,2017,0.0384
RE1,DEMINDHEBIO,2018,0.0384
RE1,DEMINDHEBIO,2019,0.0384
RE1,DEMINDHEBIO,2020,0.0384
RE1,DEMINDHEBIO,2021,0.0384
RE1,DEMINDHEBIO,2022,0.0394
RE1,DEMINDHEBIO,2023,0.0403
RE1,DEMINDHEBIO,2024,0.0413
RE1,DEMINDHEBIO,2025,0.0422
RE1,DEMINDHEBIO,2026,0.0432
RE1,DEMINDHEBIO,2027,0.0441
RE1,DEMINDHEBIO,2028,0.0451
RE1,DEMINDHEBIO,2029,0.046
RE1,DEMINDHEBIO,2030,0.0469
RE1,DEMINDHEBIO,2031,0.0479
RE1,DEMINDHEBIO,2032,0.0488
RE1,DEMINDHEBIO,2033,0.0498
RE1,DEMINDHEBIO,2034,0.0507
RE1,DEMINDHEBIO,2035,0.0517
RE1,DEMINDHEBIO,2036,0.0526
RE1,DEMINDHEBIO,2037,0.0536
RE1,DEMINDHEBIO,2038,0.0545
RE1,DEMINDHEBIO,2039,0.0554
RE1,DEMINDHEBIO,2040,0.0564
RE1,DEMINDHEBIO,2041,0.0573
RE1,DEMINDHEBIO,2042,0.0583
RE1,DEMINDHEBIO,2043,0.0592
RE1,DEMINDHEBIO,2044,0.0602
RE1,DEMINDHEBIO,2045,0.0611
RE1,DEMINDHEBIO,2046,0.062
RE1,DEMINDHEBIO,2047,0.063
RE1,DEMINDHEBIO,2048,0.0639
RE1,DEMINDHEBIO,2049,0.0649
RE1,DEMINDHEBIO,2050,0.0658
RE1,DEMINDHEBIO,2051,0.0658
RE1,DEMINDHEBIO,2052,0.0658
RE1,DEMINDHEBIO,2053,0.0658
RE1,DEMINDHEBIO,2054,0.0658
RE1,DEMINDHEBIO,2055,0.0658
RE1,DEMINDHEBIO,2056,0.0658
RE1,DEMINDHEBIO,2057,0.0658
RE1,DEMINDHEBIO,2058,0.0658
RE1,DEMINDHEBIO,2059,0.0658
RE1,DEMINDHEBIO,2060,0.0658
RE1,DEMINDHEBIO,2061,0.0658
RE1,DEMINDHEBIO,2062,0.0658
RE1,DEMINDHEBIO,2063,0.0658
RE1,DEMINDHEBIO,2064,0.0658
RE1,DEMINDHEBIO,2065,0.0658
RE1,DEMINDHEBIO,2066,0.0658
RE1,DEMINDHEBIO,2067,0.0658
RE1,DEMINDHEBIO,2068,0.0658
RE1,DEMINDHEBIO,2069,0.0658
RE1,DEMINDHEBIO,2070,0.0658
RE1,DEMRESELC,2015,0.0148
RE1,DEMRESELC,2016,0.0148
RE1,DEMRESELC,2017,0.0148
RE1,DEMRESELC,2018,0.0148
RE1,DEMRESELC,2019,0.0148
RE1,DEMRESELC,2020,0.0148
RE1,DEMRESELC,2021,0.0148
RE1,DEMRESELC,2022,0.0218
RE1,DEMRESELC,2023,0.0224
RE1,DEMRESELC,2024,0.0066
RE1,DEMRESELC,2025,0.0232
RE1,DEMRESELC,2026,0.0234
RE1,DEMRESELC,2027,0.0237
RE1,DEMRESELC,2028,0.0239
RE1,DEMRESELC,2029,0.0241
RE1,DEMRESELC,2030,0.0243
RE1,DEMRESELC,2031,0.0246
RE1,DEMRESELC,2032,0.0249
RE1,DEMRESELC,2033,0.0252
RE1,DEMRESELC,2034,0.0256
RE1,DEMRESELC,2035,0.0263
RE1,DEMRESELC,2036,0.0269
RE1,DEMRESELC,2037,0.0276
RE1,DEMRESELC,2038,0.0282
RE1,DEMRESELC,2039,0.0288
RE1,DEMRESELC,2040,0.029
RE1,DEMRESELC,2041,0.0291
RE1,DEMRESELC,2042,0.0293
RE1,DEMRESELC,2043,0.0294
RE1,DEMRESELC,2044,0.0296
RE1,DEMRESELC,2045,0.0297
RE1,DEMRESELC,2046,0.0297
RE1,DEMRESELC,2047,0.0306
RE1,DEMRESELC,2048,0.0315
RE1,DEMRESELC,2049,0.0324
RE1,DEMRESELC,2050,0.0337
RE1,DEMRESELC,2051,0.0351
RE1,DEMRESELC,2052,0.0364
RE1,DEMRESELC,2053,0.0378
RE1,DEMRESELC,2054,0.0391
RE1,DEMRESELC,2055,0.0405
RE1,DEMRESELC,2056,0.0371
RE1,DEMRESELC,2057,0.0376
RE1,DEMRESELC,2058,0.0357
RE1,DEMRESELC,2059,0.0338
RE1,DEMRESELC,2060,0.021
RE1,DEMRESELC,2061,0.0038
RE1,DEMRESELC,2062,0.0043
RE1,DEMRESELC,2063,0.0048
RE1,DEMRESELC,2064,0.0033
RE1,DEMRESELC,2065,0.0015
RE1,DEMRESELC,2066,0.0015
RE1,DEMRESELC,2067,0.0015
RE1,DEMRESELC,2068,0.0015
RE1,DEMRESELC,2069,0.0013
RE1,DEMRESELC,2070,0.0145
RE1,RESENEFFGD,2025,0.0004
RE1,RESENEFFGD,2026,0.0008
RE1,RESENEFFGD,2027,0.0012
RE1,RESENEFFGD,2028,0.0016
RE1,RESENEFFGD,2029,0.002
RE1,RESENEFFGD,2030,0.0024
RE1,RESENEFFGD,2031,0.0028
RE1,RESENEFFGD,2032,0.0032
RE1,RESENEFFGD,2033,0.0036
RE1,RESENEFFGD,2034,0.0039
RE1,RESENEFFGD,2035,0.0039
RE1,RESENEFFGD,2036,0.0039
RE1,RESENEFFGD,2037,0.0039
RE1,RESENEFFGD,2038,0.0039
RE1,RESENEFFGD,2039,0.0039
RE1,RESENEFFGD,2040,0.0043
RE1,RESENEFFGD,2041,0.0047
RE1,RESENEFFGD,2042,0.0051
RE1,RESENEFFGD,2043,0.0055
RE1,RESENEFFGD,2044,0.0059
RE1,RESENEFFGD,2045,0.0063
RE1,RESENEFFGD,2046,0.0067
RE1,RESENEFFGD,2047,0.0063
RE1,RESENEFFGD,2048,0.0059
RE1,RESENEFFGD,2049,0.0055
RE1,RESENEFFGD,2050,0.0047
RE1,RESENEFFGD,2051,0.0039
RE1,RESENEFFGD,2052,0.0031
RE1,RESENEFFGD,2053,0.0023
RE1,RESENEFFGD,2054,0.0015
RE1,RESENEFFGD,2055,0.0007
RE1,RESENEFFDP,2025,0.0
RE1,RESENEFFDP,2026,0.0
RE1,RESENEFFDP,2027,0.0
RE1,RESENEFFDP,2028,0.0
RE1,RESENEFFDP,2029,0.0
RE1,RESENEFFDP,2030,0.0
RE1,RESENEFFDP,2031,0.0
RE1,RESENEFFDP,2032,0.0
RE1,RESENEFFDP,2033,0.0
RE1,RESENEFFDP,2034,0.0
RE1,RESENEFFDP,2035,0.0
RE1,RESENEFFDP,2036,0.0
RE1,RESENEFFDP,2037,0.0
RE1,RESENEFFDP,2038,0.0
RE1,RESENEFFDP,2039,0.0
RE1,RESENEFFDP,2040,0.0
RE1,RESENEFFDP,2041,0.0
RE1,RESENEFFDP,2042,0.0
RE1,RESENEFFDP,2043,0.0
RE1,RESENEFFDP,2044,0.0
RE1,RESENEFFDP,2045,0.0
RE1,RESENEFFDP,2046,0.0
RE1,RESENEFFDP,2047,0.0
RE1,RESENEFFDP,2048,0.0
RE1,RESENEFFDP,2049,0.0
RE1,RESENEFFDP,2050,0.0
RE1,RESENEFFDP,2051,0.0
RE1,RESENEFFDP,2052,0.0
RE1,RESENEFFDP,2053,0.0
RE1,RESENEFFDP,2054,0.0
RE1,RESENEFFDP,2055,0.0
RE1,RESENEFFDP,2056,0.0036
RE1,RESENEFFDP,2057,0.0036
RE1,RESENEFFDP,2058,0.0054
RE1,RESENEFFDP,2059,0.0072
RE1,RESENEFFDP,2060,0.0175
RE1,RESENEFFDP,2061,0.0311
RE1,RESENEFFDP,2062,0.0311
RE1,RESENEFFDP,2063,0.0311
RE1,RESENEFFDP,2064,0.0326
RE1,RESENEFFDP,2065,0.0344
RE1,RESENEFFDP,2066,0.0348
RE1,RESENEFFDP,2067,0.0352
RE1,RESENEFFDP,2068,0.0356
RE1,RESENEFFDP,2069,0.0361
RE1,RESENEFFDP,2070,0.0264
RE1,DEMRESCKNELC,2016,0.0007
RE1,DEMRESCKNELC,2017,0.0007
RE1,DEMRESCKNELC,2018,0.0007
RE1,DEMRESCKNELC,2019,0.0007
RE1,DEMRESCKNELC,2020,0.0006
RE1,DEMRESCKNELC,2021,0.0006
RE1,DEMRESCKNELC,2035,0.0021
RE1,DEMRESCKNELC,2037,0.0042
RE1,DEMRESCKNELC,2038,0.0047
RE1,DEMRESCKNELC,2039,0.0114
RE1,DEMRESCKNELC,2040,0.0117
RE1,DEMRESCKNELC,2041,0.012
RE1,DEMRESCKNELC,2042,0.0122
RE1,DEMRESCKNELC,2043,0.0125
RE1,DEMRESCKNELC,2044,0.0128
RE1,DEMRESCKNELC,2045,0.013
RE1,DEMRESCKNELC,2046,0.0133
RE1,DEMRESCKNELC,2047,0.0136
RE1,DEMRESCKNELC,2048,0.0139
RE1,DEMRESCKNELC,2049,0.0142
RE1,DEMRESCKNELC,2050,0.0145
RE1,DEMRESCKNELC,2051,0.0144
RE1,DEMRESCKNELC,2052,0.0143
RE1,DEMRESCKNELC,2053,0.0143
RE1,DEMRESCKNELC,2054,0.0142
RE1,DEMRESCKNELC,2055,0.0141
RE1,DEMRESCKNELC,2056,0.014
RE1,DEMRESCKNELC,2057,0.0139
RE1,DEMRESCKNELC,2058,0.0138
RE1,DEMRESCKNELC,2059,0.0137
RE1,DEMRESCKNELC,2060,0.0136
