r,t,y,DiscountedSalvageValue
RE1,PWRNUC,2040,1597.6566
RE1,PWRNUC,2041,1966.7612
RE1,PWRNUC,2042,2322.1266
RE1,PWRNUC,2043,2663.2422
RE1,PWRNUC,2044,2989.7362
RE1,PWRNUC,2045,2934.5409
RE1,PWRNUC,2046,2878.3732
RE1,PWRNUC,2047,2821.4624
RE1,PWRNUC,2048,2764.0159
RE1,PWRNUC,2049,2706.2206
RE1,PWRNUC,2050,2648.2448
RE1,PWRSOL001S,2055,71.0805
RE1,PWRSOL001S,2056,83.7512
RE1,PWRSOL001S,2057,93.6331
RE1,PWRSOL001S,2058,85.8217
RE1,PWRSOL001S,2059,33.8701
RE1,PWRSOL001S,2061,42.8686
RE1,PWRSOL001S,2062,22.0517
RE1,PWRSOL001S,2063,22.6396
RE1,PWRSOL001S,2064,23.1996
RE1,PWRSOL001S,2065,23.7329
RE1,PWRSOL001S,2066,24.2408
RE1,PWRSOL001S,2067,24.7245
RE1,PWRSOL001S,2068,25.1852
RE1,PWRSOL001S,2069,25.624
RE1,PWRTRN,2029,16.4264
RE1,PWRTRN,2030,18.9213
RE1,PWRTRN,2031,9.4191
RE1,PWRTRN,2032,27.2586
RE1,PWRTRN,2033,26.491
RE1,PWRTRN,2034,32.119
RE1,PWRTRN,2035,30.7693
RE1,PWRTRN,2036,7.3568
RE1,PWRTRN,2037,34.3585
RE1,PWRTRN,2038,19.4009
RE1,PWRTRN,2039,45.5562
RE1,PWRTRN,2040,22.2858
RE1,PWRTRN,2041,22.8726
RE1,PWRTRN,2042,23.2493
RE1,PWRTRN,2043,20.9443
RE1,PWRTRN,2044,24.3803
RE1,PWRTRN,2045,24.773
RE1,PWRTRN,2046,22.3864
RE1,PWRTRN,2047,23.6824
RE1,PWRTRN,2048,23.9506
RE1,PWRTRN,2049,26.7052
RE1,PWRTRN,2050,27.6643
RE1,PWRTRN,2051,604.2462
RE1,PWRTRN,2052,11.9582
RE1,PWRTRN,2053,12.157
RE1,PWRTRN,2054,17.8822
RE1,PWRTRN,2055,9.76
RE1,PWRTRN,2070,0.4871
RE1,PWRDIST,2029,1.5565
RE1,PWRDIST,2030,18.0666
RE1,PWRDIST,2031,8.4636
RE1,PWRDIST,2032,22.9381
RE1,PWRDIST,2033,21.1965
RE1,PWRDIST,2034,24.5542
RE1,PWRDIST,2035,22.6141
RE1,PWRDIST,2036,5.3238
RE1,PWRDIST,2037,23.5898
RE1,PWRDIST,2038,13.0091
RE1,PWRDIST,2039,29.5596
RE1,PWRDIST,2040,14.2075
RE1,PWRDIST,2041,14.2687
RE1,PWRDIST,2042,14.2201
RE1,PWRDIST,2043,12.6012
RE1,PWRDIST,2044,14.3986
RE1,PWRDIST,2045,14.4076
RE1,PWRDIST,2046,12.8587
RE1,PWRDIST,2047,13.4173
RE1,PWRDIST,2048,13.4064
RE1,PWRDIST,2049,14.7594
RE1,PWRDIST,2050,15.1257
RE1,PWRDIST,2051,338.7499
RE1,PWRDIST,2052,6.3134
RE1,PWRDIST,2053,6.3605
RE1,PWRDIST,2054,9.2768
RE1,PWRDIST,2055,5.0231
RE1,PWRDIST,2056,-0.0
RE1,PWRDIST,2057,-0.0
RE1,PWRDIST,2058,0.0
RE1,PWRDIST,2059,-0.0
RE1,PWRDIST,2064,-0.0
RE1,PWRDIST,2070,0.2324
RE1,PWROHC003,2052,0.0
RE1,PWROHC003,2055,-0.0
RE1,PWROHC003,2060,-0.0
RE1,PWROHC003,2062,-0.0
RE1,PWROHC003,2065,-0.0
RE1,PWROHC003,2067,-0.0
RE1,PWROHC003,2068,0.0
RE1,PWROHC003,2069,0.0
RE1,PWRHYD004,2033,-0.0
RE1,PWRHYD004,2038,-0.0
RE1,DEMTRAEVC,2025,7.7849
RE1,DEMTRAEVC,2026,26.5399
RE1,DEMTRAEVC,2027,20.9624
RE1,DEMTRAEVC,2028,23.7724
RE1,DEMTRAEVC,2029,26.4144
RE1,DEMTRAEVC,2030,28.8973
RE1,DEMTRAEVC,2031,31.2262
RE1,DEMTRAEVC,2032,16.4129
RE1,DEMTRAEVC,2033,17.3316
RE1,DEMTRAEVC,2034,25.7523
RE1,DEMTRAEVC,2035,19.6837
RE1,DEMTRAEVC,2036,33.5462
RE1,DEMTRAEVC,2037,1.0707
RE1,DEMTRAEVC,2038,21.1662
RE1,DEMTRAEVC,2039,16.0515
RE1,DEMTRAEVC,2040,21.9517
RE1,DEMTRAEVC,2041,22.3963
RE1,DEMTRAEVC,2042,22.7962
RE1,DEMTRAEVC,2043,23.1543
RE1,DEMTRAEVC,2044,23.4731
RE1,DEMTRAEVC,2045,23.7549
RE1,DEMTRAEVC,2046,24.002
RE1,DEMTRAEVC,2047,24.2165
RE1,DEMTRAEVC,2048,24.4004
RE1,DEMTRAEVC,2049,24.5557
RE1,DEMTRAEVC,2050,24.6839
RE1,DEMTRAEVC,2052,0.0
RE1,DEMTRAEVC,2053,-0.0
RE1,DEMTRAEVC,2056,0.0
RE1,DEMTRAEVC,2058,-0.0
RE1,DEMTRAEVC,2060,-0.0
RE1,DEMTRAEVC,2061,0.0
RE1,DEMTRAEVC,2062,0.0
RE1,DEMTRAEVC,2063,-0.0
RE1,DEMTRAEVC,2067,-0.0
RE1,DEMTRAEVC,2068,0.0
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0
RE1,DEMTRAMCYELC,2059,0.0
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0
RE1,DEMTRAMCYELC,2064,0.0
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2053,0.0
RE1,DEMTRACARELC,2054,0.0
RE1,DEMTRACARELC,2055,0.0
RE1,DEMTRACARELC,2056,0.0
RE1,DEMTRACARELC,2057,0.0
RE1,DEMTRACARELC,2058,0.0
RE1,DEMTRACARELC,2059,0.0
RE1,DEMTRACARELC,2060,0.0
RE1,DEMTRACARELC,2061,0.0
RE1,DEMTRACARELC,2062,0.0
RE1,DEMTRACARELC,2063,0.0
RE1,DEMTRACARELC,2064,0.0
RE1,DEMTRACARELC,2065,0.0
RE1,DEMTRACARELC,2066,0.0
RE1,DEMTRACARELC,2067,0.0
RE1,DEMTRACARELC,2068,0.0
RE1,DEMTRACARELC,2069,0.0
RE1,DEMTRACARELC,2070,0.0
RE1,DEMTRABUSELC,2052,63.1901
RE1,DEMTRABUSELC,2053,122.1152
RE1,DEMTRABUSELC,2054,177.0211
RE1,DEMTRABUSELC,2055,228.1397
RE1,DEMTRABUSELC,2056,275.6912
RE1,DEMTRABUSELC,2057,319.8824
RE1,DEMTRABUSELC,2058,360.9075
RE1,DEMTRABUSELC,2059,398.9506
RE1,DEMTRABUSELC,2060,434.1866
RE1,DEMTRABUSELC,2061,466.7795
RE1,DEMTRABUSELC,2062,496.8826
RE1,DEMTRABUSELC,2063,524.642
RE1,DEMTRABUSELC,2064,550.1966
RE1,DEMTRABUSELC,2065,1278.6985
RE1,DEMTRABUSELC,2066,1327.0983
RE1,DEMTRABUSELC,2067,1371.4213
RE1,DEMTRABUSELC,2068,1411.9313
RE1,DEMTRABUSELC,2069,1448.838
RE1,DEMTRABUSELC,2070,1482.3585
RE1,DEMTRAMCYGSL,2059,0.0
RE1,DEMTRAMCYGSL,2060,-0.0
RE1,DEMTRAMCYGSL,2061,-0.0
RE1,DEMTRAMCYGSL,2062,-0.0
RE1,DEMTRAMCYGSL,2063,0.0
RE1,DEMTRAMCYGSL,2064,0.0
RE1,DEMTRAMCYGSL,2065,-0.0
RE1,DEMTRAMCYGSL,2067,-0.0
RE1,DEMTRACARGSL,2059,-0.0
RE1,DEMTRACARGSL,2060,0.0
RE1,DEMTRACARGSL,2061,-0.0
RE1,DEMTRACARGSL,2062,-0.0
RE1,DEMTRACARGSL,2069,0.0
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2070,0.0
RE1,INDENEFFDP,2063,75.4031
RE1,INDENEFFDP,2064,73.3663
RE1,INDENEFFDP,2065,49.3788
RE1,INDENEFFDP,2066,77.3828
RE1,INDENEFFDP,2067,126.7046
RE1,INDENEFFDP,2068,122.5371
RE1,INDENEFFDP,2069,140.0419
RE1,DEMINDHEEH,2060,-0.0
RE1,DEMINDHEEH,2065,-0.0
RE1,DEMINDHEEH,2066,0.0
RE1,DEMINDHEEH,2067,-0.0
RE1,DEMINDHEEH,2068,0.0
RE1,DEMINDHEEH,2070,15.9067
RE1,DEMINDHEEL,2062,-0.0
RE1,DEMINDHEEL,2063,0.0
RE1,DEMINDHENGS,2062,-0.0
RE1,DEMINDHENGS,2063,0.0
RE1,DEMINDHENGS,2066,-0.0
RE1,DEMINDHENGS,2067,0.0
RE1,DEMINDHENGS,2068,0.0
RE1,DEMINDHENGS,2069,-0.0
RE1,DEMINDHEOIL,2057,0.0
RE1,DEMINDHEOIL,2061,0.0
RE1,DEMINDHEOIL,2062,-0.0
RE1,DEMINDHEOIL,2063,-0.0
RE1,DEMINDHEOIL,2064,0.0
RE1,DEMINDHEOIL,2065,0.0
RE1,DEMINDHEOIL,2066,-0.0
RE1,DEMINDHEOIL,2067,-0.0
RE1,DEMINDHEOIL,2070,-0.0
RE1,DEMINDHEBIO,2057,1.5784
RE1,DEMINDHEBIO,2058,3.0782
RE1,DEMINDHEBIO,2059,4.5036
RE1,DEMINDHEBIO,2060,125.1165
RE1,DEMINDHEBIO,2061,7.1459
RE1,DEMINDHEBIO,2062,8.3735
RE1,DEMINDHEBIO,2063,9.5407
RE1,DEMINDHEBIO,2064,10.6524
RE1,DEMINDHEBIO,2065,11.7138
RE1,DEMINDHEBIO,2066,6.3613
RE1,DEMINDHEBIO,2067,13.6837
RE1,DEMINDHEBIO,2068,14.5997
RE1,DEMINDHEBIO,2069,15.4706
RE1,DEMINDHEBIO,2070,16.3024
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2070,0.0
RE1,RESENEFFGD,2067,0.0
RE1,RESENEFFGD,2068,-0.0
RE1,RESENEFFDP,2064,11.2051
RE1,RESENEFFDP,2065,19.6135
RE1,RESENEFFDP,2066,44.3225
RE1,RESENEFFDP,2067,5.1105
RE1,RESENEFFDP,2068,32.7242
RE1,RESENEFFDP,2069,40.9213
RE1,DEMRESCKNELC,2042,0.0317
RE1,DEMRESCKNELC,2043,0.7462
RE1,DEMRESCKNELC,2053,0.1022
RE1,DEMRESCKNELC,2054,3.4792
RE1,DEMRESCKNELC,2057,0.0602
RE1,DEMRESCKNELC,2058,0.1708
RE1,DEMRESCKNELC,2059,0.7226
RE1,DEMRESCKNELC,2060,0.5167
RE1,DEMRESCKNELC,2065,7.5624
RE1,DEMRESCKNELC,2067,8.9515
RE1,DEMRESCKNELC,2068,4.0531
RE1,DEMRESCKNELC,2069,11.4862
RE1,DEMRESCKNOIL,2056,0.0
RE1,DEMRESCKNOIL,2057,-0.0
RE1,DEMRESCKNOIL,2058,0.0
RE1,DEMRESCKNOIL,2060,0.0
RE1,DEMRESCKNOIL,2065,0.0
RE1,DEMRESCKNOIL,2068,-0.0
RE1,DEMRESCKNBIO,2052,0.2489
RE1,DEMRESCKNBIO,2053,0.486
RE1,DEMRESCKNBIO,2054,0.7119
RE1,DEMRESCKNBIO,2055,0.9273
RE1,DEMRESCKNBIO,2056,1.118
RE1,DEMRESCKNBIO,2057,1.3112
RE1,DEMRESCKNBIO,2058,1.4954
RE1,DEMRESCKNBIO,2059,0.2684
RE1,DEMRESCKNBIO,2060,0.296
RE1,DEMRESCKNBIO,2061,0.3224
RE1,DEMRESCKNBIO,2062,0.3478
RE1,DEMRESCKNBIO,2063,0.3722
RE1,DEMRESCKNBIO,2064,0.3957
RE1,DEMRESCKNBIO,2065,0.4182
RE1,DEMRESCKNBIO,2066,0.3832
RE1,DEMRESCKNBIO,2067,0.4016
RE1,DEMRESCKNBIO,2068,0.4194
RE1,DEMRESCKNBIO,2069,0.4366
RE1,DEMRESCKNBIO,2070,1.3118
RE1,DEMRESHEBIO,2057,0.2731
RE1,DEMRESHEBIO,2058,0.5326
RE1,DEMRESHEBIO,2059,0.7793
RE1,DEMRESHEBIO,2060,20.6111
RE1,DEMRESHEBIO,2061,1.2365
RE1,DEMRESHEBIO,2062,1.4489
RE1,DEMRESHEBIO,2063,1.6509
RE1,DEMRESHEBIO,2064,1.8433
RE1,DEMRESHEBIO,2065,2.0269
RE1,DEMRESHEBIO,2066,1.1008
RE1,DEMRESHEBIO,2067,2.3678
RE1,DEMRESHEBIO,2068,2.5263
RE1,DEMRESHEBIO,2069,2.677
RE1,DEMRESHEBIO,2070,2.8209
RE1,DEMRESHEOIL,2063,0.0
RE1,DEMRESHEOIL,2064,0.0
RE1,DEMRESHEEL,2060,-0.0
RE1,DEMRESHEEL,2061,0.0
RE1,DEMRESHEEL,2063,0.0
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2070,0.0
RE1,COMENEFFGD,2063,0.0
RE1,COMENEFFGD,2065,0.0
RE1,COMENEFFDP,2062,38.4468
RE1,COMENEFFDP,2064,10.5366
RE1,COMENEFFDP,2065,67.4254
RE1,COMENEFFDP,2066,25.1081
RE1,COMENEFFDP,2067,29.5512
RE1,COMENEFFDP,2068,33.822
RE1,COMENEFFDP,2069,65.994
RE1,DEMCOMHEOIL,2062,-0.0
RE1,DEMCOMHEOIL,2063,0.0
RE1,DEMCOMHEOIL,2065,-0.0
RE1,DEMCOMHEOIL,2067,0.0
RE1,DEMCOMHEOIL,2068,0.0
RE1,DEMCOMHEBIO,2057,0.1317
RE1,DEMCOMHEBIO,2058,0.2568
RE1,DEMCOMHEBIO,2059,0.3757
RE1,DEMCOMHEBIO,2060,9.9377
RE1,DEMCOMHEBIO,2061,0.5962
RE1,DEMCOMHEBIO,2062,0.6986
RE1,DEMCOMHEBIO,2063,0.796
RE1,DEMCOMHEBIO,2064,0.8887
RE1,DEMCOMHEBIO,2065,0.9773
RE1,DEMCOMHEBIO,2066,0.5307
RE1,DEMCOMHEBIO,2067,1.1416
RE1,DEMCOMHEBIO,2068,1.2181
RE1,DEMCOMHEBIO,2069,1.2907
RE1,DEMCOMHEBIO,2070,1.3601
RE1,DEMCOMHEEL,2062,-0.0
RE1,DEMCOMHEEL,2063,0.0
RE1,DEMINDHECOA,2057,3.0137
RE1,DEMINDHECOA,2058,5.8839
RE1,DEMINDHECOA,2059,8.6174
RE1,DEMINDHECOA,2060,239.6532
RE1,DEMINDHECOA,2061,13.7001
RE1,DEMINDHECOA,2062,16.0614
RE1,DEMINDHECOA,2063,18.3102
RE1,DEMINDHECOA,2064,20.452
RE1,DEMINDHECOA,2065,22.4918
RE1,DEMINDHECOA,2066,12.2172
RE1,DEMINDHECOA,2067,26.2846
RE1,DEMINDHECOA,2068,28.0466
RE1,DEMINDHECOA,2069,29.7247
