r,t,f,y,UseByTechnologyAnnual
RE1,COMENEFFDP,ELC003,2070,318.1428
RE1,DEMCOMELC,ELC003,2015,169.2528
RE1,DEMCOMELC,ELC003,2016,179.0399
RE1,DEMCOMELC,ELC003,2017,187.428
RE1,DEMCOMELC,ELC003,2018,195.8162
RE1,DEMCOMELC,ELC003,2019,204.2043
RE1,DEMCOMELC,ELC003,2020,212.5924
RE1,DEMCOMELC,ELC003,2021,219.0306
RE1,DEMCOMELC,ELC003,2022,225.4689
RE1,DEMCOMELC,ELC003,2023,231.9071
RE1,DEMCOMELC,ELC003,2024,5.8132
RE1,DEMCOMELC,ELC003,2025,7.8731
RE1,DEMCOMELC,ELC003,2026,6.1399
RE1,DEMCOMELC,ELC003,2027,6.3096
RE1,DEMCOMELC,ELC003,2028,8.5443
RE1,DEMCOMELC,ELC003,2029,8.7681
RE1,DEMCOMELC,ELC003,2030,8.9919
RE1,DEMCOMELC,ELC003,2031,9.2476
RE1,DEMCOMELC,ELC003,2032,9.5034
RE1,DEMCOMELC,ELC003,2033,9.7591
RE1,DEMCOMELC,ELC003,2034,17.0462
RE1,DEMCOMELC,ELC003,2035,17.4815
RE1,DEMCOMELC,ELC003,2036,17.832
RE1,DEMCOMELC,ELC003,2037,18.1824
RE1,DEMCOMELC,ELC003,2038,18.5329
RE1,DEMCOMELC,ELC003,2039,18.8833
RE1,DEMCOMELC,ELC003,2040,26.7488
RE1,DEMCOMELC,ELC003,2041,19.577
RE1,DEMCOMELC,ELC003,2042,19.9202
RE1,DEMCOMELC,ELC003,2043,20.2634
RE1,DEMCOMELC,ELC003,2044,20.6066
RE1,DEMCOMELC,ELC003,2045,20.9498
RE1,DEMCOMELC,ELC003,2046,21.1887
RE1,DEMCOMELC,ELC003,2047,21.4277
RE1,DEMCOMELC,ELC003,2048,21.6666
RE1,DEMCOMELC,ELC003,2049,21.9056
RE1,DEMCOMELC,ELC003,2050,13.0103
RE1,DEMCOMELC,ELC003,2051,22.3916
RE1,DEMCOMELC,ELC003,2052,22.6414
RE1,DEMCOMELC,ELC003,2053,22.8939
RE1,DEMCOMELC,ELC003,2054,23.1493
RE1,DEMCOMELC,ELC003,2055,23.4075
RE1,DEMCOMELC,ELC003,2056,23.6686
RE1,DEMCOMELC,ELC003,2057,23.9327
RE1,DEMCOMELC,ELC003,2058,24.1996
RE1,DEMCOMELC,ELC003,2059,38.5967
RE1,DEMCOMELC,ELC003,2060,11.0233
RE1,DEMCOMELC,ELC003,2061,25.0185
RE1,DEMCOMELC,ELC003,2062,25.2976
RE1,DEMCOMELC,ELC003,2063,25.5798
RE1,DEMCOMELC,ELC003,2064,25.8651
RE1,DEMCOMELC,ELC003,2065,26.1536
RE1,DEMCOMELC,ELC003,2066,26.4454
RE1,DEMCOMELC,ELC003,2067,26.7404
RE1,DEMCOMELC,ELC003,2068,27.0387
RE1,DEMCOMELC,ELC003,2069,27.3403
RE1,DEMCOMELC,ELC003,2070,91.3999
RE1,DEMCOMHEBIO,BIO,2015,45.3768
RE1,DEMCOMHEBIO,BIO,2016,47.6848
RE1,DEMCOMHEBIO,BIO,2017,48.8357
RE1,DEMCOMHEBIO,BIO,2018,49.9867
RE1,DEMCOMHEBIO,BIO,2019,51.1378
RE1,DEMCOMHEBIO,BIO,2020,52.2888
RE1,DEMCOMHEBIO,BIO,2021,53.226
RE1,DEMCOMHEBIO,BIO,2022,54.1632
RE1,DEMCOMHEBIO,BIO,2023,55.1005
RE1,DEMCOMHEBIO,BIO,2024,56.0377
RE1,DEMCOMHEBIO,BIO,2025,56.9749
RE1,DEMCOMHEBIO,BIO,2026,58.0376
RE1,DEMCOMHEBIO,BIO,2027,59.1002
RE1,DEMCOMHEBIO,BIO,2028,60.1628
RE1,DEMCOMHEBIO,BIO,2029,61.2255
RE1,DEMCOMHEBIO,BIO,2030,62.2882
RE1,DEMCOMHEBIO,BIO,2031,63.1627
RE1,DEMCOMHEBIO,BIO,2032,64.0372
RE1,DEMCOMHEBIO,BIO,2033,64.9117
RE1,DEMCOMHEBIO,BIO,2034,65.7862
RE1,DEMCOMHEBIO,BIO,2035,66.6607
RE1,DEMCOMHEBIO,BIO,2036,67.4661
RE1,DEMCOMHEBIO,BIO,2037,68.2713
RE1,DEMCOMHEBIO,BIO,2038,69.0767
RE1,DEMCOMHEBIO,BIO,2039,69.8821
RE1,DEMCOMHEBIO,BIO,2040,70.6874
RE1,DEMCOMHEBIO,BIO,2041,71.4435
RE1,DEMCOMHEBIO,BIO,2042,72.1996
RE1,DEMCOMHEBIO,BIO,2043,72.9557
RE1,DEMCOMHEBIO,BIO,2044,73.7118
RE1,DEMCOMHEBIO,BIO,2045,74.4679
RE1,DEMCOMHEBIO,BIO,2046,75.0634
RE1,DEMCOMHEBIO,BIO,2047,75.659
RE1,DEMCOMHEBIO,BIO,2048,76.2545
RE1,DEMCOMHEBIO,BIO,2049,76.85
RE1,DEMCOMHEBIO,BIO,2050,77.4455
RE1,DEMCOMHEBIO,BIO,2051,78.0551
RE1,DEMCOMHEBIO,BIO,2052,78.6696
RE1,DEMCOMHEBIO,BIO,2053,79.2889
RE1,DEMCOMHEBIO,BIO,2054,79.9131
RE1,DEMCOMHEBIO,BIO,2055,80.5421
RE1,DEMCOMHEBIO,BIO,2056,81.1761
RE1,DEMCOMHEBIO,BIO,2057,81.8151
RE1,DEMCOMHEBIO,BIO,2058,82.4591
RE1,DEMCOMHEBIO,BIO,2059,83.1083
RE1,DEMCOMHEBIO,BIO,2060,83.7626
RE1,DEMCOMHEBIO,BIO,2061,84.422
RE1,DEMCOMHEBIO,BIO,2062,85.0865
RE1,DEMCOMHEBIO,BIO,2063,85.7562
RE1,DEMCOMHEBIO,BIO,2064,86.4313
RE1,DEMCOMHEBIO,BIO,2065,87.1117
RE1,DEMCOMHEBIO,BIO,2066,87.7974
RE1,DEMCOMHEBIO,BIO,2067,88.4885
RE1,DEMCOMHEBIO,BIO,2068,89.1851
RE1,DEMCOMHEBIO,BIO,2069,89.8872
RE1,DEMCOMHEBIO,BIO,2070,90.5948
RE1,DEMINDELC,ELC003,2015,328.0418
RE1,DEMINDELC,ELC003,2016,347.0108
RE1,DEMINDELC,ELC003,2017,363.2685
RE1,DEMINDELC,ELC003,2018,379.5262
RE1,DEMINDELC,ELC003,2019,395.7839
RE1,DEMINDELC,ELC003,2020,412.0416
RE1,DEMINDELC,ELC003,2021,424.52
RE1,DEMINDELC,ELC003,2022,436.9984
RE1,DEMINDELC,ELC003,2023,449.4769
RE1,DEMINDELC,ELC003,2024,11.267
RE1,DEMINDELC,ELC003,2025,15.2594
RE1,DEMINDELC,ELC003,2026,11.9002
RE1,DEMINDELC,ELC003,2027,12.2291
RE1,DEMINDELC,ELC003,2028,16.5605
RE1,DEMINDELC,ELC003,2029,16.9941
RE1,DEMINDELC,ELC003,2030,17.4278
RE1,DEMINDELC,ELC003,2031,17.9235
RE1,DEMINDELC,ELC003,2032,18.4192
RE1,DEMINDELC,ELC003,2033,18.915
RE1,DEMINDELC,ELC003,2034,33.0385
RE1,DEMINDELC,ELC003,2035,33.8822
RE1,DEMINDELC,ELC003,2036,34.5615
RE1,DEMINDELC,ELC003,2037,35.2408
RE1,DEMINDELC,ELC003,2038,35.92
RE1,DEMINDELC,ELC003,2039,36.5993
RE1,DEMINDELC,ELC003,2040,51.8438
RE1,DEMINDELC,ELC003,2041,37.9437
RE1,DEMINDELC,ELC003,2042,38.6088
RE1,DEMINDELC,ELC003,2043,39.274
RE1,DEMINDELC,ELC003,2044,39.9392
RE1,DEMINDELC,ELC003,2045,40.6043
RE1,DEMINDELC,ELC003,2046,41.0675
RE1,DEMINDELC,ELC003,2047,41.5306
RE1,DEMINDELC,ELC003,2048,41.9938
RE1,DEMINDELC,ELC003,2049,42.4569
RE1,DEMINDELC,ELC003,2050,25.2162
RE1,DEMINDELC,ELC003,2051,43.3988
RE1,DEMINDELC,ELC003,2052,43.8829
RE1,DEMINDELC,ELC003,2053,44.3725
RE1,DEMINDELC,ELC003,2054,44.8674
RE1,DEMINDELC,ELC003,2055,45.3679
RE1,DEMINDELC,ELC003,2056,45.874
RE1,DEMINDELC,ELC003,2057,46.3857
RE1,DEMINDELC,ELC003,2058,46.9031
RE1,DEMINDELC,ELC003,2059,74.8072
RE1,DEMINDELC,ELC003,2060,21.3651
RE1,DEMINDELC,ELC003,2061,48.4903
RE1,DEMINDELC,ELC003,2062,49.0312
RE1,DEMINDELC,ELC003,2063,49.5781
RE1,DEMINDELC,ELC003,2064,50.1312
RE1,DEMINDELC,ELC003,2065,50.6904
RE1,DEMINDELC,ELC003,2066,51.2558
RE1,DEMINDELC,ELC003,2067,51.8276
RE1,DEMINDELC,ELC003,2068,52.4057
RE1,DEMINDELC,ELC003,2069,52.9903
RE1,DEMINDELC,ELC003,2070,177.1491
RE1,DEMINDHEBIO,BIO,2015,520.2667
RE1,DEMINDHEBIO,BIO,2016,466.5755
RE1,DEMINDHEBIO,BIO,2017,474.6554
RE1,DEMINDHEBIO,BIO,2018,488.1075
RE1,DEMINDHEBIO,BIO,2019,499.0635
RE1,DEMINDHEBIO,BIO,2020,510.0028
RE1,DEMINDHEBIO,BIO,2021,517.5933
RE1,DEMINDHEBIO,BIO,2022,525.1725
RE1,DEMINDHEBIO,BIO,2023,532.741
RE1,DEMINDHEBIO,BIO,2024,540.2994
RE1,DEMINDHEBIO,BIO,2025,547.8484
RE1,DEMINDHEBIO,BIO,2026,556.1827
RE1,DEMINDHEBIO,BIO,2027,564.5065
RE1,DEMINDHEBIO,BIO,2028,572.8203
RE1,DEMINDHEBIO,BIO,2029,581.1247
RE1,DEMINDHEBIO,BIO,2030,589.42
RE1,DEMINDHEBIO,BIO,2031,596.8992
RE1,DEMINDHEBIO,BIO,2032,604.3638
RE1,DEMINDHEBIO,BIO,2033,611.8149
RE1,DEMINDHEBIO,BIO,2034,619.2529
RE1,DEMINDHEBIO,BIO,2035,626.6788
RE1,DEMINDHEBIO,BIO,2036,633.1984
RE1,DEMINDHEBIO,BIO,2037,639.711
RE1,DEMINDHEBIO,BIO,2038,646.2168
RE1,DEMINDHEBIO,BIO,2039,652.7162
RE1,DEMINDHEBIO,BIO,2040,659.2095
RE1,DEMINDHEBIO,BIO,2041,665.975
RE1,DEMINDHEBIO,BIO,2042,672.736
RE1,DEMINDHEBIO,BIO,2043,679.4926
RE1,DEMINDHEBIO,BIO,2044,686.2449
RE1,DEMINDHEBIO,BIO,2045,692.9931
RE1,DEMINDHEBIO,BIO,2046,698.1811
RE1,DEMINDHEBIO,BIO,2047,703.3673
RE1,DEMINDHEBIO,BIO,2048,708.5517
RE1,DEMINDHEBIO,BIO,2049,713.7343
RE1,DEMINDHEBIO,BIO,2050,718.9153
RE1,DEMINDHEBIO,BIO,2051,724.2186
RE1,DEMINDHEBIO,BIO,2052,729.5622
RE1,DEMINDHEBIO,BIO,2053,734.9465
RE1,DEMINDHEBIO,BIO,2054,740.3717
RE1,DEMINDHEBIO,BIO,2055,745.8382
RE1,DEMINDHEBIO,BIO,2056,751.3462
RE1,DEMINDHEBIO,BIO,2057,756.8962
RE1,DEMINDHEBIO,BIO,2058,762.4884
RE1,DEMINDHEBIO,BIO,2059,768.1232
RE1,DEMINDHEBIO,BIO,2060,773.8009
RE1,DEMINDHEBIO,BIO,2061,779.5219
RE1,DEMINDHEBIO,BIO,2062,785.2864
RE1,DEMINDHEBIO,BIO,2063,791.0947
RE1,DEMINDHEBIO,BIO,2064,796.9472
RE1,DEMINDHEBIO,BIO,2065,802.8444
RE1,DEMINDHEBIO,BIO,2066,808.7866
RE1,DEMINDHEBIO,BIO,2067,814.7739
RE1,DEMINDHEBIO,BIO,2068,820.807
RE1,DEMINDHEBIO,BIO,2069,826.8859
RE1,DEMINDHEBIO,BIO,2070,833.0112
RE1,DEMINDHECOA,COA,2015,790.0347
RE1,DEMINDHECOA,COA,2016,708.5035
RE1,DEMINDHECOA,COA,2017,720.773
RE1,DEMINDHECOA,COA,2018,741.2003
RE1,DEMINDHECOA,COA,2019,757.8371
RE1,DEMINDHECOA,COA,2020,774.4487
RE1,DEMINDHECOA,COA,2021,785.975
RE1,DEMINDHECOA,COA,2022,797.4842
RE1,DEMINDHECOA,COA,2023,808.9771
RE1,DEMINDHECOA,COA,2024,820.4548
RE1,DEMINDHECOA,COA,2025,831.918
RE1,DEMINDHECOA,COA,2026,844.5738
RE1,DEMINDHECOA,COA,2027,857.2136
RE1,DEMINDHECOA,COA,2028,869.8382
RE1,DEMINDHECOA,COA,2029,882.4485
RE1,DEMINDHECOA,COA,2030,895.0453
RE1,DEMINDHECOA,COA,2031,906.4024
RE1,DEMINDHECOA,COA,2032,917.7378
RE1,DEMINDHECOA,COA,2033,929.0522
RE1,DEMINDHECOA,COA,2034,940.3471
RE1,DEMINDHECOA,COA,2035,951.6236
RE1,DEMINDHECOA,COA,2036,961.5236
RE1,DEMINDHECOA,COA,2037,971.4131
RE1,DEMINDHECOA,COA,2038,981.2923
RE1,DEMINDHECOA,COA,2039,991.1618
RE1,DEMINDHECOA,COA,2040,1001.022
RE1,DEMINDHECOA,COA,2041,1011.2955
RE1,DEMINDHECOA,COA,2042,1021.5622
RE1,DEMINDHECOA,COA,2043,1031.8221
RE1,DEMINDHECOA,COA,2044,1042.0757
RE1,DEMINDHECOA,COA,2045,1052.3228
RE1,DEMINDHECOA,COA,2046,1060.201
RE1,DEMINDHECOA,COA,2047,1068.0763
RE1,DEMINDHECOA,COA,2048,1075.949
RE1,DEMINDHECOA,COA,2049,1083.8189
RE1,DEMINDHECOA,COA,2050,1091.6863
RE1,DEMINDHECOA,COA,2051,1099.7394
RE1,DEMINDHECOA,COA,2052,1107.8538
RE1,DEMINDHECOA,COA,2053,1116.0299
RE1,DEMINDHECOA,COA,2054,1124.2682
RE1,DEMINDHECOA,COA,2055,1132.5691
RE1,DEMINDHECOA,COA,2056,1140.9332
RE1,DEMINDHECOA,COA,2057,1149.361
RE1,DEMINDHECOA,COA,2058,1157.853
RE1,DEMINDHECOA,COA,2059,1166.4095
RE1,DEMINDHECOA,COA,2060,1175.0311
RE1,DEMINDHECOA,COA,2061,1183.7184
RE1,DEMINDHECOA,COA,2062,1192.4719
RE1,DEMINDHECOA,COA,2063,1201.292
RE1,DEMINDHECOA,COA,2064,1210.1793
RE1,DEMINDHECOA,COA,2065,1219.1342
RE1,DEMINDHECOA,COA,2066,1228.1574
RE1,DEMINDHECOA,COA,2067,1237.2494
RE1,DEMINDHECOA,COA,2068,1246.4106
RE1,DEMINDHECOA,COA,2069,1255.6416
RE1,DEMINDHECOA,COA,2070,1226.0173
RE1,DEMINDHEEH,ELC003,2070,31.5299
RE1,DEMRESCKNBIO,BIO,2015,242.4683
RE1,DEMRESCKNBIO,BIO,2016,230.4988
RE1,DEMRESCKNBIO,BIO,2017,233.8927
RE1,DEMRESCKNBIO,BIO,2018,242.2782
RE1,DEMRESCKNBIO,BIO,2019,248.3442
RE1,DEMRESCKNBIO,BIO,2020,254.3949
RE1,DEMRESCKNBIO,BIO,2021,258.8946
RE1,DEMRESCKNBIO,BIO,2022,263.3837
RE1,DEMRESCKNBIO,BIO,2023,267.8629
RE1,DEMRESCKNBIO,BIO,2024,272.3327
RE1,DEMRESCKNBIO,BIO,2025,276.7936
RE1,DEMRESCKNBIO,BIO,2026,281.6827
RE1,DEMRESCKNBIO,BIO,2027,286.5615
RE1,DEMRESCKNBIO,BIO,2028,291.4313
RE1,DEMRESCKNBIO,BIO,2029,296.2924
RE1,DEMRESCKNBIO,BIO,2030,301.1452
RE1,DEMRESCKNBIO,BIO,2031,305.5894
RE1,DEMRESCKNBIO,BIO,2032,310.0203
RE1,DEMRESCKNBIO,BIO,2033,314.4383
RE1,DEMRESCKNBIO,BIO,2034,318.8445
RE1,DEMRESCKNBIO,BIO,2035,323.2394
RE1,DEMRESCKNBIO,BIO,2036,327.064
RE1,DEMRESCKNBIO,BIO,2037,330.8821
RE1,DEMRESCKNBIO,BIO,2038,334.694
RE1,DEMRESCKNBIO,BIO,2039,338.5002
RE1,DEMRESCKNBIO,BIO,2040,342.3
RE1,DEMRESCKNBIO,BIO,2041,346.0942
RE1,DEMRESCKNBIO,BIO,2042,349.8844
RE1,DEMRESCKNBIO,BIO,2043,353.67
RE1,DEMRESCKNBIO,BIO,2044,357.4522
RE1,DEMRESCKNBIO,BIO,2045,361.2301
RE1,DEMRESCKNBIO,BIO,2046,364.0929
RE1,DEMRESCKNBIO,BIO,2047,366.9544
RE1,DEMRESCKNBIO,BIO,2048,369.8138
RE1,DEMRESCKNBIO,BIO,2049,372.672
RE1,DEMRESCKNBIO,BIO,2050,375.5281
RE1,DEMRESCKNBIO,BIO,2051,378.4552
RE1,DEMRESCKNBIO,BIO,2052,381.4049
RE1,DEMRESCKNBIO,BIO,2053,384.3773
RE1,DEMRESCKNBIO,BIO,2054,387.3733
RE1,DEMRESCKNBIO,BIO,2055,390.3926
RE1,DEMRESCKNBIO,BIO,2056,393.4352
RE1,DEMRESCKNBIO,BIO,2057,396.5014
RE1,DEMRESCKNBIO,BIO,2058,399.592
RE1,DEMRESCKNBIO,BIO,2059,402.7062
RE1,DEMRESCKNBIO,BIO,2060,405.8451
RE1,DEMRESCKNBIO,BIO,2061,409.0083
RE1,DEMRESCKNBIO,BIO,2062,412.1961
RE1,DEMRESCKNBIO,BIO,2063,415.4085
RE1,DEMRESCKNBIO,BIO,2064,418.6463
RE1,DEMRESCKNBIO,BIO,2065,421.9093
RE1,DEMRESCKNBIO,BIO,2066,425.1977
RE1,DEMRESCKNBIO,BIO,2067,428.5114
RE1,DEMRESCKNBIO,BIO,2068,431.8514
RE1,DEMRESCKNBIO,BIO,2069,435.2174
RE1,DEMRESCKNBIO,BIO,2070,251.9818
RE1,DEMRESCKNELC,ELC003,2015,7.3604
RE1,DEMRESCKNELC,ELC003,2016,6.9971
RE1,DEMRESCKNELC,ELC003,2017,7.1001
RE1,DEMRESCKNELC,ELC003,2018,7.3546
RE1,DEMRESCKNELC,ELC003,2019,6.9869
RE1,DEMRESCKNELC,ELC003,2020,6.6192
RE1,DEMRESCKNELC,ELC003,2021,6.2515
RE1,DEMRESCKNELC,ELC003,2022,5.8837
RE1,DEMRESCKNELC,ELC003,2023,5.516
RE1,DEMRESCKNELC,ELC003,2024,146.8411
RE1,DEMRESCKNELC,ELC003,2025,149.2465
RE1,DEMRESCKNELC,ELC003,2026,151.8826
RE1,DEMRESCKNELC,ELC003,2027,154.5134
RE1,DEMRESCKNELC,ELC003,2028,157.1392
RE1,DEMRESCKNELC,ELC003,2029,159.7602
RE1,DEMRESCKNELC,ELC003,2030,162.3768
RE1,DEMRESCKNELC,ELC003,2031,164.7731
RE1,DEMRESCKNELC,ELC003,2032,167.1622
RE1,DEMRESCKNELC,ELC003,2033,169.5445
RE1,DEMRESCKNELC,ELC003,2034,171.9202
RE1,DEMRESCKNELC,ELC003,2035,174.2899
RE1,DEMRESCKNELC,ELC003,2036,176.3522
RE1,DEMRESCKNELC,ELC003,2037,178.4109
RE1,DEMRESCKNELC,ELC003,2038,180.4663
RE1,DEMRESCKNELC,ELC003,2039,182.5184
RE1,DEMRESCKNELC,ELC003,2040,184.5675
RE1,DEMRESCKNELC,ELC003,2041,186.6133
RE1,DEMRESCKNELC,ELC003,2042,188.6568
RE1,DEMRESCKNELC,ELC003,2043,190.6981
RE1,DEMRESCKNELC,ELC003,2044,192.7373
RE1,DEMRESCKNELC,ELC003,2045,194.7744
RE1,DEMRESCKNELC,ELC003,2046,196.3181
RE1,DEMRESCKNELC,ELC003,2047,197.8609
RE1,DEMRESCKNELC,ELC003,2048,199.4028
RE1,DEMRESCKNELC,ELC003,2049,200.9438
RE1,DEMRESCKNELC,ELC003,2050,202.484
RE1,DEMRESCKNELC,ELC003,2051,204.0621
RE1,DEMRESCKNELC,ELC003,2052,205.6526
RE1,DEMRESCKNELC,ELC003,2053,207.2554
RE1,DEMRESCKNELC,ELC003,2054,208.8708
RE1,DEMRESCKNELC,ELC003,2055,210.4987
RE1,DEMRESCKNELC,ELC003,2056,212.1393
RE1,DEMRESCKNELC,ELC003,2057,213.7927
RE1,DEMRESCKNELC,ELC003,2058,215.459
RE1,DEMRESCKNELC,ELC003,2059,217.1383
RE1,DEMRESCKNELC,ELC003,2060,218.8307
RE1,DEMRESCKNELC,ELC003,2061,220.5363
RE1,DEMRESCKNELC,ELC003,2062,222.2551
RE1,DEMRESCKNELC,ELC003,2063,223.9874
RE1,DEMRESCKNELC,ELC003,2064,225.7331
RE1,DEMRESCKNELC,ELC003,2065,227.4925
RE1,DEMRESCKNELC,ELC003,2066,229.2656
RE1,DEMRESCKNELC,ELC003,2067,231.0525
RE1,DEMRESCKNELC,ELC003,2068,232.8533
RE1,DEMRESCKNELC,ELC003,2069,234.6681
RE1,DEMRESCKNELC,ELC003,2070,295.3436
RE1,DEMRESCKNOIL,LFO,2015,235.0056
RE1,DEMRESCKNOIL,LFO,2016,223.4046
RE1,DEMRESCKNOIL,LFO,2017,226.6938
RE1,DEMRESCKNOIL,LFO,2018,234.8212
RE1,DEMRESCKNOIL,LFO,2019,241.7519
RE1,DEMRESCKNOIL,LFO,2020,248.6667
RE1,DEMRESCKNOIL,LFO,2021,253.9884
RE1,DEMRESCKNOIL,LFO,2022,259.2993
RE1,DEMRESCKNOIL,LFO,2023,264.6001
RE1,DEMRESELC,ELC003,2015,163.7593
RE1,DEMRESELC,ELC003,2016,173.2287
RE1,DEMRESELC,ELC003,2017,181.3445
RE1,DEMRESELC,ELC003,2018,189.4604
RE1,DEMRESELC,ELC003,2019,197.5763
RE1,DEMRESELC,ELC003,2020,205.6922
RE1,DEMRESELC,ELC003,2021,211.9215
RE1,DEMRESELC,ELC003,2022,218.1507
RE1,DEMRESELC,ELC003,2023,224.38
RE1,DEMRESELC,ELC003,2024,5.6245
RE1,DEMRESELC,ELC003,2025,7.6175
RE1,DEMRESELC,ELC003,2026,5.9406
RE1,DEMRESELC,ELC003,2027,6.1048
RE1,DEMRESELC,ELC003,2028,8.267
RE1,DEMRESELC,ELC003,2029,8.4835
RE1,DEMRESELC,ELC003,2030,8.7
RE1,DEMRESELC,ELC003,2031,8.9475
RE1,DEMRESELC,ELC003,2032,9.1949
RE1,DEMRESELC,ELC003,2033,9.4424
RE1,DEMRESELC,ELC003,2034,16.4929
RE1,DEMRESELC,ELC003,2035,16.9141
RE1,DEMRESELC,ELC003,2036,17.2532
RE1,DEMRESELC,ELC003,2037,17.5923
RE1,DEMRESELC,ELC003,2038,17.9314
RE1,DEMRESELC,ELC003,2039,18.2704
RE1,DEMRESELC,ELC003,2040,25.8806
RE1,DEMRESELC,ELC003,2041,18.9416
RE1,DEMRESELC,ELC003,2042,19.2736
RE1,DEMRESELC,ELC003,2043,19.6057
RE1,DEMRESELC,ELC003,2044,19.9377
RE1,DEMRESELC,ELC003,2045,20.2698
RE1,DEMRESELC,ELC003,2046,20.501
RE1,DEMRESELC,ELC003,2047,20.7322
RE1,DEMRESELC,ELC003,2048,20.9634
RE1,DEMRESELC,ELC003,2049,21.1946
RE1,DEMRESELC,ELC003,2050,12.588
RE1,DEMRESELC,ELC003,2051,21.6648
RE1,DEMRESELC,ELC003,2052,21.9065
RE1,DEMRESELC,ELC003,2053,22.1508
RE1,DEMRESELC,ELC003,2054,22.3979
RE1,DEMRESELC,ELC003,2055,22.6478
RE1,DEMRESELC,ELC003,2056,22.9004
RE1,DEMRESELC,ELC003,2057,23.1559
RE1,DEMRESELC,ELC003,2058,23.4142
RE1,DEMRESELC,ELC003,2059,37.344
RE1,DEMRESELC,ELC003,2060,10.6655
RE1,DEMRESELC,ELC003,2061,24.2065
RE1,DEMRESELC,ELC003,2062,24.4765
RE1,DEMRESELC,ELC003,2063,24.7495
RE1,DEMRESELC,ELC003,2064,25.0256
RE1,DEMRESELC,ELC003,2065,25.3048
RE1,DEMRESELC,ELC003,2066,25.587
RE1,DEMRESELC,ELC003,2067,25.8725
RE1,DEMRESELC,ELC003,2068,26.1611
RE1,DEMRESELC,ELC003,2069,26.4529
RE1,DEMRESELC,ELC003,2070,88.4333
RE1,DEMRESHEBIO,BIO,2015,103.1321
RE1,DEMRESHEBIO,BIO,2016,98.041
RE1,DEMRESHEBIO,BIO,2017,99.4845
RE1,DEMRESHEBIO,BIO,2018,103.0512
RE1,DEMRESHEBIO,BIO,2019,105.6313
RE1,DEMRESHEBIO,BIO,2020,108.205
RE1,DEMRESHEBIO,BIO,2021,110.1189
RE1,DEMRESHEBIO,BIO,2022,112.0283
RE1,DEMRESHEBIO,BIO,2023,113.9334
RE1,DEMRESHEBIO,BIO,2024,115.8346
RE1,DEMRESHEBIO,BIO,2025,117.7321
RE1,DEMRESHEBIO,BIO,2026,119.8116
RE1,DEMRESHEBIO,BIO,2027,121.8868
RE1,DEMRESHEBIO,BIO,2028,123.9582
RE1,DEMRESHEBIO,BIO,2029,126.0257
RE1,DEMRESHEBIO,BIO,2030,128.0899
RE1,DEMRESHEBIO,BIO,2031,129.9801
RE1,DEMRESHEBIO,BIO,2032,131.8648
RE1,DEMRESHEBIO,BIO,2033,133.744
RE1,DEMRESHEBIO,BIO,2034,135.6182
RE1,DEMRESHEBIO,BIO,2035,137.4874
RE1,DEMRESHEBIO,BIO,2036,139.1142
