r,t,y,AnnualFixedOperatingCost
RE1,PWRGEO,2045,0.8048
RE1,PWRGEO,2046,0.8048
RE1,PWRGEO,2047,0.8048
RE1,PWRGEO,2048,0.8048
RE1,PWRGEO,2049,0.8048
RE1,PWRGEO,2050,0.8048
RE1,PWRGEO,2051,0.8048
RE1,PWRGEO,2052,0.8048
RE1,PWRGEO,2053,0.8048
RE1,PWRGEO,2054,0.8048
RE1,PWRGEO,2055,0.8048
RE1,PWRGEO,2056,0.8048
RE1,PWRGEO,2057,0.8048
RE1,PWRGEO,2058,0.8048
RE1,PWRGEO,2059,0.8048
RE1,PWRGEO,2060,0.8048
RE1,PWRGEO,2061,0.8048
RE1,PWRGEO,2062,0.8048
RE1,PWRGEO,2063,0.8048
RE1,PWRGEO,2064,0.8048
RE1,PWRGEO,2065,0.8048
RE1,PWRGEO,2066,0.8048
RE1,PWRGEO,2067,0.8048
RE1,PWRGEO,2068,0.8048
RE1,PWRGEO,2069,0.8048
RE1,PWRGEO,2070,0.8048
RE1,PWRNGS001,2015,1323.2276
RE1,PWRNGS001,2016,1323.2276
RE1,PWRNGS001,2017,1323.2276
RE1,PWRNGS001,2018,1323.2276
RE1,PWRNGS001,2019,1323.2276
RE1,PWRNGS001,2020,1323.2276
RE1,PWRNGS001,2021,1323.2276
RE1,PWRNGS001,2022,1323.2276
RE1,PWRNGS001,2023,1323.2276
RE1,PWRNGS001,2024,524.9603
RE1,PWRNGS001,2025,524.9603
RE1,PWRNGS001,2026,488.4803
RE1,PWRNGS001,2027,488.4803
RE1,PWRNGS001,2028,482.4328
RE1,PWRNGS001,2029,476.4829
RE1,PWRNGS001,2030,419.1294
RE1,PWRNGS001,2031,407.2295
RE1,PWRNGS001,2032,407.2295
RE1,PWRNGS001,2033,366.9455
RE1,PWRNGS001,2034,350.3637
RE1,PWRNGS001,2035,350.3637
RE1,PWRNGS001,2036,350.3637
RE1,PWRNGS001,2037,350.3637
RE1,PWRNGS001,2038,210.4913
RE1,PWRNGS001,2039,210.4913
RE1,PWRNGS001,2040,176.1572
RE1,PWRNGS001,2041,156.064
RE1,PWRNGS001,2042,156.064
RE1,PWRNGS001,2043,156.064
RE1,PWRNGS001,2044,78.032
RE1,PWRSOL001,2015,33.513
RE1,PWRSOL001,2016,58.0702
RE1,PWRSOL001,2017,64.017
RE1,PWRSOL001,2018,70.2955
RE1,PWRSOL001,2019,70.7931
RE1,PWRSOL001,2020,70.7931
RE1,PWRSOL001,2021,72.6174
RE1,PWRSOL001,2022,72.6174
RE1,PWRSOL001,2023,72.6174
RE1,PWRSOL001,2024,123.7028
RE1,PWRSOL001,2025,555.7427
RE1,PWRSOL001,2026,555.7427
RE1,PWRSOL001,2027,555.7427
RE1,PWRSOL001,2028,555.7427
RE1,PWRSOL001,2029,555.7427
RE1,PWRSOL001,2030,555.7427
RE1,PWRSOL001,2031,555.7427
RE1,PWRSOL001,2032,555.7427
RE1,PWRSOL001,2033,555.7427
RE1,PWRSOL001,2034,555.7427
RE1,PWRSOL001,2035,522.2297
RE1,PWRSOL001,2036,497.6724
RE1,PWRSOL001,2037,491.7256
RE1,PWRSOL001,2038,485.4471
RE1,PWRSOL001,2039,484.9496
RE1,PWRSOL001,2040,484.9496
RE1,PWRSOL001,2041,483.1253
RE1,PWRSOL001,2042,483.1253
RE1,PWRSOL001,2043,483.1253
RE1,PWRSOL001,2044,483.1253
RE1,PWRSOL001,2045,483.1253
RE1,PWRSOL001,2046,483.1253
RE1,PWRSOL001,2047,483.1253
RE1,PWRSOL001,2048,483.1253
RE1,PWRSOL001,2049,483.1253
RE1,PWRSOL001,2050,483.1253
RE1,PWRSOL001,2051,483.1253
RE1,PWRSOL001,2052,483.1253
RE1,PWRSOL001,2053,483.1253
RE1,PWRSOL001,2054,432.0399
RE1,PWRCSP002,2015,0.7316
RE1,PWRCSP002,2016,0.7316
RE1,PWRCSP002,2017,0.7316
RE1,PWRCSP002,2018,0.7316
RE1,PWRCSP002,2019,0.7316
RE1,PWRCSP002,2020,0.7316
RE1,PWRCSP002,2021,0.7316
RE1,PWRCSP002,2022,0.7316
RE1,PWRCSP002,2023,0.7316
RE1,PWRCSP002,2024,0.7316
RE1,PWRCSP002,2025,0.7316
RE1,PWRCSP002,2026,0.7316
RE1,PWRCSP002,2027,0.7316
RE1,PWRCSP002,2028,0.7316
RE1,PWRCSP002,2029,0.7316
RE1,PWRCSP002,2030,0.7316
RE1,PWRCSP002,2031,0.7316
RE1,PWRCSP002,2032,0.7316
RE1,PWRCSP002,2033,0.7316
RE1,PWRCSP002,2034,0.7316
RE1,PWRCSP002,2035,0.7316
RE1,PWRCSP002,2036,0.7316
RE1,PWRCSP002,2037,0.7316
RE1,PWRCSP002,2038,0.7316
RE1,PWRCSP002,2039,0.7316
RE1,PWRCSP002,2040,0.7316
RE1,PWRCSP002,2041,0.7316
RE1,PWRCSP002,2042,0.7316
RE1,PWRCSP002,2043,0.7316
RE1,PWRHYD001,2015,168.0126
RE1,PWRHYD001,2016,168.0126
RE1,PWRHYD001,2017,168.0126
RE1,PWRHYD001,2018,168.0126
RE1,PWRHYD001,2019,168.0126
RE1,PWRHYD001,2020,168.0126
RE1,PWRHYD001,2021,168.0126
RE1,PWRHYD001,2022,168.0126
RE1,PWRHYD001,2023,168.0126
RE1,PWRHYD001,2024,168.0126
RE1,PWRHYD001,2025,168.0126
RE1,PWRHYD001,2026,168.0126
RE1,PWRHYD001,2027,168.0126
RE1,PWRHYD001,2028,168.0126
RE1,PWRHYD001,2029,168.0126
RE1,PWRHYD001,2030,168.0126
RE1,PWRHYD001,2031,168.0126
RE1,PWRHYD001,2032,168.0126
RE1,PWRHYD001,2033,168.0126
RE1,PWRHYD001,2034,168.0126
RE1,PWRHYD001,2035,168.0126
RE1,PWRHYD001,2036,168.0126
RE1,PWRHYD001,2037,168.0126
RE1,PWRHYD001,2038,168.0126
RE1,PWRHYD001,2039,168.0126
RE1,PWRHYD001,2040,168.0126
RE1,PWRHYD001,2041,168.0126
RE1,PWRHYD001,2042,168.0126
RE1,PWRHYD001,2043,168.0126
RE1,PWRHYD001,2044,168.0126
RE1,PWRHYD001,2045,168.0126
RE1,PWRHYD001,2046,168.0126
RE1,PWRHYD001,2047,168.0126
RE1,PWRHYD001,2048,168.0126
RE1,PWRHYD001,2049,168.0126
RE1,PWRHYD001,2050,168.0126
RE1,PWRHYD002,2015,7.0723
RE1,PWRHYD002,2016,7.0723
RE1,PWRHYD002,2017,7.0723
RE1,PWRHYD002,2018,7.0723
RE1,PWRHYD002,2019,7.0723
RE1,PWRHYD002,2020,7.0723
RE1,PWRHYD002,2021,7.0723
RE1,PWRHYD002,2022,7.0723
RE1,PWRHYD002,2023,7.0723
RE1,PWRHYD002,2024,7.0723
RE1,PWRHYD002,2025,7.0723
RE1,PWRHYD002,2026,7.0723
RE1,PWRHYD002,2027,7.0723
RE1,PWRHYD002,2028,7.0723
RE1,PWRHYD002,2029,7.0723
RE1,PWRHYD002,2030,7.0723
RE1,PWRHYD002,2031,7.0723
RE1,PWRHYD002,2032,7.0723
RE1,PWRHYD002,2033,7.0723
RE1,PWRHYD002,2034,7.0723
RE1,PWRHYD002,2035,7.0723
RE1,PWRHYD002,2036,7.0723
RE1,PWRHYD002,2037,7.0723
RE1,PWRHYD002,2038,7.0723
RE1,PWRHYD002,2039,7.0723
RE1,PWRHYD002,2040,7.0723
RE1,PWRHYD002,2041,7.0723
RE1,PWRHYD002,2042,7.0723
RE1,PWRHYD002,2043,7.0723
RE1,PWRHYD002,2044,7.0723
RE1,PWRHYD002,2045,7.0723
RE1,PWRHYD002,2046,7.0723
RE1,PWRHYD002,2047,7.0723
RE1,PWRHYD002,2048,7.0723
RE1,PWRHYD002,2049,7.0723
RE1,PWRHYD002,2050,7.0723
RE1,PWRWND001,2015,27.7021
RE1,PWRWND001,2016,60.0212
RE1,PWRWND001,2017,74.3458
RE1,PWRWND001,2018,130.5788
RE1,PWRWND001,2019,178.4063
RE1,PWRWND001,2020,178.4063
RE1,PWRWND001,2021,182.905
RE1,PWRWND001,2022,182.905
RE1,PWRWND001,2023,182.905
RE1,PWRWND001,2024,182.905
RE1,PWRWND001,2025,182.905
RE1,PWRWND001,2026,182.905
RE1,PWRWND001,2027,182.905
RE1,PWRWND001,2028,182.905
RE1,PWRWND001,2029,182.905
RE1,PWRWND001,2030,182.905
RE1,PWRWND001,2031,182.905
RE1,PWRWND001,2032,182.905
RE1,PWRWND001,2033,182.905
RE1,PWRWND001,2034,182.905
RE1,PWRWND001,2035,182.905
RE1,PWRWND001,2036,150.5858
RE1,PWRWND001,2037,150.5858
RE1,PWRWND001,2038,150.5858
RE1,PWRWND001,2039,150.5858
RE1,PWRWND001,2040,150.5858
RE1,PWRWND001,2041,150.5858
RE1,PWRWND001,2042,150.5858
RE1,PWRWND001,2043,150.5858
RE1,PWRWND001,2044,150.5858
RE1,PWRWND001,2045,150.5858
RE1,PWRWND001,2046,150.5858
RE1,PWRWND001,2047,60.0212
RE1,PWRWND001,2048,47.354
RE1,PWRWND001,2049,47.354
RE1,PWRWND001,2070,5190.7586
RE1,PWRSOL001S,2026,35.1988
RE1,PWRSOL001S,2027,97.8411
RE1,PWRSOL001S,2028,159.7288
RE1,PWRSOL001S,2029,310.739
RE1,PWRSOL001S,2030,434.0429
RE1,PWRSOL001S,2031,580.8546
RE1,PWRSOL001S,2032,625.4492
RE1,PWRSOL001S,2033,677.4717
RE1,PWRSOL001S,2034,808.5556
RE1,PWRSOL001S,2035,857.3493
RE1,PWRSOL001S,2036,889.4028
RE1,PWRSOL001S,2037,957.4842
RE1,PWRSOL001S,2038,971.3346
RE1,PWRSOL001S,2039,977.4932
RE1,PWRSOL001S,2040,1477.815
RE1,PWRSOL001S,2041,1466.0278
RE1,PWRSOL001S,2042,1463.8754
RE1,PWRSOL001S,2043,1506.2893
RE1,PWRSOL001S,2044,1512.6647
RE1,PWRSOL001S,2045,1528.2253
RE1,PWRSOL001S,2046,1538.3432
RE1,PWRSOL001S,2047,1548.682
RE1,PWRSOL001S,2048,1555.9588
RE1,PWRSOL001S,2049,1558.2763
RE1,PWRSOL001S,2050,3412.9018
RE1,PWRSOL001S,2051,3473.0842
RE1,PWRSOL001S,2052,3503.8729
RE1,PWRSOL001S,2053,3534.9349
RE1,PWRSOL001S,2054,3581.2911
RE1,PWRSOL001S,2055,3739.9221
RE1,PWRSOL001S,2056,3771.8189
RE1,PWRSOL001S,2057,3803.9992
RE1,PWRSOL001S,2058,3836.4655
RE1,PWRSOL001S,2059,3879.2029
RE1,PWRSOL001S,2060,3891.5902
RE1,PWRSOL001S,2061,3935.6071
RE1,PWRSOL001S,2062,3969.2442
RE1,PWRSOL001S,2063,4003.1807
RE1,PWRSOL001S,2064,4037.4195
RE1,PWRSOL001S,2065,4051.3513
RE1,PWRSOL001S,2066,4068.1008
RE1,PWRSOL001S,2067,4089.961
RE1,PWRSOL001S,2068,4062.4499
RE1,PWRSOL001S,2069,4038.6795
RE1,PWRSOL001S,2070,3555.2826
RE1,PWRTRN,2015,175.1791
RE1,PWRTRN,2016,175.1791
RE1,PWRTRN,2017,175.1791
RE1,PWRTRN,2018,175.1791
RE1,PWRTRN,2019,175.1791
RE1,PWRTRN,2020,175.1791
RE1,PWRTRN,2021,175.1791
RE1,PWRTRN,2022,175.1791
RE1,PWRTRN,2023,175.1791
RE1,PWRTRN,2024,175.1791
RE1,PWRTRN,2025,175.1791
RE1,PWRTRN,2026,182.8296
RE1,PWRTRN,2027,189.4222
RE1,PWRTRN,2028,196.902
RE1,PWRTRN,2029,202.6908
RE1,PWRTRN,2030,220.3012
RE1,PWRTRN,2031,233.8624
RE1,PWRTRN,2032,240.4274
RE1,PWRTRN,2033,248.3134
RE1,PWRTRN,2034,268.5259
RE1,PWRTRN,2035,274.667
RE1,PWRTRN,2036,280.7701
RE1,PWRTRN,2037,289.9933
RE1,PWRTRN,2038,295.1985
RE1,PWRTRN,2039,299.5511
RE1,PWRTRN,2040,331.5793
RE1,PWRTRN,2041,333.8204
RE1,PWRTRN,2042,337.3289
RE1,PWRTRN,2043,344.2465
RE1,PWRTRN,2044,347.7491
RE1,PWRTRN,2045,353.6046
RE1,PWRTRN,2046,358.0231
RE1,PWRTRN,2047,362.4416
RE1,PWRTRN,2048,366.3189
RE1,PWRTRN,2049,369.6661
RE1,PWRTRN,2050,775.0909
RE1,PWRTRN,2051,787.1519
RE1,PWRTRN,2052,793.8455
RE1,PWRTRN,2053,800.5986
RE1,PWRTRN,2054,806.8674
RE1,PWRTRN,2055,811.5986
RE1,PWRTRN,2056,818.5543
RE1,PWRTRN,2057,825.5719
RE1,PWRTRN,2058,832.6518
RE1,PWRTRN,2059,842.2501
RE1,PWRTRN,2060,844.4399
RE1,PWRTRN,2061,854.272
RE1,PWRTRN,2062,861.6075
RE1,PWRTRN,2063,869.0084
RE1,PWRTRN,2064,876.4752
RE1,PWRTRN,2065,879.5274
RE1,PWRTRN,2066,881.5867
RE1,PWRTRN,2067,881.5867
RE1,PWRTRN,2068,881.5867
RE1,PWRTRN,2069,881.5867
RE1,PWRTRN,2070,887.2934
RE1,PWRDIST,2015,87.5895
RE1,PWRDIST,2016,87.5895
RE1,PWRDIST,2017,87.5895
RE1,PWRDIST,2018,87.5895
RE1,PWRDIST,2019,87.5895
RE1,PWRDIST,2020,87.5895
RE1,PWRDIST,2021,87.5895
RE1,PWRDIST,2022,87.5895
RE1,PWRDIST,2023,87.5895
RE1,PWRDIST,2024,87.5895
RE1,PWRDIST,2025,87.5895
RE1,PWRDIST,2026,87.5895
RE1,PWRDIST,2027,89.3039
RE1,PWRDIST,2028,92.8606
RE1,PWRDIST,2029,95.6219
RE1,PWRDIST,2030,103.9638
RE1,PWRDIST,2031,110.3996
RE1,PWRDIST,2032,113.5358
RE1,PWRDIST,2033,117.2981
RE1,PWRDIST,2034,126.8874
RE1,PWRDIST,2035,129.8317
RE1,PWRDIST,2036,132.7598
RE1,PWRDIST,2037,137.1656
RE1,PWRDIST,2038,139.6732
RE1,PWRDIST,2039,141.7788
RE1,PWRDIST,2040,156.989
RE1,PWRDIST,2041,158.1015
RE1,PWRDIST,2042,159.8152
RE1,PWRDIST,2043,163.1456
RE1,PWRDIST,2044,164.8591
RE1,PWRDIST,2045,167.6896
RE1,PWRDIST,2046,169.8402
RE1,PWRDIST,2047,171.9921
RE1,PWRDIST,2048,173.8885
RE1,PWRDIST,2049,175.5344
RE1,PWRDIST,2050,368.1682
RE1,PWRDIST,2051,373.8972
RE1,PWRDIST,2052,377.0766
RE1,PWRDIST,2053,380.2843
RE1,PWRDIST,2054,383.262
RE1,PWRDIST,2055,385.5094
RE1,PWRDIST,2056,388.8133
RE1,PWRDIST,2057,392.1466
RE1,PWRDIST,2058,395.5096
RE1,PWRDIST,2059,400.0688
RE1,PWRDIST,2060,401.109
RE1,PWRDIST,2061,405.7792
RE1,PWRDIST,2062,409.2636
RE1,PWRDIST,2063,412.779
RE1,PWRDIST,2064,416.3257
RE1,PWRDIST,2065,417.7755
RE1,PWRDIST,2066,418.7537
RE1,PWRDIST,2067,418.7537
RE1,PWRDIST,2068,418.7537
RE1,PWRDIST,2069,418.7537
RE1,PWRDIST,2070,421.4644
RE1,DEMTRAMCYGSL,2015,220.5428
RE1,DEMTRAMCYGSL,2016,231.243
RE1,DEMTRAMCYGSL,2017,238.8578
RE1,DEMTRAMCYGSL,2018,247.0011
RE1,DEMTRAMCYGSL,2019,255.0563
RE1,DEMTRAMCYGSL,2020,263.2179
RE1,DEMTRAMCYGSL,2021,270.3192
RE1,DEMTRAMCYGSL,2022,277.5055
RE1,DEMTRAMCYGSL,2023,284.7768
RE1,DEMTRAMCYGSL,2024,287.3677
RE1,DEMTRAMCYGSL,2025,289.9586
RE1,DEMTRAMCYGSL,2026,292.5495
RE1,DEMTRAMCYGSL,2027,295.1403
RE1,DEMTRAMCYGSL,2028,297.7312
RE1,DEMTRAMCYGSL,2029,300.3221
RE1,DEMTRAMCYGSL,2030,49.9104
RE1,DEMTRAMCYGSL,2031,40.557
RE1,DEMTRAMCYGSL,2032,34.7582
RE1,DEMTRAMCYGSL,2033,28.3702
RE1,DEMTRAMCYGSL,2034,22.0984
RE1,DEMTRAMCYGSL,2035,15.7205
RE1,DEMTRAMCYGSL,2036,10.5653
RE1,DEMTRAMCYGSL,2037,5.3251
RE1,DEMTRACARGSL,2036,280.2117
RE1,DEMTRACARGSL,2037,748.6001
RE1,DEMTRACARGSL,2038,1216.9884
RE1,DEMTRACARGSL,2039,1685.3768
RE1,DEMTRACARGSL,2040,2153.7652
RE1,DEMTRACARGSL,2041,2622.1535
RE1,DEMTRACARGSL,2042,3090.5419
RE1,DEMTRACARGSL,2043,3558.9303
RE1,DEMTRACARGSL,2044,4027.3186
RE1,DEMTRACARGSL,2045,4495.707
RE1,DEMTRACARGSL,2046,4964.0954
RE1,DEMTRACARGSL,2047,5432.4837
RE1,DEMTRACARGSL,2048,5900.8721
RE1,DEMTRACARGSL,2049,6369.2605
RE1,DEMTRABUSGSL,2041,305.3882
RE1,DEMTRABUSGSL,2042,853.2082
RE1,DEMTRABUSGSL,2043,1401.0283
RE1,DEMTRABUSGSL,2044,1948.8483
RE1,DEMTRABUSGSL,2045,2496.6684
RE1,DEMTRABUSGSL,2046,3044.4884
RE1,DEMTRABUSGSL,2047,3592.3085
RE1,DEMTRABUSGSL,2048,4140.1285
RE1,DEMTRABUSGSL,2049,4687.9486
RE1,DEMINDHEBIO,2015,244.2214
RE1,DEMINDHEBIO,2016,244.3914
RE1,DEMINDHEBIO,2017,244.3914
RE1,DEMINDHEBIO,2018,244.5615
RE1,DEMINDHEBIO,2019,244.5615
RE1,DEMINDHEBIO,2020,244.7316
RE1,DEMINDHEBIO,2021,244.9017
RE1,DEMINDHEBIO,2022,247.2109
RE1,DEMINDHEBIO,2023,250.9477
RE1,DEMINDHEBIO,2024,254.6848
RE1,DEMINDHEBIO,2025,258.4223
RE1,DEMINDHEBIO,2026,262.5354
RE1,DEMINDHEBIO,2027,266.4645
RE1,DEMINDHEBIO,2028,270.5761
RE1,DEMINDHEBIO,2029,274.6887
RE1,DEMINDHEBIO,2030,278.8025
RE1,DEMINDHEBIO,2031,282.5353
RE1,DEMINDHEBIO,2032,286.2662
RE1,DEMINDHEBIO,2033,289.9955
RE1,DEMINDHEBIO,2034,293.7235
RE1,DEMINDHEBIO,2035,297.4506
RE1,DEMINDHEBIO,2036,300.7521
RE1,DEMINDHEBIO,2037,304.2636
RE1,DEMINDHEBIO,2038,307.5692
RE1,DEMINDHEBIO,2039,310.876
RE1,DEMINDHEBIO,2040,314.1841
RE1,DEMINDHEBIO,2041,317.844
RE1,DEMINDHEBIO,2042,321.2907
RE1,DEMINDHEBIO,2043,324.9618
RE1,DEMINDHEBIO,2044,328.4153
RE1,DEMINDHEBIO,2045,332.0978
RE1,DEMINDHEBIO,2046,335.0405
RE1,DEMINDHEBIO,2047,337.7592
RE1,DEMINDHEBIO,2048,340.712
RE1,DEMINDHEBIO,2049,343.6707
RE1,DEMINDHEBIO,2050,346.4004
RE1,DEMINDHEBIO,2051,349.4292
RE1,DEMINDHEBIO,2052,352.4844
RE1,DEMINDHEBIO,2053,355.5663
RE1,DEMINDHEBIO,2054,358.6751
RE1,DEMINDHEBIO,2055,362.0548
RE1,DEMINDHEBIO,2056,364.9742
RE1,DEMINDHEBIO,2057,368.4124
RE1,DEMINDHEBIO,2058,371.6329
RE1,DEMINDHEBIO,2059,374.8814
RE1,DEMINDHEBIO,2060,378.4112
RE1,DEMINDHEBIO,2061,381.7186
RE1,DEMINDHEBIO,2062,384.798
RE1,DEMINDHEBIO,2063,387.9028
RE1,DEMINDHEBIO,2064,391.0331
RE1,DEMINDHEBIO,2065,393.9266
RE1,DEMINDHEBIO,2066,397.1066
RE1,DEMINDHEBIO,2067,400.0463
RE1,DEMINDHEBIO,2068,403.0084
RE1,DEMINDHEBIO,2069,406.2635
RE1,DEMINDHEBIO,2070,409.2729
RE1,DEMRESCKNELC,2015,0.5365
RE1,DEMRESCKNELC,2016,0.5101
RE1,DEMRESCKNELC,2017,0.5176
RE1,DEMRESCKNELC,2018,0.5361
RE1,DEMRESCKNELC,2019,0.5093
RE1,DEMRESCKNELC,2020,0.4825
RE1,DEMRESCKNELC,2021,0.4557
RE1,DEMRESCKNELC,2022,0.4289
RE1,DEMRESCKNELC,2023,0.4021
RE1,DEMRESCKNELC,2024,11.0008
RE1,DEMRESCKNELC,2025,11.9446
RE1,DEMRESCKNELC,2026,16.4296
RE1,DEMRESCKNELC,2027,17.9902
RE1,DEMRESCKNELC,2028,20.0212
RE1,DEMRESCKNELC,2029,21.1623
RE1,DEMRESCKNELC,2030,28.5481
RE1,DEMRESCKNELC,2031,29.6011
RE1,DEMRESCKNELC,2032,29.5743
RE1,DEMRESCKNELC,2033,29.5475
RE1,DEMRESCKNELC,2034,29.5207
RE1,DEMRESCKNELC,2035,29.4939
RE1,DEMRESCKNELC,2036,29.5266
RE1,DEMRESCKNELC,2037,29.9677
RE1,DEMRESCKNELC,2038,30.336
RE1,DEMRESCKNELC,2039,30.7172
RE1,DEMRESCKNELC,2040,45.0896
RE1,DEMRESCKNELC,2041,45.0896
RE1,DEMRESCKNELC,2042,45.0896
RE1,DEMRESCKNELC,2043,46.8987
RE1,DEMRESCKNELC,2044,46.8987
RE1,DEMRESCKNELC,2045,48.1486
RE1,DEMRESCKNELC,2046,49.172
RE1,DEMRESCKNELC,2047,50.1971
RE1,DEMRESCKNELC,2048,50.9361
RE1,DEMRESCKNELC,2049,51.3949
RE1,DEMRESCKNELC,2050,69.738
RE1,DEMRESCKNELC,2051,71.6922
RE1,DEMRESCKNELC,2052,72.2831
RE1,DEMRESCKNELC,2053,72.8791
RE1,DEMRESCKNELC,2054,73.2646
RE1,DEMRESCKNELC,2055,72.7702
RE1,DEMRESCKNELC,2056,73.3884
RE1,DEMRESCKNELC,2057,74.0119
RE1,DEMRESCKNELC,2058,74.6408
RE1,DEMRESCKNELC,2059,75.4667
RE1,DEMRESCKNELC,2060,75.5468
RE1,DEMRESCKNELC,2061,76.5601
RE1,DEMRESCKNELC,2062,77.211
RE1,DEMRESCKNELC,2063,77.8674
RE1,DEMRESCKNELC,2064,78.5295
RE1,DEMRESCKNELC,2065,79.0104
RE1,DEMRESCKNELC,2066,78.9508
RE1,DEMRESCKNELC,2067,78.4829
RE1,DEMRESCKNELC,2068,78.0878
RE1,DEMRESCKNELC,2069,77.7067
RE1,DEMRESCKNELC,2070,63.3343
RE1,DEMRESCKNOIL,2015,17.9449
RE1,DEMRESCKNOIL,2016,17.059
RE1,DEMRESCKNOIL,2017,17.3102
RE1,DEMRESCKNOIL,2018,17.9308
RE1,DEMRESCKNOIL,2019,17.0343
RE1,DEMRESCKNOIL,2020,16.1377
RE1,DEMRESCKNOIL,2021,15.2412
RE1,DEMRESCKNOIL,2022,14.3446
RE1,DEMRESCKNOIL,2023,13.4481
RE1,DEMRESCKNOIL,2024,12.5516
RE1,DEMRESCKNOIL,2025,11.655
RE1,DEMRESCKNOIL,2026,10.7585
