r,t,y,TotalTechnologyAnnualActivity
RE1,PWRWND001,2030,135.4089
RE1,PWRWND001,2031,248.3703
RE1,PWRWND001,2032,285.0771
RE1,PWRWND001,2033,339.7026
RE1,PWRWND001,2034,362.3346
RE1,PWRWND001,2035,389.4288
RE1,PWRWND001,2036,416.324
RE1,PWRWND001,2037,440.7791
RE1,PWRWND001,2038,449.1215
RE1,PWRWND001,2039,449.1215
RE1,PWRWND001,2040,550.3568
RE1,PWRWND001,2041,590.2123
RE1,PWRWND001,2042,628.4289
RE1,PWRWND001,2043,663.5462
RE1,PWRWND001,2044,685.5858
RE1,PWRWND001,2045,714.7104
RE1,PWRWND001,2046,733.7277
RE1,PWRWND001,2047,754.506
RE1,PWRWND001,2048,777.4645
RE1,PWRWND001,2049,801.1908
RE1,PWRWND001,2050,819.4914
RE1,PWRWND001,2051,826.5324
RE1,PWRWND001,2052,833.6366
RE1,PWRWND001,2053,840.8048
RE1,PWRWND001,2054,848.0375
RE1,PWRWND001,2055,855.3353
RE1,PWRWND001,2056,862.6989
RE1,PWRWND001,2057,870.1288
RE1,PWRWND001,2058,877.6256
RE1,PWRWND001,2059,885.1901
RE1,PWRWND001,2060,892.8228
RE1,PWRWND001,2061,900.5244
RE1,PWRWND001,2062,908.2954
RE1,PWRWND001,2063,916.1367
RE1,PWRWND001,2064,924.0488
RE1,PWRWND001,2065,932.0323
RE1,PWRWND001,2066,940.088
RE1,PWRWND001,2067,948.2166
RE1,PWRWND001,2068,956.4186
RE1,PWRWND001,2069,964.695
RE1,PWRWND001,2070,973.0461
RE1,PWRWND002,2028,66.5059
RE1,PWRWND002,2029,170.347
RE1,PWRWND002,2030,187.4489
RE1,PWRWND002,2031,198.8706
RE1,PWRWND002,2032,212.5447
RE1,PWRWND002,2033,226.4684
RE1,PWRWND002,2034,241.5564
RE1,PWRWND002,2035,259.6192
RE1,PWRWND002,2036,277.5493
RE1,PWRWND002,2037,293.8527
RE1,PWRWND002,2038,315.8577
RE1,PWRWND002,2039,341.024
RE1,PWRWND002,2040,341.024
RE1,PWRWND002,2041,393.4749
RE1,PWRWND002,2042,418.9526
RE1,PWRWND002,2043,442.3642
RE1,PWRWND002,2044,457.0572
RE1,PWRWND002,2045,476.4736
RE1,PWRWND002,2046,489.1518
RE1,PWRWND002,2047,503.004
RE1,PWRWND002,2048,518.3096
RE1,PWRWND002,2049,534.1272
RE1,PWRWND002,2050,546.3276
RE1,PWRWND002,2051,551.0216
RE1,PWRWND002,2052,555.7578
RE1,PWRWND002,2053,560.5365
RE1,PWRWND002,2054,565.3583
RE1,PWRWND002,2055,570.2236
RE1,PWRWND002,2056,575.1326
RE1,PWRWND002,2057,580.0859
RE1,PWRWND002,2058,585.0838
RE1,PWRWND002,2059,590.1267
RE1,PWRWND002,2060,595.2152
RE1,PWRWND002,2061,600.3496
RE1,PWRWND002,2062,605.5303
RE1,PWRWND002,2063,610.7578
RE1,PWRWND002,2064,616.0325
RE1,PWRWND002,2065,621.3549
RE1,PWRWND002,2066,626.7254
RE1,PWRWND002,2067,632.1444
RE1,PWRWND002,2068,637.6124
RE1,PWRWND002,2069,643.13
RE1,PWRWND002,2070,648.6974
RE1,PWRSOL001S,2023,1.5861
RE1,PWRSOL001S,2024,100.009
RE1,PWRSOL001S,2025,212.0379
RE1,PWRSOL001S,2026,219.1798
RE1,PWRSOL001S,2027,226.3698
RE1,PWRSOL001S,2028,238.7371
RE1,PWRSOL001S,2029,255.5206
RE1,PWRSOL001S,2030,281.1734
RE1,PWRSOL001S,2031,298.3058
RE1,PWRSOL001S,2032,318.817
RE1,PWRSOL001S,2033,339.7026
RE1,PWRSOL001S,2034,362.3346
RE1,PWRSOL001S,2035,389.4288
RE1,PWRSOL001S,2036,416.324
RE1,PWRSOL001S,2037,440.7791
RE1,PWRSOL001S,2038,473.7865
RE1,PWRSOL001S,2039,511.5359
RE1,PWRSOL001S,2040,550.3568
RE1,PWRSOL001S,2041,590.2123
RE1,PWRSOL001S,2042,628.4289
RE1,PWRSOL001S,2043,663.5462
RE1,PWRSOL001S,2044,685.5858
RE1,PWRSOL001S,2045,714.7104
RE1,PWRSOL001S,2046,733.7277
RE1,PWRSOL001S,2047,754.506
RE1,PWRSOL001S,2048,777.4645
RE1,PWRSOL001S,2049,801.1908
RE1,PWRSOL001S,2050,819.4914
RE1,PWRSOL001S,2051,826.5324
RE1,PWRSOL001S,2052,833.6366
RE1,PWRSOL001S,2053,840.8048
RE1,PWRSOL001S,2054,848.0375
RE1,PWRSOL001S,2055,855.3353
RE1,PWRSOL001S,2056,862.6989
RE1,PWRSOL001S,2057,870.1288
RE1,PWRSOL001S,2058,877.6256
RE1,PWRSOL001S,2059,885.1901
RE1,PWRSOL001S,2060,892.8228
RE1,PWRSOL001S,2061,900.5244
RE1,PWRSOL001S,2062,908.2954
RE1,PWRSOL001S,2063,916.1367
RE1,PWRSOL001S,2064,924.0488
RE1,PWRSOL001S,2065,932.0323
RE1,PWRSOL001S,2066,940.088
RE1,PWRSOL001S,2067,948.2166
RE1,PWRSOL001S,2068,956.4186
RE1,PWRSOL001S,2069,964.695
RE1,PWRSOL001S,2070,973.0461
RE1,PWRWND001S,2033,47.8421
RE1,PWRWND001S,2034,122.1776
RE1,PWRWND001S,2035,185.3708
RE1,PWRWND001S,2036,249.1778
RE1,PWRWND001S,2037,328.0422
RE1,PWRWND001S,2038,397.091
RE1,PWRWND001S,2039,459.5762
RE1,PWRWND001S,2040,459.5762
RE1,PWRWND001S,2041,488.144
RE1,PWRWND001S,2042,581.224
RE1,PWRWND001S,2043,692.9381
RE1,PWRWND001S,2044,845.962
RE1,PWRWND001S,2045,897.9336
RE1,PWRWND001S,2046,1053.7862
RE1,PWRWND001S,2047,1244.179
RE1,PWRWND001S,2048,1295.7741
RE1,PWRWND001S,2049,1335.3179
RE1,PWRWND001S,2050,1365.819
RE1,PWRWND001S,2051,1377.5539
RE1,PWRWND001S,2052,1389.3944
RE1,PWRWND001S,2053,1401.3413
RE1,PWRWND001S,2054,1413.3958
RE1,PWRWND001S,2055,1425.5589
RE1,PWRWND001S,2056,1437.8315
RE1,PWRWND001S,2057,1450.2146
RE1,PWRWND001S,2058,1462.7094
RE1,PWRWND001S,2059,1475.3169
RE1,PWRWND001S,2060,1488.038
RE1,PWRWND001S,2061,1500.8739
RE1,PWRWND001S,2062,1513.8257
RE1,PWRWND001S,2063,1526.8945
RE1,PWRWND001S,2064,1540.0813
RE1,PWRWND001S,2065,1553.3872
RE1,PWRWND001S,2066,1566.8134
RE1,PWRWND001S,2067,1580.361
RE1,PWRWND001S,2068,1594.0311
RE1,PWRWND001S,2069,1607.8249
RE1,PWRWND001S,2070,1621.7436
RE1,PWRTRNIMP,2015,52.0
RE1,PWRTRNIMP,2016,71.0
RE1,PWRTRNIMP,2017,88.0
RE1,PWRTRNIMP,2018,96.0
RE1,PWRTRNIMP,2019,96.0
RE1,PWRTRNIMP,2020,96.0
RE1,PWRTRNIMP,2021,96.0
RE1,PWRTRNIMP,2022,96.0
RE1,PWRTRNIMP,2023,96.0
RE1,PWRTRNIMP,2024,96.0
RE1,PWRTRNIMP,2025,96.0
RE1,PWRTRNIMP,2026,96.0
RE1,PWRTRNIMP,2027,96.0
RE1,PWRTRNIMP,2028,96.0
RE1,PWRTRNIMP,2029,96.0
RE1,PWRTRNIMP,2030,96.0
RE1,PWRTRNIMP,2031,96.0
RE1,PWRTRNIMP,2032,96.0
RE1,PWRTRNIMP,2033,96.0
RE1,PWRTRNIMP,2034,96.0
RE1,PWRTRNIMP,2035,96.0
RE1,PWRTRNIMP,2036,96.0
RE1,PWRTRNIMP,2037,96.0
RE1,PWRTRNIMP,2038,96.0
RE1,PWRTRNIMP,2039,96.0
RE1,PWRTRNIMP,2040,96.0
RE1,PWRTRNIMP,2041,96.0
RE1,PWRTRNIMP,2042,96.0
RE1,PWRTRNIMP,2043,96.0
RE1,PWRTRNIMP,2044,96.0
RE1,PWRTRNIMP,2045,96.0
RE1,PWRTRNIMP,2046,96.0
RE1,PWRTRNIMP,2047,96.0
RE1,PWRTRNIMP,2048,96.0
RE1,PWRTRNIMP,2049,96.0
RE1,PWRTRNIMP,2050,96.0
RE1,PWRTRNIMP,2051,96.0
RE1,PWRTRNIMP,2052,96.0
RE1,PWRTRNIMP,2053,96.0
RE1,PWRTRNIMP,2054,96.0
RE1,PWRTRNIMP,2055,96.0
RE1,PWRTRNIMP,2056,96.0
RE1,PWRTRNIMP,2057,96.0
RE1,PWRTRNIMP,2058,96.0
RE1,PWRTRNIMP,2059,96.0
RE1,PWRTRNIMP,2060,96.0
RE1,PWRTRNIMP,2061,96.0
RE1,PWRTRNIMP,2062,96.0
RE1,PWRTRNIMP,2063,96.0
RE1,PWRTRNIMP,2064,96.0
RE1,PWRTRNIMP,2065,96.0
RE1,PWRTRNIMP,2066,96.0
RE1,PWRTRNIMP,2067,96.0
RE1,PWRTRNIMP,2068,96.0
RE1,PWRTRNIMP,2069,96.0
RE1,PWRTRNIMP,2070,96.0
RE1,PWRTRN,2015,711.6784
RE1,PWRTRN,2016,751.7444
RE1,PWRTRN,2017,786.4668
RE1,PWRTRN,2018,821.3276
RE1,PWRTRN,2019,855.5038
RE1,PWRTRN,2020,889.6576
RE1,PWRTRN,2021,947.3918
RE1,PWRTRN,2022,1051.5221
RE1,PWRTRN,2023,1048.7765
RE1,PWRTRN,2024,1144.8788
RE1,PWRTRN,2025,1262.2223
RE1,PWRTRN,2026,1300.9096
RE1,PWRTRN,2027,1378.4118
RE1,PWRTRN,2028,1458.6081
RE1,PWRTRN,2029,1559.7748
RE1,PWRTRN,2030,1624.0722
RE1,PWRTRN,2031,1749.2453
RE1,PWRTRN,2032,1814.08
RE1,PWRTRN,2033,1943.2977
RE1,PWRTRN,2034,2073.8336
RE1,PWRTRN,2035,2202.3987
RE1,PWRTRN,2036,2325.7088
RE1,PWRTRN,2037,2453.2177
RE1,PWRTRN,2038,2575.695
RE1,PWRTRN,2039,2694.146
RE1,PWRTRN,2040,2826.3918
RE1,PWRTRN,2041,2978.1624
RE1,PWRTRN,2042,3180.3371
RE1,PWRTRN,2043,3389.4912
RE1,PWRTRN,2044,3584.7752
RE1,PWRTRN,2045,3765.9736
RE1,PWRTRN,2046,3938.6034
RE1,PWRTRN,2047,4155.672
RE1,PWRTRN,2048,4355.5899
RE1,PWRTRN,2049,4649.8577
RE1,PWRTRN,2050,4994.5807
RE1,PWRTRN,2051,5032.1323
RE1,PWRTRN,2052,5070.0217
RE1,PWRTRN,2053,5111.8197
RE1,PWRTRN,2054,5154.3016
RE1,PWRTRN,2055,5197.1517
RE1,PWRTRN,2056,5240.3733
RE1,PWRTRN,2057,5283.9698
RE1,PWRTRN,2058,5327.9446
RE1,PWRTRN,2059,5372.301
RE1,PWRTRN,2060,5417.0425
RE1,PWRTRN,2061,5462.1725
RE1,PWRTRN,2062,5507.6946
RE1,PWRTRN,2063,5553.6123
RE1,PWRTRN,2064,5599.9292
RE1,PWRTRN,2065,5646.6488
RE1,PWRTRN,2066,5693.7748
RE1,PWRTRN,2067,5741.3109
RE1,PWRTRN,2068,5789.2607
RE1,PWRTRN,2069,5837.628
RE1,PWRTRN,2070,5886.4166
RE1,PWRDIST,2015,668.4143
RE1,PWRDIST,2016,706.2764
RE1,PWRDIST,2017,739.1412
RE1,PWRDIST,2018,772.1574
RE1,PWRDIST,2019,804.5514
RE1,PWRDIST,2020,836.9454
RE1,PWRDIST,2021,891.5509
RE1,PWRDIST,2022,989.8678
RE1,PWRDIST,2023,987.6066
RE1,PWRDIST,2024,1078.4568
RE1,PWRDIST,2025,1189.3816
RE1,PWRDIST,2026,1226.2374
RE1,PWRDIST,2027,1299.7159
RE1,PWRDIST,2028,1375.7834
RE1,PWRDIST,2029,1471.6865
RE1,PWRDIST,2030,1532.8535
RE1,PWRDIST,2031,1651.5354
RE1,PWRDIST,2032,1713.3079
RE1,PWRDIST,2033,1835.9466
RE1,PWRDIST,2034,1959.911
RE1,PWRDIST,2035,2082.0926
RE1,PWRDIST,2036,2199.384
RE1,PWRDIST,2037,2320.7235
RE1,PWRDIST,2038,2437.3802
RE1,PWRDIST,2039,2550.301
RE1,PWRDIST,2040,2676.3575
RE1,PWRDIST,2041,2820.9899
RE1,PWRDIST,2042,3013.4754
RE1,PWRDIST,2043,3212.701
RE1,PWRDIST,2044,3398.9046
RE1,PWRDIST,2045,3571.8691
RE1,PWRDIST,2046,3736.8157
RE1,PWRDIST,2047,3944.0444
RE1,PWRDIST,2048,4135.1245
RE1,PWRDIST,2049,4415.9311
RE1,PWRDIST,2050,4744.8517
RE1,PWRDIST,2051,4780.5257
RE1,PWRDIST,2052,4816.5206
RE1,PWRDIST,2053,4856.2287
RE1,PWRDIST,2054,4896.5865
RE1,PWRDIST,2055,4937.2941
RE1,PWRDIST,2056,4978.3547
RE1,PWRDIST,2057,5019.7713
RE1,PWRDIST,2058,5061.5473
RE1,PWRDIST,2059,5103.6859
RE1,PWRDIST,2060,5146.1903
RE1,PWRDIST,2061,5189.0639
RE1,PWRDIST,2062,5232.3099
RE1,PWRDIST,2063,5275.9317
RE1,PWRDIST,2064,5319.9327
RE1,PWRDIST,2065,5364.3163
RE1,PWRDIST,2066,5409.086
RE1,PWRDIST,2067,5454.2453
RE1,PWRDIST,2068,5499.7976
RE1,PWRDIST,2069,5545.7466
RE1,PWRDIST,2070,5592.0958
RE1,PWRSOL002,2023,28.513
RE1,PWRSOL002,2024,28.513
RE1,PWRSOL002,2025,28.513
RE1,PWRSOL002,2026,88.2636
RE1,PWRSOL002,2027,115.1278
RE1,PWRSOL002,2028,130.3323
RE1,PWRSOL002,2029,130.3323
RE1,PWRSOL002,2030,235.6289
RE1,PWRSOL002,2031,239.6136
RE1,PWRSOL002,2032,318.817
RE1,PWRSOL002,2033,339.7026
RE1,PWRSOL002,2034,362.3346
RE1,PWRSOL002,2035,389.4288
RE1,PWRSOL002,2036,416.324
RE1,PWRSOL002,2037,440.7791
RE1,PWRSOL002,2038,473.7865
RE1,PWRSOL002,2039,511.5359
RE1,PWRSOL002,2040,520.8598
RE1,PWRSOL002,2041,520.8598
RE1,PWRSOL002,2042,520.8598
RE1,PWRSOL002,2043,520.8598
RE1,PWRSOL002,2044,520.8598
RE1,PWRSOL002,2045,714.7104
RE1,PWRSOL002,2046,714.7104
RE1,PWRSOL002,2047,686.1974
RE1,PWRSOL002,2048,777.4645
RE1,PWRSOL002,2049,801.1908
RE1,PWRSOL002,2050,819.4914
RE1,PWRSOL002,2051,826.5324
RE1,PWRSOL002,2052,833.6366
RE1,PWRSOL002,2053,840.8048
RE1,PWRSOL002,2054,848.0375
RE1,PWRSOL002,2055,855.3353
RE1,PWRSOL002,2056,862.6989
RE1,PWRSOL002,2057,870.1288
RE1,PWRSOL002,2058,877.6256
RE1,PWRSOL002,2059,885.1901
RE1,PWRSOL002,2060,892.8228
RE1,PWRSOL002,2061,900.5244
RE1,PWRSOL002,2062,908.2954
RE1,PWRSOL002,2063,916.1367
RE1,PWRSOL002,2064,924.0488
RE1,PWRSOL002,2065,932.0323
RE1,PWRSOL002,2066,940.088
RE1,PWRSOL002,2067,948.2166
RE1,PWRSOL002,2068,956.4186
RE1,PWRSOL002,2069,964.695
RE1,PWRSOL002,2070,973.0461
RE1,PWRHYD004,2021,0.5451
RE1,PWRHYD004,2022,0.5451
RE1,PWRHYD004,2023,0.5451
RE1,PWRHYD004,2024,0.5451
RE1,PWRHYD004,2025,0.5451
RE1,PWRHYD004,2026,0.5451
RE1,PWRHYD004,2027,0.5451
RE1,PWRHYD004,2028,0.5451
RE1,PWRHYD004,2029,0.5451
RE1,PWRHYD004,2030,0.5451
RE1,PWRHYD004,2031,0.5451
RE1,PWRHYD004,2032,0.5451
RE1,PWRHYD004,2033,0.5451
RE1,PWRHYD004,2034,0.5451
RE1,PWRHYD004,2035,0.5451
RE1,PWRHYD004,2036,0.5451
RE1,PWRHYD004,2037,0.5451
RE1,PWRHYD004,2038,0.5451
RE1,PWRHYD004,2039,0.5451
RE1,PWRHYD004,2040,0.5451
RE1,PWRHYD004,2041,0.5451
RE1,PWRHYD004,2042,0.5451
RE1,PWRHYD004,2043,0.5451
RE1,PWRHYD004,2044,0.5451
RE1,PWRHYD004,2045,0.5451
RE1,PWRHYD004,2046,0.5451
RE1,PWRHYD004,2047,0.5451
RE1,PWRHYD004,2048,0.5451
RE1,PWRHYD004,2049,0.5451
RE1,PWRHYD004,2050,0.5451
RE1,PWRHYD004,2051,0.5451
RE1,PWRHYD004,2052,0.5451
RE1,PWRHYD004,2053,0.5451
RE1,PWRHYD004,2054,0.5451
RE1,PWRHYD004,2055,0.5451
RE1,PWRHYD004,2056,0.5451
RE1,PWRHYD004,2057,0.5451
RE1,PWRHYD004,2058,0.5451
RE1,PWRHYD004,2059,0.5451
RE1,PWRHYD004,2060,0.5451
RE1,PWRHYD004,2061,0.5451
RE1,PWRHYD004,2062,0.5451
RE1,PWRHYD004,2063,0.5451
RE1,PWRHYD004,2064,0.5451
RE1,PWRHYD004,2065,0.5451
RE1,PWRHYD004,2066,0.5451
RE1,PWRHYD004,2067,0.5451
RE1,PWRHYD004,2068,0.5451
RE1,PWRHYD004,2069,0.5451
RE1,PWRHYD004,2070,0.5451
RE1,PWRTRNEXP,2015,7.6
RE1,PWRTRNEXP,2016,4.75
RE1,PWRTRNEXP,2017,3.8
RE1,PWRTRNEXP,2018,3.8
RE1,PWRTRNEXP,2019,3.8
RE1,PWRTRNEXP,2020,3.8
RE1,PWRTRNEXP,2021,3.8
RE1,PWRTRNEXP,2022,3.8
RE1,PWRTRNEXP,2023,3.8
RE1,PWRTRNEXP,2024,3.8
RE1,PWRTRNEXP,2025,3.8
RE1,PWRTRNEXP,2026,3.8
RE1,PWRTRNEXP,2027,3.8
RE1,PWRTRNEXP,2028,3.8
RE1,PWRTRNEXP,2029,3.8
RE1,PWRTRNEXP,2030,3.8
RE1,PWRTRNEXP,2031,3.8
RE1,PWRTRNEXP,2032,3.8
RE1,PWRTRNEXP,2033,3.8
RE1,PWRTRNEXP,2034,3.8
RE1,PWRTRNEXP,2035,3.8
RE1,PWRTRNEXP,2036,3.8
RE1,PWRTRNEXP,2037,3.8
RE1,PWRTRNEXP,2038,3.8
RE1,PWRTRNEXP,2039,3.8
RE1,PWRTRNEXP,2040,3.8
RE1,PWRTRNEXP,2041,3.8
RE1,PWRTRNEXP,2042,3.8
RE1,PWRTRNEXP,2043,3.8
RE1,PWRTRNEXP,2044,3.8
RE1,PWRTRNEXP,2045,3.8
RE1,PWRTRNEXP,2046,3.8
RE1,PWRTRNEXP,2047,3.8
RE1,PWRTRNEXP,2048,3.8
RE1,PWRTRNEXP,2049,3.8
RE1,PWRTRNEXP,2050,3.8
RE1,PWRTRNEXP,2051,3.8
RE1,PWRTRNEXP,2052,3.8
RE1,PWRTRNEXP,2053,3.8
RE1,PWRTRNEXP,2054,3.8
RE1,PWRTRNEXP,2055,3.8
RE1,PWRTRNEXP,2056,3.8
RE1,PWRTRNEXP,2057,3.8
RE1,PWRTRNEXP,2058,3.8
RE1,PWRTRNEXP,2059,3.8
RE1,PWRTRNEXP,2060,3.8
RE1,PWRTRNEXP,2061,3.8
RE1,PWRTRNEXP,2062,3.8
RE1,PWRTRNEXP,2063,3.8
RE1,PWRTRNEXP,2064,3.8
RE1,PWRTRNEXP,2065,3.8
RE1,PWRTRNEXP,2066,3.8
RE1,PWRTRNEXP,2067,3.8
RE1,PWRTRNEXP,2068,3.8
RE1,PWRTRNEXP,2069,3.8
RE1,PWRTRNEXP,2070,3.8
RE1,DEMTRAEVC,2021,39.1405
RE1,DEMTRAEVC,2022,78.2811
RE1,DEMTRAEVC,2023,117.4216
RE1,DEMTRAEVC,2024,156.5622
RE1,DEMTRAEVC,2025,195.7027
RE1,DEMTRAEVC,2026,250.395
RE1,DEMTRAEVC,2027,311.513
RE1,DEMTRAEVC,2028,374.9113
RE1,DEMTRAEVC,2029,443.1241
RE1,DEMTRAEVC,2030,513.1599
RE1,DEMTRAEVC,2031,583.4277
RE1,DEMTRAEVC,2032,655.2114
RE1,DEMTRAEVC,2033,728.5103
RE1,DEMTRAEVC,2034,803.3234
RE1,DEMTRAEVC,2035,879.6502
RE1,DEMTRAEVC,2036,956.5359
RE1,DEMTRAEVC,2037,1034.7992
RE1,DEMTRAEVC,2038,1114.4398
RE1,DEMTRAEVC,2039,1195.5143
RE1,DEMTRAEVC,2040,1270.1126
RE1,DEMTRAEVC,2041,1345.4121
RE1,DEMTRAEVC,2042,1422.0141
RE1,DEMTRAEVC,2043,1499.9184
RE1,DEMTRAEVC,2044,1579.1246
RE1,DEMTRAEVC,2045,1667.4751
RE1,DEMTRAEVC,2046,1758.3573
RE1,DEMTRAEVC,2047,1848.9711
RE1,DEMTRAEVC,2048,1940.1454
RE1,DEMTRAEVC,2049,2034.3535
RE1,DEMTRAEVC,2050,2119.562
RE1,DEMTRAEVC,2051,2135.7033
RE1,DEMTRAEVC,2052,2151.9694
RE1,DEMTRAEVC,2053,2168.3614
RE1,DEMTRAEVC,2054,2184.8802
RE1,DEMTRAEVC,2055,2201.5267
RE1,DEMTRAEVC,2056,2218.3021
RE1,DEMTRAEVC,2057,2235.2072
RE1,DEMTRAEVC,2058,2252.2431
RE1,DEMTRAEVC,2059,2269.4109
RE1,DEMTRAEVC,2060,2286.7115
RE1,DEMTRAEVC,2061,2304.146
RE1,DEMTRAEVC,2062,2321.7154
RE1,DEMTRAEVC,2063,2339.4209
RE1,DEMTRAEVC,2064,2357.2633
RE1,DEMTRAEVC,2065,2375.2439
RE1,DEMTRAEVC,2066,2393.3637
RE1,DEMTRAEVC,2067,2411.6237
RE1,DEMTRAEVC,2068,2430.0251
RE1,DEMTRAEVC,2069,2448.569
RE1,DEMTRAEVC,2070,2467.2565
RE1,DEMTRAMCYELC,2021,35.2618
RE1,DEMTRAMCYELC,2022,70.5235
RE1,DEMTRAMCYELC,2023,105.7853
RE1,DEMTRAMCYELC,2024,141.047
RE1,DEMTRAMCYELC,2025,176.3088
RE1,DEMTRAMCYELC,2026,211.5705
RE1,DEMTRAMCYELC,2027,246.8323
RE1,DEMTRAMCYELC,2028,282.094
RE1,DEMTRAMCYELC,2029,304.3435
RE1,DEMTRAMCYELC,2030,309.4175
RE1,DEMTRAMCYELC,2031,313.6162
RE1,DEMTRAMCYELC,2032,317.8138
RE1,DEMTRAMCYELC,2033,322.0103
RE1,DEMTRAMCYELC,2034,326.2057
RE1,DEMTRAMCYELC,2035,330.4001
RE1,DEMTRAMCYELC,2036,334.224
RE1,DEMTRAMCYELC,2037,338.0472
RE1,DEMTRAMCYELC,2038,341.8699
RE1,DEMTRAMCYELC,2039,345.6921
RE1,DEMTRAMCYELC,2040,349.5138
RE1,DEMTRAMCYELC,2041,353.1503
RE1,DEMTRAMCYELC,2042,356.7864
RE1,DEMTRAMCYELC,2043,360.4222
RE1,DEMTRAMCYELC,2044,364.0576
RE1,DEMTRAMCYELC,2045,367.6927
RE1,DEMTRAMCYELC,2046,370.5351
RE1,DEMTRAMCYELC,2047,373.3773
RE1,DEMTRAMCYELC,2048,376.2194
RE1,DEMTRAMCYELC,2049,379.0613
RE1,DEMTRAMCYELC,2050,381.9031
RE1,DEMTRAMCYELC,2051,384.8114
RE1,DEMTRAMCYELC,2052,387.7422
RE1,DEMTRAMCYELC,2053,390.6957
RE1,DEMTRAMCYELC,2054,393.6721
RE1,DEMTRAMCYELC,2055,396.6715
RE1,DEMTRAMCYELC,2056,399.6941
RE1,DEMTRAMCYELC,2057,402.74
RE1,DEMTRAMCYELC,2058,405.8096
RE1,DEMTRAMCYELC,2059,408.9029
RE1,DEMTRAMCYELC,2060,412.0201
RE1,DEMTRAMCYELC,2061,415.1614
RE1,DEMTRAMCYELC,2062,418.3271
RE1,DEMTRAMCYELC,2063,421.5173
RE1,DEMTRAMCYELC,2064,424.7321
RE1,DEMTRAMCYELC,2065,427.9719
RE1,DEMTRAMCYELC,2066,431.2367
RE1,DEMTRAMCYELC,2067,434.5268
RE1,DEMTRAMCYELC,2068,437.8424
RE1,DEMTRAMCYELC,2069,441.1836
RE1,DEMTRAMCYELC,2070,444.5507
RE1,DEMTRACARELC,2029,3.8775
RE1,DEMTRACARELC,2030,26.5726
RE1,DEMTRACARELC,2031,50.3523
RE1,DEMTRACARELC,2032,75.4987
RE1,DEMTRACARELC,2033,102.0112
RE1,DEMTRACARELC,2034,129.889
RE1,DEMTRACARELC,2035,159.1313
RE1,DEMTRACARELC,2036,189.2479
RE1,DEMTRACARELC,2037,220.6061
RE1,DEMTRACARELC,2038,253.2057
RE1,DEMTRACARELC,2039,287.0975
RE1,DEMTRACARELC,2040,350.4814
RE1,DEMTRACARELC,2041,414.6824
RE1,DEMTRACARELC,2042,480.0571
RE1,DEMTRACARELC,2043,546.6053
RE1,DEMTRACARELC,2044,614.3269
RE1,DEMTRACARELC,2045,654.9607
RE1,DEMTRACARELC,2046,677.3527
RE1,DEMTRACARELC,2047,705.292
RE1,DEMTRACARELC,2048,735.7908
RE1,DEMTRACARELC,2049,782.495
RE1,DEMTRACARELC,2050,821.0916
RE1,DEMTRACARELC,2051,827.3445
RE1,DEMTRACARELC,2052,833.6458
RE1,DEMTRACARELC,2053,839.9959
RE1,DEMTRACARELC,2054,846.395
RE1,DEMTRACARELC,2055,852.8437
RE1,DEMTRACARELC,2056,859.3422
RE1,DEMTRACARELC,2057,865.8911
RE1,DEMTRACARELC,2058,872.4906
RE1,DEMTRACARELC,2059,879.1412
RE1,DEMTRACARELC,2060,885.8432
RE1,DEMTRACARELC,2061,892.5971
RE1,DEMTRACARELC,2062,899.4033
RE1,DEMTRACARELC,2063,906.2621
RE1,DEMTRACARELC,2064,913.1741
RE1,DEMTRACARELC,2065,920.1395
RE1,DEMTRACARELC,2066,927.1589
RE1,DEMTRACARELC,2067,934.2326
RE1,DEMTRACARELC,2068,941.3611
RE1,DEMTRACARELC,2069,948.5448
RE1,DEMTRACARELC,2070,955.784
RE1,DEMTRABUSELC,2026,14.0105
RE1,DEMTRABUSELC,2027,33.8101
RE1,DEMTRABUSELC,2028,55.6639
RE1,DEMTRABUSELC,2029,90.99
RE1,DEMTRABUSELC,2030,126.316
RE1,DEMTRABUSELC,2031,161.642
RE1,DEMTRABUSELC,2032,196.9681
RE1,DEMTRABUSELC,2033,232.2941
RE1,DEMTRABUSELC,2034,267.6201
RE1,DEMTRABUSELC,2035,302.9462
RE1,DEMTRABUSELC,2036,338.2722
RE1,DEMTRABUSELC,2037,373.5982
RE1,DEMTRABUSELC,2038,408.9243
RE1,DEMTRABUSELC,2039,444.2503
RE1,DEMTRABUSELC,2040,444.2503
RE1,DEMTRABUSELC,2041,444.2503
RE1,DEMTRABUSELC,2042,444.2503
RE1,DEMTRABUSELC,2043,444.2503
RE1,DEMTRABUSELC,2044,444.2503
RE1,DEMTRABUSELC,2045,479.5763
RE1,DEMTRABUSELC,2046,536.2179
RE1,DEMTRABUSELC,2047,587.0704
RE1,DEMTRABUSELC,2048,635.8686
RE1,DEMTRABUSELC,2049,671.1946
RE1,DEMTRABUSELC,2050,706.5207
RE1,DEMTRABUSELC,2051,711.9011
RE1,DEMTRABUSELC,2052,717.3232
RE1,DEMTRABUSELC,2053,722.7871
RE1,DEMTRABUSELC,2054,728.2934
RE1,DEMTRABUSELC,2055,733.8422
RE1,DEMTRABUSELC,2056,739.434
RE1,DEMTRABUSELC,2057,745.0691
RE1,DEMTRABUSELC,2058,750.7477
RE1,DEMTRABUSELC,2059,756.4703
RE1,DEMTRABUSELC,2060,762.2372
RE1,DEMTRABUSELC,2061,768.0487
RE1,DEMTRABUSELC,2062,773.9051
