r,t,y,SalvageValue
RE1,PWRDIST,2060,91.6063
RE1,PWRDIST,2061,216.1822
RE1,PWRDIST,2062,163.5053
RE1,PWRDIST,2063,165.4235
RE1,PWRDIST,2064,167.3435
RE1,PWRDIST,2065,169.2654
RE1,PWRDIST,2066,171.1903
RE1,PWRDIST,2067,173.1191
RE1,PWRDIST,2068,175.0517
RE1,PWRDIST,2069,195.6846
RE1,DEMTRAEVC,2024,737.918
RE1,DEMTRAEVC,2025,15.6718
RE1,DEMTRAEVC,2026,21.3122
RE1,DEMTRAEVC,2027,24.9813
RE1,DEMTRAEVC,2028,28.4746
RE1,DEMTRAEVC,2029,31.8006
RE1,DEMTRAEVC,2030,34.9673
RE1,DEMTRAEVC,2031,31.434
RE1,DEMTRAEVC,2032,33.8048
RE1,DEMTRAEVC,2033,36.0616
RE1,DEMTRAEVC,2034,38.2099
RE1,DEMTRAEVC,2035,40.2549
RE1,DEMTRAEVC,2036,38.4811
RE1,DEMTRAEVC,2037,40.1736
RE1,DEMTRAEVC,2038,41.785
RE1,DEMTRAEVC,2039,43.3192
RE1,DEMTRAEVC,2040,44.7799
RE1,DEMTRAEVC,2041,43.9386
RE1,DEMTRAEVC,2042,45.1996
RE1,DEMTRAEVC,2043,46.4002
RE1,DEMTRAEVC,2044,47.5434
RE1,DEMTRAEVC,2045,48.6319
RE1,DEMTRAEVC,2046,38.84
RE1,DEMTRAEVC,2047,39.613
RE1,DEMTRAEVC,2048,40.349
RE1,DEMTRAEVC,2049,41.0499
RE1,DEMTRAEVC,2050,23638.743
RE1,DEMTRAEVC,2051,296.3267
RE1,DEMTRAEVC,2052,242.2767
RE1,DEMTRAEVC,2053,247.4662
RE1,DEMTRAEVC,2054,252.5636
RE1,DEMTRAEVC,2055,257.5758
RE1,DEMTRAEVC,2056,262.5052
RE1,DEMTRAEVC,2057,267.3572
RE1,DEMTRAEVC,2058,272.136
RE1,DEMTRAEVC,2059,318.8274
RE1,DEMTRAEVC,2060,125.7506
RE1,DEMTRAEVC,2061,400.3971
RE1,DEMTRAEVC,2062,290.5895
RE1,DEMTRAEVC,2063,295.056
RE1,DEMTRAEVC,2064,299.4708
RE1,DEMTRAEVC,2065,303.8353
RE1,DEMTRAEVC,2066,308.1543
RE1,DEMTRAEVC,2067,312.4307
RE1,DEMTRAEVC,2068,316.6656
RE1,DEMTRAEVC,2069,431.7216
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0
RE1,DEMTRAMCYELC,2062,0.0
RE1,DEMTRAMCYELC,2063,0.0
RE1,DEMTRAMCYELC,2064,0.0
RE1,DEMTRAMCYELC,2065,0.0001
RE1,DEMTRAMCYELC,2066,0.0001
RE1,DEMTRAMCYELC,2067,0.0
RE1,DEMTRAMCYELC,2068,0.0
RE1,DEMTRAMCYELC,2069,0.0008
RE1,DEMTRAMCYELC,2070,0.0
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2053,0.0
RE1,DEMTRACARELC,2054,0.0
RE1,DEMTRACARELC,2055,0.0
RE1,DEMTRACARELC,2056,0.0
RE1,DEMTRACARELC,2059,0.0
RE1,DEMTRACARELC,2060,0.0
RE1,DEMTRACARELC,2061,0.0
RE1,DEMTRACARELC,2063,0.0
RE1,DEMTRACARELC,2064,0.0
RE1,DEMTRACARELC,2065,0.0
RE1,DEMTRACARELC,2066,0.0
RE1,DEMTRACARELC,2067,0.0
RE1,DEMTRACARELC,2068,0.0
RE1,DEMTRACARELC,2069,0.0
RE1,DEMTRACARELC,2070,0.0026
RE1,DEMTRABUSELC,2052,351.189
RE1,DEMTRABUSELC,2053,690.9583
RE1,DEMTRABUSELC,2054,1019.7891
RE1,DEMTRABUSELC,2055,1338.1434
RE1,DEMTRABUSELC,2056,1646.4646
RE1,DEMTRABUSELC,2057,1945.1785
RE1,DEMTRABUSELC,2058,2234.6941
RE1,DEMTRABUSELC,2059,2515.4037
RE1,DEMTRABUSELC,2060,2787.6844
RE1,DEMTRABUSELC,2061,3051.898
RE1,DEMTRABUSELC,2062,3308.3918
RE1,DEMTRABUSELC,2063,3557.4997
RE1,DEMTRABUSELC,2064,3799.5419
RE1,DEMTRABUSELC,2065,4034.8263
RE1,DEMTRABUSELC,2066,4263.6482
RE1,DEMTRABUSELC,2067,4486.2913
RE1,DEMTRABUSELC,2068,4703.0281
RE1,DEMTRABUSELC,2069,4914.1205
RE1,DEMTRABUSELC,2070,585817.3
RE1,DEMINDELC,2062,0.0
RE1,DEMINDELC,2063,0.0
RE1,DEMINDELC,2064,0.0
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2070,0.0002
RE1,INDENEFFDP,2062,130.8219
RE1,INDENEFFDP,2063,256.5668
RE1,INDENEFFDP,2064,4185.7574
RE1,INDENEFFDP,2065,527.616
RE1,INDENEFFDP,2066,692.8651
RE1,INDENEFFDP,2067,815.574
RE1,INDENEFFDP,2068,933.5591
RE1,INDENEFFDP,2069,1282.7041
RE1,DEMINDHEBIO,2057,21.735
RE1,DEMINDHEBIO,2058,42.4438
RE1,DEMINDHEBIO,2059,62.1852
RE1,DEMINDHEBIO,2060,2114.806
RE1,DEMINDHEBIO,2061,87.6847
RE1,DEMINDHEBIO,2062,102.9004
RE1,DEMINDHEBIO,2063,117.4256
RE1,DEMINDHEBIO,2064,131.3188
RE1,DEMINDHEBIO,2065,144.6429
RE1,DEMINDHEBIO,2066,150.8249
RE1,DEMINDHEBIO,2067,207.7313
RE1,DEMINDHEBIO,2068,248.3554
RE1,DEMINDHEBIO,2069,263.8975
RE1,DEMINDHEBIO,2070,278.8692
RE1,DEMRESELC,2062,0.0
RE1,DEMRESELC,2063,0.0
RE1,DEMRESELC,2064,0.0
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2070,0.0001
RE1,RESENEFFDP,2062,65.3067
RE1,RESENEFFDP,2063,128.0788
RE1,RESENEFFDP,2064,2089.5408
RE1,RESENEFFDP,2065,263.3872
RE1,RESENEFFDP,2066,345.88
RE1,RESENEFFDP,2067,407.1366
RE1,RESENEFFDP,2068,466.0351
RE1,RESENEFFDP,2069,640.3292
RE1,DEMRESCKNELC,2042,1.1213
RE1,DEMRESCKNELC,2043,2.249
RE1,DEMRESCKNELC,2044,10.7761
RE1,DEMRESCKNELC,2045,12.855
RE1,DEMRESCKNELC,2046,3.6923
RE1,DEMRESCKNELC,2047,5.6302
RE1,DEMRESCKNELC,2048,5.1438
RE1,DEMRESCKNELC,2049,5.5144
RE1,DEMRESCKNELC,2050,157.8019
RE1,DEMRESCKNELC,2051,30.5304
RE1,DEMRESCKNELC,2052,7.2595
RE1,DEMRESCKNELC,2053,7.8129
RE1,DEMRESCKNELC,2054,269.6545
RE1,DEMRESCKNELC,2055,32.2037
RE1,DEMRESCKNELC,2056,48.7938
RE1,DEMRESCKNELC,2057,17.8476
RE1,DEMRESCKNELC,2058,18.644
RE1,DEMRESCKNELC,2059,61.0968
RE1,DEMRESCKNELC,2060,76.6615
RE1,DEMRESCKNELC,2061,24.5001
RE1,DEMRESCKNELC,2062,12.2096
RE1,DEMRESCKNELC,2063,12.6434
RE1,DEMRESCKNELC,2064,54.2219
RE1,DEMRESCKNELC,2065,33.9102
RE1,DEMRESCKNELC,2066,31.9188
RE1,DEMRESCKNELC,2067,32.4997
RE1,DEMRESCKNELC,2068,98.225
RE1,DEMRESCKNELC,2069,24.0541
RE1,DEMRESCKNBIO,2052,3.8243
RE1,DEMRESCKNBIO,2053,7.4683
RE1,DEMRESCKNBIO,2054,10.9408
RE1,DEMRESCKNBIO,2055,14.2499
RE1,DEMRESCKNBIO,2056,17.1804
RE1,DEMRESCKNBIO,2057,20.1496
RE1,DEMRESCKNBIO,2058,22.9804
RE1,DEMRESCKNBIO,2059,4.1248
RE1,DEMRESCKNBIO,2060,4.5483
RE1,DEMRESCKNBIO,2061,4.9543
RE1,DEMRESCKNBIO,2062,5.345
RE1,DEMRESCKNBIO,2063,5.7203
RE1,DEMRESCKNBIO,2064,6.0808
RE1,DEMRESCKNBIO,2065,6.4273
RE1,DEMRESCKNBIO,2066,5.8881
RE1,DEMRESCKNBIO,2067,6.1719
RE1,DEMRESCKNBIO,2068,6.4454
RE1,DEMRESCKNBIO,2069,6.7093
RE1,DEMRESCKNBIO,2070,20.1591
RE1,DEMRESHEBIO,2057,5.2577
RE1,DEMRESHEBIO,2058,10.2626
RE1,DEMRESHEBIO,2059,15.0294
RE1,DEMRESHEBIO,2060,422.7288
RE1,DEMRESHEBIO,2061,21.2367
RE1,DEMRESHEBIO,2062,24.9076
RE1,DEMRESHEBIO,2063,28.4081
RE1,DEMRESHEBIO,2064,49.5194
RE1,DEMRESHEBIO,2065,55.0751
RE1,DEMRESHEBIO,2066,52.5046
RE1,DEMRESHEBIO,2067,56.5925
RE1,DEMRESHEBIO,2068,60.5165
RE1,DEMRESHEBIO,2069,64.2752
RE1,DEMRESHEBIO,2070,67.8932
RE1,DEMCOMELC,2062,0.0
RE1,DEMCOMELC,2063,0.0
RE1,DEMCOMELC,2064,0.0
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2070,0.0001
RE1,COMENEFFDP,2062,67.4975
RE1,COMENEFFDP,2063,132.3754
RE1,COMENEFFDP,2064,2159.6372
RE1,COMENEFFDP,2065,272.2229
RE1,COMENEFFDP,2066,357.483
RE1,COMENEFFDP,2067,420.7946
RE1,COMENEFFDP,2068,481.6688
RE1,COMENEFFDP,2069,661.8098
RE1,DEMCOMHEBIO,2057,2.5888
RE1,DEMCOMHEBIO,2058,5.059
RE1,DEMCOMHEBIO,2059,7.4169
RE1,DEMCOMHEBIO,2060,187.0523
RE1,DEMCOMHEBIO,2061,21.1595
RE1,DEMCOMHEBIO,2062,18.3591
RE1,DEMCOMHEBIO,2063,20.9516
RE1,DEMCOMHEBIO,2064,23.4304
RE1,DEMCOMHEBIO,2065,25.8066
RE1,DEMCOMHEBIO,2066,25.7923
RE1,DEMCOMHEBIO,2067,27.8336
RE1,DEMCOMHEBIO,2068,29.7971
RE1,DEMCOMHEBIO,2069,31.6815
RE1,DEMCOMHEBIO,2070,33.4985
RE1,DEMINDHECOA,2057,41.4981
RE1,DEMINDHECOA,2058,81.1294
RE1,DEMINDHECOA,2059,118.9862
RE1,DEMINDHECOA,2060,4050.7853
RE1,DEMINDHECOA,2061,168.1085
RE1,DEMINDHECOA,2062,197.3758
RE1,DEMINDHECOA,2063,225.3596
RE1,DEMINDHECOA,2064,252.1239
RE1,DEMINDHECOA,2065,277.7293
RE1,DEMINDHECOA,2066,289.6658
RE1,DEMINDHECOA,2067,399.0256
RE1,DEMINDHECOA,2068,477.1003
RE1,DEMINDHECOA,2069,507.0444
RE1,DEMINDHECOA,2070,535.8104
