r,t,y,AnnualVariableOperatingCost
RE1,PWRSOL001S,2038,0.0136
RE1,PWRSOL001S,2039,0.0138
RE1,PWRSOL001S,2040,0.0142
RE1,PWRSOL001S,2041,0.0142
RE1,PWRSOL001S,2042,0.0144
RE1,PWRSOL001S,2043,0.0146
RE1,PWRSOL001S,2044,0.0148
RE1,PWRSOL001S,2045,0.015
RE1,PWRSOL001S,2046,0.0151
RE1,PWRSOL001S,2047,0.0152
RE1,PWRSOL001S,2048,0.0154
RE1,PWRSOL001S,2049,0.0155
RE1,PWRSOL001S,2050,0.0276
RE1,PWRSOL001S,2051,0.0282
RE1,PWRSOL001S,2052,0.0284
RE1,PWRSOL001S,2053,0.0287
RE1,PWRSOL001S,2054,0.0289
RE1,PWRSOL001S,2055,0.0292
RE1,PWRSOL001S,2056,0.0294
RE1,PWRSOL001S,2057,0.0297
RE1,PWRSOL001S,2058,0.0299
RE1,PWRSOL001S,2059,0.0308
RE1,PWRSOL001S,2060,0.0299
RE1,PWRSOL001S,2061,0.0307
RE1,PWRSOL001S,2062,0.031
RE1,PWRSOL001S,2063,0.0312
RE1,PWRSOL001S,2064,0.0315
RE1,PWRSOL001S,2065,0.0318
RE1,PWRSOL001S,2066,0.032
RE1,PWRSOL001S,2067,0.0323
RE1,PWRSOL001S,2068,0.0326
RE1,PWRSOL001S,2069,0.0329
RE1,PWRSOL001S,2070,0.0373
RE1,PWRTRNIMP,2015,0.0052
RE1,PWRTRNIMP,2016,0.0071
RE1,PWRTRNIMP,2017,0.0088
RE1,PWRTRNIMP,2018,0.0096
RE1,PWRTRNIMP,2019,0.0096
RE1,PWRTRNIMP,2020,0.0096
RE1,PWRTRNIMP,2021,0.0096
RE1,PWRTRNIMP,2022,0.0096
RE1,PWRTRNIMP,2023,0.0096
RE1,PWRTRNIMP,2024,0.0096
RE1,PWRTRNIMP,2025,0.0096
RE1,PWRTRNIMP,2026,0.0096
RE1,PWRTRNIMP,2027,0.0096
RE1,PWRTRNIMP,2028,0.0096
RE1,PWRTRNIMP,2029,0.0096
RE1,PWRTRNIMP,2030,0.0096
RE1,PWRTRNIMP,2031,0.0096
RE1,PWRTRNIMP,2032,0.0096
RE1,PWRTRNIMP,2033,0.0096
RE1,PWRTRNIMP,2034,0.0096
RE1,PWRTRNIMP,2035,0.0096
RE1,PWRTRNIMP,2036,0.0096
RE1,PWRTRNIMP,2037,0.0096
RE1,PWRTRNIMP,2038,0.0096
RE1,PWRTRNIMP,2039,0.0096
RE1,PWRTRNIMP,2040,0.0096
RE1,PWRTRNIMP,2041,0.0096
RE1,PWRTRNIMP,2042,0.0096
RE1,PWRTRNIMP,2043,0.0096
RE1,PWRTRNIMP,2044,0.0096
RE1,PWRTRNIMP,2045,0.0096
RE1,PWRTRNIMP,2046,0.0096
RE1,PWRTRNIMP,2047,0.0096
RE1,PWRTRNIMP,2048,0.0096
RE1,PWRTRNIMP,2049,0.0096
RE1,PWRTRNIMP,2050,0.0096
RE1,PWRTRNIMP,2051,0.0096
RE1,PWRTRNIMP,2052,0.0096
RE1,PWRTRNIMP,2053,0.0096
RE1,PWRTRNIMP,2054,0.0096
RE1,PWRTRNIMP,2055,0.0096
RE1,PWRTRNIMP,2056,0.0096
RE1,PWRTRNIMP,2057,0.0096
RE1,PWRTRNIMP,2058,0.0096
RE1,PWRTRNIMP,2059,0.0096
RE1,PWRTRNIMP,2060,0.0096
RE1,PWRTRNIMP,2061,0.0096
RE1,PWRTRNIMP,2062,0.0096
RE1,PWRTRNIMP,2063,0.0096
RE1,PWRTRNIMP,2064,0.0096
RE1,PWRTRNIMP,2065,0.0096
RE1,PWRTRNIMP,2066,0.0096
RE1,PWRTRNIMP,2067,0.0096
RE1,PWRTRNIMP,2068,0.0096
RE1,PWRTRNIMP,2069,0.0096
RE1,PWRTRNIMP,2070,0.0096
RE1,PWRTRN,2015,0.0712
RE1,PWRTRN,2016,0.0752
RE1,PWRTRN,2017,0.0786
RE1,PWRTRN,2018,0.0821
RE1,PWRTRN,2019,0.0856
RE1,PWRTRN,2020,0.089
RE1,PWRTRN,2021,0.0916
RE1,PWRTRN,2022,0.0942
RE1,PWRTRN,2023,0.0968
RE1,PWRTRN,2024,0.1289
RE1,PWRTRN,2025,0.1318
RE1,PWRTRN,2026,0.1349
RE1,PWRTRN,2027,0.1381
RE1,PWRTRN,2028,0.1412
RE1,PWRTRN,2029,0.1443
RE1,PWRTRN,2030,0.1474
RE1,PWRTRN,2031,0.1508
RE1,PWRTRN,2032,0.1541
RE1,PWRTRN,2033,0.1574
RE1,PWRTRN,2034,0.1607
RE1,PWRTRN,2035,0.164
RE1,PWRTRN,2036,0.1667
RE1,PWRTRN,2037,0.1694
RE1,PWRTRN,2038,0.1721
RE1,PWRTRN,2039,0.1748
RE1,PWRTRN,2040,0.1774
RE1,PWRTRN,2041,0.1802
RE1,PWRTRN,2042,0.1828
RE1,PWRTRN,2043,0.1854
RE1,PWRTRN,2044,0.1878
RE1,PWRTRN,2045,0.1907
RE1,PWRTRN,2046,0.1926
RE1,PWRTRN,2047,0.1944
RE1,PWRTRN,2048,0.1963
RE1,PWRTRN,2049,0.1981
RE1,PWRTRN,2050,0.3978
RE1,PWRTRN,2051,0.4016
RE1,PWRTRN,2052,0.4051
RE1,PWRTRN,2053,0.4087
RE1,PWRTRN,2054,0.4123
RE1,PWRTRN,2055,0.4159
RE1,PWRTRN,2056,0.4196
RE1,PWRTRN,2057,0.4233
RE1,PWRTRN,2058,0.427
RE1,PWRTRN,2059,0.4307
RE1,PWRTRN,2060,0.4342
RE1,PWRTRN,2061,0.4384
RE1,PWRTRN,2062,0.4422
RE1,PWRTRN,2063,0.4461
RE1,PWRTRN,2064,0.4501
RE1,PWRTRN,2065,0.454
RE1,PWRTRN,2066,0.458
RE1,PWRTRN,2067,0.4621
RE1,PWRTRN,2068,0.4661
RE1,PWRTRN,2069,0.4699
RE1,PWRTRN,2070,0.477
RE1,PWRDIST,2015,0.0668
RE1,PWRDIST,2016,0.0706
RE1,PWRDIST,2017,0.0739
RE1,PWRDIST,2018,0.0772
RE1,PWRDIST,2019,0.0805
RE1,PWRDIST,2020,0.0837
RE1,PWRDIST,2021,0.0862
RE1,PWRDIST,2022,0.0887
RE1,PWRDIST,2023,0.0911
RE1,PWRDIST,2024,0.1214
RE1,PWRDIST,2025,0.1242
RE1,PWRDIST,2026,0.1272
RE1,PWRDIST,2027,0.1302
RE1,PWRDIST,2028,0.1332
RE1,PWRDIST,2029,0.1362
RE1,PWRDIST,2030,0.1392
RE1,PWRDIST,2031,0.1423
RE1,PWRDIST,2032,0.1455
RE1,PWRDIST,2033,0.1487
RE1,PWRDIST,2034,0.1518
RE1,PWRDIST,2035,0.155
RE1,PWRDIST,2036,0.1576
RE1,PWRDIST,2037,0.1602
RE1,PWRDIST,2038,0.1629
RE1,PWRDIST,2039,0.1655
RE1,PWRDIST,2040,0.168
RE1,PWRDIST,2041,0.1706
RE1,PWRDIST,2042,0.1732
RE1,PWRDIST,2043,0.1758
RE1,PWRDIST,2044,0.178
RE1,PWRDIST,2045,0.1809
RE1,PWRDIST,2046,0.1827
RE1,PWRDIST,2047,0.1845
RE1,PWRDIST,2048,0.1863
RE1,PWRDIST,2049,0.1882
RE1,PWRDIST,2050,0.3779
RE1,PWRDIST,2051,0.3815
RE1,PWRDIST,2052,0.3849
RE1,PWRDIST,2053,0.3883
RE1,PWRDIST,2054,0.3917
RE1,PWRDIST,2055,0.3951
RE1,PWRDIST,2056,0.3986
RE1,PWRDIST,2057,0.4021
RE1,PWRDIST,2058,0.4056
RE1,PWRDIST,2059,0.4092
RE1,PWRDIST,2060,0.4125
RE1,PWRDIST,2061,0.4164
RE1,PWRDIST,2062,0.4201
RE1,PWRDIST,2063,0.4238
RE1,PWRDIST,2064,0.4275
RE1,PWRDIST,2065,0.4313
RE1,PWRDIST,2066,0.4351
RE1,PWRDIST,2067,0.439
RE1,PWRDIST,2068,0.4428
RE1,PWRDIST,2069,0.4464
RE1,PWRDIST,2070,0.4532
RE1,PWRTRNEXP,2015,0.0008
RE1,PWRTRNEXP,2016,0.0005
RE1,PWRTRNEXP,2017,0.0004
RE1,PWRTRNEXP,2018,0.0004
RE1,PWRTRNEXP,2019,0.0004
RE1,PWRTRNEXP,2020,0.0004
RE1,PWRTRNEXP,2021,0.0004
RE1,PWRTRNEXP,2022,0.0004
RE1,PWRTRNEXP,2023,0.0004
RE1,PWRTRNEXP,2024,0.0004
RE1,PWRTRNEXP,2025,0.0004
RE1,PWRTRNEXP,2026,0.0004
RE1,PWRTRNEXP,2027,0.0004
RE1,PWRTRNEXP,2028,0.0004
RE1,PWRTRNEXP,2029,0.0004
RE1,PWRTRNEXP,2030,0.0004
RE1,PWRTRNEXP,2031,0.0004
RE1,PWRTRNEXP,2032,0.0004
RE1,PWRTRNEXP,2033,0.0004
RE1,PWRTRNEXP,2034,0.0004
RE1,PWRTRNEXP,2035,0.0004
RE1,PWRTRNEXP,2036,0.0004
RE1,PWRTRNEXP,2037,0.0004
RE1,PWRTRNEXP,2038,0.0004
RE1,PWRTRNEXP,2039,0.0004
RE1,PWRTRNEXP,2040,0.0004
RE1,PWRTRNEXP,2041,0.0004
RE1,PWRTRNEXP,2042,0.0004
RE1,PWRTRNEXP,2043,0.0004
RE1,PWRTRNEXP,2044,0.0004
RE1,PWRTRNEXP,2045,0.0004
RE1,PWRTRNEXP,2046,0.0004
RE1,PWRTRNEXP,2047,0.0004
RE1,PWRTRNEXP,2048,0.0004
RE1,PWRTRNEXP,2049,0.0004
RE1,PWRTRNEXP,2050,0.0004
RE1,PWRTRNEXP,2051,0.0004
RE1,PWRTRNEXP,2052,0.0004
RE1,PWRTRNEXP,2053,0.0004
RE1,PWRTRNEXP,2054,0.0004
RE1,PWRTRNEXP,2055,0.0004
RE1,PWRTRNEXP,2056,0.0004
RE1,PWRTRNEXP,2057,0.0004
RE1,PWRTRNEXP,2058,0.0004
RE1,PWRTRNEXP,2059,0.0004
RE1,PWRTRNEXP,2060,0.0004
RE1,PWRTRNEXP,2061,0.0004
RE1,PWRTRNEXP,2062,0.0004
RE1,PWRTRNEXP,2063,0.0004
RE1,PWRTRNEXP,2064,0.0004
RE1,PWRTRNEXP,2065,0.0004
RE1,PWRTRNEXP,2066,0.0004
RE1,PWRTRNEXP,2067,0.0004
RE1,PWRTRNEXP,2068,0.0004
RE1,PWRTRNEXP,2069,0.0004
RE1,PWRTRNEXP,2070,0.0004
RE1,DEMTRAEVC,2024,0.031
RE1,DEMTRAEVC,2025,0.0315
RE1,DEMTRAEVC,2026,0.0321
RE1,DEMTRAEVC,2027,0.0327
RE1,DEMTRAEVC,2028,0.0332
RE1,DEMTRAEVC,2029,0.0338
RE1,DEMTRAEVC,2030,0.0343
RE1,DEMTRAEVC,2031,0.0348
RE1,DEMTRAEVC,2032,0.0353
RE1,DEMTRAEVC,2033,0.0357
RE1,DEMTRAEVC,2034,0.0362
RE1,DEMTRAEVC,2035,0.0367
RE1,DEMTRAEVC,2036,0.0371
RE1,DEMTRAEVC,2037,0.0375
RE1,DEMTRAEVC,2038,0.0379
RE1,DEMTRAEVC,2039,0.0384
RE1,DEMTRAEVC,2040,0.0388
RE1,DEMTRAEVC,2041,0.0392
RE1,DEMTRAEVC,2042,0.0396
RE1,DEMTRAEVC,2043,0.04
RE1,DEMTRAEVC,2044,0.0404
RE1,DEMTRAEVC,2045,0.0408
RE1,DEMTRAEVC,2046,0.0411
RE1,DEMTRAEVC,2047,0.0414
RE1,DEMTRAEVC,2048,0.0418
RE1,DEMTRAEVC,2049,0.0421
RE1,DEMTRAEVC,2050,0.212
RE1,DEMTRAEVC,2051,0.2136
RE1,DEMTRAEVC,2052,0.2152
RE1,DEMTRAEVC,2053,0.2168
RE1,DEMTRAEVC,2054,0.2185
RE1,DEMTRAEVC,2055,0.2202
RE1,DEMTRAEVC,2056,0.2218
RE1,DEMTRAEVC,2057,0.2235
RE1,DEMTRAEVC,2058,0.2252
RE1,DEMTRAEVC,2059,0.2269
RE1,DEMTRAEVC,2060,0.2287
RE1,DEMTRAEVC,2061,0.2304
RE1,DEMTRAEVC,2062,0.2322
RE1,DEMTRAEVC,2063,0.2339
RE1,DEMTRAEVC,2064,0.2357
RE1,DEMTRAEVC,2065,0.2375
RE1,DEMTRAEVC,2066,0.2393
RE1,DEMTRAEVC,2067,0.2412
RE1,DEMTRAEVC,2068,0.243
RE1,DEMTRAEVC,2069,0.2449
RE1,DEMTRAEVC,2070,0.2467
RE1,DEMTRAMCYELC,2024,0.0279
RE1,DEMTRAMCYELC,2025,0.0284
RE1,DEMTRAMCYELC,2026,0.0289
RE1,DEMTRAMCYELC,2027,0.0294
RE1,DEMTRAMCYELC,2028,0.0299
RE1,DEMTRAMCYELC,2029,0.0304
RE1,DEMTRAMCYELC,2030,0.0309
RE1,DEMTRAMCYELC,2031,0.0314
RE1,DEMTRAMCYELC,2032,0.0318
RE1,DEMTRAMCYELC,2033,0.0322
RE1,DEMTRAMCYELC,2034,0.0326
RE1,DEMTRAMCYELC,2035,0.033
RE1,DEMTRAMCYELC,2036,0.0334
RE1,DEMTRAMCYELC,2037,0.0338
RE1,DEMTRAMCYELC,2038,0.0342
RE1,DEMTRAMCYELC,2039,0.0346
RE1,DEMTRAMCYELC,2040,0.035
RE1,DEMTRAMCYELC,2041,0.0353
RE1,DEMTRAMCYELC,2042,0.0357
RE1,DEMTRAMCYELC,2043,0.036
RE1,DEMTRAMCYELC,2044,0.0364
RE1,DEMTRAMCYELC,2045,0.0368
RE1,DEMTRAMCYELC,2046,0.0371
RE1,DEMTRAMCYELC,2047,0.0373
RE1,DEMTRAMCYELC,2048,0.0376
RE1,DEMTRAMCYELC,2049,0.0379
RE1,DEMTRAMCYELC,2050,0.0382
RE1,DEMTRAMCYELC,2051,0.0385
RE1,DEMTRAMCYELC,2052,0.0388
RE1,DEMTRAMCYELC,2053,0.0391
RE1,DEMTRAMCYELC,2054,0.0394
RE1,DEMTRAMCYELC,2055,0.0397
RE1,DEMTRAMCYELC,2056,0.04
RE1,DEMTRAMCYELC,2057,0.0403
RE1,DEMTRAMCYELC,2058,0.0406
RE1,DEMTRAMCYELC,2059,0.0409
RE1,DEMTRAMCYELC,2060,0.0412
RE1,DEMTRAMCYELC,2061,0.0415
RE1,DEMTRAMCYELC,2062,0.0418
RE1,DEMTRAMCYELC,2063,0.0422
RE1,DEMTRAMCYELC,2064,0.0425
RE1,DEMTRAMCYELC,2065,0.0428
RE1,DEMTRAMCYELC,2066,0.0431
RE1,DEMTRAMCYELC,2067,0.0435
RE1,DEMTRAMCYELC,2068,0.0438
RE1,DEMTRAMCYELC,2069,0.0441
RE1,DEMTRAMCYELC,2070,0.0445
RE1,DEMTRACARELC,2050,0.0821
RE1,DEMTRACARELC,2051,0.0827
RE1,DEMTRACARELC,2052,0.0834
RE1,DEMTRACARELC,2053,0.084
RE1,DEMTRACARELC,2054,0.0846
RE1,DEMTRACARELC,2055,0.0853
RE1,DEMTRACARELC,2056,0.0859
RE1,DEMTRACARELC,2057,0.0866
RE1,DEMTRACARELC,2058,0.0872
RE1,DEMTRACARELC,2059,0.0879
RE1,DEMTRACARELC,2060,0.0886
RE1,DEMTRACARELC,2061,0.0893
RE1,DEMTRACARELC,2062,0.0899
RE1,DEMTRACARELC,2063,0.0906
RE1,DEMTRACARELC,2064,0.0913
RE1,DEMTRACARELC,2065,0.092
RE1,DEMTRACARELC,2066,0.0927
RE1,DEMTRACARELC,2067,0.0934
RE1,DEMTRACARELC,2068,0.0941
RE1,DEMTRACARELC,2069,0.0949
RE1,DEMTRACARELC,2070,0.0956
RE1,DEMTRABUSELC,2050,0.0707
RE1,DEMTRABUSELC,2051,0.0712
RE1,DEMTRABUSELC,2052,0.0717
RE1,DEMTRABUSELC,2053,0.0723
RE1,DEMTRABUSELC,2054,0.0728
RE1,DEMTRABUSELC,2055,0.0734
RE1,DEMTRABUSELC,2056,0.0739
RE1,DEMTRABUSELC,2057,0.0745
RE1,DEMTRABUSELC,2058,0.0751
RE1,DEMTRABUSELC,2059,0.0756
RE1,DEMTRABUSELC,2060,0.0762
RE1,DEMTRABUSELC,2061,0.0768
RE1,DEMTRABUSELC,2062,0.0774
RE1,DEMTRABUSELC,2063,0.078
RE1,DEMTRABUSELC,2064,0.0786
RE1,DEMTRABUSELC,2065,0.0792
RE1,DEMTRABUSELC,2066,0.0798
RE1,DEMTRABUSELC,2067,0.0804
RE1,DEMTRABUSELC,2068,0.081
RE1,DEMTRABUSELC,2069,0.0816
RE1,DEMTRABUSELC,2070,0.0822
RE1,DEMTRAMCYGSL,2015,0.023
RE1,DEMTRAMCYGSL,2016,0.0238
RE1,DEMTRAMCYGSL,2017,0.0244
RE1,DEMTRAMCYGSL,2018,0.025
RE1,DEMTRAMCYGSL,2019,0.0256
RE1,DEMTRAMCYGSL,2020,0.0261
RE1,DEMTRAMCYGSL,2021,0.0266
RE1,DEMTRAMCYGSL,2022,0.027
RE1,DEMTRAMCYGSL,2023,0.0275
RE1,DEMTRACARGSL,2015,0.0494
RE1,DEMTRACARGSL,2016,0.0513
RE1,DEMTRACARGSL,2017,0.0524
RE1,DEMTRACARGSL,2018,0.0537
RE1,DEMTRACARGSL,2019,0.0549
RE1,DEMTRACARGSL,2020,0.0562
RE1,DEMTRACARGSL,2021,0.0571
RE1,DEMTRACARGSL,2022,0.0581
RE1,DEMTRACARGSL,2023,0.0591
RE1,DEMTRACARGSL,2024,0.0601
RE1,DEMTRACARGSL,2025,0.0611
RE1,DEMTRACARGSL,2026,0.0622
RE1,DEMTRACARGSL,2027,0.0633
RE1,DEMTRACARGSL,2028,0.0643
RE1,DEMTRACARGSL,2029,0.0654
RE1,DEMTRACARGSL,2030,0.0665
RE1,DEMTRACARGSL,2031,0.0674
RE1,DEMTRACARGSL,2032,0.0683
RE1,DEMTRACARGSL,2033,0.0692
RE1,DEMTRACARGSL,2034,0.0701
RE1,DEMTRACARGSL,2035,0.071
RE1,DEMTRACARGSL,2036,0.0719
RE1,DEMTRACARGSL,2037,0.0727
RE1,DEMTRACARGSL,2038,0.0735
RE1,DEMTRACARGSL,2039,0.0743
RE1,DEMTRACARGSL,2040,0.0751
RE1,DEMTRACARGSL,2041,0.0759
RE1,DEMTRACARGSL,2042,0.0767
RE1,DEMTRACARGSL,2043,0.0775
RE1,DEMTRACARGSL,2044,0.0783
RE1,DEMTRACARGSL,2045,0.0791
RE1,DEMTRACARGSL,2046,0.0797
RE1,DEMTRACARGSL,2047,0.0803
RE1,DEMTRACARGSL,2048,0.0809
RE1,DEMTRACARGSL,2049,0.0815
RE1,DEMTRABUSGSL,2015,0.0425
RE1,DEMTRABUSGSL,2016,0.0441
RE1,DEMTRABUSGSL,2017,0.0451
RE1,DEMTRABUSGSL,2018,0.0462
RE1,DEMTRABUSGSL,2019,0.0473
RE1,DEMTRABUSGSL,2020,0.0483
RE1,DEMTRABUSGSL,2021,0.0492
RE1,DEMTRABUSGSL,2022,0.05
RE1,DEMTRABUSGSL,2023,0.0509
RE1,DEMTRABUSGSL,2024,0.0517
RE1,DEMTRABUSGSL,2025,0.0525
RE1,DEMTRABUSGSL,2026,0.0535
RE1,DEMTRABUSGSL,2027,0.0544
RE1,DEMTRABUSGSL,2028,0.0554
RE1,DEMTRABUSGSL,2029,0.0563
RE1,DEMTRABUSGSL,2030,0.0572
RE1,DEMTRABUSGSL,2031,0.058
RE1,DEMTRABUSGSL,2032,0.0588
RE1,DEMTRABUSGSL,2033,0.0596
RE1,DEMTRABUSGSL,2034,0.0603
RE1,DEMTRABUSGSL,2035,0.0611
RE1,DEMTRABUSGSL,2036,0.0618
RE1,DEMTRABUSGSL,2037,0.0625
RE1,DEMTRABUSGSL,2038,0.0632
RE1,DEMTRABUSGSL,2039,0.064
RE1,DEMTRABUSGSL,2040,0.0647
RE1,DEMTRABUSGSL,2041,0.0653
RE1,DEMTRABUSGSL,2042,0.066
RE1,DEMTRABUSGSL,2043,0.0667
RE1,DEMTRABUSGSL,2044,0.0674
RE1,DEMTRABUSGSL,2045,0.068
RE1,DEMTRABUSGSL,2046,0.0685
RE1,DEMTRABUSGSL,2047,0.0691
RE1,DEMTRABUSGSL,2048,0.0696
RE1,DEMTRABUSGSL,2049,0.0701
RE1,DEMINDELC,2015,0.0328
RE1,DEMINDELC,2016,0.0347
RE1,DEMINDELC,2017,0.0363
RE1,DEMINDELC,2018,0.038
RE1,DEMINDELC,2019,0.0396
RE1,DEMINDELC,2020,0.0412
RE1,DEMINDELC,2021,0.0425
RE1,DEMINDELC,2022,0.0437
RE1,DEMINDELC,2023,0.0449
RE1,DEMINDELC,2024,0.0015
RE1,DEMINDELC,2025,0.0015
RE1,DEMINDELC,2026,0.0016
RE1,DEMINDELC,2027,0.0016
RE1,DEMINDELC,2028,0.0017
RE1,DEMINDELC,2029,0.0017
RE1,DEMINDELC,2030,0.0017
RE1,DEMINDELC,2031,0.0018
RE1,DEMINDELC,2032,0.0018
RE1,DEMINDELC,2033,0.0019
RE1,DEMINDELC,2034,0.0019
RE1,DEMINDELC,2035,0.002
RE1,DEMINDELC,2036,0.002
RE1,DEMINDELC,2037,0.0021
RE1,DEMINDELC,2038,0.0021
RE1,DEMINDELC,2039,0.0022
RE1,DEMINDELC,2040,0.002
RE1,DEMINDELC,2041,0.0022
RE1,DEMINDELC,2042,0.0023
RE1,DEMINDELC,2043,0.0023
RE1,DEMINDELC,2044,0.0018
RE1,DEMINDELC,2045,0.0024
RE1,DEMINDELC,2046,0.0024
RE1,DEMINDELC,2047,0.0024
RE1,DEMINDELC,2048,0.0025
RE1,DEMINDELC,2049,0.0025
RE1,DEMINDELC,2050,0.0019
RE1,DEMINDELC,2051,0.0025
RE1,DEMINDELC,2052,0.0026
RE1,DEMINDELC,2053,0.0026
RE1,DEMINDELC,2054,0.0026
RE1,DEMINDELC,2055,0.0027
RE1,DEMINDELC,2056,0.0027
RE1,DEMINDELC,2057,0.0027
RE1,DEMINDELC,2058,0.0028
RE1,DEMINDELC,2059,0.0028
RE1,DEMINDELC,2060,0.0021
RE1,DEMINDELC,2061,0.0028
RE1,DEMINDELC,2062,0.0029
RE1,DEMINDELC,2063,0.0029
RE1,DEMINDELC,2064,0.0029
RE1,DEMINDELC,2065,0.003
RE1,DEMINDELC,2066,0.003
RE1,DEMINDELC,2067,0.003
RE1,DEMINDELC,2068,0.0031
RE1,DEMINDELC,2069,0.0024
RE1,DEMINDELC,2070,0.0085
RE1,INDENEFFDP,2024,0.0344
RE1,INDENEFFDP,2025,0.0353
RE1,INDENEFFDP,2026,0.0363
RE1,INDENEFFDP,2027,0.0373
RE1,INDENEFFDP,2028,0.0383
RE1,INDENEFFDP,2029,0.0393
RE1,INDENEFFDP,2030,0.0403
RE1,INDENEFFDP,2031,0.0415
RE1,INDENEFFDP,2032,0.0426
RE1,INDENEFFDP,2033,0.0438
RE1,INDENEFFDP,2034,0.0449
RE1,INDENEFFDP,2035,0.0461
RE1,INDENEFFDP,2036,0.047
RE1,INDENEFFDP,2037,0.0479
RE1,INDENEFFDP,2038,0.0488
RE1,INDENEFFDP,2039,0.0498
RE1,INDENEFFDP,2040,0.0508
RE1,INDENEFFDP,2041,0.0516
RE1,INDENEFFDP,2042,0.0525
RE1,INDENEFFDP,2043,0.0534
RE1,INDENEFFDP,2044,0.0548
RE1,INDENEFFDP,2045,0.0552
RE1,INDENEFFDP,2046,0.0558
RE1,INDENEFFDP,2047,0.0565
RE1,INDENEFFDP,2048,0.0571
RE1,INDENEFFDP,2049,0.0577
RE1,INDENEFFDP,2050,0.0588
RE1,INDENEFFDP,2051,0.059
RE1,INDENEFFDP,2052,0.0597
RE1,INDENEFFDP,2053,0.0603
RE1,INDENEFFDP,2054,0.061
RE1,INDENEFFDP,2055,0.0617
RE1,INDENEFFDP,2056,0.0624
RE1,INDENEFFDP,2057,0.0631
RE1,INDENEFFDP,2058,0.0638
RE1,INDENEFFDP,2059,0.0645
RE1,INDENEFFDP,2060,0.0657
RE1,INDENEFFDP,2061,0.0659
RE1,INDENEFFDP,2062,0.0667
RE1,INDENEFFDP,2063,0.0674
RE1,INDENEFFDP,2064,0.0682
RE1,INDENEFFDP,2065,0.0689
RE1,INDENEFFDP,2066,0.0697
RE1,INDENEFFDP,2067,0.0705
RE1,INDENEFFDP,2068,0.0713
RE1,INDENEFFDP,2069,0.0726
RE1,INDENEFFDP,2070,0.0688
RE1,DEMINDHEBIO,2015,0.0427
RE1,DEMINDHEBIO,2016,0.0383
RE1,DEMINDHEBIO,2017,0.0389
RE1,DEMINDHEBIO,2018,0.04
RE1,DEMINDHEBIO,2019,0.0409
RE1,DEMINDHEBIO,2020,0.0418
RE1,DEMINDHEBIO,2021,0.0424
RE1,DEMINDHEBIO,2022,0.0431
RE1,DEMINDHEBIO,2023,0.0437
RE1,DEMINDHEBIO,2024,0.0443
RE1,DEMINDHEBIO,2025,0.0449
RE1,DEMINDHEBIO,2026,0.0456
RE1,DEMINDHEBIO,2027,0.0463
RE1,DEMINDHEBIO,2028,0.047
RE1,DEMINDHEBIO,2029,0.0477
RE1,DEMINDHEBIO,2030,0.0483
RE1,DEMINDHEBIO,2031,0.0489
RE1,DEMINDHEBIO,2032,0.0496
RE1,DEMINDHEBIO,2033,0.0502
RE1,DEMINDHEBIO,2034,0.0508
RE1,DEMINDHEBIO,2035,0.0514
RE1,DEMINDHEBIO,2036,0.0519
RE1,DEMINDHEBIO,2037,0.0525
RE1,DEMINDHEBIO,2038,0.053
RE1,DEMINDHEBIO,2039,0.0535
RE1,DEMINDHEBIO,2040,0.0541
RE1,DEMINDHEBIO,2041,0.0546
RE1,DEMINDHEBIO,2042,0.0552
RE1,DEMINDHEBIO,2043,0.0557
RE1,DEMINDHEBIO,2044,0.0563
RE1,DEMINDHEBIO,2045,0.0568
RE1,DEMINDHEBIO,2046,0.0573
RE1,DEMINDHEBIO,2047,0.0577
RE1,DEMINDHEBIO,2048,0.0581
RE1,DEMINDHEBIO,2049,0.0585
RE1,DEMINDHEBIO,2050,0.059
RE1,DEMINDHEBIO,2051,0.0594
RE1,DEMINDHEBIO,2052,0.0598
RE1,DEMINDHEBIO,2053,0.0603
RE1,DEMINDHEBIO,2054,0.0607
RE1,DEMINDHEBIO,2055,0.0612
RE1,DEMINDHEBIO,2056,0.0616
RE1,DEMINDHEBIO,2057,0.0621
RE1,DEMINDHEBIO,2058,0.0625
RE1,DEMINDHEBIO,2059,0.063
RE1,DEMINDHEBIO,2060,0.0635
RE1,DEMINDHEBIO,2061,0.0639
RE1,DEMINDHEBIO,2062,0.0644
RE1,DEMINDHEBIO,2063,0.0649
RE1,DEMINDHEBIO,2064,0.0653
RE1,DEMINDHEBIO,2065,0.0658
RE1,DEMINDHEBIO,2066,0.0663
RE1,DEMINDHEBIO,2067,0.0668
RE1,DEMINDHEBIO,2068,0.0673
RE1,DEMINDHEBIO,2069,0.0678
RE1,DEMINDHEBIO,2070,0.0683
RE1,DEMRESELC,2015,0.0164
RE1,DEMRESELC,2016,0.0173
RE1,DEMRESELC,2017,0.0181
RE1,DEMRESELC,2018,0.0189
RE1,DEMRESELC,2019,0.0198
RE1,DEMRESELC,2020,0.0206
RE1,DEMRESELC,2021,0.0212
RE1,DEMRESELC,2022,0.0218
RE1,DEMRESELC,2023,0.0224
RE1,DEMRESELC,2024,0.0007
RE1,DEMRESELC,2025,0.0008
RE1,DEMRESELC,2026,0.0008
RE1,DEMRESELC,2027,0.0008
RE1,DEMRESELC,2028,0.0008
RE1,DEMRESELC,2029,0.0008
RE1,DEMRESELC,2030,0.0009
RE1,DEMRESELC,2031,0.0009
RE1,DEMRESELC,2032,0.0009
