r,t,f,y,ProductionByTechnologyAnnual
RE1,DEMCOMELC,COMELC,2054,0.1092
RE1,DEMCOMELC,COMELC,2055,0.1104
RE1,DEMCOMELC,COMELC,2056,0.1117
RE1,DEMCOMELC,COMELC,2057,0.1129
RE1,DEMCOMELC,COMELC,2058,0.1142
RE1,DEMCOMELC,COMELC,2059,0.1155
RE1,DEMCOMELC,COMELC,2060,0.1167
RE1,DEMCOMELC,COMELC,2061,0.118
RE1,DEMCOMELC,COMELC,2062,0.1194
RE1,DEMCOMELC,COMELC,2063,0.1207
RE1,DEMCOMELC,COMELC,2064,0.122
RE1,DEMCOMELC,COMELC,2065,0.1234
RE1,DEMCOMELC,COMELC,2066,0.1248
RE1,DEMCOMELC,COMELC,2067,0.1262
RE1,DEMCOMELC,COMELC,2068,0.1276
RE1,DEMCOMELC,COMELC,2069,0.129
RE1,DEMCOMELC,COMELC,2070,0.1304
RE1,DEMCOMHEBIO,COMHEL,2015,37.209
RE1,DEMCOMHEBIO,COMHEL,2016,39.1015
RE1,DEMCOMHEBIO,COMHEL,2017,40.0453
RE1,DEMCOMHEBIO,COMHEL,2018,40.9891
RE1,DEMCOMHEBIO,COMHEL,2019,41.933
RE1,DEMCOMHEBIO,COMHEL,2020,42.8768
RE1,DEMCOMHEBIO,COMHEL,2021,43.6453
RE1,DEMCOMHEBIO,COMHEL,2022,44.4138
RE1,DEMCOMHEBIO,COMHEL,2023,45.1824
RE1,DEMCOMHEBIO,COMHEL,2024,45.9509
RE1,DEMCOMHEBIO,COMHEL,2025,46.7194
RE1,DEMCOMHEBIO,COMHEL,2026,47.5908
RE1,DEMCOMHEBIO,COMHEL,2027,48.4622
RE1,DEMCOMHEBIO,COMHEL,2028,49.3335
RE1,DEMCOMHEBIO,COMHEL,2029,50.2049
RE1,DEMCOMHEBIO,COMHEL,2030,51.0763
RE1,DEMCOMHEBIO,COMHEL,2031,49.1838
RE1,DEMCOMHEBIO,COMHEL,2032,46.1964
RE1,DEMCOMHEBIO,COMHEL,2033,43.2091
RE1,DEMCOMHEBIO,COMHEL,2034,43.4553
RE1,DEMCOMHEBIO,COMHEL,2035,44.1724
RE1,DEMCOMHEBIO,COMHEL,2036,41.1367
RE1,DEMCOMHEBIO,COMHEL,2037,38.526
RE1,DEMCOMHEBIO,COMHEL,2038,35.482
RE1,DEMCOMHEBIO,COMHEL,2039,29.9869
RE1,DEMCOMHEBIO,COMHEL,2040,29.0531
RE1,DEMCOMHEBIO,COMHEL,2041,29.6731
RE1,DEMCOMHEBIO,COMHEL,2042,26.1879
RE1,DEMCOMHEBIO,COMHEL,2043,25.5621
RE1,DEMCOMHEBIO,COMHEL,2044,24.8135
RE1,DEMCOMHEBIO,COMHEL,2045,24.8866
RE1,DEMCOMHEBIO,COMHEL,2046,20.5482
RE1,DEMCOMHEBIO,COMHEL,2047,18.2099
RE1,DEMCOMHEBIO,COMHEL,2048,13.3704
RE1,DEMCOMHEEL,COMHEL,2031,2.6095
RE1,DEMCOMHEEL,COMHEL,2032,6.3141
RE1,DEMCOMHEEL,COMHEL,2033,10.0185
RE1,DEMCOMHEEL,COMHEL,2034,10.4894
RE1,DEMCOMHEEL,COMHEL,2035,10.4894
RE1,DEMCOMHEEL,COMHEL,2036,14.1855
RE1,DEMCOMHEEL,COMHEL,2037,17.4565
RE1,DEMCOMHEEL,COMHEL,2038,21.1609
RE1,DEMCOMHEEL,COMHEL,2039,27.3164
RE1,DEMCOMHEEL,COMHEL,2040,28.9106
RE1,DEMCOMHEEL,COMHEL,2041,28.9106
RE1,DEMCOMHEEL,COMHEL,2042,33.0157
RE1,DEMCOMHEEL,COMHEL,2043,34.2616
RE1,DEMCOMHEEL,COMHEL,2044,35.6303
RE1,DEMCOMHEEL,COMHEL,2045,36.1771
RE1,DEMCOMHEEL,COMHEL,2046,41.0038
RE1,DEMCOMHEEL,COMHEL,2047,43.8305
RE1,DEMCOMHEEL,COMHEL,2048,49.1583
RE1,DEMCOMHEEL,COMHEL,2049,56.0964
RE1,DEMCOMHEEL,COMHEL,2050,63.5053
RE1,DEMCOMHEEL,COMHEL,2051,64.0052
RE1,DEMCOMHEEL,COMHEL,2052,64.5091
RE1,DEMCOMHEEL,COMHEL,2053,65.0169
RE1,DEMCOMHEEL,COMHEL,2054,65.5287
RE1,DEMCOMHEEL,COMHEL,2055,66.0445
RE1,DEMCOMHEEL,COMHEL,2056,66.5644
RE1,DEMCOMHEEL,COMHEL,2057,67.0884
RE1,DEMCOMHEEL,COMHEL,2058,67.6166
RE1,DEMCOMHEEL,COMHEL,2059,68.1488
RE1,DEMCOMHEEL,COMHEL,2060,68.6853
RE1,DEMCOMHEEL,COMHEL,2061,69.226
RE1,DEMCOMHEEL,COMHEL,2062,69.7709
RE1,DEMCOMHEEL,COMHEL,2063,70.3202
RE1,DEMCOMHEEL,COMHEL,2064,70.8737
RE1,DEMCOMHEEL,COMHEL,2065,71.4316
RE1,DEMCOMHEEL,COMHEL,2066,71.9939
RE1,DEMCOMHEEL,COMHEL,2067,72.5606
RE1,DEMCOMHEEL,COMHEL,2068,73.1318
RE1,DEMCOMHEEL,COMHEL,2069,73.7075
RE1,DEMCOMHEEL,COMHEL,2070,74.2878
RE1,DEMCOMHEOIL,COMHEL,2049,6.9206
RE1,DEMINDELC,INDELC,2015,328.0418
RE1,DEMINDELC,INDELC,2016,347.0108
RE1,DEMINDELC,INDELC,2017,363.2685
RE1,DEMINDELC,INDELC,2018,379.5262
RE1,DEMINDELC,INDELC,2019,395.7839
RE1,DEMINDELC,INDELC,2020,412.0416
RE1,DEMINDELC,INDELC,2021,84.5512
RE1,DEMINDELC,INDELC,2022,59.4658
RE1,DEMINDELC,INDELC,2023,34.9344
RE1,DEMINDELC,INDELC,2024,14.858
RE1,DEMINDELC,INDELC,2025,4.9492
RE1,DEMINDELC,INDELC,2031,13.5916
RE1,DEMINDELC,INDELC,2032,11.2417
RE1,DEMINDELC,INDELC,2033,9.1859
RE1,DEMINDELC,INDELC,2034,9.4266
RE1,DEMINDELC,INDELC,2035,10.4805
RE1,DEMINDELC,INDELC,2036,9.8612
RE1,DEMINDELC,INDELC,2037,6.9142
RE1,DEMINDELC,INDELC,2038,10.2488
RE1,DEMINDELC,INDELC,2039,8.7355
RE1,DEMINDELC,INDELC,2040,2.6792
RE1,DEMINDELC,INDELC,2041,27.4664
RE1,DEMINDELC,INDELC,2042,24.1725
RE1,DEMINDELC,INDELC,2043,21.8596
RE1,DEMINDELC,INDELC,2044,16.3326
RE1,DEMINDELC,INDELC,2045,11.5853
RE1,DEMINDELC,INDELC,2046,8.151
RE1,DEMINDELC,INDELC,2047,7.3154
RE1,DEMINDELC,INDELC,2048,0.1981
RE1,DEMINDELC,INDELC,2050,0.2025
RE1,DEMINDELC,INDELC,2051,9.8338
RE1,DEMINDELC,INDELC,2052,0.207
RE1,DEMINDELC,INDELC,2053,0.2094
RE1,DEMINDELC,INDELC,2054,0.2117
RE1,DEMINDELC,INDELC,2055,0.2141
RE1,DEMINDELC,INDELC,2056,0.2164
RE1,DEMINDELC,INDELC,2057,0.2189
RE1,DEMINDELC,INDELC,2058,0.2213
RE1,DEMINDELC,INDELC,2059,0.2238
RE1,DEMINDELC,INDELC,2060,0.2263
RE1,DEMINDELC,INDELC,2061,0.2288
RE1,DEMINDELC,INDELC,2062,0.2313
RE1,DEMINDELC,INDELC,2063,0.2339
RE1,DEMINDELC,INDELC,2064,0.2365
RE1,DEMINDELC,INDELC,2065,0.2392
RE1,DEMINDELC,INDELC,2066,0.2418
RE1,DEMINDELC,INDELC,2067,0.2445
RE1,DEMINDELC,INDELC,2068,0.2473
RE1,DEMINDELC,INDELC,2069,0.25
RE1,DEMINDELC,INDELC,2070,0.2528
RE1,DEMINDHEBIO,INDHEL,2015,426.6187
RE1,DEMINDHEBIO,INDHEL,2016,382.5919
RE1,DEMINDHEBIO,INDHEL,2017,389.2174
RE1,DEMINDHEBIO,INDHEL,2018,400.2481
RE1,DEMINDHEBIO,INDHEL,2019,409.232
RE1,DEMINDHEBIO,INDHEL,2020,418.2023
RE1,DEMINDHEBIO,INDHEL,2021,424.4265
RE1,DEMINDHEBIO,INDHEL,2022,430.6414
RE1,DEMINDHEBIO,INDHEL,2023,436.8476
RE1,DEMINDHEBIO,INDHEL,2024,443.0455
RE1,DEMINDHEBIO,INDHEL,2025,449.2357
RE1,DEMINDHEBIO,INDHEL,2026,456.0698
RE1,DEMINDHEBIO,INDHEL,2027,462.8953
RE1,DEMINDHEBIO,INDHEL,2028,469.7126
RE1,DEMINDHEBIO,INDHEL,2029,476.5222
RE1,DEMINDHEBIO,INDHEL,2030,414.7804
RE1,DEMINDHEBIO,INDHEL,2031,414.7804
RE1,DEMINDHEBIO,INDHEL,2032,401.1255
RE1,DEMINDHEBIO,INDHEL,2033,385.5656
RE1,DEMINDHEBIO,INDHEL,2034,359.6111
RE1,DEMINDHEBIO,INDHEL,2035,332.1862
RE1,DEMINDHEBIO,INDHEL,2036,314.8729
RE1,DEMINDHEBIO,INDHEL,2037,296.4325
RE1,DEMINDHEBIO,INDHEL,2038,277.7251
RE1,DEMINDHEBIO,INDHEL,2039,263.2604
RE1,DEMINDHEBIO,INDHEL,2040,240.68
RE1,DEMINDHEBIO,INDHEL,2041,213.0434
RE1,DEMINDHEBIO,INDHEL,2042,181.0826
RE1,DEMINDHEBIO,INDHEL,2043,148.9402
RE1,DEMINDHEBIO,INDHEL,2044,126.8109
RE1,DEMINDHEBIO,INDHEL,2045,98.9773
RE1,DEMINDHEBIO,INDHEL,2046,77.9793
RE1,DEMINDHEBIO,INDHEL,2047,51.8693
RE1,DEMINDHEBIO,INDHEL,2048,29.9736
RE1,DEMINDHEBIO,INDHEL,2049,36.1284
RE1,DEMINDHECOA,INDHEH,2015,639.928
RE1,DEMINDHECOA,INDHEH,2016,573.8878
RE1,DEMINDHECOA,INDHEH,2017,583.8261
RE1,DEMINDHECOA,INDHEH,2018,600.3722
RE1,DEMINDHECOA,INDHEH,2019,613.848
RE1,DEMINDHECOA,INDHEH,2020,627.3034
RE1,DEMINDHECOA,INDHEH,2021,636.6397
RE1,DEMINDHECOA,INDHEH,2022,645.9621
RE1,DEMINDHECOA,INDHEH,2023,655.2714
RE1,DEMINDHECOA,INDHEH,2024,664.5683
RE1,DEMINDHECOA,INDHEH,2025,673.8535
RE1,DEMINDHECOA,INDHEH,2026,684.1047
RE1,DEMINDHECOA,INDHEH,2027,694.3429
RE1,DEMINDHECOA,INDHEH,2028,704.5689
RE1,DEMINDHECOA,INDHEH,2029,714.7832
RE1,DEMINDHECOA,INDHEH,2030,724.9866
RE1,DEMINDHECOA,INDHEH,2031,734.1859
RE1,DEMINDHECOA,INDHEH,2032,743.3675
RE1,DEMINDHECOA,INDHEH,2033,752.5322
RE1,DEMINDHECOA,INDHEH,2034,761.6811
RE1,DEMINDHECOA,INDHEH,2035,770.815
RE1,DEMINDHECOA,INDHEH,2036,778.834
RE1,DEMINDHECOA,INDHEH,2037,786.8445
RE1,DEMINDHECOA,INDHEH,2038,794.8467
RE1,DEMINDHECOA,INDHEH,2039,802.841
RE1,DEMINDHECOA,INDHEH,2040,810.8277
RE1,DEMINDHECOA,INDHEH,2041,819.1493
RE1,DEMINDHECOA,INDHEH,2042,774.3772
RE1,DEMINDHECOA,INDHEH,2043,725.2626
RE1,DEMINDHECOA,INDHEH,2044,690.4642
RE1,DEMINDHECOA,INDHEH,2045,486.1026
RE1,DEMINDHECOA,INDHEH,2046,476.9033
RE1,DEMINDHECOA,INDHEH,2047,454.8537
RE1,DEMINDHECOA,INDHEH,2048,329.0027
RE1,DEMINDHECOA,INDHEH,2049,166.2804
RE1,DEMINDHEEH,INDHEH,2042,53.0881
RE1,DEMINDHEEH,INDHEH,2043,110.5133
RE1,DEMINDHEEH,INDHEH,2044,153.617
RE1,DEMINDHEEH,INDHEH,2045,366.2788
RE1,DEMINDHEEH,INDHEH,2046,381.8594
RE1,DEMINDHEEH,INDHEH,2047,410.288
RE1,DEMINDHEEH,INDHEH,2048,542.5158
RE1,DEMINDHEEH,INDHEH,2049,711.6129
RE1,DEMINDHEEH,INDHEH,2050,884.2658
RE1,DEMINDHEEH,INDHEH,2051,890.7889
RE1,DEMINDHEEH,INDHEH,2052,897.3615
RE1,DEMINDHEEH,INDHEH,2053,903.9841
RE1,DEMINDHEEH,INDHEH,2054,910.6572
RE1,DEMINDHEEH,INDHEH,2055,917.3809
RE1,DEMINDHEEH,INDHEH,2056,924.1559
RE1,DEMINDHEEH,INDHEH,2057,930.9824
RE1,DEMINDHEEH,INDHEH,2058,937.8608
RE1,DEMINDHEEH,INDHEH,2059,944.7915
RE1,DEMINDHEEH,INDHEH,2060,951.7751
RE1,DEMINDHEEH,INDHEH,2061,958.8119
RE1,DEMINDHEEH,INDHEH,2062,965.9022
RE1,DEMINDHEEH,INDHEH,2063,973.0465
RE1,DEMINDHEEH,INDHEH,2064,980.2451
RE1,DEMINDHEEH,INDHEH,2065,987.4987
RE1,DEMINDHEEH,INDHEH,2066,994.8075
RE1,DEMINDHEEH,INDHEH,2067,1002.1719
RE1,DEMINDHEEH,INDHEH,2068,1009.5925
RE1,DEMINDHEEH,INDHEH,2069,1017.0697
RE1,DEMINDHEEH,INDHEH,2070,1024.6038
RE1,DEMINDHEEL,INDHEL,2030,68.544
RE1,DEMINDHEEL,INDHEL,2031,74.6769
RE1,DEMINDHEEL,INDHEL,2032,94.4528
RE1,DEMINDHEEL,INDHEL,2033,116.1226
RE1,DEMINDHEEL,INDHEL,2034,148.1764
RE1,DEMINDHEEL,INDHEL,2035,181.6904
RE1,DEMINDHEEL,INDHEL,2036,204.3497
RE1,DEMINDHEEL,INDHEL,2037,228.1305
RE1,DEMINDHEEL,INDHEL,2038,252.1727
RE1,DEMINDHEEL,INDHEL,2039,271.967
RE1,DEMINDHEEL,INDHEL,2040,299.8718
RE1,DEMINDHEEL,INDHEL,2041,333.0562
RE1,DEMINDHEEL,INDHEL,2042,370.5609
RE1,DEMINDHEEL,INDHEL,2043,408.2437
RE1,DEMINDHEEL,INDHEL,2044,435.9099
RE1,DEMINDHEEL,INDHEL,2045,469.277
RE1,DEMINDHEEL,INDHEL,2046,494.5292
RE1,DEMINDHEEL,INDHEL,2047,524.8919
RE1,DEMINDHEEL,INDHEL,2048,551.0388
RE1,DEMINDHEEL,INDHEL,2049,549.1338
RE1,DEMINDHEEL,INDHEL,2050,589.5106
RE1,DEMINDHEEL,INDHEL,2051,593.8593
RE1,DEMINDHEEL,INDHEL,2052,598.241
RE1,DEMINDHEEL,INDHEL,2053,602.6561
RE1,DEMINDHEEL,INDHEL,2054,607.1047
RE1,DEMINDHEEL,INDHEL,2055,611.5873
RE1,DEMINDHEEL,INDHEL,2056,616.1039
RE1,DEMINDHEEL,INDHEL,2057,620.6549
RE1,DEMINDHEEL,INDHEL,2058,625.2405
RE1,DEMINDHEEL,INDHEL,2059,629.8611
RE1,DEMINDHEEL,INDHEL,2060,634.5168
RE1,DEMINDHEEL,INDHEL,2061,639.2079
RE1,DEMINDHEEL,INDHEL,2062,643.9347
RE1,DEMINDHEEL,INDHEL,2063,648.6976
RE1,DEMINDHEEL,INDHEL,2064,653.4968
RE1,DEMINDHEEL,INDHEL,2065,658.3324
RE1,DEMINDHEEL,INDHEL,2066,663.205
RE1,DEMINDHEEL,INDHEL,2067,668.1146
RE1,DEMINDHEEL,INDHEL,2068,673.0617
RE1,DEMINDHEEL,INDHEL,2069,678.0465
RE1,DEMINDHEEL,INDHEL,2070,683.0692
RE1,DEMRESCKNBIO,RESCKN,2015,72.8133
RE1,DEMRESCKNBIO,RESCKN,2016,69.2189
RE1,DEMRESCKNBIO,RESCKN,2017,70.2381
RE1,DEMRESCKNBIO,RESCKN,2018,72.7562
RE1,DEMRESCKNBIO,RESCKN,2019,74.5778
RE1,DEMRESCKNBIO,RESCKN,2020,76.3949
RE1,DEMRESCKNBIO,RESCKN,2021,77.7461
RE1,DEMRESCKNBIO,RESCKN,2022,56.2468
RE1,DEMRESCKNBIO,RESCKN,2023,45.7211
RE1,DEMRESCKNBIO,RESCKN,2024,39.8509
RE1,DEMRESCKNBIO,RESCKN,2025,28.5647
RE1,DEMRESCKNBIO,RESCKN,2026,12.3855
RE1,DEMRESCKNBIO,RESCKN,2027,0.6717
RE1,DEMRESCKNELC,RESCKN,2015,7.0099
RE1,DEMRESCKNELC,RESCKN,2016,6.6639
RE1,DEMRESCKNELC,RESCKN,2017,6.762
RE1,DEMRESCKNELC,RESCKN,2018,7.0044
RE1,DEMRESCKNELC,RESCKN,2019,6.6542
RE1,DEMRESCKNELC,RESCKN,2020,6.304
RE1,DEMRESCKNELC,RESCKN,2021,85.8403
RE1,DEMRESCKNELC,RESCKN,2022,130.7864
RE1,DEMRESCKNELC,RESCKN,2023,106.9605
RE1,DEMRESCKNELC,RESCKN,2024,143.5416
RE1,DEMRESCKNELC,RESCKN,2025,196.6961
RE1,DEMRESCKNELC,RESCKN,2026,216.8539
RE1,DEMRESCKNELC,RESCKN,2027,232.5384
RE1,DEMRESCKNELC,RESCKN,2028,237.1733
RE1,DEMRESCKNELC,RESCKN,2029,241.1293
RE1,DEMRESCKNELC,RESCKN,2030,245.0786
RE1,DEMRESCKNELC,RESCKN,2031,248.6954
RE1,DEMRESCKNELC,RESCKN,2032,252.3013
RE1,DEMRESCKNELC,RESCKN,2033,255.8969
RE1,DEMRESCKNELC,RESCKN,2034,259.4827
RE1,DEMRESCKNELC,RESCKN,2035,263.0593
RE1,DEMRESCKNELC,RESCKN,2036,266.1718
RE1,DEMRESCKNELC,RESCKN,2037,269.2791
RE1,DEMRESCKNELC,RESCKN,2038,272.3814
RE1,DEMRESCKNELC,RESCKN,2039,275.4787
RE1,DEMRESCKNELC,RESCKN,2040,278.5714
RE1,DEMRESCKNELC,RESCKN,2041,281.6592
RE1,DEMRESCKNELC,RESCKN,2042,284.7435
RE1,DEMRESCKNELC,RESCKN,2043,287.8245
RE1,DEMRESCKNELC,RESCKN,2044,290.9023
RE1,DEMRESCKNELC,RESCKN,2045,293.977
RE1,DEMRESCKNELC,RESCKN,2046,296.3069
RE1,DEMRESCKNELC,RESCKN,2047,298.6355
RE1,DEMRESCKNELC,RESCKN,2048,300.9627
RE1,DEMRESCKNELC,RESCKN,2049,303.2885
RE1,DEMRESCKNELC,RESCKN,2050,305.6131
RE1,DEMRESCKNELC,RESCKN,2051,307.9951
RE1,DEMRESCKNELC,RESCKN,2052,310.3956
RE1,DEMRESCKNELC,RESCKN,2053,312.8148
RE1,DEMRESCKNELC,RESCKN,2054,315.2529
RE1,DEMRESCKNELC,RESCKN,2055,317.7099
RE1,DEMRESCKNELC,RESCKN,2056,320.1861
RE1,DEMRESCKNELC,RESCKN,2057,322.6817
RE1,DEMRESCKNELC,RESCKN,2058,325.1966
RE1,DEMRESCKNELC,RESCKN,2059,327.7312
RE1,DEMRESCKNELC,RESCKN,2060,330.2856
RE1,DEMRESCKNELC,RESCKN,2061,332.8598
RE1,DEMRESCKNELC,RESCKN,2062,335.4541
RE1,DEMRESCKNELC,RESCKN,2063,338.0686
RE1,DEMRESCKNELC,RESCKN,2064,340.7035
RE1,DEMRESCKNELC,RESCKN,2065,343.359
RE1,DEMRESCKNELC,RESCKN,2066,346.0351
RE1,DEMRESCKNELC,RESCKN,2067,348.7321
RE1,DEMRESCKNELC,RESCKN,2068,351.4501
RE1,DEMRESCKNELC,RESCKN,2069,354.1893
RE1,DEMRESCKNELC,RESCKN,2070,356.9499
RE1,DEMRESCKNOIL,RESCKN,2015,117.5028
RE1,DEMRESCKNOIL,RESCKN,2016,111.7023
RE1,DEMRESCKNOIL,RESCKN,2017,113.3469
RE1,DEMRESCKNOIL,RESCKN,2018,117.4106
RE1,DEMRESCKNOIL,RESCKN,2019,120.876
RE1,DEMRESCKNOIL,RESCKN,2020,124.3333
RE1,DEMRESCKNOIL,RESCKN,2021,47.1077
RE1,DEMRESCKNOIL,RESCKN,2022,27.3142
RE1,DEMRESCKNOIL,RESCKN,2023,65.3111
RE1,DEMRESCKNOIL,RESCKN,2024,38.2379
RE1,DEMRESELC,RESELC,2015,163.7593
RE1,DEMRESELC,RESELC,2016,173.2287
RE1,DEMRESELC,RESELC,2017,181.3445
RE1,DEMRESELC,RESELC,2018,189.4604
RE1,DEMRESELC,RESELC,2019,197.5763
RE1,DEMRESELC,RESELC,2020,205.6922
RE1,DEMRESELC,RESELC,2021,42.2082
RE1,DEMRESELC,RESELC,2022,29.6855
RE1,DEMRESELC,RESELC,2023,17.4394
RE1,DEMRESELC,RESELC,2024,7.4172
RE1,DEMRESELC,RESELC,2025,2.4706
RE1,DEMRESELC,RESELC,2031,6.785
RE1,DEMRESELC,RESELC,2032,5.6119
RE1,DEMRESELC,RESELC,2033,4.5856
RE1,DEMRESELC,RESELC,2034,4.7058
RE1,DEMRESELC,RESELC,2035,5.2319
RE1,DEMRESELC,RESELC,2036,4.9227
RE1,DEMRESELC,RESELC,2037,3.4516
RE1,DEMRESELC,RESELC,2038,5.1162
RE1,DEMRESELC,RESELC,2039,4.3608
RE1,DEMRESELC,RESELC,2040,1.3375
RE1,DEMRESELC,RESELC,2041,13.7113
RE1,DEMRESELC,RESELC,2042,12.067
RE1,DEMRESELC,RESELC,2043,10.9124
RE1,DEMRESELC,RESELC,2044,8.1533
RE1,DEMRESELC,RESELC,2045,5.7834
RE1,DEMRESELC,RESELC,2046,4.069
RE1,DEMRESELC,RESELC,2047,3.6519
RE1,DEMRESELC,RESELC,2048,0.0989
RE1,DEMRESELC,RESELC,2050,0.1011
RE1,DEMRESELC,RESELC,2051,1.4175
RE1,DEMRESELC,RESELC,2052,1.4164
RE1,DEMRESELC,RESELC,2053,0.1045
RE1,DEMRESELC,RESELC,2054,0.1057
RE1,DEMRESELC,RESELC,2055,0.1069
RE1,DEMRESELC,RESELC,2056,0.1081
